"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1_K-1-24_1-E,1_01_55195"	"neg-Exp1_K-25-48_1-E,3_01_55198"	"neg-Exp1_K-49-72_1-E,5_01_55201"	"neg-Exp1_K-73-96_1-E,7_01_55204"	"neg-Exp1_K-97-120_1-F,1_01_55207"	"neg_Exp2_K01_1-C,1_01_342"	"neg_Exp2_K02_1-C,5_01_347"	"neg_Exp2_K03_1-D,1_01_352"	"neg_Exp2_K04_1-D,5_01_358"	"neg-Exp1_P-1-24_1-E,2_01_55196"	"neg-Exp1_P-25-48_1-E,4_01_55199"	"neg-Exp1_P-49-72_1-E,6_01_55202"	"neg-Exp1_P-73-96_1-E,8_01_55205"	"neg-Exp1_P-97-120_1-F,2_01_55208"	"neg_Exp2_P1_1-C,2_01_343"	"neg_Exp2_P2_1-C,6_01_348"	"neg_Exp2_P3_1-D,2_01_353"	"neg_Exp2_P4_1-D,6_01_359"	"neg_Exp2_P5_1-E,1_01_364"
""	""	""	""	""	"  99.0799"	""	""	""	"304.10666"	""	""	""	""	""	""	""	""	""	""	""	"1.010633e+03"	"3.925717e+02"	"6.244981e+02"	"7.177887e+02"	"4.620270e+02"	"9.270744e+01"	"1.290916e+02"	"1.808437e+02"	"1.717886e+02"	"2.297647e+04"	"2.706582e+04"	"2.396759e+04"	"1.900747e+04"	"  16700.8414"	"  5099.97357"	"  3926.19744"	"9.861173e+02"	"  7965.30667"	"4.031908e+03"
""	""	""	""	""	" 103.0396"	""	""	""	" 54.53706"	""	""	""	""	""	""	""	""	""	""	""	"1.360480e+03"	"1.249979e+03"	"2.060935e+03"	"2.143403e+03"	"1.672130e+03"	"3.108391e+02"	"3.045395e+02"	"2.501712e+02"	"2.031127e+02"	"8.479277e+03"	"8.988127e+03"	"7.794706e+03"	"1.073513e+04"	"   8043.3646"	"  7036.24939"	"  4426.07194"	"5.206162e+03"	"  2484.12558"	"5.644502e+03"
""	""	""	""	""	" 111.0798"	""	""	""	"328.39405"	""	""	""	""	""	""	""	""	""	""	""	"4.825672e+02"	"1.354606e+02"	"2.233530e+02"	"3.941524e+02"	"1.815711e+02"	"6.604620e+01"	"3.401700e+01"	"4.669000e+01"	"4.736173e+01"	"1.043752e+04"	"8.924306e+03"	"9.020716e+03"	"6.488726e+03"	"   6153.1635"	"  1711.57846"	"  1077.19440"	"2.524818e+02"	"  1513.89000"	"7.960719e+02"
""	""	""	""	""	" 113.0601"	""	""	""	"202.59113"	""	""	""	""	""	""	""	""	""	""	""	"3.371783e+03"	"1.322866e+03"	"2.691550e+03"	"2.540078e+03"	"1.075624e+03"	"2.094537e+02"	"1.194109e+02"	"1.777822e+02"	"1.007321e+02"	"9.134554e+04"	"9.211794e+04"	"8.116452e+04"	"9.503501e+04"	"  85016.5210"	" 31276.25467"	" 27184.68991"	"2.302675e+04"	" 26658.30960"	"3.029527e+04"
""	""	""	""	""	" 113.0601"	""	""	""	"167.18183"	""	""	""	""	""	""	""	""	""	""	""	"8.424174e+03"	"1.596293e+03"	"1.381733e+03"	"9.397187e+02"	"1.726674e+03"	"1.807487e+02"	"1.380913e+02"	"1.330880e+02"	"1.300770e+02"	"2.196446e+04"	"2.020756e+04"	"1.506891e+04"	"3.163500e+04"	"  26063.0935"	"  5921.63989"	"  6026.32303"	"3.324635e+03"	"  6524.80826"	"7.823379e+03"
""	""	""	""	""	" 113.0954"	""	""	""	"378.90165"	""	""	""	""	""	""	""	""	""	""	""	"1.140071e+03"	"4.256310e+02"	"4.375898e+02"	"6.994044e+02"	"5.232057e+02"	"1.066987e+02"	"1.560657e+02"	"1.734392e+02"	"1.807941e+02"	"1.087095e+04"	"1.089118e+04"	"1.178709e+04"	"6.508583e+03"	"   9231.4514"	"  1606.28400"	"  2273.93593"	"4.830045e+02"	"  4303.13040"	"2.416280e+03"
""	""	""	""	""	" 115.0395"	""	""	""	" 65.36063"	""	""	""	""	""	""	""	""	""	""	""	"2.134574e+04"	"1.210773e+04"	"1.958146e+04"	"2.231214e+04"	"9.984573e+03"	"1.709025e+03"	"1.664665e+03"	"1.763734e+03"	"1.705365e+03"	"2.013855e+05"	"1.241883e+05"	"1.341128e+05"	"1.567712e+05"	" 117918.4165"	" 79384.37637"	" 42720.69700"	"4.453993e+04"	" 45613.16189"	"5.099955e+04"
""	""	""	""	""	" 115.0393"	""	""	""	"167.17859"	""	""	""	""	""	""	""	""	""	""	""	"1.366140e+03"	"8.728300e+02"	"1.333509e+03"	"1.520881e+03"	"1.012148e+03"	"4.742528e+02"	"4.903267e+02"	"4.526349e+02"	"4.763173e+02"	"5.688241e+04"	"5.397248e+04"	"5.777397e+04"	"6.006663e+04"	"  67906.1740"	" 15907.99644"	" 15628.47700"	"1.178250e+04"	" 15185.86440"	"2.070728e+04"
""	""	""	""	""	" 116.0498"	""	""	""	"282.66883"	""	""	""	""	""	""	""	""	""	""	""	"2.887414e+04"	"2.617411e+04"	"2.572339e+04"	"2.817178e+04"	"1.315345e+04"	"4.169689e+03"	"5.297108e+03"	"4.259405e+03"	"3.101559e+03"	"1.390513e+04"	"1.318492e+04"	"1.149722e+04"	"2.232358e+04"	"  14408.8133"	" 10205.43350"	"  7934.41571"	"8.481446e+03"	"  6890.80945"	"9.908587e+03"
""	""	""	""	""	" 117.0190"	""	""	""	" 43.41989"	""	""	""	""	""	""	""	""	""	""	""	"9.583339e+04"	"5.915577e+04"	"6.891573e+04"	"8.385240e+04"	"6.033369e+04"	"4.122332e+03"	"2.409083e+03"	"2.361797e+03"	"2.024078e+03"	"1.390610e+05"	"1.415712e+05"	"1.378451e+05"	"1.535398e+05"	" 145663.3954"	" 40712.74185"	" 36024.32124"	"4.086951e+04"	" 28866.29299"	"3.453083e+04"
""	""	""	""	""	" 117.0548"	""	""	""	"132.10838"	""	""	""	""	""	""	""	""	""	""	""	"6.474035e+02"	"7.533978e+02"	"4.663985e+02"	"6.845282e+02"	"5.001080e+02"	"1.063737e+02"	"1.361006e+02"	"1.350837e+02"	"1.390778e+02"	"2.984613e+04"	"3.377279e+04"	"3.192203e+04"	"3.161711e+04"	"  29089.8500"	" 12980.04264"	" 13680.19036"	"1.075804e+04"	" 12447.79208"	"1.774184e+04"
""	""	""	""	""	" 119.0497"	""	""	""	"258.11771"	""	""	""	""	""	""	""	""	""	""	""	"8.883657e+03"	"1.765727e+04"	"1.394114e+04"	"1.534226e+04"	"1.900794e+04"	"4.611984e+03"	"5.402052e+03"	"5.116653e+03"	"3.686614e+03"	"5.332805e+03"	"5.641571e+03"	"4.440664e+03"	"4.405897e+02"	"   5280.1787"	"  6103.08820"	"  4053.24000"	"6.903266e+03"	"  3164.24800"	"7.698154e+03"
""	""	""	""	""	" 119.0493"	""	""	""	"246.41118"	""	""	""	""	""	""	""	""	""	""	""	"5.200783e+03"	"7.395802e+03"	"6.326970e+03"	"6.859456e+03"	"8.235143e+03"	"2.170621e+03"	"2.141737e+03"	"1.870091e+03"	"1.860821e+03"	"1.215592e+04"	"9.820358e+03"	"9.214095e+03"	"9.596284e+03"	"  10426.9183"	"  8387.96147"	"  7209.14287"	"1.128985e+04"	"  5644.42711"	"9.263072e+03"
""	""	""	""	""	" 121.0286"	""	""	""	"251.56770"	""	""	""	""	""	""	""	""	""	""	""	"3.824638e+03"	"9.080751e+03"	"9.567093e+03"	"6.737238e+03"	"1.158664e+04"	"2.725028e+03"	"1.946715e+03"	"1.922352e+03"	"2.302131e+03"	"4.750359e+03"	"2.770641e+03"	"4.963842e+03"	"4.735176e+03"	"   4951.3694"	"  1381.65824"	"  1746.39600"	"1.913081e+03"	"  1242.66000"	"1.547440e+03"
""	""	""	""	""	" 121.0283"	""	""	""	"205.27210"	""	""	""	""	""	""	""	""	""	""	""	"4.969886e+03"	"6.391794e+03"	"7.760961e+03"	"4.019952e+03"	"4.005391e+03"	"3.724782e+03"	"5.568403e+03"	"5.328900e+03"	"6.218040e+03"	"3.145929e+04"	"3.530835e+04"	"3.233077e+04"	"3.744030e+04"	"  38403.3971"	" 19720.28700"	" 15512.87492"	"2.002641e+04"	" 11758.88996"	"2.204867e+04"
""	""	""	""	""	" 122.0260"	""	""	""	" 37.78366"	""	""	""	""	""	""	""	""	""	""	""	"8.372120e+04"	"1.225162e+05"	"1.226044e+05"	"1.038649e+05"	"9.059639e+04"	"1.824220e+04"	"1.444155e+04"	"1.327407e+04"	"1.544282e+04"	"1.165746e+04"	"1.161583e+04"	"1.406923e+04"	"1.074222e+04"	"  18450.0295"	"  4891.85820"	"  4111.85267"	"3.868759e+03"	"  2394.24231"	"2.007573e+03"
""	""	""	""	""	" 124.9789"	""	""	""	"452.22434"	""	""	""	""	""	""	""	""	""	""	""	"1.467127e+04"	"1.249561e+04"	"1.130993e+04"	"1.028628e+04"	"1.053900e+04"	"3.281676e+03"	"3.265143e+03"	"3.097911e+03"	"3.198994e+03"	"8.865143e+03"	"8.242258e+03"	"8.838180e+03"	"9.358231e+03"	"  10142.4960"	"  3111.14918"	"  1687.11535"	"3.050471e+03"	"  2444.26906"	"3.746743e+03"
""	""	""	""	""	" 125.0585"	""	""	""	"545.10907"	""	""	""	""	""	""	""	""	""	""	""	"5.005021e+02"	"3.717025e+02"	"2.631910e+02"	"3.248161e+02"	"1.533210e+02"	"5.136729e+01"	"4.302867e+01"	"3.302412e+01"	"5.970201e+01"	"2.133590e+04"	"2.482888e+04"	"2.537444e+04"	"1.824350e+04"	"  30454.7301"	"  3885.54725"	"  4802.17057"	"9.192898e+02"	"  8251.74293"	"3.197533e+03"
""	""	""	""	""	" 125.0962"	""	""	""	"308.08898"	""	""	""	""	""	""	""	""	""	""	""	"4.325716e+04"	"1.277230e+04"	"1.939206e+04"	"3.002049e+04"	"1.420333e+04"	"5.213201e+03"	"3.426526e+03"	"3.252318e+03"	"5.597954e+03"	"1.977492e+04"	"3.117753e+04"	"2.002610e+04"	"2.219996e+04"	"  22601.6365"	" 13233.02946"	" 10214.05469"	"4.754885e+03"	" 11796.36015"	"8.189495e+03"
""	""	""	""	""	" 125.0951"	""	""	""	"429.89087"	""	""	""	""	""	""	""	""	""	""	""	"1.828252e+03"	"1.019589e+03"	"1.077789e+03"	"1.443341e+03"	"1.168756e+03"	"3.418841e+02"	"3.174314e+02"	"2.438198e+02"	"3.722657e+02"	"1.315713e+04"	"1.314708e+04"	"1.424229e+04"	"7.669717e+03"	"   6324.1544"	"  1542.53804"	"  1574.43467"	"3.875038e+02"	"  2602.85786"	"1.824323e+03"
""	""	""	""	""	" 127.0753"	""	""	""	"261.44935"	""	""	""	""	""	""	""	""	""	""	""	"4.875724e+04"	"1.891441e+04"	"1.655333e+04"	"2.419181e+04"	"1.646083e+04"	"1.044880e+03"	"2.144045e+03"	"1.881676e+03"	"1.793666e+03"	"1.801505e+04"	"2.092635e+04"	"1.133220e+04"	"2.792814e+04"	"   9615.6210"	"  1669.52500"	"  1644.84071"	"1.165299e+03"	"  1076.76857"	"1.497402e+03"
""	""	""	""	""	" 127.0746"	""	""	""	"276.82206"	""	""	""	""	""	""	""	""	""	""	""	"1.890410e+03"	"5.172797e+02"	"7.608170e+02"	"1.132514e+03"	"4.787349e+02"	"2.274957e+02"	"1.444228e+02"	"1.357141e+02"	"1.504401e+02"	"2.692951e+04"	"1.794962e+04"	"2.361336e+04"	"2.445065e+04"	"  25107.0672"	"  9715.43280"	"  7469.38594"	"6.023815e+03"	"  8984.45154"	"8.570117e+03"
""	""	""	""	""	" 127.1104"	""	""	""	"411.45806"	""	""	""	""	""	""	""	""	""	""	""	"5.807725e+02"	"3.497541e+02"	"3.368750e+02"	"6.149338e+02"	"3.339174e+02"	"1.343731e+02"	"3.968983e+01"	"5.770450e+01"	"2.835192e+01"	"5.306446e+04"	"5.671756e+04"	"3.908411e+04"	"3.311618e+04"	"  14984.3864"	" 10062.06573"	"  6002.93534"	"1.312937e+03"	" 14689.35988"	"6.686159e+03"
""	""	""	""	""	" 128.0350"	""	""	""	" 38.63701"	""	""	""	""	""	""	""	""	""	""	""	"9.031937e+03"	"5.529824e+03"	"9.828012e+03"	"1.016391e+04"	"6.255426e+03"	"6.746721e+02"	"6.107075e+02"	"4.919136e+02"	"5.890968e+02"	"8.450234e+04"	"7.224942e+04"	"7.494916e+04"	"7.259043e+04"	"  73800.3040"	"  5630.10298"	"  4731.13528"	"3.500020e+03"	"  7074.83296"	"3.727267e+03"
""	""	""	""	""	" 129.0186"	""	""	""	" 76.27673"	""	""	""	""	""	""	""	""	""	""	""	"1.748504e+04"	"2.011535e+04"	"1.905644e+04"	"1.298771e+04"	"1.374123e+04"	"3.425616e+03"	"2.043193e+03"	"2.666110e+03"	"2.260172e+03"	"2.136631e+04"	"2.399364e+04"	"1.846061e+04"	"1.994232e+04"	"  24098.0328"	" 17101.69867"	" 17368.41480"	"1.375054e+04"	" 18311.75053"	"2.063415e+04"
""	""	""	""	""	" 129.0541"	""	""	""	"236.14395"	""	""	""	""	""	""	""	""	""	""	""	"2.177240e+03"	"6.439904e+02"	"7.292877e+02"	"1.288642e+03"	"7.615414e+02"	"9.306712e+01"	"9.638778e+01"	"9.437189e+01"	"1.227360e+02"	"2.414779e+04"	"1.829650e+04"	"1.659330e+04"	"1.979339e+04"	"  29072.7694"	"  5785.09120"	"  4800.46218"	"2.857761e+03"	"  4990.70777"	"6.518940e+03"
""	""	""	""	""	" 129.0545"	""	""	""	"173.76335"	""	""	""	""	""	""	""	""	""	""	""	"4.871937e+03"	"3.343466e+03"	"9.400553e+03"	"4.955340e+03"	"4.641430e+03"	"5.880046e+02"	"9.215814e+02"	"9.568832e+02"	"4.012531e+02"	"5.941276e+04"	"3.268412e+04"	"3.540752e+04"	"3.908895e+04"	"  21160.5975"	" 31358.94300"	" 14441.92055"	"2.649486e+04"	" 19961.35038"	"2.067515e+04"
""	""	""	""	""	" 130.0860"	""	""	""	"231.60548"	""	""	""	""	""	""	""	""	""	""	""	"4.056806e+03"	"3.145425e+03"	"4.549030e+03"	"4.784212e+03"	"5.592034e+03"	"9.527225e+02"	"6.907775e+02"	"9.854925e+02"	"9.263241e+02"	"1.137273e+04"	"1.083235e+04"	"1.334176e+04"	"1.582787e+04"	"  16118.4765"	"  5356.59196"	"  5169.95455"	"7.472974e+03"	"  4448.91542"	"6.659280e+03"
""	""	""	""	""	" 131.0700"	""	""	""	"213.26613"	""	""	""	""	""	""	""	""	""	""	""	"5.534551e+03"	"5.354968e+03"	"5.942154e+03"	"6.125986e+03"	"5.986131e+03"	"2.324161e+03"	"2.381127e+03"	"2.281015e+03"	"2.391986e+03"	"6.078826e+04"	"6.754735e+04"	"7.602962e+04"	"6.562041e+04"	"  63197.9053"	" 58604.04333"	" 50793.50644"	"1.087410e+05"	" 39996.74475"	"7.629350e+04"
""	""	""	""	""	" 132.0289"	""	""	""	"181.99209"	""	""	""	""	""	""	""	""	""	""	""	"3.390891e+02"	"4.060850e+02"	"6.654354e+02"	"3.508864e+02"	"4.091585e+02"	"8.172383e+01"	"1.040936e+02"	"9.404700e+01"	"1.000300e+02"	"4.968385e+03"	"4.275685e+03"	"3.776506e+03"	"7.534046e+03"	"   3399.8954"	"  3410.72640"	"  2665.39670"	"1.032516e+03"	"  1966.63348"	"2.853092e+03"
""	""	""	""	""	" 135.0439"	""	""	""	"234.00703"	""	""	""	""	""	""	""	""	""	""	""	"4.729357e+04"	"9.309480e+04"	"5.131225e+04"	"6.500706e+04"	"5.472726e+04"	"2.825519e+03"	"1.941568e+03"	"1.678401e+03"	"1.753782e+03"	"8.987306e+04"	"3.772832e+04"	"6.143119e+04"	"6.698961e+04"	"  37453.5060"	"  2330.52960"	"  1968.90720"	"3.421145e+03"	"  1894.53818"	"3.858484e+03"
""	""	""	""	""	" 137.0226"	""	""	""	"296.71758"	""	""	""	""	""	""	""	""	""	""	""	"1.890857e+04"	"1.288958e+04"	"1.143027e+04"	"3.233382e+04"	"1.906523e+04"	"1.083257e+03"	"1.096877e+03"	"1.148275e+03"	"2.108630e+03"	"8.063659e+03"	"6.348207e+03"	"8.488794e+03"	"1.004731e+04"	"   6090.8151"	"  5255.86800"	"  3915.75960"	"1.831658e+03"	"  4193.35200"	"3.426674e+03"
""	""	""	""	""	" 137.0234"	""	""	""	"167.54093"	""	""	""	""	""	""	""	""	""	""	""	"3.597393e+03"	"3.920972e+03"	"4.497557e+03"	"4.518971e+03"	"1.813668e+03"	"7.794308e+02"	"1.645412e+03"	"1.564359e+03"	"1.406023e+03"	"4.688614e+04"	"1.579721e+04"	"1.451027e+04"	"1.389861e+04"	"  12365.1056"	"  6631.08956"	"  5811.39187"	"5.722595e+03"	"  4725.67200"	"6.977820e+03"
""	""	""	""	""	" 138.0183"	""	""	""	"304.75881"	""	""	""	""	""	""	""	""	""	""	""	"6.464468e+03"	"5.025344e+03"	"2.088416e+03"	"9.588265e+03"	"4.023106e+03"	"2.137863e+03"	"7.955565e+02"	"7.648197e+02"	"1.805980e+03"	"2.529224e+03"	"3.346759e+03"	"2.613435e+03"	"4.272486e+03"	"   2982.6608"	"  1833.08220"	"   789.06100"	"7.866479e+02"	"   613.55170"	"1.443280e+03"
""	""	""	""	""	" 138.0537"	""	""	""	"172.62918"	""	""	""	""	""	""	""	""	""	""	""	"1.399898e+03"	"2.162449e+03"	"1.811459e+03"	"1.865632e+03"	"2.055549e+03"	"5.340936e+02"	"4.850544e+02"	"6.021480e+02"	"4.026069e+02"	"7.640127e+03"	"7.182481e+03"	"8.381448e+03"	"5.199768e+03"	"   6505.6867"	"  1608.18112"	"  1535.40737"	"6.713758e+02"	"  1940.30300"	"4.448890e+02"
""	""	""	""	""	" 141.9820"	""	""	""	"250.80254"	""	""	""	""	""	""	""	""	""	""	""	"4.620826e+03"	"3.136306e+03"	"5.659162e+03"	"3.900897e+03"	"4.481080e+03"	"1.909573e+03"	"2.779237e+03"	"1.756239e+03"	"1.523902e+03"	"2.383096e+03"	"1.212240e+03"	"6.369300e+02"	"2.421203e+03"	"   2028.2666"	"  1549.41717"	"   954.89471"	"2.630982e+03"	"   805.64400"	"7.711542e+02"
""	""	""	""	""	" 142.0499"	""	""	""	" 54.52120"	""	""	""	""	""	""	""	""	""	""	""	"1.688302e+03"	"1.691346e+03"	"1.627320e+03"	"1.589777e+03"	"1.767141e+03"	"4.235430e+02"	"2.631612e+02"	"3.362455e+02"	"2.811723e+02"	"2.890179e+04"	"2.608318e+04"	"1.749221e+04"	"2.358691e+04"	"  27083.8985"	" 10760.11372"	"  9939.46690"	"4.909252e+03"	"  7142.66732"	"8.407818e+03"
""	""	""	""	""	" 144.0440"	""	""	""	"286.50833"	""	""	""	""	""	""	""	""	""	""	""	"8.453120e+03"	"1.313588e+04"	"6.546450e+03"	"7.914271e+03"	"1.063168e+04"	"5.200043e+03"	"4.320178e+03"	"5.394940e+03"	"6.006902e+03"	"6.819783e+04"	"6.780496e+04"	"6.503500e+04"	"6.988694e+04"	"  59216.8784"	" 26762.43696"	" 24030.35887"	"2.380484e+04"	" 25800.72550"	"2.793413e+04"
""	""	""	""	""	" 145.0492"	""	""	""	"124.01535"	""	""	""	""	""	""	""	""	""	""	""	"2.957463e+04"	"8.351414e+03"	"1.040178e+04"	"2.408351e+04"	"8.759326e+03"	"3.364017e+03"	"1.956854e+03"	"2.126290e+03"	"2.384753e+03"	"1.084488e+04"	"1.016963e+04"	"7.551049e+03"	"2.325564e+04"	"  10144.0304"	"  3188.97594"	"  1878.20314"	"2.844091e+03"	"  2637.93934"	"4.410802e+03"
""	""	""	""	""	" 145.0488"	""	""	""	"287.17979"	""	""	""	""	""	""	""	""	""	""	""	"8.434526e+02"	"8.053319e+02"	"2.770962e+02"	"4.020410e+02"	"8.610350e+02"	"5.372099e+02"	"7.839600e+01"	"2.298186e+02"	"3.258821e+02"	"5.928207e+04"	"6.132597e+04"	"5.091396e+03"	"4.864333e+03"	"   4259.5956"	"  2223.52154"	"  1580.31252"	"2.028258e+03"	"  2341.36308"	"2.546416e+03"
""	""	""	""	""	" 145.0852"	""	""	""	"305.13203"	""	""	""	""	""	""	""	""	""	""	""	"1.202483e+04"	"1.856265e+03"	"4.982066e+03"	"1.008458e+04"	"4.167532e+03"	"1.567023e+03"	"1.255557e+03"	"1.134013e+03"	"1.210761e+03"	"6.433084e+04"	"7.857163e+04"	"5.947102e+04"	"6.135397e+04"	"  38451.6018"	" 19507.92720"	" 16380.96529"	"8.283012e+03"	" 26346.86152"	"1.966868e+04"
""	""	""	""	""	" 146.0810"	""	""	""	" 92.87479"	""	""	""	""	""	""	""	""	""	""	""	"1.680014e+03"	"1.569907e+03"	"1.406272e+03"	"1.440806e+03"	"1.533561e+03"	"4.419103e+02"	"4.433012e+02"	"4.105385e+02"	"2.264872e+02"	"2.693860e+04"	"3.072535e+04"	"3.172281e+04"	"2.322242e+04"	"  32739.5658"	"  9672.42363"	" 10787.35068"	"4.521406e+03"	" 14144.00252"	"8.857217e+03"
""	""	""	""	""	" 147.0434"	""	""	""	"247.44668"	""	""	""	""	""	""	""	""	""	""	""	"2.680498e+03"	"3.837756e+03"	"3.825180e+03"	"3.487511e+03"	"3.761594e+03"	"2.515924e+03"	"2.091359e+03"	"2.056694e+03"	"2.079507e+03"	"4.656562e+04"	"4.934561e+04"	"4.902718e+04"	"4.863435e+04"	"  55453.2093"	" 29270.70785"	" 27059.60400"	"3.484514e+04"	" 22615.84823"	"3.721279e+04"
""	""	""	""	""	" 147.0430"	""	""	""	"279.81838"	""	""	""	""	""	""	""	""	""	""	""	"1.844527e+03"	"4.278293e+03"	"3.573835e+03"	"1.972402e+03"	"3.692761e+03"	"2.160951e+03"	"2.086954e+03"	"2.067809e+03"	"2.236213e+03"	"8.660870e+03"	"7.713808e+03"	"8.351854e+03"	"1.244893e+04"	"  12078.2019"	"  8211.19401"	"  7638.85521"	"3.899329e+04"	"  4555.57343"	"1.812406e+04"
""	""	""	""	""	" 147.0655"	""	""	""	" 58.98732"	""	""	""	""	""	""	""	""	""	""	""	"2.264426e+04"	"2.022927e+04"	"1.935656e+04"	"2.093581e+04"	"2.251396e+04"	"1.145774e+03"	"9.728217e+02"	"1.271288e+03"	"1.121664e+03"	"1.038942e+05"	"1.383133e+05"	"1.240152e+05"	"9.264010e+04"	" 109710.2512"	" 70393.91878"	" 62486.92783"	"4.773752e+04"	" 49604.04733"	"6.739593e+04"
""	""	""	""	""	" 147.0646"	""	""	""	" 68.88257"	""	""	""	""	""	""	""	""	""	""	""	"1.327357e+04"	"1.435071e+04"	"5.101365e+03"	"6.089261e+03"	"8.654624e+03"	"3.808978e+02"	"7.207707e+02"	"8.863671e+02"	"6.877948e+02"	"1.268889e+05"	"8.765721e+04"	"8.819747e+04"	"7.589963e+04"	"  67395.2159"	" 35477.11860"	" 32317.03091"	"1.780809e+04"	" 33576.36124"	"2.452224e+04"
""	""	""	""	""	" 148.0466"	""	""	""	"248.11269"	""	""	""	""	""	""	""	""	""	""	""	"2.729430e+02"	"4.014171e+02"	"4.121253e+02"	"4.228689e+02"	"3.363365e+02"	"1.891002e+02"	"1.434208e+02"	"1.473954e+02"	"7.638717e+01"	"4.962224e+03"	"5.209753e+03"	"4.472327e+03"	"4.499834e+03"	"   5219.0102"	"  1890.34929"	"  2372.04410"	"3.056119e+03"	"  1880.34758"	"3.594023e+03"
""	""	""	""	""	" 150.0554"	""	""	""	" 38.53316"	""	""	""	""	""	""	""	""	""	""	""	"1.392320e+05"	"1.320049e+05"	"1.282182e+05"	"1.199699e+05"	"1.142193e+05"	"9.590846e+03"	"9.137754e+03"	"9.296912e+03"	"9.493658e+03"	"3.888669e+04"	"4.761198e+04"	"4.455915e+04"	"4.631225e+04"	"  38370.2273"	"  9385.21330"	"  8904.45577"	"9.743684e+03"	"  7082.95722"	"1.016541e+04"
""	""	""	""	""	" 152.0102"	""	""	""	"271.69822"	""	""	""	""	""	""	""	""	""	""	""	"4.510377e+03"	"3.532524e+03"	"3.195427e+03"	"4.903403e+03"	"5.427885e+03"	"1.786583e+03"	"2.689085e+03"	"1.453829e+03"	"2.019232e+03"	"1.323624e+03"	"2.450848e+03"	"2.372783e+03"	"2.690440e+03"	"   1279.7090"	"  1558.24560"	"   950.43938"	"2.133898e+03"	"   732.76710"	"2.188667e+03"
""	""	""	""	""	" 153.1260"	""	""	""	"466.75521"	""	""	""	""	""	""	""	""	""	""	""	"1.024393e+03"	"4.757798e+02"	"4.242470e+02"	"6.888280e+02"	"4.855515e+02"	"1.013978e+02"	"8.271927e+01"	"8.103166e+01"	"1.474271e+02"	"1.181043e+04"	"1.279351e+04"	"7.824821e+03"	"1.029602e+04"	"   6766.7950"	"  2525.68560"	"  2643.91593"	"4.658820e+02"	"  3455.42880"	"2.447223e+03"
""	""	""	""	""	" 153.1246"	""	""	""	"439.17098"	""	""	""	""	""	""	""	""	""	""	""	"9.165191e+02"	"4.054017e+02"	"3.720650e+02"	"7.848013e+02"	"3.902371e+02"	"5.370244e+01"	"5.336889e+01"	"4.002133e+01"	"8.637938e+01"	"3.146721e+04"	"5.084225e+04"	"4.318996e+04"	"2.764676e+04"	"  17586.9756"	"  2996.32956"	"  3463.83300"	"1.228152e+03"	"  8135.70768"	"2.049699e+03"
""	""	""	""	""	" 154.0136"	""	""	""	"140.62772"	""	""	""	""	""	""	""	""	""	""	""	"2.212726e+04"	"2.170103e+04"	"2.137047e+04"	"1.982233e+04"	"1.638726e+04"	"9.682117e+03"	"9.452391e+03"	"8.505857e+03"	"7.970862e+03"	"1.585924e+04"	"1.577074e+04"	"1.425678e+04"	"1.510812e+04"	"  16071.6442"	" 12504.56193"	" 12468.53246"	"1.285384e+04"	" 12093.16047"	"1.530718e+04"
""	""	""	""	""	" 154.9879"	""	""	""	"282.69701"	""	""	""	""	""	""	""	""	""	""	""	"7.629472e+03"	"2.081574e+03"	"3.920982e+03"	"5.222066e+03"	"1.228271e+03"	"1.437210e+03"	"1.181943e+03"	"1.295491e+03"	"1.055596e+03"	"3.461211e+03"	"5.989894e+03"	"3.542116e+03"	"7.235768e+03"	"   2840.2920"	"  1820.16503"	"  1737.75829"	"1.301432e+03"	"  1931.04771"	"1.821412e+03"
""	""	""	""	""	" 155.0687"	""	""	""	"189.74822"	""	""	""	""	""	""	""	""	""	""	""	"2.629983e+03"	"6.441050e+02"	"1.051777e+03"	"1.976695e+03"	"7.382574e+02"	"1.827580e+02"	"2.004185e+02"	"2.408592e+02"	"2.288002e+02"	"6.910837e+03"	"5.792776e+03"	"7.298772e+03"	"6.716410e+03"	"   5560.5139"	"  2461.12373"	"  1806.16148"	"8.732391e+02"	"  2558.96767"	"1.693232e+03"
""	""	""	""	""	" 156.0289"	""	""	""	" 42.96166"	""	""	""	""	""	""	""	""	""	""	""	"1.294528e+04"	"1.519195e+04"	"1.442465e+04"	"1.602971e+04"	"1.605401e+04"	"1.779218e+03"	"1.659428e+03"	"2.246446e+03"	"2.046387e+03"	"5.399110e+03"	"8.504131e+03"	"5.672846e+03"	"7.378358e+03"	"   7041.9311"	"   504.51398"	"  1719.75636"	"2.035943e+03"	"  1122.44110"	"2.278984e+03"
