"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1_K-1-24_1-E,1_01_55195"	"neg-Exp1_K-25-48_1-E,3_01_55198"	"neg-Exp1_K-49-72_1-E,5_01_55201"	"neg-Exp1_K-73-96_1-E,7_01_55204"	"neg-Exp1_K-97-120_1-F,1_01_55207"	"neg_Exp2_K01_1-C,1_01_342"	"neg_Exp2_K02_1-C,5_01_347"	"neg_Exp2_K03_1-D,1_01_352"	"neg_Exp2_K04_1-D,5_01_358"	"neg-Exp1_P-1-24_1-E,2_01_55196"	"neg-Exp1_P-25-48_1-E,4_01_55199"	"neg-Exp1_P-49-72_1-E,6_01_55202"	"neg-Exp1_P-73-96_1-E,8_01_55205"	"neg-Exp1_P-97-120_1-F,2_01_55208"	"neg_Exp2_P1_1-C,2_01_343"	"neg_Exp2_P2_1-C,6_01_348"	"neg_Exp2_P3_1-D,2_01_353"	"neg_Exp2_P4_1-D,6_01_359"	"neg_Exp2_P5_1-E,1_01_364"
""	""	""	""	""	" 371.0946"	""	""	""	"234.40352"	""	""	""	""	""	""	""	""	""	""	""	"1.584742e+04"	"6.172502e+03"	"7.978757e+03"	"5.531992e+03"	"5.092138e+03"	"2.017008e+03"	"2.321355e+03"	"2.221444e+03"	"1.894422e+03"	"2.377408e+04"	"2.651797e+04"	"2.095439e+04"	"2.546252e+04"	"  22292.5500"	" 11147.57760"	"  8331.88422"	"9.164071e+03"	"  7304.25698"	"1.168387e+04"
""	""	""	""	""	" 371.1111"	""	""	""	"358.77625"	""	""	""	""	""	""	""	""	""	""	""	"1.673969e+04"	"3.708522e+04"	"4.568554e+04"	"3.123376e+04"	"3.702163e+04"	"9.146527e+03"	"1.600282e+04"	"1.362402e+04"	"7.908900e+03"	"2.128947e+04"	"2.484798e+04"	"2.483326e+04"	"1.057458e+04"	"  26287.5142"	" 12185.54086"	" 10130.77609"	"7.775011e+03"	"  8294.48274"	"1.612259e+04"
""	""	""	""	""	" 371.1260"	""	""	""	"183.02325"	""	""	""	""	""	""	""	""	""	""	""	"4.818467e+03"	"1.770985e+03"	"2.330364e+03"	"4.343464e+03"	"2.412995e+03"	"8.038314e+02"	"9.294096e+02"	"7.690741e+02"	"6.550136e+02"	"6.123860e+04"	"5.338114e+04"	"5.246883e+04"	"3.923696e+04"	"  33783.4070"	"  6296.36640"	"  4598.37400"	"2.359492e+03"	" 11140.56750"	"5.562921e+03"
""	""	""	""	""	" 371.1897"	""	""	""	"159.76060"	""	""	""	""	""	""	""	""	""	""	""	"1.123562e+03"	"2.396033e+03"	"2.115732e+03"	"2.183164e+03"	"2.714645e+03"	"4.655800e+02"	"3.568557e+02"	"2.438397e+02"	"4.225952e+02"	"9.735159e+03"	"1.020220e+04"	"9.940956e+03"	"1.380516e+04"	"   8999.2728"	"  4907.24229"	"  4609.50019"	"2.713806e+03"	"  5220.50640"	"4.855789e+03"
""	""	""	""	""	" 371.2258"	""	""	""	"178.13766"	""	""	""	""	""	""	""	""	""	""	""	"6.009226e+02"	"5.530913e+02"	"5.423768e+02"	"1.381700e+02"	"7.536900e+02"	"2.370474e+02"	"1.914634e+02"	"2.304623e+02"	"3.275166e+02"	"3.621620e+04"	"3.823682e+04"	"3.341479e+04"	"3.726251e+04"	"  32023.3861"	" 11191.88766"	" 13416.39120"	"4.622310e+03"	" 10747.05996"	"1.211856e+04"
""	""	""	""	""	" 371.2573"	""	""	""	"184.70663"	""	""	""	""	""	""	""	""	""	""	""	"1.493171e+02"	"1.920710e+01"	"3.201500e+01"	"1.243161e+02"	"8.455353e+01"	"1.567920e+01"	"4.169559e+01"	"2.734362e+01"	"0.000000e+00"	"1.860733e+04"	"2.396235e+04"	"2.238592e+04"	"1.832648e+04"	"  21445.6892"	"    61.37627"	"   875.77100"	"7.772880e+01"	"  3378.70867"	"2.163878e+03"
""	""	""	""	""	" 371.2610"	""	""	""	"171.05621"	""	""	""	""	""	""	""	""	""	""	""	"3.302208e+02"	"2.382138e+02"	"1.101859e+02"	"1.330897e+02"	"1.192668e+02"	"0.000000e+00"	"2.701973e+01"	"1.634287e+01"	"7.137499e+01"	"2.764040e+04"	"3.277149e+04"	"3.534736e+04"	"2.728217e+04"	"  38074.4166"	"   666.92308"	"  1836.58450"	"1.093972e+02"	"  4465.56960"	"2.518602e+03"
""	""	""	""	""	" 372.1143"	""	""	""	"358.89750"	""	""	""	""	""	""	""	""	""	""	""	"5.624369e+03"	"7.691011e+03"	"8.243082e+03"	"6.468715e+03"	"7.215715e+03"	"1.733000e+03"	"3.514540e+03"	"2.551006e+03"	"1.555794e+03"	"4.394367e+03"	"5.907578e+03"	"4.936540e+03"	"5.718974e+03"	"   5002.4849"	"  2854.94609"	"  2419.41159"	"1.959420e+03"	"  1626.99801"	"3.811224e+03"
""	""	""	""	""	" 372.1842"	""	""	""	"102.12145"	""	""	""	""	""	""	""	""	""	""	""	"3.501095e+03"	"2.665078e+03"	"2.580162e+03"	"2.140082e+03"	"3.242268e+03"	"4.298896e+02"	"7.334215e+02"	"5.176571e+02"	"5.293003e+02"	"4.378522e+04"	"4.149350e+04"	"3.945368e+04"	"4.207041e+04"	"  34282.3147"	"  8363.15196"	"  8202.03876"	"8.598388e+02"	" 10456.59656"	"7.029703e+03"
""	""	""	""	""	" 372.2061"	""	""	""	"233.29939"	""	""	""	""	""	""	""	""	""	""	""	"5.597366e+03"	"4.164327e+03"	"5.281174e+03"	"6.697944e+03"	"6.015930e+03"	"9.814452e+02"	"1.160020e+03"	"9.468939e+02"	"8.548985e+02"	"3.173919e+04"	"3.625660e+04"	"3.087765e+04"	"2.526854e+04"	"  21735.8072"	"  2271.30591"	"  2164.65411"	"1.589366e+03"	"  3547.83373"	"2.337235e+03"
""	""	""	""	""	" 372.2253"	""	""	""	"176.88976"	""	""	""	""	""	""	""	""	""	""	""	"1.188839e+04"	"1.125915e+04"	"1.010161e+04"	"1.122820e+04"	"1.281169e+04"	"5.226572e+02"	"6.717496e+02"	"4.769193e+02"	"6.891556e+02"	"7.620350e+03"	"7.162122e+03"	"3.214306e+03"	"7.642353e+03"	"   4949.2451"	"  2241.10122"	"  2998.29343"	"8.245109e+02"	"  2067.95599"	"2.752642e+03"
""	""	""	""	""	" 373.0303"	""	""	""	"238.78842"	""	""	""	""	""	""	""	""	""	""	""	"5.930127e+03"	"4.097471e+03"	"6.602311e+03"	"5.683840e+03"	"6.501159e+03"	"1.648651e+03"	"2.280175e+03"	"1.739252e+03"	"1.703646e+03"	"7.673490e+03"	"7.467518e+03"	"5.871098e+03"	"8.059350e+03"	"   5842.3369"	"  3809.71200"	"  3845.41560"	"3.035100e+03"	"  4224.28410"	"6.011080e+03"
""	""	""	""	""	" 373.1257"	""	""	""	"323.92237"	""	""	""	""	""	""	""	""	""	""	""	"1.040196e+03"	"1.081884e+04"	"1.568564e+04"	"1.271346e+04"	"1.738541e+04"	"3.647411e+03"	"6.320313e+03"	"4.862747e+03"	"2.938479e+03"	"2.114608e+04"	"2.423913e+04"	"2.443353e+04"	"2.299457e+04"	"  28100.7588"	" 12284.36447"	" 10518.48104"	"8.343208e+03"	"  8663.11034"	"1.774822e+04"
""	""	""	""	""	" 373.2065"	""	""	""	"162.31327"	""	""	""	""	""	""	""	""	""	""	""	"1.639118e+04"	"1.859591e+04"	"1.263954e+04"	"1.387872e+04"	"1.666932e+04"	"3.017371e+03"	"1.988401e+03"	"2.905882e+03"	"2.423120e+03"	"5.187178e+03"	"5.730767e+03"	"4.385939e+03"	"3.136809e+03"	"   2516.0296"	"   151.38334"	"   398.62083"	"2.181232e+02"	"   742.08587"	"2.967647e+02"
""	""	""	""	""	" 373.2156"	""	""	""	"523.90885"	""	""	""	""	""	""	""	""	""	""	""	"7.486355e+03"	"2.388461e+03"	"1.596706e+03"	"5.223163e+03"	"1.997062e+03"	"4.989160e+02"	"3.018854e+02"	"4.042626e+02"	"4.211473e+02"	"1.010963e+05"	"1.219660e+05"	"1.341990e+05"	"2.227351e+05"	" 148672.9040"	" 34567.12246"	" 20254.12362"	"1.227781e+04"	" 32363.96665"	"2.758842e+04"
""	""	""	""	""	" 373.2154"	""	""	""	"514.28260"	""	""	""	""	""	""	""	""	""	""	""	"7.541504e+03"	"2.273941e+03"	"1.602776e+03"	"4.906475e+03"	"1.836769e+03"	"2.938487e+02"	"1.657396e+02"	"2.041282e+02"	"2.471341e+02"	"8.588748e+04"	"9.941028e+04"	"1.058106e+05"	"1.864469e+05"	" 114038.4410"	" 13351.51588"	" 16832.91090"	"1.198186e+04"	" 28361.02042"	"2.571689e+04"
""	""	""	""	""	" 374.1785"	""	""	""	" 61.97297"	""	""	""	""	""	""	""	""	""	""	""	"1.854047e+04"	"4.812599e+03"	"6.268728e+03"	"6.176774e+03"	"5.019054e+03"	"3.774081e+04"	"1.719940e+04"	"2.048220e+04"	"1.499354e+04"	"3.855570e+04"	"4.284557e+04"	"3.101616e+04"	"3.588332e+04"	"  31648.3919"	" 30591.31357"	"  9128.76951"	"1.229892e+04"	" 29486.48710"	"5.064517e+04"
""	""	""	""	""	" 374.2435"	""	""	""	"559.36890"	""	""	""	""	""	""	""	""	""	""	""	"8.077822e+05"	"1.267026e+06"	"9.678769e+05"	"9.824548e+05"	"1.151116e+06"	"3.304658e+05"	"3.940988e+05"	"3.209227e+05"	"2.625553e+05"	"1.185861e+06"	"1.035348e+06"	"1.148152e+06"	"1.172680e+06"	"1288887.7394"	"393060.40800"	"359246.98189"	"3.212519e+05"	"265944.25200"	"3.844201e+05"
""	""	""	""	""	" 375.1412"	""	""	""	"240.48467"	""	""	""	""	""	""	""	""	""	""	""	"2.001765e+04"	"1.884401e+04"	"2.335301e+04"	"2.640525e+04"	"3.201937e+04"	"5.198155e+03"	"1.085412e+04"	"1.232337e+04"	"4.860241e+03"	"1.107862e+04"	"1.095531e+04"	"9.850316e+03"	"1.544864e+04"	"  12011.7556"	"  4134.62945"	"  3501.22664"	"3.845074e+03"	"  2591.31464"	"4.132628e+03"
""	""	""	""	""	" 375.1421"	""	""	""	"279.12789"	""	""	""	""	""	""	""	""	""	""	""	"6.951412e+04"	"8.139662e+04"	"9.614938e+04"	"9.098602e+04"	"1.145233e+05"	"1.601782e+04"	"6.316728e+04"	"6.244304e+04"	"1.384433e+04"	"2.475774e+04"	"2.006953e+04"	"2.288022e+04"	"2.877356e+04"	"  23899.1750"	"  8209.55839"	"  5822.03591"	"6.664572e+03"	"  3696.62160"	"7.098181e+03"
""	""	""	""	""	" 375.2457"	""	""	""	"559.36890"	""	""	""	""	""	""	""	""	""	""	""	"2.044835e+05"	"3.127629e+05"	"2.370836e+05"	"2.396022e+05"	"2.757487e+05"	"7.676470e+04"	"9.187505e+04"	"7.454401e+04"	"6.146463e+04"	"2.832027e+05"	"2.507963e+05"	"2.748852e+05"	"2.817117e+05"	" 310821.1660"	" 91178.10696"	" 85030.00078"	"7.633102e+04"	" 64594.09762"	"8.765956e+04"
""	""	""	""	""	" 376.2151"	""	""	""	"301.73779"	""	""	""	""	""	""	""	""	""	""	""	"3.116089e+03"	"2.349871e+03"	"2.735002e+03"	"2.992821e+03"	"2.780858e+03"	"2.817586e+02"	"2.210931e+02"	"2.354770e+02"	"1.937482e+02"	"1.595356e+04"	"1.833143e+04"	"1.740850e+04"	"1.580839e+04"	"  20465.2059"	"  1597.14836"	"  2050.53014"	"5.942970e+02"	"  2395.58160"	"1.787762e+03"
""	""	""	""	""	" 376.2485"	""	""	""	"559.44502"	""	""	""	""	""	""	""	""	""	""	""	"2.837455e+04"	"4.346496e+04"	"3.361501e+04"	"3.157770e+04"	"3.931452e+04"	"1.105527e+04"	"1.323270e+04"	"1.016212e+04"	"8.801877e+03"	"4.034694e+04"	"3.519434e+04"	"3.948457e+04"	"4.023443e+04"	"  45073.0581"	" 13786.69875"	" 12318.29453"	"1.094630e+04"	"  8642.97808"	"1.294586e+04"
""	""	""	""	""	" 377.0018"	""	""	""	"299.50057"	""	""	""	""	""	""	""	""	""	""	""	"1.157371e+04"	"1.003080e+04"	"1.353412e+04"	"1.365628e+04"	"1.109202e+04"	"5.641256e+03"	"7.258169e+03"	"5.310163e+03"	"5.871330e+03"	"1.678792e+03"	"1.718700e+03"	"2.060231e+03"	"1.990827e+03"	"   1776.8106"	"  2569.71729"	"  2092.13511"	"5.398800e+03"	"  1538.41463"	"4.071923e+03"
""	""	""	""	""	" 377.0855"	""	""	""	" 30.61580"	""	""	""	""	""	""	""	""	""	""	""	"5.108647e+05"	"4.789107e+05"	"5.245247e+05"	"4.706255e+05"	"5.081070e+05"	"8.809091e+04"	"1.516740e+05"	"1.523418e+05"	"1.720812e+05"	"1.468451e+05"	"1.471015e+05"	"1.215264e+05"	"1.692612e+05"	" 185779.8648"	" 38018.48995"	"134791.87692"	"1.858891e+05"	" 27907.70165"	"2.665853e+05"
""	""	""	""	""	" 377.1057"	""	""	""	" 56.98224"	""	""	""	""	""	""	""	""	""	""	""	"2.392962e+04"	"2.654627e+04"	"2.344619e+04"	"2.157895e+04"	"2.544038e+04"	"4.863330e+04"	"7.028883e+04"	"5.952690e+04"	"6.888343e+04"	"4.702957e+05"	"4.944634e+05"	"4.346605e+05"	"3.981289e+05"	" 419315.2067"	"223851.20644"	"187930.50807"	"1.244664e+05"	"283942.38313"	"2.372911e+05"
""	""	""	""	""	" 377.1200"	""	""	""	"360.89731"	""	""	""	""	""	""	""	""	""	""	""	"0.000000e+00"	"1.172162e+03"	"1.813398e+03"	"7.153448e+02"	"1.083006e+03"	"9.971650e+02"	"8.200273e+02"	"5.997679e+02"	"7.537665e+02"	"4.031976e+04"	"4.239584e+04"	"3.308632e+04"	"2.431556e+04"	"  21185.9563"	"  2307.99300"	"  2725.17840"	"1.138662e+03"	"  5721.66903"	"2.255325e+03"
""	""	""	""	""	" 377.1878"	""	""	""	"490.54911"	""	""	""	""	""	""	""	""	""	""	""	"1.078261e+04"	"2.881869e+03"	"2.509974e+03"	"7.612140e+03"	"2.162237e+03"	"5.907594e+02"	"6.306896e+02"	"5.802742e+02"	"6.279634e+02"	"1.593049e+04"	"2.277595e+04"	"9.875448e+03"	"3.273388e+04"	"  20288.7480"	" 15811.50240"	" 13877.54825"	"3.804487e+03"	" 12577.89480"	"1.284216e+04"
""	""	""	""	""	" 377.2246"	""	""	""	"518.22359"	""	""	""	""	""	""	""	""	""	""	""	"8.833968e+03"	"2.503361e+03"	"2.311961e+03"	"7.044985e+03"	"1.679323e+03"	"3.648391e+02"	"3.258435e+02"	"3.611650e+02"	"2.718141e+02"	"9.056058e+04"	"1.101982e+05"	"1.109613e+05"	"8.527039e+04"	"  95599.1490"	" 34752.28349"	" 34918.54009"	"5.121560e+03"	" 58778.51455"	"2.407403e+04"
""	""	""	""	""	" 378.0893"	""	""	""	" 26.71717"	""	""	""	""	""	""	""	""	""	""	""	"5.672784e+04"	"5.245037e+04"	"5.466056e+04"	"6.425988e+04"	"5.476170e+04"	"1.374891e+04"	"2.218546e+04"	"2.142491e+04"	"2.509084e+04"	"1.202423e+04"	"2.007535e+04"	"9.655068e+03"	"2.433962e+04"	"  15023.0842"	" 11363.40426"	" 20315.75495"	"2.027321e+04"	"  7095.26878"	"3.776103e+04"
""	""	""	""	""	" 378.1941"	""	""	""	"282.47635"	""	""	""	""	""	""	""	""	""	""	""	"1.683869e+03"	"1.276186e+03"	"1.591182e+03"	"1.461868e+03"	"1.147367e+03"	"3.601753e+02"	"4.075636e+02"	"4.433197e+02"	"2.281110e+02"	"1.918766e+04"	"1.930117e+04"	"2.071176e+04"	"1.721967e+04"	"  21302.5323"	"  1962.90240"	"  2411.35343"	"8.700221e+02"	"  2679.14160"	"1.734392e+03"
""	""	""	""	""	" 378.2282"	""	""	""	"518.18725"	""	""	""	""	""	""	""	""	""	""	""	"4.090977e+03"	"1.262069e+03"	"1.229389e+03"	"2.685696e+03"	"9.875516e+02"	"2.814834e+02"	"2.538020e+02"	"1.664110e+02"	"2.691435e+02"	"2.172851e+04"	"2.325510e+04"	"2.720904e+04"	"2.025614e+04"	"  17621.7300"	"  8922.71437"	"  8545.05831"	"1.447452e+03"	" 14272.66035"	"6.117086e+03"
""	""	""	""	""	" 379.0012"	""	""	""	"299.19531"	""	""	""	""	""	""	""	""	""	""	""	"3.455026e+03"	"3.398338e+03"	"4.579579e+03"	"4.846876e+03"	"3.974308e+03"	"2.074677e+03"	"2.502747e+03"	"2.082486e+03"	"1.576997e+03"	"3.351782e+02"	"5.158513e+02"	"6.324317e+02"	"4.548656e+02"	"    519.8367"	"   616.73920"	"   413.73164"	"3.043344e+02"	"   315.21656"	"8.502429e+02"
""	""	""	""	""	" 379.0835"	""	""	""	" 28.46455"	""	""	""	""	""	""	""	""	""	""	""	"1.380208e+05"	"1.275451e+05"	"1.344991e+05"	"1.575518e+05"	"1.350518e+05"	"3.169581e+04"	"5.396344e+04"	"4.519969e+04"	"6.310554e+04"	"5.261675e+04"	"5.203677e+04"	"4.277437e+04"	"5.777595e+04"	"  63790.9222"	" 27217.14498"	" 49608.50390"	"1.276458e+05"	" 17631.14450"	"9.403122e+04"
""	""	""	""	""	" 379.0927"	""	""	""	"327.42464"	""	""	""	""	""	""	""	""	""	""	""	"7.058084e+03"	"3.700597e+03"	"3.013327e+03"	"5.211928e+03"	"2.379559e+03"	"7.355880e+02"	"1.039437e+03"	"7.001119e+02"	"5.691216e+02"	"1.212695e+04"	"1.849828e+04"	"7.652983e+03"	"1.170901e+04"	"  16408.8277"	"  2073.70300"	"  3842.92050"	"1.953909e+03"	"  9151.07187"	"1.231722e+04"
""	""	""	""	""	" 379.1572"	""	""	""	"158.44219"	""	""	""	""	""	""	""	""	""	""	""	"4.938791e+02"	"8.141569e+02"	"1.649963e+03"	"1.475626e+03"	"1.541086e+03"	"2.324108e+02"	"1.503935e+02"	"3.892075e+02"	"3.392034e+02"	"2.210135e+04"	"2.154112e+04"	"2.077841e+04"	"2.112479e+04"	"  22193.6472"	"  4272.77550"	"  5438.68080"	"5.796090e+03"	"  4051.95888"	"5.667080e+03"
""	""	""	""	""	" 379.2225"	""	""	""	"303.76950"	""	""	""	""	""	""	""	""	""	""	""	"5.302268e+02"	"4.583589e+02"	"1.141082e+03"	"1.045711e+03"	"6.685797e+02"	"1.300884e+02"	"1.354416e+02"	"2.008513e+02"	"2.705496e+02"	"3.999123e+03"	"8.610159e+03"	"5.756481e+03"	"7.893551e+03"	"   8983.3452"	"  2454.66804"	"  2301.64286"	"2.491096e+02"	"  2615.92786"	"1.310381e+03"
""	""	""	""	""	" 380.0958"	""	""	""	"192.72975"	""	""	""	""	""	""	""	""	""	""	""	"3.820122e+03"	"1.740243e+03"	"3.092496e+03"	"4.655699e+03"	"2.071141e+03"	"1.169268e+03"	"1.469537e+03"	"1.602137e+03"	"1.176412e+03"	"8.391315e+03"	"1.522521e+04"	"8.242650e+03"	"1.877974e+04"	"  13750.6380"	"  7123.82580"	"  5637.03916"	"4.583053e+03"	"  5446.01613"	"8.229649e+03"
""	""	""	""	""	" 380.1517"	""	""	""	" 94.09618"	""	""	""	""	""	""	""	""	""	""	""	"4.942933e+03"	"4.053667e+03"	"4.821158e+03"	"4.945503e+03"	"4.462194e+03"	"1.463018e+03"	"1.401455e+03"	"1.290332e+03"	"1.255040e+03"	"5.342928e+04"	"5.446846e+04"	"5.934710e+04"	"6.098699e+04"	"  71467.4525"	" 13995.52605"	" 15831.15967"	"3.390241e+03"	" 17281.22164"	"1.150618e+04"
""	""	""	""	""	" 380.1281"	""	""	""	"153.85850"	""	""	""	""	""	""	""	""	""	""	""	"4.280682e+02"	"7.774945e+02"	"1.087549e+03"	"1.126025e+03"	"6.348500e+02"	"2.748484e+02"	"2.865992e+02"	"2.781152e+02"	"2.107539e+02"	"8.309822e+03"	"7.553331e+03"	"7.853448e+03"	"8.082334e+03"	"   6014.6757"	"  1063.03611"	"   637.51543"	"1.274176e+03"	"  2087.11436"	"8.733617e+02"
""	""	""	""	""	" 381.0890"	""	""	""	"196.49518"	""	""	""	""	""	""	""	""	""	""	""	"0.000000e+00"	"4.587250e+02"	"4.927123e+02"	"0.000000e+00"	"3.076239e+02"	"4.525425e+02"	"3.901804e+02"	"3.988959e+02"	"4.123760e+02"	"1.788054e+04"	"2.337235e+04"	"1.710389e+04"	"1.869856e+04"	"   4092.7798"	"  5769.45143"	"  5947.46363"	"3.018920e+03"	"  1571.11850"	"3.647811e+03"
""	""	""	""	""	" 381.1748"	""	""	""	"189.13117"	""	""	""	""	""	""	""	""	""	""	""	"4.352634e+04"	"4.236353e+04"	"4.793648e+04"	"4.384561e+04"	"4.896418e+04"	"8.429071e+03"	"6.777504e+03"	"7.348541e+03"	"6.761713e+03"	"2.444865e+04"	"2.169348e+04"	"2.378278e+04"	"2.452048e+04"	"  28226.4653"	"  4597.59531"	"  4968.30480"	"5.112270e+03"	"  3847.74240"	"5.250864e+03"
""	""	""	""	""	" 381.1725"	""	""	""	"197.88559"	""	""	""	""	""	""	""	""	""	""	""	"3.101384e+04"	"3.895585e+04"	"4.055858e+04"	"3.817504e+04"	"3.735714e+04"	"9.697708e+03"	"1.136700e+04"	"1.144735e+04"	"1.014678e+04"	"2.210330e+04"	"1.968116e+04"	"2.175464e+04"	"3.441629e+04"	"  27608.8176"	" 17997.99067"	" 14626.60251"	"1.683156e+04"	" 10293.32804"	"1.872599e+04"
""	""	""	""	""	" 383.0464"	""	""	""	"321.11644"	""	""	""	""	""	""	""	""	""	""	""	"7.787146e+02"	"2.252508e+03"	"5.156291e+03"	"1.795784e+02"	"3.223659e+03"	"1.175799e+03"	"8.027826e+02"	"4.486920e+02"	"1.060927e+03"	"4.797119e+03"	"4.783643e+03"	"5.133076e+03"	"4.421375e+03"	"   4018.3101"	"  1787.80364"	"  1319.58036"	"1.043042e+03"	"  2050.93714"	"3.060529e+03"
""	""	""	""	""	" 383.0978"	""	""	""	"156.80254"	""	""	""	""	""	""	""	""	""	""	""	"4.268967e+03"	"1.334273e+03"	"4.062979e+03"	"4.728144e+03"	"1.761476e+03"	"6.363741e+02"	"8.753664e+02"	"6.949282e+02"	"7.359216e+02"	"1.347789e+04"	"1.385242e+04"	"1.017469e+04"	"1.981019e+04"	"  13302.8334"	"  4793.06200"	"  4687.12267"	"3.166927e+03"	"  3508.47404"	"2.356899e+03"
""	""	""	""	""	" 383.1169"	""	""	""	" 41.47054"	""	""	""	""	""	""	""	""	""	""	""	"3.370648e+04"	"3.989028e+04"	"3.632844e+04"	"3.845853e+04"	"3.515174e+04"	"3.093050e+03"	"1.764122e+03"	"1.768546e+03"	"2.579914e+03"	"1.254045e+04"	"1.254344e+04"	"1.300615e+04"	"1.301123e+04"	"  11963.4493"	"  3471.39406"	"  3219.95379"	"2.913783e+03"	"  2680.91931"	"3.153580e+03"
""	""	""	""	""	" 383.1442"	""	""	""	"577.04153"	""	""	""	""	""	""	""	""	""	""	""	"1.229609e+04"	"5.848395e+03"	"5.998357e+03"	"9.155344e+03"	"5.138872e+03"	"9.214605e+02"	"6.750040e+02"	"7.304645e+02"	"7.768070e+02"	"4.929822e+02"	"0.000000e+00"	"5.222467e+01"	"6.079480e+02"	"    483.0266"	"   444.59993"	"   230.09684"	"6.540657e+02"	"    31.68300"	"2.968150e+02"
""	""	""	""	""	" 383.1889"	""	""	""	"224.75952"	""	""	""	""	""	""	""	""	""	""	""	"5.264069e+04"	"4.548623e+03"	"9.832389e+03"	"3.482712e+04"	"4.071634e+03"	"3.676950e+03"	"1.579413e+03"	"2.619819e+03"	"2.003078e+03"	"1.724024e+04"	"6.673274e+03"	"5.955798e+03"	"1.704576e+04"	"   6940.7664"	"  1121.09516"	"   912.95872"	"6.174375e+02"	"   723.12655"	"7.380707e+02"
""	""	""	""	""	" 383.2317"	""	""	""	"474.96844"	""	""	""	""	""	""	""	""	""	""	""	"2.427597e+04"	"4.303708e+03"	"3.520241e+03"	"1.771489e+04"	"3.076484e+03"	"5.829081e+02"	"3.185266e+02"	"6.067015e+02"	"5.196486e+02"	"2.902489e+05"	"3.087921e+04"	"3.301313e+05"	"2.796711e+05"	"  17595.7810"	" 76222.42277"	" 94255.42475"	"4.777152e+02"	"  6372.76080"	"3.076968e+04"
""	""	""	""	""	" 384.1403"	""	""	""	"225.74641"	""	""	""	""	""	""	""	""	""	""	""	"1.076847e+04"	"1.804433e+04"	"1.354203e+04"	"1.377181e+04"	"1.315815e+04"	"2.126077e+03"	"3.017107e+03"	"2.367710e+03"	"3.119180e+03"	"1.204386e+06"	"1.012924e+06"	"1.102621e+06"	"9.162070e+05"	" 879769.5870"	"170228.25741"	"139029.90775"	"5.877825e+04"	"256848.88430"	"1.632042e+05"
""	""	""	""	""	" 384.1396"	""	""	""	"237.64066"	""	""	""	""	""	""	""	""	""	""	""	"1.678395e+04"	"1.379641e+04"	"8.208905e+03"	"1.770005e+04"	"1.271595e+04"	"3.045750e+03"	"3.103781e+03"	"2.817493e+03"	"3.301532e+03"	"4.736202e+05"	"4.540659e+05"	"4.751449e+05"	"4.043302e+05"	" 373093.4983"	"196996.19893"	"205800.29891"	"4.724607e+04"	"303315.71089"	"1.550547e+05"
""	""	""	""	""	" 384.1714"	""	""	""	"204.36699"	""	""	""	""	""	""	""	""	""	""	""	"6.286165e+03"	"1.347397e+04"	"1.170101e+04"	"7.475137e+03"	"1.301633e+04"	"6.283834e+02"	"6.100966e+02"	"2.898115e+02"	"6.379956e+02"	"2.234666e+04"	"2.244319e+04"	"2.294435e+04"	"1.448390e+04"	"  13370.8120"	"  9546.53196"	"  8431.29000"	"3.307096e+03"	" 16636.35960"	"7.455321e+03"
""	""	""	""	""	" 385.1110"	""	""	""	"248.12723"	""	""	""	""	""	""	""	""	""	""	""	"1.243079e+04"	"5.439517e+03"	"6.901218e+03"	"9.810865e+03"	"6.626150e+03"	"1.910335e+03"	"1.766835e+03"	"1.410477e+03"	"1.193263e+03"	"2.672545e+04"	"3.625067e+04"	"2.688833e+04"	"4.165255e+04"	"  24291.4917"	" 17858.15061"	" 13334.90335"	"1.138321e+04"	" 12050.29920"	"2.145994e+04"
""	""	""	""	""	" 385.1388"	""	""	""	"225.57318"	""	""	""	""	""	""	""	""	""	""	""	"9.184725e+03"	"5.887852e+03"	"5.104270e+03"	"7.949761e+03"	"2.827021e+03"	"1.562547e+03"	"1.737566e+03"	"1.350501e+03"	"1.325279e+03"	"1.963860e+05"	"1.678900e+05"	"1.811336e+05"	"1.503528e+05"	" 140555.4480"	" 29448.71510"	" 23602.70560"	"9.889098e+03"	" 41409.40121"	"2.749587e+04"
""	""	""	""	""	" 385.1417"	""	""	""	"237.82559"	""	""	""	""	""	""	""	""	""	""	""	"1.266951e+04"	"6.639797e+03"	"6.266108e+03"	"1.205254e+04"	"6.276560e+03"	"1.856217e+03"	"2.134579e+03"	"1.772907e+03"	"1.734804e+03"	"8.154857e+04"	"7.616840e+04"	"7.241270e+04"	"7.044274e+04"	"  58818.0970"	" 32037.29804"	" 33138.02886"	"7.899149e+03"	" 49261.22379"	"2.415357e+04"
