"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1-Blatt_K-1_1-B,1_01_8102"	"neg-Exp1-Blatt_K-2_1-B,2_01_8104"	"neg-Exp1-Blatt_K-3_1-B,3_01_8107"	"neg-Exp1-Blatt_K-4_1-B,4_01_8109"	"neg-Exp1-Blatt_K-5_1-B,5_01_8111"	"neg-Exp2-Blatt_K-1_1-D,1_01_8113"	"neg-Exp2-Blatt_K-2_1-D,2_01_8115"	"neg-Exp2-Blatt_K-3_1-D,3_01_8117"	"neg-Exp1-Blatt_P-1_1-C,1_01_8103"	"neg-Exp1-Blatt_P-2_1-C,2_01_8105"	"neg-Exp1-Blatt_P-3_1-C,3_01_8108"	"neg-Exp1-Blatt_P-4_1-C,4_01_8110"	"neg-Exp1-Blatt_P-5_1-C,5_01_8112"	"neg-Exp2-Blatt_P-1_1-E,1_01_8114"	"neg-Exp2-Blatt_P-2_1-E,2_01_8116"	"neg-Exp2-Blatt_P-3_1-E,3_01_8118"	"neg-Exp2-Blatt_P-4_1-E,4_01_8121"	"neg-Exp2-Blatt_P-5_1-E,5_01_8122"
""	""	""	""	""	"622.0626"	""	""	""	" 190.54289"	""	""	""	""	""	""	""	""	""	""	""	"    663.7994"	"    535.1070"	"4.187504e+02"	"    596.7860"	"    297.7976"	"5.310275e+02"	"    456.7791"	"4.121813e+02"	"   1245.4757"	"   1168.3160"	"   1023.9590"	"    834.4752"	"    807.1412"	"    830.7082"	"   1026.5078"	"    668.3066"	"    854.5042"	"    703.2704"
""	""	""	""	""	"628.0515"	""	""	""	" 339.59795"	""	""	""	""	""	""	""	""	""	""	""	"   5945.6286"	"   6051.8229"	"5.168987e+03"	"   6061.7560"	"   5114.7043"	"5.446482e+03"	"   6038.9081"	"3.862772e+03"	"   5660.9301"	"   5326.0371"	"   5193.2840"	"   5307.6018"	"   4648.3230"	"   6630.2158"	"   7064.8051"	"   6722.8481"	"   5800.6101"	"   5066.8014"
""	""	""	""	""	"628.0788"	""	""	""	" 190.63019"	""	""	""	""	""	""	""	""	""	""	""	"   7366.5732"	"   7030.5633"	"6.643214e+03"	"   5448.8700"	"   5937.2779"	"6.541376e+03"	"   6835.3269"	"5.345188e+03"	"  14307.6738"	"  14400.2739"	"  12981.0425"	"  12796.6551"	"  12604.8238"	"  12264.5329"	"  12860.6954"	"  11613.2623"	"  11937.8770"	"  12412.1360"
""	""	""	""	""	"628.1198"	""	""	""	" 290.14419"	""	""	""	""	""	""	""	""	""	""	""	"   1631.0507"	"   1798.3596"	"1.175828e+03"	"   1164.2328"	"   1485.6253"	"7.970021e+02"	"   1591.7425"	"1.529745e+03"	"    955.0968"	"   1141.3574"	"   1055.7027"	"   1353.6421"	"    800.0185"	"    940.7293"	"   1060.8497"	"    679.5274"	"   1268.2205"	"   1041.8438"
""	""	""	""	""	"629.0059"	""	""	""	" 212.13705"	""	""	""	""	""	""	""	""	""	""	""	"   3034.5761"	"   2389.5826"	"2.612746e+03"	"   2680.3504"	"   2426.4005"	"2.254629e+03"	"   2426.2125"	"2.194924e+03"	"   4376.8594"	"   4214.2451"	"   3522.4439"	"   4075.7002"	"   4135.7335"	"   3415.0162"	"   3663.9486"	"   3461.6102"	"   2516.5582"	"   3297.7639"
""	""	""	""	""	"629.0064"	""	""	""	" 250.19743"	""	""	""	""	""	""	""	""	""	""	""	"   3058.6116"	"   2575.8484"	"1.463027e+03"	"   2401.1921"	"   2007.2161"	"1.820728e+03"	"   2459.2290"	"2.051235e+03"	"   3306.3910"	"   2430.9445"	"   3406.7629"	"   3838.6124"	"   3158.9849"	"   2851.6974"	"   2871.6431"	"   2272.0868"	"   2261.8696"	"   2614.8080"
""	""	""	""	""	"629.0802"	""	""	""	" 190.64324"	""	""	""	""	""	""	""	""	""	""	""	"   1585.3143"	"   1439.2446"	"1.521265e+03"	"   1035.4162"	"   1445.7463"	"1.721532e+03"	"   1933.3866"	"1.376896e+03"	"   3182.2025"	"   3520.2433"	"   2937.7962"	"   3151.7606"	"   2810.8150"	"   2870.3280"	"   3106.5569"	"   2873.8966"	"   2736.1424"	"   3306.2777"
""	""	""	""	""	"629.2808"	""	""	""	" 360.27644"	""	""	""	""	""	""	""	""	""	""	""	"   2670.3649"	"   4400.3382"	"2.244977e+03"	"   2392.9222"	"   2283.2661"	"2.767819e+03"	"   3177.9168"	"2.307937e+03"	"   2665.4698"	"   1756.8991"	"   1578.1337"	"   3005.6552"	"   2025.2780"	"   2770.5840"	"   2474.9104"	"   1954.5263"	"   3799.3376"	"   1893.6357"
""	""	""	""	""	"630.0511"	""	""	""	" 339.54620"	""	""	""	""	""	""	""	""	""	""	""	"   1439.4477"	"   1154.0704"	"1.026970e+03"	"    833.3665"	"    638.1477"	"8.819986e+02"	"   1199.7434"	"4.164523e+02"	"    779.5356"	"   1104.1314"	"    878.7198"	"   1275.2550"	"    671.9773"	"   1260.8260"	"   1106.5862"	"    966.2562"	"    959.7083"	"   1093.7917"
""	""	""	""	""	"630.0550"	""	""	""	" 280.86124"	""	""	""	""	""	""	""	""	""	""	""	"   1011.4448"	"    950.9620"	"5.794492e+02"	"    524.4382"	"    787.7812"	"5.198623e+02"	"    620.5106"	"7.947088e+02"	"    590.8890"	"    495.2838"	"    586.3877"	"    641.4819"	"    359.2010"	"    700.9362"	"    598.2321"	"    514.3591"	"    462.0578"	"    503.7209"
""	""	""	""	""	"630.0740"	""	""	""	" 190.64324"	""	""	""	""	""	""	""	""	""	""	""	"   1372.9845"	"   1136.7041"	"1.597938e+03"	"   1311.9890"	"   1476.5166"	"1.558646e+03"	"   1490.2939"	"1.331466e+03"	"   3269.0554"	"   3471.5411"	"   2931.8123"	"   3018.0092"	"   2724.0892"	"   2779.9843"	"   2865.4983"	"   2634.7125"	"   2911.8562"	"   3081.0187"
""	""	""	""	""	"631.2601"	""	""	""	" 337.19775"	""	""	""	""	""	""	""	""	""	""	""	"   7597.9150"	"  12894.2066"	"7.317165e+03"	"   6447.4368"	"   8470.8065"	"6.590863e+03"	"   9155.5554"	"7.661954e+03"	"   8206.3894"	"   7884.5985"	"   4321.7087"	"   8935.1019"	"   5539.3632"	"   6503.3668"	"   6560.2186"	"   4522.2600"	"  10645.0920"	"   5158.0372"
""	""	""	""	""	"632.2636"	""	""	""	" 337.20513"	""	""	""	""	""	""	""	""	""	""	""	"   2686.8953"	"   4196.2369"	"2.365367e+03"	"   2417.9308"	"   2503.7947"	"2.132221e+03"	"   2913.1225"	"2.787627e+03"	"   2351.6069"	"   2474.6336"	"    992.6313"	"   2983.3274"	"   1978.6774"	"   1993.6370"	"   2110.9646"	"   1593.7009"	"   3769.0431"	"   1648.0582"
""	""	""	""	""	"633.0749"	""	""	""	" 325.24733"	""	""	""	""	""	""	""	""	""	""	""	"   1134.4886"	"    590.8976"	"1.338603e+03"	"    937.2385"	"    643.3858"	"1.066707e+03"	"   1247.0943"	"1.180609e+03"	"    995.1362"	"    890.5434"	"   1067.2168"	"    890.0303"	"   1127.9278"	"    637.2229"	"    920.0871"	"    956.1320"	"   1277.2042"	"    953.7743"
""	""	""	""	""	"633.1264"	""	""	""	"  37.78703"	""	""	""	""	""	""	""	""	""	""	""	"   1563.3439"	"   1868.5359"	"1.314920e+03"	"   1316.5541"	"   1334.0100"	"1.684393e+03"	"   2064.4178"	"1.501632e+03"	"   1475.8267"	"   1852.8303"	"   1439.8240"	"   1025.0981"	"    468.0724"	"   1677.5869"	"   1519.4981"	"   1249.3995"	"   1683.4535"	"   1505.2559"
""	""	""	""	""	"633.2737"	""	""	""	" 276.67872"	""	""	""	""	""	""	""	""	""	""	""	"    872.7936"	"   1095.5524"	"7.260513e+02"	"   1059.8233"	"    804.1288"	"1.156472e+03"	"    896.8711"	"1.066066e+03"	"    811.2595"	"   1341.8947"	"    877.2097"	"    956.7756"	"   1567.0388"	"    920.7208"	"   1639.2402"	"   1055.5908"	"   1477.6752"	"   1654.3738"
""	""	""	""	""	"634.0618"	""	""	""	" 339.69343"	""	""	""	""	""	""	""	""	""	""	""	"   2567.4625"	"   2419.6687"	"2.232661e+03"	"   2116.8339"	"   2103.0341"	"2.164199e+03"	"   1956.0545"	"1.853482e+03"	"   2682.5880"	"   1869.0637"	"   1647.0889"	"   2039.2049"	"   1744.4580"	"   2707.9998"	"   2495.8317"	"   2650.7715"	"   2525.8749"	"   1819.1516"
""	""	""	""	""	"634.1364"	""	""	""	" 290.23837"	""	""	""	""	""	""	""	""	""	""	""	"   4853.8710"	"   5410.4539"	"3.700767e+03"	"   2752.7090"	"   4483.0953"	"2.919751e+03"	"   4907.0550"	"4.587251e+03"	"   3078.2670"	"   2226.3969"	"   2461.2872"	"   3375.3228"	"   2407.3168"	"   3038.0236"	"   3131.2038"	"   2928.6913"	"   3283.6932"	"   2924.6412"
""	""	""	""	""	"635.1277"	""	""	""	" 270.06100"	""	""	""	""	""	""	""	""	""	""	""	"   1929.7716"	"   2057.7448"	"9.081816e+02"	"    893.2679"	"    878.4861"	"1.634343e+03"	"   1642.5210"	"1.483258e+03"	"   2285.9336"	"   1653.1320"	"   1169.1341"	"    719.7386"	"   1027.1800"	"   1294.4276"	"    837.7372"	"   1514.0762"	"   1489.4467"	"   1089.1794"
""	""	""	""	""	"635.2569"	""	""	""	" 253.25837"	""	""	""	""	""	""	""	""	""	""	""	"   1117.6861"	"   1482.2964"	"1.180938e+03"	"   1139.6466"	"   1051.1920"	"1.253815e+03"	"   1349.8354"	"1.133926e+03"	"   1583.3546"	"   2005.5039"	"   1583.8593"	"    825.4372"	"   1479.1066"	"   1196.0206"	"   1070.9893"	"   1126.5890"	"   1981.9938"	"   1807.2365"
""	""	""	""	""	"637.1062"	""	""	""	" 467.17496"	""	""	""	""	""	""	""	""	""	""	""	"   1912.5976"	"   2883.4594"	"1.961863e+03"	"   2312.4890"	"   2141.8502"	"1.420450e+03"	"   1195.0084"	"1.720935e+03"	"   1873.0923"	"      0.0000"	"   1540.5658"	"   1948.0823"	"   1500.3692"	"    802.4684"	"   1361.8555"	"   2062.8061"	"   1101.7157"	"   1066.2932"
""	""	""	""	""	"637.2254"	""	""	""	" 376.81945"	""	""	""	""	""	""	""	""	""	""	""	"   1490.7002"	"   1551.0194"	"1.406166e+03"	"   1524.9906"	"   1458.5829"	"1.195367e+03"	"   1425.3179"	"1.252120e+03"	"   1353.5185"	"   1524.7803"	"   1356.5966"	"   1407.9923"	"   1219.5763"	"   1313.2356"	"   1143.3066"	"   1345.1063"	"   1104.1306"	"    711.0178"
""	""	""	""	""	"637.9444"	""	""	""	"  27.33066"	""	""	""	""	""	""	""	""	""	""	""	"   2209.3273"	"   2214.7191"	"1.840582e+03"	"   1986.6788"	"   2205.1872"	"1.432939e+03"	"   2140.2746"	"1.989679e+03"	"   5863.0661"	"   5892.5954"	"   5248.0821"	"   6147.4197"	"   5449.4133"	"   3928.6294"	"   3309.8274"	"   3735.8489"	"   4323.5571"	"   4767.0832"
""	""	""	""	""	"638.0229"	""	""	""	" 196.56534"	""	""	""	""	""	""	""	""	""	""	""	"   1209.6789"	"   1505.2549"	"8.032359e+02"	"   1084.2792"	"    752.6890"	"1.163359e+03"	"    659.4574"	"1.020083e+03"	"    739.5247"	"   1021.3574"	"    711.8090"	"   1214.4047"	"   1024.6718"	"   1013.6367"	"   1134.9958"	"   1200.3709"	"   1068.1364"	"    976.0775"
""	""	""	""	""	"638.2309"	""	""	""	" 376.58987"	""	""	""	""	""	""	""	""	""	""	""	"    584.6433"	"    654.0523"	"4.846046e+02"	"    360.2520"	"    471.9308"	"5.331066e+02"	"    349.8065"	"4.346287e+02"	"    556.0761"	"    379.5458"	"    385.2265"	"    393.6107"	"    522.5162"	"    444.4051"	"    491.8737"	"    505.2828"	"    447.4765"	"    350.7397"
""	""	""	""	""	"639.0913"	""	""	""	" 325.33930"	""	""	""	""	""	""	""	""	""	""	""	"   3470.6110"	"   3707.1757"	"4.181022e+03"	"   3948.8515"	"   3408.5010"	"3.406552e+03"	"   3264.7713"	"3.264373e+03"	"   2945.7364"	"   2457.6844"	"   3182.9386"	"   3103.8378"	"   3305.7654"	"   3469.8826"	"   3110.9813"	"   3070.5611"	"   3016.7633"	"   3047.9479"
""	""	""	""	""	"639.6819"	""	""	""	"  26.11935"	""	""	""	""	""	""	""	""	""	""	""	"   3717.3951"	"   5726.9691"	"4.105719e+03"	"   4750.3521"	"   4120.8937"	"3.997091e+03"	"   4724.4259"	"4.639054e+03"	"   2447.0487"	"   1234.8210"	"   2318.2246"	"   3169.9175"	"   2465.9047"	"   3750.8604"	"   2885.1085"	"   2762.0979"	"   2879.4962"	"   2046.5166"
""	""	""	""	""	"639.9332"	""	""	""	"  27.13643"	""	""	""	""	""	""	""	""	""	""	""	"   2341.2335"	"   4206.8000"	"2.640326e+03"	"   2740.9590"	"   3154.7376"	"2.688018e+03"	"   3484.0849"	"2.562814e+03"	"   2161.0340"	"   1991.0010"	"   2274.5648"	"   2360.5364"	"   1963.9817"	"   2245.9749"	"   1631.8951"	"    861.3506"	"   1397.8890"	"   2174.3041"
""	""	""	""	""	"640.1523"	""	""	""	" 288.36814"	""	""	""	""	""	""	""	""	""	""	""	"   1971.9855"	"   1257.5866"	"9.035682e+02"	"   1643.0400"	"   1064.3229"	"1.324825e+03"	"   1419.3464"	"1.445767e+03"	"   1501.8766"	"   1666.7727"	"   1249.2161"	"    792.8931"	"    842.0370"	"   1320.3093"	"   1541.1497"	"   2105.4341"	"   1131.7756"	"   1414.3349"
""	""	""	""	""	"640.6815"	""	""	""	"  25.65849"	""	""	""	""	""	""	""	""	""	""	""	"   1811.1840"	"   2137.7350"	"2.566949e+03"	"   2233.5096"	"   1851.9724"	"1.598273e+03"	"   1869.8224"	"1.638874e+03"	"   2515.0187"	"   2531.2418"	"   2354.8489"	"   3478.9471"	"   2758.2248"	"   2350.9738"	"   2113.7275"	"   1235.1727"	"   1647.9840"	"   2467.0018"
""	""	""	""	""	"641.6818"	""	""	""	"  26.06173"	""	""	""	""	""	""	""	""	""	""	""	"   2447.6763"	"   2819.5922"	"2.112056e+03"	"   2526.1523"	"   2148.6169"	"1.883427e+03"	"   1418.4919"	"1.835058e+03"	"   1361.4876"	"   1256.0311"	"   1330.7768"	"   1441.1474"	"   1650.7260"	"   2117.8379"	"   1156.1878"	"   1111.6317"	"   1662.4089"	"    647.0343"
""	""	""	""	""	"642.0236"	""	""	""	"  37.14224"	""	""	""	""	""	""	""	""	""	""	""	"    562.9593"	"    886.8784"	"6.795643e+02"	"    752.9562"	"    652.9979"	"5.609449e+02"	"    602.5650"	"8.446780e+02"	"    765.1142"	"    704.6283"	"    962.7035"	"    492.1205"	"    779.0026"	"    982.6575"	"    872.9369"	"    703.2009"	"   1106.7588"	"    783.1271"
""	""	""	""	""	"642.6802"	""	""	""	"  25.45087"	""	""	""	""	""	""	""	""	""	""	""	"   1655.7752"	"   1493.6286"	"1.676510e+03"	"   1653.5250"	"   1349.5410"	"1.083810e+03"	"   1674.8324"	"1.361080e+03"	"   1999.2377"	"   1791.1433"	"   1989.0293"	"   2795.7986"	"   2072.7025"	"   2060.5219"	"   1697.4128"	"   1513.2332"	"   1231.9557"	"   1775.0086"
""	""	""	""	""	"643.2464"	""	""	""	" 234.71858"	""	""	""	""	""	""	""	""	""	""	""	"  27645.0624"	"  24730.7670"	"1.077155e+04"	"  13973.5815"	"  10969.5778"	"2.782497e+03"	"   4406.8752"	"3.859752e+03"	"  20464.8269"	"  18454.4347"	"  11326.9070"	"   5989.5544"	"  11369.2886"	"   2716.1432"	"   1774.0800"	"   3116.9845"	"   1488.6783"	"   3539.5025"
""	""	""	""	""	"644.0462"	""	""	""	" 190.63019"	""	""	""	""	""	""	""	""	""	""	""	"   2980.2175"	"   2700.9008"	"2.711709e+03"	"   2582.1356"	"   2136.7345"	"2.884194e+03"	"   2841.1102"	"2.366591e+03"	"   6083.0094"	"   6243.2640"	"   5438.2217"	"   5496.9157"	"   5231.1371"	"   5197.2323"	"   5351.8725"	"   4793.4901"	"   4756.9348"	"   5622.6443"
""	""	""	""	""	"644.2496"	""	""	""	" 234.79114"	""	""	""	""	""	""	""	""	""	""	""	"   8948.2226"	"   7576.9564"	"3.189858e+03"	"   4467.0589"	"   3267.7448"	"9.918352e+02"	"   1074.8302"	"1.128433e+03"	"   6312.2264"	"   5528.9821"	"   3139.5634"	"   2444.6354"	"   3264.4266"	"    805.7534"	"    478.7455"	"   1003.1407"	"    405.4281"	"   1002.6842"
""	""	""	""	""	"645.0490"	""	""	""	" 190.55296"	""	""	""	""	""	""	""	""	""	""	""	"    948.6043"	"    623.9972"	"7.728874e+02"	"    546.6721"	"    783.8906"	"7.769551e+02"	"    461.5179"	"3.851925e+02"	"   1479.3567"	"   1311.2693"	"   1029.7954"	"    825.5415"	"   1377.1485"	"   1399.1599"	"   1191.0347"	"    866.1968"	"    944.2186"	"   1147.2892"
""	""	""	""	""	"645.1439"	""	""	""	" 288.58750"	""	""	""	""	""	""	""	""	""	""	""	"  10968.3090"	"   8541.9844"	"5.392666e+03"	"  11970.7072"	"   9058.8561"	"1.179750e+04"	"   9805.9667"	"8.223073e+03"	"  16060.1892"	"  15575.1547"	"   9434.5129"	"   9124.2019"	"   9302.3861"	"   9789.5809"	"  14201.0563"	"  17767.8324"	"   8762.0354"	"  10343.8826"
""	""	""	""	""	"646.1464"	""	""	""	" 288.77548"	""	""	""	""	""	""	""	""	""	""	""	"   3652.2779"	"   2045.1941"	"1.891424e+03"	"   3829.9429"	"   2871.3191"	"3.793719e+03"	"   3225.9683"	"2.564986e+03"	"   4973.7676"	"   5116.6974"	"   3052.0512"	"   2683.2146"	"   2458.7223"	"   3220.3102"	"   4612.6509"	"   5518.9733"	"   2665.5549"	"   3346.7193"
""	""	""	""	""	"648.1740"	""	""	""	" 263.57676"	""	""	""	""	""	""	""	""	""	""	""	"    762.1876"	"    652.2665"	"5.832756e+02"	"    476.3196"	"    636.3007"	"7.091611e+02"	"    555.1261"	"6.649809e+02"	"   6736.8931"	"   1705.5190"	"   4118.3721"	"   2868.8322"	"   3447.5162"	"   2083.1490"	"   3138.8735"	"   3005.5311"	"    848.9862"	"   4263.7418"
""	""	""	""	""	"648.6749"	""	""	""	" 263.52639"	""	""	""	""	""	""	""	""	""	""	""	"    231.7130"	"    325.4558"	"3.738433e+02"	"    503.8636"	"    359.8367"	"3.627491e+02"	"    315.0716"	"3.611707e+02"	"   4771.0785"	"    700.9907"	"   2678.4781"	"   1826.0318"	"   2162.2214"	"   1695.1509"	"   2084.0415"	"   2247.1523"	"    861.6960"	"   2938.1411"
""	""	""	""	""	"649.0993"	""	""	""	"  37.78703"	""	""	""	""	""	""	""	""	""	""	""	"   3413.9751"	"   2740.4494"	"2.313032e+03"	"   2072.3690"	"   2149.4568"	"2.422748e+03"	"   3835.7108"	"2.656073e+03"	"   2275.1671"	"   2403.5094"	"   2175.2029"	"   1371.2789"	"   1587.1956"	"   2199.7711"	"   1487.4805"	"   2130.6512"	"   2198.9671"	"   2418.2147"
""	""	""	""	""	"649.1286"	""	""	""	" 427.22323"	""	""	""	""	""	""	""	""	""	""	""	"   1229.5618"	"   1529.3541"	"1.483171e+03"	"   1700.8036"	"   1108.3534"	"7.871823e+02"	"    793.6674"	"7.717421e+02"	"    969.7994"	"    668.1375"	"    694.1559"	"    847.2593"	"    825.2692"	"    434.2300"	"    723.9714"	"    934.7444"	"    618.8099"	"    281.5051"
""	""	""	""	""	"649.1762"	""	""	""	" 290.79237"	""	""	""	""	""	""	""	""	""	""	""	"   4170.3744"	"   2711.7746"	"2.967751e+03"	"   3437.3057"	"   1014.3309"	"2.747841e+03"	"   2863.0975"	"2.269794e+03"	"   9657.3252"	"   8672.2735"	"   6732.2107"	"   6351.0242"	"   6202.6987"	"   4538.7855"	"   5413.9684"	"   5887.5894"	"   4339.7972"	"   4672.7508"
""	""	""	""	""	"650.0687"	""	""	""	" 136.14150"	""	""	""	""	""	""	""	""	""	""	""	"   2399.3588"	"   2226.9518"	"2.204609e+03"	"   1607.8406"	"   1735.9407"	"1.892207e+03"	"   1901.8585"	"1.766285e+03"	"   2818.2045"	"   4217.2383"	"   2859.6845"	"   1484.6345"	"   2317.8524"	"   2279.1661"	"   1795.9488"	"   2484.5698"	"   3124.8667"	"   3281.3382"
""	""	""	""	""	"650.0576"	""	""	""	" 190.63722"	""	""	""	""	""	""	""	""	""	""	""	"    681.4456"	"    852.8884"	"7.604374e+02"	"    719.5104"	"    626.9116"	"9.577546e+02"	"    939.6017"	"5.909691e+02"	"   1698.4589"	"   1345.0932"	"    931.0921"	"   1409.9486"	"   1238.2391"	"   1140.5272"	"   1746.9704"	"    763.0954"	"   1471.2501"	"   1199.7247"
""	""	""	""	""	"650.0489"	""	""	""	"  37.47415"	""	""	""	""	""	""	""	""	""	""	""	"   1498.9664"	"   1128.1410"	"6.316490e+02"	"   1033.8734"	"    934.3773"	"1.192058e+03"	"    935.3553"	"1.121786e+03"	"   2985.5880"	"   3173.9195"	"   2059.6628"	"   1291.2427"	"   1804.9097"	"   1850.4455"	"   2681.3333"	"   3016.7900"	"   2608.6482"	"   2810.6351"
""	""	""	""	""	"650.1784"	""	""	""	" 290.86215"	""	""	""	""	""	""	""	""	""	""	""	"   1673.8365"	"    894.9798"	"1.067133e+03"	"   1350.0080"	"    683.8547"	"8.813084e+02"	"    880.1065"	"8.734425e+02"	"   2580.8374"	"   2665.8799"	"   2401.8136"	"   2636.9697"	"   1458.0620"	"   1777.2885"	"   1342.0638"	"   2420.7013"	"    962.0898"	"   1452.4149"
""	""	""	""	""	"651.0483"	""	""	""	" 220.47633"	""	""	""	""	""	""	""	""	""	""	""	"   3021.9385"	"   3380.3426"	"3.431446e+03"	"   2920.8412"	"   3337.2866"	"3.000127e+03"	"   3121.5385"	"2.977842e+03"	"   2876.8374"	"   2361.5222"	"   2493.3412"	"   2785.2534"	"   2834.8350"	"   2603.9221"	"   2652.1287"	"   2385.3333"	"   2861.5509"	"   2735.7521"
""	""	""	""	""	"653.9916"	""	""	""	" 196.29604"	""	""	""	""	""	""	""	""	""	""	""	"   1838.0683"	"   1623.1303"	"1.383395e+03"	"   1502.6812"	"   1505.9486"	"1.224872e+03"	"   1784.4682"	"1.564200e+03"	"   1552.6829"	"   1336.0582"	"   1128.3948"	"   1499.0446"	"   1610.9315"	"   1864.2650"	"   2072.3018"	"   1512.3024"	"   1916.9057"	"   1360.0538"
""	""	""	""	""	"655.0587"	""	""	""	" 325.19406"	""	""	""	""	""	""	""	""	""	""	""	"   1523.7563"	"   1651.7157"	"1.969446e+03"	"   2089.1335"	"   2047.4442"	"1.928105e+03"	"   1525.6710"	"2.084464e+03"	"   1426.3191"	"   1305.5966"	"   1181.0845"	"   1611.7518"	"   1724.9744"	"   1779.4359"	"   1612.8432"	"   1560.9965"	"   1615.5653"	"   1476.0029"
""	""	""	""	""	"659.2522"	""	""	""	" 311.74941"	""	""	""	""	""	""	""	""	""	""	""	"   1751.1776"	"   2468.3333"	"1.350307e+03"	"   1778.6317"	"   1727.2540"	"1.172213e+03"	"   1516.6930"	"1.576020e+03"	"   1698.1599"	"   1399.7256"	"   1110.9840"	"   2060.2249"	"   1204.4214"	"   1225.4865"	"   1448.9129"	"   1052.1315"	"   1924.5533"	"    966.3531"
""	""	""	""	""	"661.0776"	""	""	""	" 325.32379"	""	""	""	""	""	""	""	""	""	""	""	"    736.0468"	"    988.5310"	"1.012696e+03"	"   1279.6395"	"    698.5584"	"1.134929e+03"	"   1129.2258"	"6.353651e+02"	"    546.4192"	"    588.7378"	"    559.6987"	"    718.1601"	"    670.2345"	"    927.2227"	"   1003.9004"	"    885.6018"	"   1216.6810"	"    740.7206"
""	""	""	""	""	"661.1404"	""	""	""	" 265.71627"	""	""	""	""	""	""	""	""	""	""	""	"  22379.2257"	"  14072.8560"	"1.263419e+04"	"  15724.5217"	"  10775.4623"	"1.584621e+04"	"  14634.4421"	"1.107593e+04"	"  31339.0367"	"  29614.7474"	"  25558.6955"	"  13411.2669"	"  16576.1126"	"  15535.1658"	"  24305.7885"	"  29961.1288"	"  14335.7005"	"  18362.4216"
""	""	""	""	""	"662.1433"	""	""	""	" 265.67344"	""	""	""	""	""	""	""	""	""	""	""	"   7586.6855"	"   4526.7351"	"4.196720e+03"	"   5000.6659"	"   2881.4400"	"4.666108e+03"	"   5042.7807"	"2.898956e+03"	"  10891.7765"	"   9666.7050"	"   7785.0644"	"   4365.7059"	"   5054.0028"	"   5119.9685"	"   7424.0435"	"   9268.1012"	"   4214.4395"	"   5496.8450"
""	""	""	""	""	"663.1443"	""	""	""	" 265.63060"	""	""	""	""	""	""	""	""	""	""	""	"   1611.7365"	"   1445.3890"	"8.937800e+02"	"   1250.5414"	"    930.3916"	"1.375308e+03"	"   1425.3790"	"1.105219e+03"	"   3118.5585"	"   2499.0517"	"   1843.9197"	"   1420.0926"	"   1565.4490"	"   1532.7902"	"   1585.3632"	"   2645.9388"	"   1152.7033"	"   1679.3816"
""	""	""	""	""	"665.2281"	""	""	""	" 234.76695"	""	""	""	""	""	""	""	""	""	""	""	"  45490.7758"	"  40210.6725"	"1.851788e+04"	"  24600.3472"	"  19939.7224"	"5.358175e+03"	"   8785.1971"	"7.144534e+03"	"  32622.3966"	"  30243.3145"	"  18662.4333"	"  14306.6240"	"  20252.4514"	"   4856.5230"	"   3052.5069"	"   6075.4003"	"   3330.5218"	"   6437.9893"
""	""	""	""	""	"666.0243"	""	""	""	"  37.46321"	""	""	""	""	""	""	""	""	""	""	""	"   1746.7313"	"    863.9134"	"9.047025e+02"	"    767.7972"	"    646.9375"	"1.213495e+03"	"   1135.2340"	"6.663410e+02"	"   4548.8491"	"   4312.4264"	"   2976.3747"	"   2128.7035"	"   2612.3115"	"   3095.8721"	"   3605.7426"	"   3337.6674"	"   2966.4957"	"   3541.3833"
""	""	""	""	""	"666.0983"	""	""	""	" 210.27468"	""	""	""	""	""	""	""	""	""	""	""	"    837.2640"	"   1098.5878"	"5.972090e+02"	"    623.6450"	"   1035.3909"	"6.240854e+02"	"    897.6474"	"7.435378e+02"	"   1150.6784"	"    496.8405"	"    769.5898"	"    741.0000"	"    481.9075"	"    959.5252"	"    856.5780"	"    848.4969"	"    803.7671"	"    772.7774"
""	""	""	""	""	"666.2312"	""	""	""	" 234.76695"	""	""	""	""	""	""	""	""	""	""	""	"  13189.6147"	"  12188.3527"	"5.994928e+03"	"   7497.3639"	"   6118.3409"	"1.896883e+03"	"   2631.5874"	"2.410779e+03"	"   9781.2668"	"   9542.3905"	"   6193.3537"	"   5248.3642"	"   6036.6330"	"   1485.8267"	"    902.4510"	"   2203.5006"	"   1010.1583"	"   1852.5115"
""	""	""	""	""	"666.9811"	""	""	""	" 163.13653"	""	""	""	""	""	""	""	""	""	""	""	"   2172.2871"	"   1530.7322"	"1.626973e+03"	"   2135.4398"	"   1415.9197"	"8.097592e+02"	"   1539.0102"	"1.310925e+03"	"   3905.1254"	"   3127.4909"	"   3388.8523"	"   3963.1957"	"   3535.0397"	"   3082.2857"	"   3173.8342"	"   3189.0314"	"   2970.8486"	"   3060.6660"
