"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1-Blatt_K-1_1-B,1_01_8102"	"neg-Exp1-Blatt_K-2_1-B,2_01_8104"	"neg-Exp1-Blatt_K-3_1-B,3_01_8107"	"neg-Exp1-Blatt_K-4_1-B,4_01_8109"	"neg-Exp1-Blatt_K-5_1-B,5_01_8111"	"neg-Exp2-Blatt_K-1_1-D,1_01_8113"	"neg-Exp2-Blatt_K-2_1-D,2_01_8115"	"neg-Exp2-Blatt_K-3_1-D,3_01_8117"	"neg-Exp1-Blatt_P-1_1-C,1_01_8103"	"neg-Exp1-Blatt_P-2_1-C,2_01_8105"	"neg-Exp1-Blatt_P-3_1-C,3_01_8108"	"neg-Exp1-Blatt_P-4_1-C,4_01_8110"	"neg-Exp1-Blatt_P-5_1-C,5_01_8112"	"neg-Exp2-Blatt_P-1_1-E,1_01_8114"	"neg-Exp2-Blatt_P-2_1-E,2_01_8116"	"neg-Exp2-Blatt_P-3_1-E,3_01_8118"	"neg-Exp2-Blatt_P-4_1-E,4_01_8121"	"neg-Exp2-Blatt_P-5_1-E,5_01_8122"
""	""	""	""	""	"333.1368"	""	""	""	" 623.78228"	""	""	""	""	""	""	""	""	""	""	""	"  16710.7731"	"  15043.2182"	"1.538959e+04"	"  14476.2622"	"  15519.0955"	"1.512676e+04"	"  13929.6213"	"1.369498e+04"	"  20817.9744"	"      0.0000"	"  22444.1385"	"  17439.0258"	"  17128.4741"	"  12891.1084"	"  15622.7365"	"  15121.3570"	"  16835.9332"	"  16060.0926"
""	""	""	""	""	"333.1923"	""	""	""	" 427.45878"	""	""	""	""	""	""	""	""	""	""	""	"  12745.0221"	"  15752.3834"	"1.236419e+04"	"  16984.9226"	"  12057.7607"	"7.296945e+03"	"   4868.9175"	"7.076998e+03"	"   9700.5658"	"  11043.6515"	"   7922.8131"	"  11370.7877"	"  10012.6295"	"   3827.6834"	"   6178.6060"	"   9432.1483"	"   4846.4495"	"   4417.9825"
""	""	""	""	""	"334.0925"	""	""	""	" 346.93517"	""	""	""	""	""	""	""	""	""	""	""	"   2302.8706"	"   2051.1327"	"1.812155e+03"	"   1545.7725"	"   1268.7524"	"6.058158e+02"	"   1728.2546"	"1.835560e+03"	"   6554.5389"	"   5475.3260"	"   8038.7497"	"   5352.1314"	"   4386.8772"	"   3249.0962"	"   2797.1843"	"   4208.1030"	"   4265.5956"	"   4948.6716"
""	""	""	""	""	"334.1142"	""	""	""	" 184.98323"	""	""	""	""	""	""	""	""	""	""	""	"   1298.1970"	"    904.7516"	"9.734600e+02"	"   1371.5658"	"    782.1439"	"1.553911e+03"	"   1768.6469"	"1.403428e+03"	"   1497.6843"	"    662.0968"	"   1118.6200"	"    922.7945"	"    962.5562"	"    791.5379"	"   1397.5529"	"    761.9333"	"    614.5176"	"    733.9112"
""	""	""	""	""	"334.1960"	""	""	""	" 427.53055"	""	""	""	""	""	""	""	""	""	""	""	"   1918.0455"	"   2899.9789"	"1.603615e+03"	"   2543.1033"	"   1802.6037"	"7.797641e+02"	"    606.2666"	"8.114403e+02"	"   1677.3813"	"   1961.5680"	"   1382.8568"	"   1968.0630"	"   1789.1317"	"    739.1911"	"   1204.7549"	"   1373.3530"	"    873.9724"	"    769.7411"
""	""	""	""	""	"335.0496"	""	""	""	"  37.26521"	""	""	""	""	""	""	""	""	""	""	""	"   2074.6204"	"   3694.6893"	"4.368517e+03"	"   2392.5290"	"   3890.6508"	"1.943646e+03"	"   2880.4316"	"3.237642e+03"	"    800.2286"	"    904.1339"	"   1468.7529"	"   1028.9606"	"    919.5274"	"   1040.9534"	"    931.6049"	"   1170.7453"	"   1713.1831"	"   1345.7177"
""	""	""	""	""	"335.1706"	""	""	""	" 243.79676"	""	""	""	""	""	""	""	""	""	""	""	"   8807.7675"	"   1207.2183"	"1.652709e+03"	"   1168.6110"	"   1987.2723"	"1.513677e+03"	"   1835.1671"	"1.590361e+03"	"   5369.2119"	"   7589.7926"	"   7139.0657"	"   1436.5523"	"   6345.6278"	"    746.3730"	"   1549.6401"	"   2479.9105"	"   1713.5106"	"   4966.7867"
""	""	""	""	""	"336.0377"	""	""	""	" 339.54620"	""	""	""	""	""	""	""	""	""	""	""	"   4805.0054"	"   4773.1653"	"4.591786e+03"	"   5028.7809"	"   4692.2166"	"4.819028e+03"	"   6146.5322"	"4.553396e+03"	"   5168.3115"	"   5169.9877"	"   4817.2345"	"   5394.9298"	"   4770.0505"	"   6921.6612"	"   7431.7894"	"   6269.8000"	"   6222.8215"	"   5331.5937"
""	""	""	""	""	"336.1077"	""	""	""	" 320.79859"	""	""	""	""	""	""	""	""	""	""	""	"   2132.7462"	"   1292.0659"	"7.659612e+02"	"    500.7292"	"    763.3357"	"6.123060e+02"	"   1029.5454"	"1.055344e+03"	"   1800.8572"	"   1187.8024"	"   1400.3182"	"   1073.9821"	"   1264.0104"	"    898.1645"	"   1086.6437"	"   1080.2160"	"   1060.5789"	"   1279.9630"
""	""	""	""	""	"336.9936"	""	""	""	" 250.36738"	""	""	""	""	""	""	""	""	""	""	""	"   2434.2994"	"   2326.3738"	"2.029115e+03"	"   2009.6083"	"   2099.6261"	"1.273520e+03"	"   2564.0618"	"1.524363e+03"	"   3541.9608"	"   2741.0015"	"   4540.4409"	"   4413.6969"	"   2925.1285"	"   2993.7298"	"   3222.8158"	"   1725.7263"	"   2113.5117"	"   3072.6817"
""	""	""	""	""	"337.0758"	""	""	""	"  37.33242"	""	""	""	""	""	""	""	""	""	""	""	"   7901.4418"	"   7783.5937"	"7.349713e+03"	"   8748.5143"	"   5736.7614"	"6.420535e+03"	"   6717.3725"	"6.497408e+03"	"   8614.7433"	"  10605.0609"	"  10804.1086"	"  10796.6827"	"  10237.4906"	"   8208.3314"	"   8892.1011"	"   9756.6330"	"   8668.1456"	"   8618.3135"
""	""	""	""	""	"337.0895"	""	""	""	" 264.84782"	""	""	""	""	""	""	""	""	""	""	""	"   1639.7596"	"   2307.4865"	"1.659938e+03"	"   1851.3594"	"   1113.4897"	"1.541684e+03"	"   1549.1739"	"1.405825e+03"	"   1540.3945"	"   1604.5284"	"   1210.5720"	"   1594.6957"	"   1648.5804"	"   1402.3074"	"   1535.9768"	"   1395.9964"	"    940.3760"	"   1384.7612"
""	""	""	""	""	"337.1046"	""	""	""	" 168.82017"	""	""	""	""	""	""	""	""	""	""	""	"   2770.0824"	"   2289.4229"	"2.479222e+03"	"   2185.5069"	"   1810.1065"	"1.294146e+03"	"   1741.5370"	"1.741970e+03"	"   3552.6992"	"   3753.1861"	"   5799.4016"	"   3339.2920"	"   3656.1643"	"   2622.8202"	"   2677.6142"	"   1961.8856"	"   2245.3943"	"   2217.7760"
""	""	""	""	""	"337.8247"	""	""	""	"  25.63383"	""	""	""	""	""	""	""	""	""	""	""	"   3404.5802"	"   3875.0858"	"4.318125e+03"	"   3509.7191"	"   3351.7753"	"3.657495e+03"	"   3788.3003"	"2.809522e+03"	"   4469.5604"	"   4510.4333"	"   4960.4169"	"   5911.6886"	"   5643.8374"	"   4495.5936"	"   3598.6602"	"   4214.8176"	"   4947.3976"	"   4822.7051"
""	""	""	""	""	"338.0897"	""	""	""	" 216.19421"	""	""	""	""	""	""	""	""	""	""	""	"   1482.1548"	"    618.7220"	"8.655337e+02"	"   1153.8974"	"    559.5651"	"1.102870e+03"	"   1226.5970"	"7.946284e+02"	"    922.2777"	"   1260.6934"	"   2776.5919"	"   1568.4975"	"   1599.3975"	"   1218.5359"	"   1151.7363"	"   1119.4374"	"   1291.5436"	"   1071.5524"
""	""	""	""	""	"338.0881"	""	""	""	"  99.05248"	""	""	""	""	""	""	""	""	""	""	""	"   9946.7841"	"   8963.9021"	"5.418484e+03"	"   6262.7428"	"   5345.0621"	"6.501526e+03"	"   7452.8949"	"5.753455e+03"	"  17719.0815"	"  14673.2003"	"  21019.7379"	"  14443.6332"	"  14725.8098"	"   9304.7299"	"  10602.1192"	"  12188.2644"	"   8192.4449"	"  10043.3849"
""	""	""	""	""	"338.9198"	""	""	""	"  20.12352"	""	""	""	""	""	""	""	""	""	""	""	"   1238.7250"	"   1534.4335"	"1.621160e+03"	"   1547.1007"	"   1357.4006"	"1.291554e+03"	"   1335.1606"	"1.052412e+03"	"   1419.4168"	"   1332.5213"	"   1513.4313"	"   1185.5893"	"   1105.4510"	"   1601.7609"	"    983.8191"	"   1363.5651"	"   1120.1238"	"   1136.1255"
""	""	""	""	""	"339.0739"	""	""	""	" 284.42588"	""	""	""	""	""	""	""	""	""	""	""	"2380208.2336"	"1934472.0999"	"1.591968e+06"	"1605593.5605"	"1470200.0567"	"1.690255e+06"	"1676174.7362"	"1.426068e+06"	"2894792.5319"	"2866353.0892"	"2611187.2076"	"2307725.6969"	"2409725.1050"	"2106109.8214"	"2313627.3337"	"2388560.0546"	"2215974.7514"	"2509518.5618"
""	""	""	""	""	"339.1066"	""	""	""	" 371.56610"	""	""	""	""	""	""	""	""	""	""	""	"  13692.9312"	"  13112.0174"	"8.481343e+03"	"   9644.5924"	"   7941.2199"	"9.145474e+03"	"  10652.8864"	"9.478737e+03"	"  18053.4762"	"  19114.4480"	"  14725.7868"	"  15377.9059"	"  16056.8628"	"  13225.3571"	"  17066.8625"	"  13283.0105"	"  15827.4982"	"  13959.8736"
""	""	""	""	""	"339.1119"	""	""	""	" 219.07847"	""	""	""	""	""	""	""	""	""	""	""	"   4918.9221"	"   4597.1590"	"3.726769e+03"	"   3930.1579"	"   3375.6312"	"3.323830e+03"	"   4879.1811"	"3.679169e+03"	"   4538.7959"	"   4833.3696"	"   5210.5835"	"   4457.6650"	"   2717.1060"	"   3936.5135"	"   4437.7929"	"   4165.7909"	"   5187.0275"	"   5335.8574"
""	""	""	""	""	"339.2012"	""	""	""	" 794.24760"	""	""	""	""	""	""	""	""	""	""	""	" 144204.8563"	" 143587.6800"	"1.464564e+05"	" 152369.0655"	" 148728.7694"	"1.398848e+05"	" 144263.3250"	"1.424596e+05"	" 146104.8296"	"      0.0000"	" 145764.2522"	" 151927.3165"	" 154197.9954"	" 143888.8965"	" 137892.8588"	" 144473.0523"	" 148987.3991"	" 151761.0065"
""	""	""	""	""	"339.8223"	""	""	""	"  25.54808"	""	""	""	""	""	""	""	""	""	""	""	"   1498.6197"	"   1622.1396"	"2.416213e+03"	"   2348.1988"	"   2426.3916"	"1.982188e+03"	"   1856.9336"	"1.637707e+03"	"   2628.7539"	"   2093.7522"	"   2718.0398"	"   3397.6371"	"   3264.0758"	"   2465.2267"	"   2354.8326"	"   2282.8143"	"   2670.3933"	"   2333.8400"
""	""	""	""	""	"340.0765"	""	""	""	" 284.41155"	""	""	""	""	""	""	""	""	""	""	""	" 388341.1803"	" 304025.1523"	"2.464520e+05"	" 251533.3392"	" 233456.0117"	"2.679143e+05"	" 270425.7227"	"2.256386e+05"	" 472907.3721"	" 462291.0392"	" 415139.2258"	" 362884.4979"	" 387378.4812"	" 336919.4464"	" 373687.3060"	" 386964.3239"	" 348095.6883"	" 405243.4202"
""	""	""	""	""	"340.1111"	""	""	""	" 371.59127"	""	""	""	""	""	""	""	""	""	""	""	"   2767.4639"	"   1560.2080"	"7.343395e+02"	"   1126.2928"	"   1635.5217"	"1.751198e+03"	"   1539.3940"	"1.346306e+03"	"   3208.2073"	"   2942.0390"	"   2386.2508"	"   2480.0600"	"   1970.3416"	"   1737.1541"	"   2918.7278"	"   1619.7884"	"   1949.4798"	"   1554.6442"
""	""	""	""	""	"340.1254"	""	""	""	"  52.45547"	""	""	""	""	""	""	""	""	""	""	""	"   3823.0902"	"   2350.9038"	"3.495498e+03"	"   2781.1755"	"   3141.4413"	"3.348335e+03"	"   2942.5796"	"3.039852e+03"	"   2926.4625"	"   3636.0438"	"   1802.2382"	"   3124.8471"	"   3241.4887"	"   2455.9145"	"   2964.3037"	"   3152.5671"	"   3554.8968"	"   2703.3385"
""	""	""	""	""	"340.9430"	""	""	""	"  20.45148"	""	""	""	""	""	""	""	""	""	""	""	"    814.2326"	"    917.9964"	"5.053965e+02"	"   1128.7943"	"   1010.8729"	"7.797641e+02"	"    729.4245"	"8.846429e+02"	"   1148.9949"	"   1252.5058"	"    785.4315"	"   1225.6125"	"   1309.5304"	"   1059.0015"	"    876.2978"	"    906.8534"	"   1041.5049"	"   1090.1230"
""	""	""	""	""	"341.0778"	""	""	""	" 284.42588"	""	""	""	""	""	""	""	""	""	""	""	"  71796.4894"	"  60071.3523"	"4.843547e+04"	"  50079.9554"	"  45198.4161"	"5.169156e+04"	"  52408.0494"	"4.366822e+04"	"  88152.3433"	"  87627.8739"	"  79777.7037"	"  70897.8434"	"  73695.1176"	"  64173.1145"	"  72217.3978"	"  72796.7737"	"  68445.8837"	"  77292.4222"
""	""	""	""	""	"341.1116"	""	""	""	" 376.90294"	""	""	""	""	""	""	""	""	""	""	""	"  21337.6474"	"  23792.5861"	"2.344160e+04"	"  23809.2513"	"  23973.5437"	"2.255725e+04"	"  23359.5903"	"2.214251e+04"	"  22583.3492"	"  23707.0067"	"  24308.5212"	"  23572.7047"	"  25040.9221"	"  23109.3960"	"  23629.0582"	"  22322.1192"	"  22718.7396"	"  24803.6772"
""	""	""	""	""	"341.1248"	""	""	""	" 265.83778"	""	""	""	""	""	""	""	""	""	""	""	"  16623.8163"	"  15544.4386"	"9.617185e+03"	"   9878.1415"	"  11440.0072"	"9.720593e+03"	"  13690.2976"	"1.197627e+04"	"  13610.5435"	"  11630.3059"	"  12057.3590"	"  12731.3031"	"  13489.7557"	"  10260.5126"	"   9993.9950"	"   9589.0060"	"  11628.3091"	"  12438.1936"
""	""	""	""	""	"341.1030"	""	""	""	" 354.20181"	""	""	""	""	""	""	""	""	""	""	""	"   2573.0118"	"   2343.4739"	"1.987327e+03"	"   1965.9825"	"   1505.3676"	"1.025650e+03"	"   1099.0000"	"1.815771e+03"	"   3529.7112"	"   3384.1026"	"   3135.9381"	"   3014.2734"	"   2587.1378"	"   2072.8288"	"   2471.0963"	"   2897.4480"	"   2365.1512"	"   3214.5943"
""	""	""	""	""	"342.0801"	""	""	""	" 284.43946"	""	""	""	""	""	""	""	""	""	""	""	"   9005.0007"	"   6967.9601"	"4.891630e+03"	"   5687.3195"	"   5109.3178"	"6.330458e+03"	"   6499.4988"	"4.367040e+03"	"  10738.5890"	"  10607.4115"	"   9412.7960"	"   8670.2224"	"   8647.6961"	"   7810.7328"	"   8429.0014"	"   8944.9999"	"   7440.8128"	"   9394.6119"
""	""	""	""	""	"342.1139"	""	""	""	" 376.88205"	""	""	""	""	""	""	""	""	""	""	""	"   3906.7826"	"   3540.6166"	"4.450129e+03"	"   4356.3636"	"   4066.7276"	"4.530041e+03"	"   4117.6935"	"4.030595e+03"	"   3850.9747"	"   4145.9832"	"   4538.4041"	"   4894.3356"	"   4341.3688"	"   4181.7860"	"   3828.1829"	"   4113.6344"	"   4034.7137"	"   4293.1478"
""	""	""	""	""	"342.1279"	""	""	""	" 265.82972"	""	""	""	""	""	""	""	""	""	""	""	"   2928.3837"	"   2348.6076"	"1.586157e+03"	"   1332.7231"	"   1705.2366"	"1.539045e+03"	"   2483.5601"	"1.707129e+03"	"   2161.6523"	"   1689.7112"	"   1934.4785"	"   1954.6791"	"   2300.9665"	"   1551.0155"	"   1807.7507"	"   1322.3904"	"   1119.2870"	"   1857.3925"
""	""	""	""	""	"343.0672"	""	""	""	" 165.84051"	""	""	""	""	""	""	""	""	""	""	""	"   4907.2200"	"   3247.5345"	"4.082349e+03"	"   3504.9016"	"   3695.6263"	"4.530176e+03"	"   4721.8692"	"3.450993e+03"	"   7665.8010"	"   8778.8656"	"  10957.0035"	"   6643.2992"	"   7472.0225"	"   4249.5356"	"   5060.9458"	"   5674.0732"	"   6267.6717"	"   5844.4833"
""	""	""	""	""	"343.1020"	""	""	""	" 234.79245"	""	""	""	""	""	""	""	""	""	""	""	"  13709.2576"	"  14701.5685"	"9.036308e+03"	"  10615.3252"	"   9355.4444"	"3.394679e+03"	"   4792.7795"	"4.105516e+03"	"  11401.4552"	"  11794.7700"	"   8217.4927"	"   8055.3009"	"   8663.3128"	"   2689.1095"	"   1664.9318"	"   3451.6502"	"   2515.1732"	"   3756.0496"
""	""	""	""	""	"343.1388"	""	""	""	" 173.44074"	""	""	""	""	""	""	""	""	""	""	""	"   1992.7499"	"   2491.7626"	"1.897983e+03"	"   1019.2371"	"   1363.6815"	"1.894445e+03"	"   2296.9758"	"1.797899e+03"	"   2680.3918"	"   1973.8665"	"   1898.4494"	"   1663.6447"	"   1690.6362"	"   1025.7435"	"   1867.7647"	"   1702.6408"	"   2109.9071"	"   1977.8294"
""	""	""	""	""	"344.1056"	""	""	""	" 234.77725"	""	""	""	""	""	""	""	""	""	""	""	"   1845.0777"	"   1919.6378"	"7.494153e+02"	"   1313.8355"	"   1459.5572"	"4.930986e+02"	"    530.6515"	"5.763571e+02"	"   1591.4606"	"   1748.0455"	"   1145.0673"	"    797.3065"	"    924.2409"	"    600.3505"	"    342.8527"	"    657.6057"	"    442.6303"	"    446.9704"
""	""	""	""	""	"344.7784"	""	""	""	"  23.45041"	""	""	""	""	""	""	""	""	""	""	""	"    753.2381"	"    703.4190"	"8.930472e+02"	"    843.1258"	"    710.0215"	"8.860245e+02"	"    906.2589"	"7.076929e+02"	"    452.8408"	"    299.3393"	"    475.1827"	"    564.8280"	"    646.0964"	"    621.7605"	"    730.5356"	"    333.5400"	"    470.9902"	"    486.9684"
""	""	""	""	""	"345.1170"	""	""	""	" 235.04604"	""	""	""	""	""	""	""	""	""	""	""	"  23628.8737"	"  25532.9129"	"2.170862e+04"	"  22526.0880"	"  22049.5255"	"1.377310e+04"	"  15435.0585"	"1.495014e+04"	"  21775.2560"	"  22245.9335"	"  20913.3272"	"  18338.5130"	"  21591.2224"	"  12855.5665"	"  10671.7149"	"  13645.3191"	"  10635.0708"	"  14219.6418"
""	""	""	""	""	"345.2052"	""	""	""	" 827.85428"	""	""	""	""	""	""	""	""	""	""	""	"   4234.8763"	"   1986.7218"	"4.979834e+02"	"    805.8969"	"    497.3163"	"1.121713e+03"	"   1056.3385"	"1.547317e+03"	"   6342.7004"	"      0.0000"	"   3163.0915"	"   1099.8792"	"   1231.9490"	"   1422.9322"	"   4039.8865"	"   2970.9043"	"   1560.1248"	"   1456.1877"
""	""	""	""	""	"346.0523"	""	""	""	"  37.39115"	""	""	""	""	""	""	""	""	""	""	""	"   2161.2840"	"   1937.1550"	"3.081883e+03"	"   2008.3430"	"   2931.5954"	"1.656716e+03"	"   1873.1175"	"1.251621e+03"	"   1684.4612"	"   2055.8260"	"   1761.5987"	"   1330.6792"	"   2537.1084"	"   1133.7111"	"   3042.0087"	"   3106.9822"	"   2981.7587"	"   1628.2364"
""	""	""	""	""	"346.1208"	""	""	""	" 235.05236"	""	""	""	""	""	""	""	""	""	""	""	"   3844.1375"	"   3298.3458"	"3.361812e+03"	"   2999.6275"	"   3137.5239"	"1.658710e+03"	"   2014.9559"	"1.865491e+03"	"   2818.9547"	"   2992.4423"	"   2440.3888"	"   3124.4265"	"   2560.2461"	"   1393.3980"	"   1629.9036"	"   1429.1332"	"   1573.6921"	"   2020.7371"
""	""	""	""	""	"347.0380"	""	""	""	" 240.46969"	""	""	""	""	""	""	""	""	""	""	""	"   6675.3938"	"   4251.7718"	"3.035046e+03"	"   3260.5439"	"   2941.7538"	"3.713098e+03"	"   2090.7315"	"2.823067e+03"	"   9236.0959"	"   8235.7205"	"   4236.3090"	"   4071.0911"	"   4844.2135"	"   5980.7592"	"   7376.1032"	"   8668.0666"	"   5240.0643"	"   7255.3152"
""	""	""	""	""	"347.1706"	""	""	""	" 304.52897"	""	""	""	""	""	""	""	""	""	""	""	"   2381.8333"	"   2238.5509"	"2.431546e+03"	"   2380.8565"	"   1452.8480"	"2.007831e+03"	"   2111.5196"	"1.926904e+03"	"   3537.7074"	"   4358.7858"	"   3555.0335"	"   2029.3767"	"   3453.8006"	"   2355.1526"	"   2600.5766"	"   2552.4554"	"   3297.5732"	"   3678.3617"
""	""	""	""	""	"349.1869"	""	""	""	" 279.86183"	""	""	""	""	""	""	""	""	""	""	""	"  12090.5778"	"  10525.4753"	"1.264356e+04"	"  12955.8108"	"   9846.6037"	"6.140046e+03"	"   6109.3536"	"6.116397e+03"	"  13817.6898"	"  26979.0394"	"  15553.5161"	"  10518.4366"	"  14465.4140"	"   5827.5738"	"   8480.2890"	"  11466.7419"	"   6421.9569"	"  17398.0668"
""	""	""	""	""	"350.0902"	""	""	""	"  57.45582"	""	""	""	""	""	""	""	""	""	""	""	"   4880.4190"	"   4339.0493"	"3.452015e+03"	"   2989.8750"	"   2310.7800"	"3.522081e+03"	"   3792.1221"	"2.639868e+03"	"   2200.0601"	"   1683.6454"	"   3001.1885"	"   1559.0774"	"   1391.8123"	"   2978.5555"	"   2255.1222"	"   2529.4367"	"   1754.9761"	"   2618.1689"
""	""	""	""	""	"351.0488"	""	""	""	" 533.13540"	""	""	""	""	""	""	""	""	""	""	""	"   3660.9434"	"   3173.7659"	"3.325969e+03"	"   3600.6938"	"   2832.8434"	"3.274082e+03"	"   2551.9420"	"3.310085e+03"	"   3534.4754"	"      0.0000"	"   3758.1121"	"   3427.2756"	"   2385.0969"	"   2905.3552"	"   3508.3488"	"   4050.0506"	"   3251.0730"	"   3083.3099"
""	""	""	""	""	"351.1204"	""	""	""	" 215.82803"	""	""	""	""	""	""	""	""	""	""	""	"   5606.4658"	"   8179.2016"	"9.376564e+03"	"   6119.7649"	"   6465.2310"	"8.271481e+03"	"   8599.1797"	"7.056664e+03"	"   2056.4843"	"   2462.8438"	"   2175.8889"	"   2500.5000"	"   1769.8802"	"   3972.8902"	"   4130.7786"	"   3346.3006"	"   4296.9428"	"   3677.7001"
""	""	""	""	""	"351.1202"	""	""	""	" 201.41856"	""	""	""	""	""	""	""	""	""	""	""	"   4950.9100"	"   7673.7436"	"8.179529e+03"	"   5507.5479"	"   5616.2074"	"8.701582e+03"	"   7632.8659"	"6.729135e+03"	"   2364.8949"	"   2351.6717"	"   2633.4288"	"   2047.1949"	"   2068.3670"	"   3800.7445"	"   3840.2059"	"   2891.8507"	"   4389.4400"	"   3725.6386"
""	""	""	""	""	"352.0337"	""	""	""	" 190.64324"	""	""	""	""	""	""	""	""	""	""	""	"   2612.2473"	"   2453.1572"	"2.124825e+03"	"   2035.1965"	"   2345.3366"	"2.830445e+03"	"   2923.4757"	"1.933865e+03"	"   6273.7849"	"   5998.1676"	"   5310.8363"	"   5496.5700"	"   5873.5915"	"   4949.7980"	"   6384.7961"	"   4460.3153"	"   4392.7680"	"   6565.5420"
""	""	""	""	""	"352.1040"	""	""	""	" 243.80400"	""	""	""	""	""	""	""	""	""	""	""	"  10605.0805"	"  10953.8695"	"1.181952e+04"	"   9513.6577"	"   7859.5654"	"1.013220e+04"	"  12018.1873"	"8.098606e+03"	"  12597.4076"	"  13698.2665"	"  11885.2552"	"  11125.7073"	"  11129.3946"	"  10206.9242"	"  11135.4883"	"  10368.9865"	"  12629.6074"	"  12724.0932"
""	""	""	""	""	"352.1042"	""	""	""	" 228.80853"	""	""	""	""	""	""	""	""	""	""	""	"  10428.9626"	"  10941.5692"	"1.259911e+04"	"   9674.8629"	"   7979.1760"	"1.078038e+04"	"  11644.0740"	"8.585503e+03"	"  13892.8293"	"  13842.5275"	"  12990.0479"	"  11613.5029"	"  11932.7858"	"  10657.3955"	"  11995.8386"	"   9927.3132"	"  13224.3431"	"  13348.1319"
""	""	""	""	""	"352.1109"	""	""	""	" 200.46171"	""	""	""	""	""	""	""	""	""	""	""	"   1445.3284"	"   2161.9509"	"1.809332e+03"	"   2192.2975"	"    546.4128"	"1.150943e+03"	"   2553.5001"	"3.590179e+02"	"   2274.2047"	"   1781.0061"	"   1860.6845"	"   2262.8477"	"   1916.5723"	"   1833.8571"	"   1796.6387"	"   1033.3058"	"    808.2309"	"    925.9907"
""	""	""	""	""	"353.0490"	""	""	""	" 153.66962"	""	""	""	""	""	""	""	""	""	""	""	"  13525.0378"	"  11750.7211"	"9.846587e+03"	"  12313.7964"	"   9710.7309"	"1.007455e+04"	"  11741.9570"	"9.564667e+03"	"  20951.3690"	"  18387.8334"	"  17878.8115"	"  21619.7795"	"  18691.3410"	"  12749.5606"	"  15175.8195"	"  17511.4445"	"  14627.6067"	"  13924.6546"
""	""	""	""	""	"353.0501"	""	""	""	" 284.35023"	""	""	""	""	""	""	""	""	""	""	""	"   1424.0450"	"   1622.1926"	"1.276343e+03"	"   1436.4276"	"   1244.8808"	"1.107422e+03"	"   1374.9380"	"1.193966e+03"	"   1373.4647"	"   1486.1421"	"   1509.7484"	"   1472.7161"	"    873.0873"	"   1404.4680"	"   1546.7233"	"   1550.8759"	"   1539.2052"	"   1483.1190"
""	""	""	""	""	"353.0982"	""	""	""	" 162.76291"	""	""	""	""	""	""	""	""	""	""	""	"   5517.8546"	"   4822.9884"	"4.227009e+03"	"   3897.1144"	"   3984.2726"	"4.238818e+03"	"   2951.8085"	"4.124945e+03"	"   3596.2115"	"   4282.0564"	"   4580.4942"	"   3299.3886"	"   3913.6843"	"   3795.3795"	"   4676.6691"	"   4065.6609"	"   3861.2630"	"   3809.8093"
""	""	""	""	""	"353.1029"	""	""	""	" 354.28386"	""	""	""	""	""	""	""	""	""	""	""	"   5213.6438"	"   4312.2530"	"3.476297e+03"	"   3280.3659"	"   3281.8539"	"3.029060e+03"	"   2981.9296"	"3.075182e+03"	"   6912.8640"	"   7012.8380"	"   5443.7418"	"   5081.8165"	"   5625.4047"	"   5286.8978"	"   5112.9557"	"   4294.5254"	"   5192.8169"	"   6615.0702"
""	""	""	""	""	"353.1069"	""	""	""	" 243.97048"	""	""	""	""	""	""	""	""	""	""	""	"   2008.3414"	"   1560.8046"	"1.708155e+03"	"   1337.0688"	"   1131.0624"	"1.735745e+03"	"   1695.8866"	"1.336899e+03"	"   2594.4410"	"   2258.6979"	"   2113.6430"	"   1827.2465"	"   1797.3847"	"   1616.6566"	"   2123.1247"	"   1855.9649"	"   2103.6009"	"   1411.6682"
""	""	""	""	""	"353.1084"	""	""	""	" 228.81207"	""	""	""	""	""	""	""	""	""	""	""	"   1721.5270"	"   2048.6667"	"2.065056e+03"	"   1532.9732"	"   1410.8643"	"1.529879e+03"	"   1477.1477"	"1.406370e+03"	"   2530.9197"	"   1618.9558"	"   2228.6140"	"   1745.6824"	"   2302.3459"	"   1925.4110"	"   2053.5900"	"   1618.7011"	"   2347.0986"	"   2040.4845"
""	""	""	""	""	"353.1703"	""	""	""	" 303.08894"	""	""	""	""	""	""	""	""	""	""	""	"   2077.2066"	"   2375.6665"	"9.479596e+02"	"   1410.5273"	"   1488.0409"	"1.160396e+03"	"   2212.4265"	"2.113371e+03"	"    365.6474"	"    472.4837"	"    229.8069"	"    313.4653"	"    416.5481"	"    581.1345"	"    349.4804"	"    362.1867"	"    424.4316"	"    310.4640"
""	""	""	""	""	"353.2017"	""	""	""	" 712.15028"	""	""	""	""	""	""	""	""	""	""	""	"  19646.9451"	"  14641.1650"	"1.699285e+04"	"  13634.1470"	"  15844.9185"	"1.563580e+04"	"  13031.0702"	"1.463260e+04"	"  15348.2361"	"      0.0000"	"  24369.8136"	"  20347.9320"	"  21137.7600"	"  15486.6811"	"  15671.3955"	"  15208.6774"	"  18238.2318"	"  14847.3953"
