"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_Exp1-K1_2-C,1_01_7421.d"	"neg_Exp1-K2_2-C,3_01_7423.d"	"neg_Exp1-K3_2-C,5_01_7425.d"	"neg_Exp1-K4_2-C,7_01_7427.d"	"neg_Exp1-K5_2-D,1_01_7429.d"	"neg_Exp2-K1_2-E,1_01_7432.d"	"neg_Exp2-K2_2-E,3_01_7434.d"	"neg_Exp2-K2_2-E,3_01_7438.d"	"neg_Exp2-K3_2-E,5_01_7436.d"	"neg_Exp2-K3_2-E,5_01_7440.d"	"neg_Exp1-P1_2-C,2_01_7422.d"	"neg_Exp1-P2_2-C,4_01_7424.d"	"neg_Exp1-P3_2-C,6_01_7426.d"	"neg_Exp1-P4_2-C,8_01_7428.d"	"neg_Exp1-P5_2-D,2_01_7430.d"	"neg_Exp2-P1_2-E,2_01_7433.d"	"neg_Exp2-P2_2-E,4_01_7435.d"	"neg_Exp2-P3_2-E,6_01_7437.d"	"neg_Exp2-P4_2-E,7_01_7439.d"	"neg_Exp2-P5_2-E,8_01_7441.d"
""	""	""	""	""	"  96.96007"	""	""	""	" 243.48556"	""	""	""	""	""	""	""	""	""	""	""	"6.119025e+04"	"4.001927e+04"	"4.133351e+04"	"5.061951e+04"	"1.611760e+04"	"3.254670e+04"	"3.753034e+04"	"3.735906e+04"	"2.913475e+04"	"2.936825e+04"	"1.441845e+05"	"8.670934e+04"	"1.266928e+05"	"9.077422e+04"	"9.672786e+04"	"7.064661e+04"	"  64061.7783"	"5.297681e+04"	"6.704785e+04"	"5.998222e+04"
""	""	""	""	""	"  96.96078"	""	""	""	"  23.10914"	""	""	""	""	""	""	""	""	""	""	""	"2.770889e+04"	"2.674883e+04"	"2.913038e+04"	"2.842921e+04"	"3.452341e+04"	"2.930156e+04"	"2.908387e+04"	"2.871402e+04"	"3.067324e+04"	"2.843961e+04"	"1.060533e+04"	"1.117553e+04"	"1.390599e+04"	"1.319840e+04"	"1.080102e+04"	"1.685591e+04"	"   6415.6022"	"1.455766e+04"	"2.464384e+04"	"1.593597e+04"
""	""	""	""	""	" 111.00933"	""	""	""	"  37.90497"	""	""	""	""	""	""	""	""	""	""	""	"1.424508e+04"	"1.076575e+04"	"9.282639e+03"	"8.600985e+03"	"8.419297e+03"	"8.672541e+03"	"1.122914e+04"	"1.105620e+04"	"7.738041e+03"	"9.134519e+03"	"4.012925e+04"	"1.558298e+04"	"1.276984e+04"	"2.126351e+04"	"7.787321e+03"	"2.686415e+04"	"  26350.3172"	"3.781784e+04"	"1.407328e+04"	"1.035185e+04"
""	""	""	""	""	" 114.98889"	""	""	""	"  20.61627"	""	""	""	""	""	""	""	""	""	""	""	"2.362055e+03"	"1.781269e+03"	"1.555243e+03"	"1.203168e+03"	"8.200118e+02"	"1.949525e+03"	"1.707199e+03"	"1.666701e+03"	"1.407161e+03"	"1.913262e+03"	"1.787895e+03"	"1.354979e+03"	"1.757874e+03"	"1.799570e+03"	"1.635974e+03"	"2.021359e+03"	"   1262.4520"	"2.159516e+03"	"1.697693e+03"	"9.739059e+02"
""	""	""	""	""	" 115.00407"	""	""	""	"  29.08535"	""	""	""	""	""	""	""	""	""	""	""	"8.099269e+03"	"6.819095e+03"	"7.024124e+03"	"8.004577e+03"	"5.609153e+03"	"6.449937e+03"	"7.512858e+03"	"1.049753e+04"	"6.306170e+03"	"6.120077e+03"	"1.795175e+04"	"1.480956e+04"	"1.550705e+04"	"1.495005e+04"	"1.326150e+04"	"2.079374e+04"	"  16012.9647"	"1.572717e+04"	"1.361918e+04"	"1.114260e+04"
""	""	""	""	""	" 116.07143"	""	""	""	" 376.12222"	""	""	""	""	""	""	""	""	""	""	""	"1.176235e+04"	"1.190295e+04"	"1.239093e+04"	"1.140284e+04"	"1.158093e+04"	"1.169741e+04"	"1.150470e+04"	"1.172399e+04"	"1.216197e+04"	"1.103347e+04"	"1.154664e+04"	"1.238986e+04"	"1.148982e+04"	"1.026193e+04"	"1.158319e+04"	"1.193718e+04"	"  11898.6114"	"1.115713e+04"	"1.223453e+04"	"1.214685e+04"
""	""	""	""	""	" 117.01959"	""	""	""	"  43.49884"	""	""	""	""	""	""	""	""	""	""	""	"3.982798e+03"	"4.684858e+03"	"3.068659e+03"	"2.139069e+03"	"1.545269e+03"	"1.876193e+03"	"2.160747e+03"	"3.537752e+03"	"1.746360e+03"	"1.723969e+03"	"7.689822e+03"	"8.029607e+03"	"8.376457e+03"	"7.515724e+03"	"7.757047e+03"	"6.242581e+03"	"   4788.8061"	"7.732757e+03"	"6.487461e+03"	"5.817225e+03"
""	""	""	""	""	" 121.02928"	""	""	""	" 283.03209"	""	""	""	""	""	""	""	""	""	""	""	"3.425485e+03"	"5.772725e+03"	"4.568532e+03"	"4.067692e+03"	"1.761622e+03"	"2.351940e+03"	"3.795132e+03"	"3.235607e+03"	"4.762856e+03"	"4.007763e+03"	"7.964430e+03"	"4.395008e+03"	"2.984193e+03"	"2.254577e+03"	"2.558424e+03"	"1.180127e+04"	"  12110.7190"	"1.329410e+04"	"1.046491e+04"	"1.006809e+04"
""	""	""	""	""	" 121.02939"	""	""	""	" 206.79353"	""	""	""	""	""	""	""	""	""	""	""	"2.764254e+03"	"3.964793e+03"	"3.802923e+03"	"3.649369e+03"	"2.130152e+03"	"2.335800e+03"	"2.971421e+03"	"3.014892e+03"	"2.218109e+03"	"1.979832e+03"	"1.033055e+04"	"4.989534e+03"	"5.151693e+03"	"3.081518e+03"	"6.380271e+03"	"2.593240e+04"	"  22164.5120"	"2.538058e+04"	"1.490609e+04"	"1.141233e+04"
""	""	""	""	""	" 122.02456"	""	""	""	"  53.39552"	""	""	""	""	""	""	""	""	""	""	""	"3.401751e+04"	"2.256896e+04"	"2.195891e+04"	"2.711488e+04"	"1.357372e+04"	"1.998581e+04"	"1.964582e+04"	"1.810298e+04"	"1.188869e+04"	"1.560104e+04"	"7.193365e+03"	"4.424385e+03"	"5.468652e+03"	"1.019614e+04"	"3.108894e+03"	"9.399516e+03"	"   2674.3480"	"7.522076e+03"	"3.939757e+03"	"2.638899e+03"
""	""	""	""	""	" 127.00126"	""	""	""	" 234.78221"	""	""	""	""	""	""	""	""	""	""	""	"2.448958e+03"	"3.239697e+03"	"2.146130e+03"	"2.572761e+03"	"2.422877e+03"	"1.436802e+03"	"1.327061e+03"	"1.484291e+03"	"1.595259e+03"	"1.934553e+03"	"3.858711e+02"	"2.170883e+03"	"1.137463e+03"	"1.191897e+03"	"2.035045e+03"	"1.508132e+03"	"   1096.7170"	"1.273675e+03"	"1.064706e+03"	"7.895469e+02"
""	""	""	""	""	" 127.00091"	""	""	""	" 290.36368"	""	""	""	""	""	""	""	""	""	""	""	"6.002640e+02"	"3.835710e+02"	"4.095134e+02"	"3.920666e+02"	"2.974642e+02"	"3.758658e+02"	"3.024391e+02"	"3.651277e+02"	"2.727621e+02"	"2.935152e+02"	"1.811023e+03"	"2.978417e+03"	"4.898625e+03"	"6.244957e+02"	"2.979361e+03"	"7.709364e+02"	"    925.0223"	"1.455207e+03"	"1.182975e+03"	"2.476571e+03"
""	""	""	""	""	" 128.03534"	""	""	""	"  38.70077"	""	""	""	""	""	""	""	""	""	""	""	"4.145156e+03"	"4.349909e+03"	"4.453215e+03"	"2.881628e+03"	"2.963637e+03"	"4.443164e+03"	"2.397342e+03"	"1.950647e+03"	"2.844251e+03"	"2.083437e+03"	"5.477742e+03"	"5.841569e+03"	"5.864997e+03"	"8.163223e+03"	"6.803141e+03"	"3.030795e+03"	"   3979.9547"	"2.576172e+03"	"4.201721e+03"	"5.481698e+03"
""	""	""	""	""	" 128.95962"	""	""	""	"  22.63291"	""	""	""	""	""	""	""	""	""	""	""	"3.833663e+03"	"4.076354e+03"	"3.584950e+03"	"3.946341e+03"	"6.652296e+03"	"4.473630e+03"	"4.414697e+03"	"3.791819e+03"	"5.398835e+03"	"5.189712e+03"	"3.671088e+03"	"3.289932e+03"	"3.007070e+03"	"2.266711e+03"	"3.265986e+03"	"4.682673e+03"	"   3795.9277"	"4.470334e+03"	"3.937588e+03"	"4.048734e+03"
""	""	""	""	""	" 130.08718"	""	""	""	" 216.55219"	""	""	""	""	""	""	""	""	""	""	""	"3.494341e+04"	"2.385222e+04"	"2.891562e+04"	"3.407699e+04"	"1.131126e+04"	"1.986926e+04"	"2.405137e+04"	"2.398890e+04"	"1.662906e+04"	"1.735467e+04"	"2.149824e+04"	"1.176133e+04"	"1.565139e+04"	"1.594784e+04"	"1.592335e+04"	"1.375510e+04"	"  15079.6321"	"1.191940e+04"	"1.380607e+04"	"1.221554e+04"
""	""	""	""	""	" 131.04580"	""	""	""	"  23.79961"	""	""	""	""	""	""	""	""	""	""	""	"1.512039e+03"	"1.154936e+03"	"1.149995e+03"	"1.398372e+03"	"1.371505e+03"	"1.032042e+03"	"1.017655e+03"	"7.817240e+02"	"5.668055e+02"	"1.074199e+03"	"4.589610e+03"	"3.720458e+03"	"5.790693e+03"	"3.592135e+03"	"3.871464e+03"	"2.343162e+03"	"   3940.9415"	"3.337901e+03"	"4.541783e+03"	"5.367878e+03"
""	""	""	""	""	" 132.04598"	""	""	""	" 169.49542"	""	""	""	""	""	""	""	""	""	""	""	"1.017314e+02"	"1.116986e+02"	"8.203876e+01"	"8.669886e+01"	"4.369088e+01"	"7.604836e+01"	"9.502714e+01"	"9.469593e+01"	"1.296749e+02"	"5.202823e+01"	"6.745371e+03"	"4.732901e+03"	"6.226045e+03"	"8.105838e+02"	"4.255178e+03"	"2.802179e+03"	"   5838.1749"	"1.294880e+03"	"4.534874e+03"	"5.274980e+03"
""	""	""	""	""	" 133.01458"	""	""	""	"  28.92913"	""	""	""	""	""	""	""	""	""	""	""	"2.180399e+04"	"1.839391e+04"	"1.721391e+04"	"1.892696e+04"	"1.534175e+04"	"1.478398e+04"	"1.834242e+04"	"1.855003e+04"	"1.537173e+04"	"1.570872e+04"	"3.686771e+04"	"3.383066e+04"	"3.582817e+04"	"3.169724e+04"	"2.788407e+04"	"2.928643e+04"	"  33623.6512"	"3.340744e+04"	"2.949683e+04"	"2.813389e+04"
""	""	""	""	""	" 133.01461"	""	""	""	"  34.91997"	""	""	""	""	""	""	""	""	""	""	""	"1.778557e+04"	"1.367925e+04"	"1.404160e+04"	"1.587619e+04"	"7.291229e+03"	"1.112527e+04"	"1.349166e+04"	"1.395550e+04"	"1.145477e+04"	"1.092767e+04"	"3.041661e+04"	"2.084266e+04"	"2.678640e+04"	"2.299218e+04"	"1.850114e+04"	"1.843529e+04"	"  20893.1869"	"2.582654e+04"	"2.048748e+04"	"1.260393e+04"
""	""	""	""	""	" 133.04931"	""	""	""	"  39.37332"	""	""	""	""	""	""	""	""	""	""	""	"3.933508e+03"	"2.978780e+03"	"2.644666e+03"	"1.991569e+03"	"1.363336e+03"	"1.930463e+03"	"2.848814e+03"	"2.823423e+03"	"2.229944e+03"	"2.376050e+03"	"9.435547e+03"	"1.486616e+04"	"1.170823e+04"	"6.680667e+03"	"5.534167e+03"	"7.400087e+03"	"   4341.8760"	"7.735126e+03"	"9.348756e+03"	"6.814078e+03"
""	""	""	""	""	" 135.04527"	""	""	""	" 176.51838"	""	""	""	""	""	""	""	""	""	""	""	"3.831915e+03"	"2.102087e+03"	"3.148296e+03"	"3.236951e+03"	"1.145769e+03"	"1.728323e+03"	"1.986850e+03"	"1.756635e+03"	"1.282898e+03"	"1.323328e+03"	"2.546867e+04"	"1.492941e+04"	"2.407445e+04"	"2.265781e+04"	"2.167787e+04"	"8.975409e+03"	"  11517.0211"	"1.086324e+04"	"1.271622e+04"	"1.039266e+04"
""	""	""	""	""	" 137.02410"	""	""	""	" 190.05019"	""	""	""	""	""	""	""	""	""	""	""	"4.389690e+03"	"4.688315e+03"	"3.330944e+03"	"3.564952e+03"	"1.417283e+03"	"2.380319e+03"	"2.620640e+03"	"3.346171e+03"	"2.082450e+03"	"2.198732e+03"	"1.961274e+03"	"1.212273e+03"	"2.692606e+03"	"3.942455e+03"	"2.502849e+03"	"5.817467e+03"	"   5298.6480"	"6.853583e+03"	"3.406880e+03"	"2.735608e+03"
""	""	""	""	""	" 137.02410"	""	""	""	"  68.84511"	""	""	""	""	""	""	""	""	""	""	""	"5.037132e+03"	"3.317997e+03"	"4.447004e+03"	"4.606969e+03"	"1.652357e+03"	"1.286965e+03"	"3.704583e+03"	"3.486039e+03"	"2.947260e+03"	"2.894640e+03"	"9.796456e+03"	"6.622753e+03"	"8.399864e+03"	"1.305584e+04"	"6.830920e+03"	"1.169618e+04"	"   8901.3812"	"1.328049e+04"	"9.120678e+03"	"7.186535e+03"
""	""	""	""	""	" 137.02462"	""	""	""	" 172.34781"	""	""	""	""	""	""	""	""	""	""	""	"2.245218e+03"	"1.054236e+03"	"1.796865e+03"	"1.728551e+03"	"6.079340e+02"	"6.932051e+02"	"1.020115e+03"	"9.387462e+02"	"5.128922e+02"	"5.363902e+02"	"1.191924e+04"	"7.030144e+03"	"1.046177e+04"	"6.193169e+03"	"5.913622e+03"	"8.857426e+03"	"   9540.5684"	"7.615648e+03"	"9.112036e+03"	"9.348670e+03"
""	""	""	""	""	" 139.11215"	""	""	""	" 445.01240"	""	""	""	""	""	""	""	""	""	""	""	"7.321553e+03"	"3.249316e+03"	"2.455562e+03"	"4.340860e+03"	"9.967228e+02"	"3.744518e+03"	"4.390207e+03"	"4.278472e+03"	"6.919936e+02"	"1.267806e+03"	"2.607616e+03"	"1.564072e+03"	"2.137502e+03"	"1.034102e+03"	"8.331901e+02"	"2.488406e+03"	"   2066.6476"	"1.281939e+03"	"2.202296e+03"	"2.018039e+03"
""	""	""	""	""	" 145.06151"	""	""	""	"  23.88489"	""	""	""	""	""	""	""	""	""	""	""	"5.036597e+03"	"3.636958e+03"	"5.157970e+03"	"3.975463e+03"	"4.754837e+03"	"2.921740e+03"	"3.233184e+03"	"3.147702e+03"	"2.780744e+03"	"3.087260e+03"	"1.081000e+04"	"1.167133e+04"	"8.608298e+03"	"9.981683e+03"	"1.226675e+04"	"4.399852e+03"	"   7097.1498"	"8.504429e+03"	"7.868379e+03"	"8.045148e+03"
""	""	""	""	""	" 147.06623"	""	""	""	"  58.46098"	""	""	""	""	""	""	""	""	""	""	""	"9.932424e+02"	"7.996904e+02"	"6.570169e+02"	"9.506501e+02"	"2.604548e+02"	"5.696635e+02"	"6.027228e+02"	"2.504576e+02"	"4.778673e+02"	"4.824941e+02"	"2.375987e+04"	"1.845915e+04"	"1.648116e+04"	"1.232916e+04"	"1.006691e+04"	"1.540963e+04"	"  12980.6933"	"1.509871e+04"	"1.344410e+04"	"1.095347e+04"
""	""	""	""	""	" 148.01587"	""	""	""	" 271.37565"	""	""	""	""	""	""	""	""	""	""	""	"1.477535e+02"	"1.353843e+02"	"9.970419e+01"	"1.447364e+02"	"1.040392e+02"	"8.869066e+01"	"7.034492e+01"	"9.636960e+01"	"1.237263e+02"	"7.304294e+01"	"1.097816e+03"	"1.344672e+03"	"1.116291e+03"	"3.680836e+02"	"1.564752e+03"	"5.181554e+02"	"   1377.5705"	"9.691339e+02"	"6.420750e+02"	"9.946248e+02"
""	""	""	""	""	" 149.04577"	""	""	""	" 147.36476"	""	""	""	""	""	""	""	""	""	""	""	"2.257889e+03"	"2.636753e+03"	"1.473363e+03"	"2.595893e+03"	"9.359941e+02"	"1.917062e+03"	"2.349661e+03"	"1.982566e+03"	"1.425163e+03"	"1.340548e+03"	"2.074811e+03"	"1.214201e+03"	"1.561847e+03"	"6.201771e+02"	"9.856993e+02"	"1.529133e+03"	"    767.9737"	"1.283367e+03"	"1.623016e+03"	"1.136602e+03"
""	""	""	""	""	" 149.05880"	""	""	""	" 328.19653"	""	""	""	""	""	""	""	""	""	""	""	"2.597919e+02"	"1.960530e+02"	"2.194159e+02"	"1.480871e+02"	"8.505000e+01"	"2.097900e+02"	"1.944476e+02"	"2.047437e+02"	"1.273678e+02"	"1.374141e+02"	"1.078344e+03"	"1.304000e+03"	"1.120140e+03"	"8.342136e+02"	"9.928652e+02"	"4.210032e+02"	"   1002.2711"	"7.772720e+02"	"8.317343e+02"	"7.261097e+02"
""	""	""	""	""	" 151.03943"	""	""	""	" 271.62853"	""	""	""	""	""	""	""	""	""	""	""	"1.276000e+03"	"8.096166e+02"	"9.102684e+02"	"8.618400e+02"	"4.699015e+02"	"9.847987e+02"	"1.094915e+03"	"1.081756e+03"	"1.040910e+03"	"8.131173e+02"	"1.068214e+03"	"1.590825e+03"	"2.176229e+03"	"1.645803e+03"	"1.708520e+03"	"8.691300e+02"	"   1154.8412"	"9.631067e+02"	"1.047774e+03"	"9.160995e+02"
""	""	""	""	""	" 153.05515"	""	""	""	" 282.51525"	""	""	""	""	""	""	""	""	""	""	""	"2.117576e+03"	"1.134359e+03"	"1.947365e+03"	"1.643870e+03"	"3.539098e+02"	"9.983792e+02"	"7.385443e+02"	"8.994457e+02"	"8.201257e+02"	"1.105132e+03"	"4.750607e+03"	"4.382002e+03"	"6.174954e+03"	"5.861978e+03"	"5.639574e+03"	"1.113472e+03"	"   2599.2281"	"1.812032e+03"	"3.106817e+03"	"2.378260e+03"
""	""	""	""	""	" 158.97839"	""	""	""	"  20.80022"	""	""	""	""	""	""	""	""	""	""	""	"7.546260e+03"	"6.615243e+03"	"6.495464e+03"	"6.256167e+03"	"3.742515e+03"	"6.762733e+03"	"6.122498e+03"	"5.691882e+03"	"6.446449e+03"	"6.557297e+03"	"5.548440e+03"	"6.339384e+03"	"5.564237e+03"	"6.018501e+03"	"5.726879e+03"	"6.260315e+03"	"   5576.2164"	"6.639986e+03"	"4.167323e+03"	"3.550909e+03"
""	""	""	""	""	" 159.98001"	""	""	""	"  20.80022"	""	""	""	""	""	""	""	""	""	""	""	"9.994656e+02"	"1.119769e+03"	"9.657336e+02"	"1.024991e+03"	"5.809614e+02"	"1.252438e+03"	"7.568180e+02"	"1.084104e+03"	"1.158049e+03"	"9.662347e+02"	"7.289463e+02"	"8.107385e+02"	"7.350943e+02"	"7.785557e+02"	"1.052371e+03"	"1.105561e+03"	"   1059.3945"	"7.928014e+02"	"5.715140e+02"	"3.028543e+02"
""	""	""	""	""	" 160.02217"	""	""	""	" 402.07574"	""	""	""	""	""	""	""	""	""	""	""	"2.814073e+03"	"2.906373e+03"	"2.177995e+03"	"1.937635e+03"	"1.254223e+03"	"1.980382e+03"	"2.341731e+03"	"2.553558e+03"	"8.849498e+02"	"1.553281e+03"	"4.029495e+03"	"1.270267e+03"	"2.159985e+03"	"1.274345e+03"	"1.436574e+03"	"1.758169e+03"	"   1279.2558"	"2.162062e+03"	"1.848986e+03"	"1.729150e+03"
""	""	""	""	""	" 160.04003"	""	""	""	" 229.54831"	""	""	""	""	""	""	""	""	""	""	""	"5.560599e+02"	"6.045658e+02"	"5.921400e+02"	"6.215723e+02"	"3.898165e+02"	"4.728485e+02"	"3.854815e+02"	"4.718481e+02"	"3.993210e+02"	"4.418365e+02"	"1.033064e+03"	"4.793850e+02"	"7.623739e+02"	"6.444622e+02"	"6.295941e+02"	"8.254222e+02"	"    528.3319"	"4.334200e+02"	"5.383764e+02"	"7.306547e+02"
""	""	""	""	""	" 161.04522"	""	""	""	" 147.32603"	""	""	""	""	""	""	""	""	""	""	""	"6.445554e+03"	"5.178478e+03"	"4.393564e+03"	"5.235504e+03"	"2.208987e+03"	"4.381460e+03"	"5.406368e+03"	"4.060479e+03"	"3.796273e+03"	"3.543573e+03"	"4.408350e+03"	"2.140999e+03"	"2.908650e+03"	"3.378515e+03"	"1.958986e+03"	"3.406796e+03"	"   2918.1415"	"4.015631e+03"	"3.393798e+03"	"3.042626e+03"
""	""	""	""	""	" 161.04520"	""	""	""	"  47.04959"	""	""	""	""	""	""	""	""	""	""	""	"6.547897e+03"	"3.308465e+03"	"3.644626e+03"	"6.774730e+03"	"1.373810e+03"	"3.477918e+03"	"8.300037e+03"	"5.514756e+03"	"3.154094e+03"	"3.265123e+03"	"2.166461e+04"	"2.212372e+04"	"2.713563e+04"	"5.707009e+04"	"2.029477e+04"	"1.162208e+04"	"   6602.9564"	"1.591076e+04"	"1.190840e+04"	"5.373868e+03"
""	""	""	""	""	" 162.94017"	""	""	""	"  26.19225"	""	""	""	""	""	""	""	""	""	""	""	"6.632275e+04"	"7.184649e+04"	"6.883225e+04"	"7.615102e+04"	"4.703322e+04"	"6.236143e+04"	"6.130260e+04"	"6.077360e+04"	"6.139695e+04"	"6.088072e+04"	"2.511396e+04"	"2.175463e+04"	"2.216702e+04"	"2.323433e+04"	"2.295738e+04"	"3.112907e+04"	"  26167.6125"	"2.768440e+04"	"2.378038e+04"	"1.330829e+04"
""	""	""	""	""	" 165.04039"	""	""	""	"  27.56289"	""	""	""	""	""	""	""	""	""	""	""	"5.710986e+03"	"5.162966e+03"	"5.298312e+03"	"5.207279e+03"	"2.874625e+03"	"5.096736e+03"	"4.756598e+03"	"4.442537e+03"	"4.413030e+03"	"4.385781e+03"	"9.455410e+03"	"8.876806e+03"	"8.400832e+03"	"6.858452e+03"	"8.190455e+03"	"9.070600e+03"	"   7856.8173"	"7.760541e+03"	"8.715282e+03"	"6.902369e+03"
""	""	""	""	""	" 167.02046"	""	""	""	"  37.73902"	""	""	""	""	""	""	""	""	""	""	""	"1.664302e+03"	"1.605436e+03"	"1.354006e+03"	"1.512764e+03"	"6.925813e+02"	"9.419424e+02"	"1.303731e+03"	"6.709933e+02"	"2.410762e+02"	"2.641815e+02"	"3.865820e+03"	"2.862668e+03"	"4.689010e+03"	"3.938092e+03"	"3.462774e+03"	"3.228728e+03"	"   2117.7912"	"2.641409e+03"	"3.443032e+03"	"4.205030e+03"
""	""	""	""	""	" 167.03457"	""	""	""	" 204.54215"	""	""	""	""	""	""	""	""	""	""	""	"1.338312e+04"	"1.155330e+04"	"1.117719e+04"	"1.118512e+04"	"5.340145e+03"	"9.502567e+03"	"1.021501e+04"	"9.531678e+03"	"7.707056e+03"	"6.808100e+03"	"6.822854e+03"	"3.878626e+03"	"4.591158e+03"	"5.095415e+03"	"2.746883e+03"	"4.869084e+03"	"   4693.2830"	"5.493424e+03"	"4.420551e+03"	"2.949994e+03"
""	""	""	""	""	" 172.09814"	""	""	""	" 216.54722"	""	""	""	""	""	""	""	""	""	""	""	"6.057748e+04"	"3.816637e+04"	"4.543683e+04"	"4.813451e+04"	"1.575669e+04"	"3.272426e+04"	"3.722770e+04"	"3.605468e+04"	"2.345597e+04"	"2.434204e+04"	"3.765568e+04"	"1.613997e+04"	"2.704086e+04"	"2.593162e+04"	"2.417756e+04"	"2.070390e+04"	"  21385.7389"	"1.847987e+04"	"2.050835e+04"	"1.681774e+04"
""	""	""	""	""	" 173.10063"	""	""	""	" 216.51796"	""	""	""	""	""	""	""	""	""	""	""	"4.985098e+03"	"2.788634e+03"	"3.933120e+03"	"4.186465e+03"	"1.130323e+03"	"2.035220e+03"	"2.693075e+03"	"3.241723e+03"	"1.688983e+03"	"2.328357e+03"	"2.275523e+03"	"1.993364e+03"	"1.592159e+03"	"1.760188e+03"	"1.679040e+03"	"2.163869e+03"	"   1910.6890"	"7.914916e+02"	"1.383568e+03"	"1.462794e+03"
""	""	""	""	""	" 176.01239"	""	""	""	" 197.68485"	""	""	""	""	""	""	""	""	""	""	""	"3.304595e+03"	"8.592655e+02"	"1.127061e+03"	"1.930877e+03"	"4.185425e+02"	"1.634001e+03"	"1.546632e+03"	"6.846960e+02"	"1.282223e+03"	"1.096114e+03"	"1.666845e+04"	"1.426894e+04"	"1.773602e+04"	"1.652068e+04"	"1.596232e+04"	"6.920162e+03"	"   8672.7223"	"9.363623e+03"	"9.628369e+03"	"7.145809e+03"
""	""	""	""	""	" 176.01086"	""	""	""	" 250.77070"	""	""	""	""	""	""	""	""	""	""	""	"1.030305e+03"	"6.619578e+02"	"6.902598e+02"	"1.142297e+03"	"3.961030e+02"	"4.549281e+02"	"6.265525e+02"	"7.669464e+02"	"5.536266e+02"	"5.745860e+02"	"5.560612e+03"	"3.792930e+03"	"6.032155e+03"	"5.665963e+03"	"4.664874e+03"	"1.465588e+03"	"   3725.6433"	"2.443221e+03"	"1.966444e+03"	"2.344997e+03"
""	""	""	""	""	" 176.01089"	""	""	""	" 271.22131"	""	""	""	""	""	""	""	""	""	""	""	"9.131340e+02"	"7.706723e+02"	"9.981885e+02"	"1.496658e+03"	"4.982191e+02"	"6.382454e+02"	"5.251292e+02"	"5.165233e+02"	"5.489537e+02"	"3.558232e+02"	"3.208043e+04"	"2.831788e+04"	"3.673836e+04"	"1.326431e+04"	"3.696454e+04"	"1.585469e+04"	"  43174.8793"	"1.995699e+04"	"3.095314e+04"	"2.814527e+04"
""	""	""	""	""	" 177.01453"	""	""	""	" 271.22299"	""	""	""	""	""	""	""	""	""	""	""	"2.465082e+02"	"2.293864e+02"	"2.544645e+02"	"3.508143e+02"	"2.397937e+02"	"1.660384e+02"	"2.047141e+02"	"1.640574e+02"	"1.900800e+02"	"1.440879e+02"	"2.975559e+03"	"2.563564e+03"	"4.018610e+03"	"1.533398e+03"	"3.608372e+03"	"1.339612e+03"	"   4529.5104"	"1.645953e+03"	"3.517196e+03"	"2.298402e+03"
""	""	""	""	""	" 177.01892"	""	""	""	" 203.68113"	""	""	""	""	""	""	""	""	""	""	""	"5.152403e+02"	"5.485161e+02"	"3.844614e+02"	"4.811603e+02"	"2.524511e+02"	"3.585125e+02"	"4.252550e+02"	"2.994730e+02"	"2.728121e+02"	"2.914304e+02"	"8.771717e+03"	"5.592316e+03"	"6.122560e+03"	"3.053961e+03"	"4.069684e+03"	"9.772675e+03"	"   7778.6216"	"4.790051e+03"	"8.945648e+03"	"6.410655e+03"
""	""	""	""	""	" 179.05558"	""	""	""	" 282.36777"	""	""	""	""	""	""	""	""	""	""	""	"2.819734e+04"	"1.565784e+04"	"2.894399e+04"	"2.669824e+04"	"1.065798e+04"	"1.979257e+04"	"1.850700e+04"	"1.757908e+04"	"1.292309e+04"	"1.284430e+04"	"7.015132e+04"	"6.554535e+04"	"8.895402e+04"	"7.622079e+04"	"8.129934e+04"	"2.557893e+04"	"  44897.9262"	"3.010223e+04"	"4.366481e+04"	"4.128916e+04"
""	""	""	""	""	" 179.05615"	""	""	""	" 222.66991"	""	""	""	""	""	""	""	""	""	""	""	"3.544402e+03"	"2.401924e+03"	"3.274746e+03"	"3.047902e+03"	"1.452972e+03"	"1.857467e+03"	"2.827243e+03"	"2.301953e+03"	"1.226279e+03"	"1.594034e+03"	"5.912220e+03"	"5.996817e+03"	"7.349899e+03"	"5.775478e+03"	"5.932609e+03"	"1.594102e+03"	"   2351.5584"	"2.221703e+03"	"3.407599e+03"	"4.128330e+03"
""	""	""	""	""	" 179.05550"	""	""	""	" 272.21116"	""	""	""	""	""	""	""	""	""	""	""	"1.418625e+04"	"7.487828e+03"	"1.319500e+04"	"1.266317e+04"	"5.060694e+03"	"9.832536e+03"	"8.236863e+03"	"8.868140e+03"	"6.357633e+03"	"6.197490e+03"	"2.039079e+04"	"1.739002e+04"	"2.560028e+04"	"2.587207e+04"	"2.596998e+04"	"8.432408e+03"	"  12836.2685"	"7.068336e+03"	"1.381155e+04"	"1.097392e+04"
