"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_Exp1-K1_2-C,1_01_7421.d"	"neg_Exp1-K2_2-C,3_01_7423.d"	"neg_Exp1-K3_2-C,5_01_7425.d"	"neg_Exp1-K4_2-C,7_01_7427.d"	"neg_Exp1-K5_2-D,1_01_7429.d"	"neg_Exp2-K1_2-E,1_01_7432.d"	"neg_Exp2-K2_2-E,3_01_7434.d"	"neg_Exp2-K2_2-E,3_01_7438.d"	"neg_Exp2-K3_2-E,5_01_7436.d"	"neg_Exp2-K3_2-E,5_01_7440.d"	"neg_Exp1-P1_2-C,2_01_7422.d"	"neg_Exp1-P2_2-C,4_01_7424.d"	"neg_Exp1-P3_2-C,6_01_7426.d"	"neg_Exp1-P4_2-C,8_01_7428.d"	"neg_Exp1-P5_2-D,2_01_7430.d"	"neg_Exp2-P1_2-E,2_01_7433.d"	"neg_Exp2-P2_2-E,4_01_7435.d"	"neg_Exp2-P3_2-E,6_01_7437.d"	"neg_Exp2-P4_2-E,7_01_7439.d"	"neg_Exp2-P5_2-E,8_01_7441.d"
""	""	""	""	""	" 739.20803"	""	""	""	" 262.28051"	""	""	""	""	""	""	""	""	""	""	""	"5.164055e+05"	"4.342331e+05"	"3.533560e+05"	"3.073716e+05"	"2.224987e+05"	"3.032176e+05"	"3.611968e+05"	"3.547591e+05"	"3.026310e+05"	"3.088631e+05"	"6.202323e+05"	"4.436403e+05"	"4.439162e+05"	"3.316225e+05"	"4.280425e+05"	"3.943633e+05"	" 454418.0889"	"4.395010e+05"	"4.757219e+05"	"5.272534e+05"
""	""	""	""	""	" 739.20995"	""	""	""	" 231.62852"	""	""	""	""	""	""	""	""	""	""	""	"7.892239e+05"	"6.557392e+05"	"5.678672e+05"	"5.309013e+05"	"3.611141e+05"	"5.511203e+05"	"6.164463e+05"	"6.079254e+05"	"4.825762e+05"	"4.910353e+05"	"8.743619e+05"	"7.755173e+05"	"7.316243e+05"	"5.945657e+05"	"7.379125e+05"	"6.819391e+05"	" 777705.4350"	"8.114065e+05"	"7.846701e+05"	"8.617419e+05"
""	""	""	""	""	" 739.20442"	""	""	""	" 199.32398"	""	""	""	""	""	""	""	""	""	""	""	"6.038780e+02"	"3.761316e+02"	"3.541876e+02"	"4.211474e+02"	"1.480518e+02"	"3.488515e+02"	"7.055802e+02"	"6.781478e+02"	"3.203878e+02"	"2.931553e+02"	"4.018128e+03"	"2.857432e+03"	"3.436478e+03"	"4.520446e+03"	"2.942216e+03"	"8.747180e+02"	"   1294.1537"	"1.497242e+03"	"1.313287e+03"	"5.366139e+02"
""	""	""	""	""	" 740.21137"	""	""	""	" 262.28051"	""	""	""	""	""	""	""	""	""	""	""	"1.911723e+05"	"1.593543e+05"	"1.296741e+05"	"1.136219e+05"	"8.237742e+04"	"1.128932e+05"	"1.350783e+05"	"1.307460e+05"	"1.103174e+05"	"1.144034e+05"	"2.315131e+05"	"1.630717e+05"	"1.640224e+05"	"1.226572e+05"	"1.597709e+05"	"1.457727e+05"	" 169359.7678"	"1.630506e+05"	"1.746427e+05"	"1.946898e+05"
""	""	""	""	""	" 740.21320"	""	""	""	" 231.62852"	""	""	""	""	""	""	""	""	""	""	""	"2.927812e+05"	"2.410626e+05"	"2.110741e+05"	"1.979461e+05"	"1.321098e+05"	"2.054186e+05"	"2.267989e+05"	"2.258751e+05"	"1.787050e+05"	"1.819312e+05"	"3.255622e+05"	"2.887401e+05"	"2.687145e+05"	"2.207116e+05"	"2.765171e+05"	"2.533723e+05"	" 290132.5109"	"2.993728e+05"	"2.914969e+05"	"3.179673e+05"
""	""	""	""	""	" 740.20723"	""	""	""	" 199.20804"	""	""	""	""	""	""	""	""	""	""	""	"3.904699e+02"	"2.674555e+02"	"2.680938e+02"	"2.991879e+02"	"9.705141e+01"	"2.901537e+02"	"3.573941e+02"	"4.131446e+02"	"1.480385e+02"	"2.037746e+02"	"1.582457e+03"	"8.690008e+02"	"1.246212e+03"	"1.981063e+03"	"1.058056e+03"	"6.211073e+02"	"    625.0197"	"7.236753e+02"	"5.655736e+02"	"5.495374e+02"
""	""	""	""	""	" 740.24644"	""	""	""	" 377.82810"	""	""	""	""	""	""	""	""	""	""	""	"3.812362e+02"	"4.771363e+02"	"3.843773e+02"	"3.695338e+02"	"1.961039e+02"	"2.954683e+02"	"3.862095e+02"	"3.777309e+02"	"2.897743e+02"	"3.801737e+02"	"1.792229e+03"	"2.976262e+03"	"3.319356e+03"	"1.660605e+03"	"1.712856e+03"	"9.946813e+02"	"    945.5940"	"8.369431e+02"	"1.388278e+03"	"1.202430e+03"
""	""	""	""	""	" 740.63265"	""	""	""	"  25.77776"	""	""	""	""	""	""	""	""	""	""	""	"2.148349e+03"	"2.862773e+03"	"2.626274e+03"	"2.185678e+03"	"1.314831e+03"	"2.135395e+03"	"2.145570e+03"	"1.775895e+03"	"2.001123e+03"	"1.979451e+03"	"2.251117e+02"	"9.369523e+01"	"1.591093e+02"	"1.707206e+02"	"1.277300e+02"	"5.972514e+02"	"    298.0909"	"4.431808e+02"	"2.378065e+02"	"4.935347e+01"
""	""	""	""	""	" 741.21314"	""	""	""	" 262.28675"	""	""	""	""	""	""	""	""	""	""	""	"5.292133e+04"	"4.436146e+04"	"3.708292e+04"	"3.224611e+04"	"2.361045e+04"	"3.132937e+04"	"3.777629e+04"	"3.800506e+04"	"3.130037e+04"	"3.238429e+04"	"6.458552e+04"	"4.655033e+04"	"4.762205e+04"	"3.494898e+04"	"4.486968e+04"	"4.173747e+04"	"  48073.6859"	"4.595952e+04"	"4.894027e+04"	"5.433296e+04"
""	""	""	""	""	" 741.21457"	""	""	""	" 231.62852"	""	""	""	""	""	""	""	""	""	""	""	"8.179131e+04"	"6.763938e+04"	"5.901614e+04"	"5.435909e+04"	"3.753801e+04"	"5.696390e+04"	"6.274029e+04"	"6.261337e+04"	"4.979311e+04"	"5.074035e+04"	"9.160896e+04"	"8.099641e+04"	"7.741734e+04"	"6.148274e+04"	"7.755213e+04"	"7.068676e+04"	"  80822.9448"	"8.442296e+04"	"8.251617e+04"	"8.828156e+04"
""	""	""	""	""	" 741.38136"	""	""	""	" 752.11737"	""	""	""	""	""	""	""	""	""	""	""	"1.060479e+02"	"2.088943e+03"	"5.562511e+02"	"1.336270e+03"	"6.356203e+02"	"8.383785e+02"	"8.026957e+02"	"1.503679e+03"	"8.988840e+02"	"8.207038e+02"	"4.505563e+04"	"1.610689e+04"	"3.047809e+04"	"1.745129e+04"	"2.408521e+04"	"1.818988e+04"	"  14746.1764"	"1.447450e+04"	"2.873985e+04"	"2.832898e+04"
""	""	""	""	""	" 742.11684"	""	""	""	" 327.86425"	""	""	""	""	""	""	""	""	""	""	""	"2.402460e+03"	"2.308436e+03"	"1.981655e+03"	"1.982258e+03"	"1.229207e+03"	"1.830437e+03"	"2.489830e+03"	"1.971051e+03"	"1.931209e+03"	"2.052740e+03"	"1.562181e+03"	"1.926447e+03"	"1.828048e+03"	"1.606278e+03"	"1.962125e+03"	"2.265926e+03"	"   2141.7627"	"2.141583e+03"	"1.887120e+03"	"1.754930e+03"
""	""	""	""	""	" 742.21466"	""	""	""	" 262.28675"	""	""	""	""	""	""	""	""	""	""	""	"1.090364e+04"	"9.702172e+03"	"7.825299e+03"	"6.805611e+03"	"4.963315e+03"	"6.659376e+03"	"7.934536e+03"	"7.802982e+03"	"6.925606e+03"	"6.858866e+03"	"1.364088e+04"	"1.005779e+04"	"1.038597e+04"	"7.821403e+03"	"9.345337e+03"	"8.959144e+03"	"   9419.9625"	"9.333606e+03"	"1.021870e+04"	"1.124382e+04"
""	""	""	""	""	" 742.21590"	""	""	""	" 231.62852"	""	""	""	""	""	""	""	""	""	""	""	"1.675576e+04"	"1.428579e+04"	"1.186384e+04"	"1.134717e+04"	"7.208504e+03"	"1.159539e+04"	"1.330413e+04"	"1.294912e+04"	"9.910976e+03"	"1.019990e+04"	"1.820371e+04"	"1.650058e+04"	"1.553479e+04"	"1.291351e+04"	"1.556885e+04"	"1.437295e+04"	"  16871.1180"	"1.755247e+04"	"1.630169e+04"	"1.805735e+04"
""	""	""	""	""	" 742.38581"	""	""	""	" 752.51932"	""	""	""	""	""	""	""	""	""	""	""	"6.571281e+01"	"9.257960e+02"	"2.984825e+02"	"3.706667e+02"	"3.701850e+02"	"3.378355e+02"	"6.223333e+02"	"6.439767e+02"	"4.440000e+02"	"5.029180e+02"	"1.709780e+04"	"5.115556e+03"	"1.092369e+04"	"6.876792e+03"	"9.298526e+03"	"8.046649e+03"	"   5667.3935"	"6.220225e+03"	"1.286366e+04"	"1.105802e+04"
""	""	""	""	""	" 742.63135"	""	""	""	"  25.59629"	""	""	""	""	""	""	""	""	""	""	""	"1.348805e+03"	"1.625870e+03"	"1.452711e+03"	"1.402125e+03"	"9.254943e+02"	"1.302647e+03"	"1.271390e+03"	"1.003573e+03"	"1.372645e+03"	"1.100880e+03"	"2.444331e+02"	"6.636041e+01"	"1.240852e+02"	"1.087010e+02"	"1.310650e+02"	"4.143851e+02"	"    160.0488"	"2.774466e+02"	"1.837578e+02"	"1.013836e+02"
""	""	""	""	""	" 743.12303"	""	""	""	" 327.87828"	""	""	""	""	""	""	""	""	""	""	""	"5.263025e+02"	"8.415016e+02"	"7.292187e+02"	"4.945883e+02"	"5.275970e+02"	"6.212936e+02"	"8.427798e+02"	"3.915055e+02"	"4.975323e+02"	"4.195011e+02"	"5.152575e+02"	"6.502233e+02"	"6.352674e+02"	"7.504500e+02"	"7.160716e+02"	"6.507804e+02"	"    741.0370"	"7.062658e+02"	"7.217388e+02"	"6.133065e+02"
""	""	""	""	""	" 743.20197"	""	""	""	"  92.91709"	""	""	""	""	""	""	""	""	""	""	""	"3.589912e+03"	"1.432809e+03"	"1.967199e+03"	"3.172720e+03"	"5.705843e+02"	"1.360078e+03"	"1.185521e+03"	"1.382743e+03"	"1.407032e+02"	"1.287233e+02"	"1.682698e+04"	"1.004547e+04"	"1.196492e+04"	"9.100082e+03"	"1.059605e+04"	"4.704736e+03"	"   8083.8587"	"9.208524e+03"	"7.223177e+03"	"4.013339e+03"
""	""	""	""	""	" 743.21838"	""	""	""	" 231.72714"	""	""	""	""	""	""	""	""	""	""	""	"3.099216e+03"	"2.661440e+03"	"2.296551e+03"	"2.279798e+03"	"1.272357e+03"	"1.995296e+03"	"2.541950e+03"	"2.795645e+03"	"1.789340e+03"	"1.993157e+03"	"3.380654e+03"	"2.945336e+03"	"2.915748e+03"	"2.382634e+03"	"2.987916e+03"	"2.735466e+03"	"   2944.1772"	"3.160268e+03"	"2.708977e+03"	"3.287010e+03"
""	""	""	""	""	" 743.21699"	""	""	""	" 262.28051"	""	""	""	""	""	""	""	""	""	""	""	"1.828747e+03"	"1.793956e+03"	"1.160100e+03"	"1.197354e+03"	"9.865353e+02"	"1.229991e+03"	"1.450091e+03"	"1.391812e+03"	"8.961414e+02"	"1.258181e+03"	"2.221110e+03"	"1.882249e+03"	"1.669584e+03"	"1.758080e+03"	"1.911955e+03"	"1.682313e+03"	"   1868.9561"	"1.924436e+03"	"1.952301e+03"	"1.303603e+03"
""	""	""	""	""	" 743.24071"	""	""	""	" 176.01485"	""	""	""	""	""	""	""	""	""	""	""	"8.249553e+02"	"7.031730e+02"	"1.110246e+03"	"1.152588e+03"	"3.021162e+02"	"8.853404e+02"	"6.228591e+02"	"9.432250e+02"	"3.334154e+02"	"3.352216e+02"	"1.057329e+04"	"7.959735e+03"	"6.743616e+03"	"6.873230e+03"	"7.075990e+03"	"2.623342e+03"	"   5533.9851"	"5.967254e+03"	"4.620151e+03"	"2.817167e+03"
""	""	""	""	""	" 744.24388"	""	""	""	" 176.02106"	""	""	""	""	""	""	""	""	""	""	""	"7.173824e+02"	"4.498166e+02"	"4.563942e+02"	"8.067096e+02"	"2.547855e+02"	"5.365121e+02"	"3.994664e+02"	"4.879268e+02"	"2.690538e+02"	"2.818357e+02"	"4.124472e+03"	"2.839568e+03"	"2.513838e+03"	"2.537710e+03"	"2.527809e+03"	"1.225075e+03"	"   1615.3606"	"2.460749e+03"	"1.606299e+03"	"1.119430e+03"
""	""	""	""	""	" 745.09018"	""	""	""	" 265.81330"	""	""	""	""	""	""	""	""	""	""	""	"2.899240e+03"	"3.214681e+03"	"2.995523e+03"	"3.501663e+03"	"2.833507e+03"	"3.173814e+03"	"3.624602e+03"	"3.385166e+03"	"3.533119e+03"	"3.541103e+03"	"1.179256e+03"	"2.056905e+03"	"2.022898e+03"	"1.531569e+03"	"2.189561e+03"	"3.070125e+03"	"   2470.8341"	"2.655224e+03"	"2.529372e+03"	"2.482882e+03"
""	""	""	""	""	" 745.19350"	""	""	""	" 200.85532"	""	""	""	""	""	""	""	""	""	""	""	"6.033547e+02"	"3.668280e+02"	"3.705084e+02"	"3.997809e+02"	"2.908294e+02"	"6.065811e+02"	"1.068094e+03"	"1.296266e+03"	"4.575620e+02"	"2.867670e+02"	"4.166664e+02"	"2.631473e+02"	"2.558383e+02"	"3.487663e+02"	"2.941294e+02"	"3.798337e+02"	"    208.1397"	"3.298032e+02"	"2.785202e+02"	"2.377957e+02"
""	""	""	""	""	" 745.21829"	""	""	""	" 278.30837"	""	""	""	""	""	""	""	""	""	""	""	"3.630753e+03"	"2.269665e+03"	"3.197945e+03"	"2.651686e+03"	"1.522301e+03"	"1.842553e+03"	"2.803236e+03"	"2.731486e+03"	"1.729161e+03"	"2.120246e+03"	"2.998899e+03"	"2.019243e+03"	"3.952356e+03"	"4.799020e+03"	"3.490136e+03"	"1.675737e+03"	"    894.5122"	"2.372912e+03"	"1.645329e+03"	"1.559462e+03"
""	""	""	""	""	" 749.24834"	""	""	""	" 234.42656"	""	""	""	""	""	""	""	""	""	""	""	"8.868538e+02"	"8.768591e+02"	"7.686144e+02"	"5.576667e+02"	"4.043333e+02"	"2.533840e+02"	"4.439329e+02"	"3.999065e+02"	"3.261956e+02"	"3.694072e+02"	"7.360660e+02"	"1.377939e+03"	"1.322868e+03"	"1.002001e+03"	"1.272727e+03"	"3.264965e+02"	"    482.5022"	"6.789524e+02"	"3.674068e+02"	"5.813333e+02"
""	""	""	""	""	" 750.12219"	""	""	""	" 249.25298"	""	""	""	""	""	""	""	""	""	""	""	"1.285828e+03"	"1.101818e+03"	"9.160986e+02"	"1.227781e+03"	"6.018184e+02"	"8.058071e+02"	"9.769894e+02"	"1.017491e+03"	"7.293762e+02"	"5.708862e+02"	"5.577585e+02"	"3.926472e+02"	"3.018175e+02"	"3.693551e+02"	"4.457873e+02"	"4.453779e+02"	"    452.7892"	"4.384330e+02"	"5.066312e+02"	"3.564996e+02"
""	""	""	""	""	" 750.19364"	""	""	""	" 147.45842"	""	""	""	""	""	""	""	""	""	""	""	"6.974220e+03"	"3.587691e+03"	"3.768114e+03"	"3.863605e+03"	"5.713497e+02"	"2.799942e+03"	"3.803752e+03"	"3.590047e+03"	"3.073948e+02"	"3.198904e+02"	"2.794131e+03"	"6.675511e+02"	"1.048495e+03"	"7.520752e+02"	"4.529861e+02"	"1.619152e+03"	"   1732.6780"	"1.585027e+03"	"9.651320e+02"	"1.178326e+03"
""	""	""	""	""	" 751.24206"	""	""	""	" 180.66931"	""	""	""	""	""	""	""	""	""	""	""	"8.498519e+02"	"3.128230e+02"	"3.619198e+02"	"3.684291e+02"	"8.438294e+01"	"3.450690e+02"	"4.361308e+02"	"3.782224e+02"	"2.648519e+02"	"2.758596e+02"	"3.718359e+03"	"3.960328e+03"	"3.374742e+03"	"3.821394e+03"	"3.867100e+03"	"3.026712e+03"	"   3816.4298"	"3.667833e+03"	"3.655557e+03"	"4.004455e+03"
""	""	""	""	""	" 751.23909"	""	""	""	" 221.28112"	""	""	""	""	""	""	""	""	""	""	""	"8.644690e+02"	"3.774147e+02"	"4.535794e+02"	"5.965037e+02"	"2.954430e+02"	"5.109001e+02"	"6.005049e+02"	"6.376793e+02"	"5.441554e+02"	"4.779260e+02"	"1.707419e+03"	"1.241701e+03"	"1.430565e+03"	"1.753162e+03"	"9.628297e+02"	"1.160071e+03"	"   1033.2068"	"1.719995e+03"	"5.176625e+02"	"9.627095e+02"
""	""	""	""	""	" 752.21867"	""	""	""	" 431.49863"	""	""	""	""	""	""	""	""	""	""	""	"4.592864e+03"	"3.029948e+03"	"2.495144e+03"	"1.094906e+03"	"9.474735e+02"	"1.492044e+03"	"2.017807e+03"	"1.769445e+03"	"1.057578e+03"	"1.123531e+03"	"5.317519e+03"	"2.544515e+03"	"2.518538e+03"	"1.470087e+03"	"2.303408e+03"	"1.540065e+03"	"   2654.5022"	"2.236403e+03"	"2.803034e+03"	"3.319548e+03"
""	""	""	""	""	" 752.24662"	""	""	""	" 180.66931"	""	""	""	""	""	""	""	""	""	""	""	"3.901804e+02"	"1.814349e+02"	"1.857943e+02"	"2.047076e+02"	"5.603850e+01"	"1.496854e+02"	"1.987302e+02"	"2.131464e+02"	"1.473849e+02"	"9.772136e+01"	"1.286976e+03"	"1.616653e+03"	"1.077937e+03"	"1.341520e+03"	"1.447851e+03"	"9.539146e+02"	"   1016.0573"	"1.328274e+03"	"1.342589e+03"	"1.436976e+03"
""	""	""	""	""	" 753.11797"	""	""	""	" 269.54439"	""	""	""	""	""	""	""	""	""	""	""	"2.493685e+03"	"1.970984e+03"	"1.707072e+03"	"1.491282e+03"	"1.066200e+03"	"1.349748e+03"	"1.704820e+03"	"1.524030e+03"	"1.572857e+03"	"1.382024e+03"	"1.698888e+03"	"1.818630e+03"	"1.437966e+03"	"1.277160e+03"	"9.696435e+02"	"1.728102e+03"	"   1293.2777"	"2.092024e+03"	"1.658440e+03"	"1.664682e+03"
""	""	""	""	""	" 753.20090"	""	""	""	" 393.46418"	""	""	""	""	""	""	""	""	""	""	""	"7.974654e+02"	"5.305667e+02"	"5.412380e+02"	"7.252146e+02"	"1.663826e+02"	"2.598183e+02"	"3.911157e+02"	"2.771219e+02"	"1.610940e+02"	"1.874292e+02"	"4.844584e+03"	"3.890695e+03"	"4.099649e+03"	"4.779563e+03"	"4.380095e+03"	"1.064955e+03"	"   2256.5577"	"1.749316e+03"	"2.295606e+03"	"1.716034e+03"
""	""	""	""	""	" 753.20981"	""	""	""	" 201.20637"	""	""	""	""	""	""	""	""	""	""	""	"1.407788e+03"	"8.612368e+02"	"8.069769e+02"	"6.229377e+02"	"4.138735e+02"	"1.286520e+03"	"1.671847e+03"	"1.687510e+03"	"7.429266e+02"	"5.909459e+02"	"1.326195e+04"	"9.880962e+03"	"5.871174e+02"	"1.326212e+04"	"7.876798e+02"	"5.939041e+02"	"    748.3932"	"5.510848e+03"	"6.938039e+02"	"4.977203e+02"
""	""	""	""	""	" 754.12113"	""	""	""	" 269.44142"	""	""	""	""	""	""	""	""	""	""	""	"8.855104e+02"	"6.708583e+02"	"4.116032e+02"	"5.292116e+02"	"4.039412e+02"	"5.135900e+02"	"5.202458e+02"	"6.363371e+02"	"3.791011e+02"	"4.519738e+02"	"7.134760e+02"	"5.424418e+02"	"3.252182e+02"	"5.158936e+02"	"4.179124e+02"	"5.819575e+02"	"    385.5260"	"6.024538e+02"	"5.289537e+02"	"6.716438e+02"
""	""	""	""	""	" 754.20303"	""	""	""	" 393.49343"	""	""	""	""	""	""	""	""	""	""	""	"3.281716e+02"	"2.074274e+02"	"2.570988e+02"	"3.958188e+02"	"9.770423e+01"	"1.597502e+02"	"1.777350e+02"	"2.477619e+02"	"1.290675e+02"	"8.503858e+01"	"2.026026e+03"	"1.490037e+03"	"1.871331e+03"	"1.662681e+03"	"1.763548e+03"	"4.402302e+02"	"    728.2184"	"8.452665e+02"	"8.220282e+02"	"7.093709e+02"
""	""	""	""	""	" 754.19078"	""	""	""	" 197.67906"	""	""	""	""	""	""	""	""	""	""	""	"5.056510e+02"	"2.324146e+02"	"4.154457e+02"	"3.927452e+02"	"1.206993e+02"	"4.152002e+02"	"4.561368e+02"	"6.215932e+02"	"1.660449e+02"	"1.170804e+02"	"4.975612e+03"	"3.707741e+03"	"4.776743e+03"	"4.734429e+03"	"3.930565e+03"	"1.106317e+03"	"   1777.4499"	"1.947861e+03"	"2.839787e+02"	"1.131925e+03"
""	""	""	""	""	" 755.20133"	""	""	""	" 254.58880"	""	""	""	""	""	""	""	""	""	""	""	"2.260138e+04"	"2.245063e+04"	"2.973504e+04"	"1.727203e+04"	"8.293097e+03"	"2.392011e+04"	"1.837735e+04"	"1.778381e+04"	"1.190858e+04"	"1.262668e+04"	"3.314874e+04"	"2.120940e+04"	"2.353362e+04"	"1.416841e+04"	"1.973252e+04"	"3.351165e+04"	"  17873.9139"	"2.220636e+04"	"1.795214e+04"	"2.162298e+04"
""	""	""	""	""	" 755.20324"	""	""	""	" 220.64268"	""	""	""	""	""	""	""	""	""	""	""	"8.862157e+04"	"6.797475e+04"	"4.610471e+04"	"4.562288e+04"	"2.068723e+04"	"4.263973e+04"	"5.283709e+04"	"5.358476e+04"	"1.823533e+04"	"1.818753e+04"	"1.699791e+05"	"1.070392e+05"	"9.237527e+04"	"4.705451e+04"	"7.776212e+04"	"6.678304e+04"	"  88292.0876"	"1.209153e+05"	"9.236578e+04"	"1.078570e+05"
""	""	""	""	""	" 755.19949"	""	""	""	" 196.81821"	""	""	""	""	""	""	""	""	""	""	""	"1.853574e+03"	"1.167800e+03"	"1.015127e+03"	"9.296387e+02"	"3.927238e+02"	"9.474735e+02"	"1.270478e+03"	"1.455509e+03"	"7.113128e+02"	"9.161245e+02"	"2.433269e+03"	"2.034128e+03"	"1.483705e+03"	"1.808028e+03"	"2.213299e+03"	"6.542289e+02"	"    919.9426"	"1.305039e+03"	"1.402590e+03"	"8.890299e+02"
""	""	""	""	""	" 755.21714"	""	""	""	" 360.23807"	""	""	""	""	""	""	""	""	""	""	""	"1.164846e+03"	"7.221940e+02"	"6.177417e+02"	"1.757451e+03"	"3.301955e+02"	"7.606767e+02"	"7.163745e+02"	"7.674012e+02"	"1.723996e+02"	"2.274680e+02"	"9.125699e+03"	"6.895189e+03"	"1.101069e+04"	"1.604141e+04"	"1.089430e+04"	"7.430380e+02"	"   3955.3180"	"3.090903e+03"	"3.720257e+03"	"2.358886e+03"
""	""	""	""	""	" 755.20159"	""	""	""	" 245.42037"	""	""	""	""	""	""	""	""	""	""	""	"1.459938e+04"	"1.660210e+04"	"1.110825e+04"	"8.931365e+03"	"8.392581e+03"	"8.828627e+03"	"9.760569e+03"	"9.893615e+03"	"2.928976e+03"	"2.846615e+03"	"3.192534e+04"	"2.233101e+04"	"2.004693e+04"	"7.828927e+03"	"1.483861e+04"	"1.368129e+04"	"  18094.7934"	"2.243311e+04"	"2.245365e+04"	"2.982829e+04"
""	""	""	""	""	" 755.21664"	""	""	""	" 329.23948"	""	""	""	""	""	""	""	""	""	""	""	"1.429225e+03"	"7.716486e+02"	"5.425720e+02"	"1.432169e+03"	"3.368258e+02"	"7.980839e+02"	"7.244092e+02"	"7.856403e+02"	"2.317193e+02"	"3.762125e+02"	"1.831641e+03"	"2.198346e+03"	"2.962846e+03"	"4.790789e+03"	"3.918569e+03"	"5.162890e+02"	"   1594.1831"	"1.126372e+03"	"1.522585e+03"	"1.203680e+03"
""	""	""	""	""	" 756.20671"	""	""	""	" 220.64268"	""	""	""	""	""	""	""	""	""	""	""	"3.182501e+04"	"2.501222e+04"	"1.765645e+04"	"1.754709e+04"	"8.157410e+03"	"1.583958e+04"	"1.990669e+04"	"1.881828e+04"	"7.028235e+03"	"7.113719e+03"	"6.137157e+04"	"3.750353e+04"	"3.254531e+04"	"1.740503e+04"	"2.996633e+04"	"2.532879e+04"	"  33660.2163"	"4.630543e+04"	"3.317182e+04"	"3.964616e+04"
""	""	""	""	""	" 756.20484"	""	""	""	" 254.69250"	""	""	""	""	""	""	""	""	""	""	""	"9.063498e+03"	"8.569073e+03"	"6.055421e+03"	"6.650435e+03"	"3.177064e+03"	"5.276060e+03"	"6.749047e+03"	"6.761271e+03"	"4.642987e+03"	"4.989999e+03"	"1.276791e+04"	"7.208069e+03"	"8.777044e+03"	"5.446848e+03"	"6.252070e+03"	"6.692795e+03"	"   6883.5988"	"8.182817e+03"	"6.794749e+03"	"8.398358e+03"
""	""	""	""	""	" 756.22054"	""	""	""	" 360.26348"	""	""	""	""	""	""	""	""	""	""	""	"7.645045e+02"	"3.682414e+02"	"4.956939e+02"	"7.084002e+02"	"1.334016e+02"	"3.744980e+02"	"2.678230e+02"	"3.388157e+02"	"1.673949e+02"	"9.238061e+01"	"4.349362e+03"	"2.683404e+03"	"4.375917e+03"	"6.147896e+03"	"4.229960e+03"	"4.178504e+02"	"   1396.0798"	"1.153006e+03"	"1.845426e+03"	"1.269158e+03"
""	""	""	""	""	" 756.26650"	""	""	""	" 308.29193"	""	""	""	""	""	""	""	""	""	""	""	"4.434220e+01"	"5.268984e+01"	"5.901888e+01"	"3.801216e+01"	"7.335680e+00"	"5.337600e+01"	"4.002240e+01"	"7.301460e+01"	"4.568676e+01"	"5.702508e+01"	"1.589669e+03"	"1.252584e+03"	"2.549165e+03"	"1.540308e+02"	"1.996129e+03"	"4.573068e+02"	"   1236.7107"	"1.079808e+03"	"1.074582e+03"	"1.694985e+03"
""	""	""	""	""	" 757.20948"	""	""	""	" 220.66544"	""	""	""	""	""	""	""	""	""	""	""	"9.711355e+03"	"7.149042e+03"	"5.318878e+03"	"5.099439e+03"	"2.545536e+03"	"4.773385e+03"	"5.932977e+03"	"5.971388e+03"	"1.975093e+03"	"2.018942e+03"	"1.864365e+04"	"1.195109e+04"	"1.039982e+04"	"5.249078e+03"	"9.288284e+03"	"7.547974e+03"	"   9844.9132"	"1.355287e+04"	"1.011937e+04"	"1.185588e+04"
""	""	""	""	""	" 757.21701"	""	""	""	" 282.83529"	""	""	""	""	""	""	""	""	""	""	""	"5.182522e+02"	"4.058695e+02"	"4.785546e+02"	"2.641162e+02"	"1.620836e+02"	"2.023994e+02"	"3.988062e+02"	"4.589032e+02"	"2.111288e+02"	"7.569315e+01"	"1.057974e+04"	"4.374348e+03"	"1.865693e+03"	"2.284475e+03"	"1.988249e+03"	"3.207067e+02"	"   1638.5346"	"1.127230e+03"	"1.880499e+03"	"1.713343e+03"
""	""	""	""	""	" 757.25176"	""	""	""	" 212.55686"	""	""	""	""	""	""	""	""	""	""	""	"5.352428e+02"	"4.101577e+02"	"4.051838e+02"	"5.482866e+02"	"1.934345e+02"	"3.964858e+02"	"3.751702e+02"	"4.148549e+02"	"2.394254e+02"	"3.024705e+02"	"3.257036e+03"	"2.240520e+03"	"2.315107e+03"	"1.941251e+03"	"2.498332e+03"	"8.433065e+02"	"   1681.0295"	"1.562948e+03"	"1.787953e+03"	"8.797615e+02"
""	""	""	""	""	" 758.21172"	""	""	""	" 220.55860"	""	""	""	""	""	""	""	""	""	""	""	"2.181224e+03"	"1.570578e+03"	"1.287275e+03"	"6.812619e+02"	"5.986774e+02"	"1.003089e+03"	"1.318043e+03"	"1.176986e+03"	"6.186425e+02"	"5.956310e+02"	"4.344147e+03"	"3.003534e+03"	"2.640161e+03"	"1.409230e+03"	"2.022476e+03"	"1.653608e+03"	"   2252.0838"	"2.891159e+03"	"2.110036e+03"	"2.452454e+03"
