"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1_K-1-24_1-E,1_01_55180"	"pos-Exp1_K-25-48_1-E,3_01_55183"	"pos-Exp1_K-49-72_1-E,5_01_55186"	"pos-Exp1_K-73-96_1-E,7_01_55189"	"pos-Exp1_K-97-120_1-F,1_01_55192"	"pos_Exp2_K01_1-C,1_01_365"	"pos_Exp2_K02_1-C,5_01_370"	"pos_Exp2_K03_1-D,1_01_375"	"pos_Exp2_K04_1-D,5_01_381"	"pos-Exp1_P-1-24_1-E,2_01_55181"	"pos-Exp1_P-25-48_1-E,4_01_55184"	"pos-Exp1_P-49-72_1-E,6_01_55187"	"pos-Exp1_P-73-96_1-E,8_01_55190"	"pos-Exp1_P-97-120_1-F,2_01_55193"	"pos_Exp2_P1_1-C,2_01_366"	"pos_Exp2_P2_1-C,6_01_371"	"pos_Exp2_P3_1-D,2_01_376"	"pos_Exp2_P4_1-D,6_01_382"	"pos_Exp2_P5_1-E,1_01_387"
""	""	""	""	""	" 755.3164"	""	""	""	" 320.29853"	""	""	""	""	""	""	""	""	""	""	""	"1.048705e+03"	"4.185117e+02"	"2.111576e+02"	"7.806180e+02"	"4.624554e+02"	"1.164657e+02"	"5.773875e+01"	"1.014258e+02"	"7.244003e+01"	"2.128112e+04"	"3.316189e+04"	"2.398065e+04"	"2.944342e+04"	"2.785587e+04"	"1.374972e+03"	"1.848844e+03"	"4.946567e+02"	"2.154345e+03"	"1.384247e+03"
""	""	""	""	""	" 755.4685"	""	""	""	" 347.48458"	""	""	""	""	""	""	""	""	""	""	""	"8.158920e+01"	"2.074283e+02"	"5.969957e+01"	"1.966512e+02"	"1.622326e+02"	"5.172491e+01"	"4.805804e+01"	"5.440347e+01"	"3.236978e+01"	"2.549128e+04"	"2.843034e+04"	"3.482349e+04"	"3.406523e+04"	"2.749786e+04"	"1.025655e+04"	"1.022310e+04"	"2.201598e+03"	"1.308498e+04"	"8.331653e+03"
""	""	""	""	""	" 756.3028"	""	""	""	" 174.42835"	""	""	""	""	""	""	""	""	""	""	""	"4.411785e+03"	"7.598852e+03"	"5.004317e+03"	"8.116721e+03"	"8.583949e+03"	"1.522341e+03"	"1.086272e+03"	"1.289513e+03"	"6.300367e+02"	"1.820487e+03"	"2.857305e+03"	"1.973905e+03"	"3.015476e+03"	"4.576829e+03"	"1.071337e+03"	"9.952425e+02"	"6.117179e+02"	"6.935325e+02"	"9.746230e+02"
""	""	""	""	""	" 756.3811"	""	""	""	" 200.66433"	""	""	""	""	""	""	""	""	""	""	""	"5.622253e+03"	"8.963567e+03"	"5.757762e+03"	"1.028874e+04"	"1.014353e+04"	"1.487079e+03"	"1.320811e+03"	"1.763961e+03"	"1.273357e+03"	"7.203233e+03"	"7.203411e+03"	"4.920422e+03"	"5.462034e+03"	"3.334124e+03"	"4.388343e+02"	"4.716190e+02"	"1.741989e+02"	"1.083941e+03"	"8.772597e+02"
""	""	""	""	""	" 756.4172"	""	""	""	" 243.77918"	""	""	""	""	""	""	""	""	""	""	""	"8.173660e+02"	"1.115728e+03"	"7.774346e+02"	"7.801328e+02"	"1.252867e+03"	"1.257980e+02"	"1.721798e+02"	"1.114588e+02"	"1.401922e+02"	"4.651061e+04"	"4.154895e+04"	"5.119699e+04"	"6.299306e+04"	"4.441290e+04"	"1.887456e+04"	"2.001632e+04"	"3.275386e+03"	"2.198615e+04"	"1.745679e+04"
""	""	""	""	""	" 756.4691"	""	""	""	" 349.45797"	""	""	""	""	""	""	""	""	""	""	""	"6.608428e+01"	"1.406418e+02"	"1.089384e+02"	"6.208376e+01"	"9.781871e+01"	"3.003035e+01"	"2.068539e+01"	"1.168094e+01"	"0.000000e+00"	"5.149515e+03"	"8.074591e+03"	"9.965442e+03"	"9.947709e+03"	"7.862616e+03"	"2.897412e+03"	"2.942273e+03"	"5.369328e+02"	"4.152014e+03"	"2.534041e+03"
""	""	""	""	""	" 757.3813"	""	""	""	" 200.50047"	""	""	""	""	""	""	""	""	""	""	""	"2.173144e+03"	"3.776477e+03"	"2.012410e+03"	"2.768833e+03"	"4.177234e+03"	"6.849360e+02"	"5.833426e+02"	"6.481848e+02"	"2.738856e+02"	"8.158941e+03"	"7.505707e+03"	"7.234871e+03"	"6.744237e+03"	"6.785813e+03"	"5.108641e+02"	"9.650158e+02"	"2.192803e+02"	"1.102541e+03"	"5.625845e+02"
""	""	""	""	""	" 757.4180"	""	""	""	" 243.89253"	""	""	""	""	""	""	""	""	""	""	""	"6.469588e+02"	"1.108218e+03"	"7.704140e+02"	"1.631769e+03"	"1.574559e+03"	"7.908793e+01"	"1.611792e+02"	"1.671989e+02"	"9.378558e+01"	"2.674308e+04"	"2.200552e+04"	"2.351680e+04"	"2.890508e+04"	"2.141780e+04"	"8.289844e+03"	"9.250164e+03"	"1.114101e+03"	"1.043569e+04"	"7.903631e+03"
""	""	""	""	""	" 759.3354"	""	""	""	" 219.79785"	""	""	""	""	""	""	""	""	""	""	""	"6.797952e+02"	"2.853053e+03"	"6.497844e+02"	"9.320829e+02"	"7.283520e+02"	"6.878340e+01"	"1.145020e+02"	"9.645375e+01"	"9.784247e+01"	"9.797609e+03"	"8.962756e+03"	"1.236378e+04"	"6.816207e+03"	"1.049366e+04"	"2.276638e+03"	"3.241925e+03"	"4.599425e+02"	"2.222443e+03"	"1.761595e+03"
""	""	""	""	""	" 760.4520"	""	""	""	" 354.51704"	""	""	""	""	""	""	""	""	""	""	""	"7.057013e+02"	"4.820493e+02"	"3.508267e+02"	"9.169374e+02"	"3.653320e+02"	"6.139467e+01"	"4.371401e+01"	"7.542215e+01"	"5.673467e+01"	"3.203662e+04"	"4.229571e+04"	"4.354430e+04"	"3.633693e+04"	"3.199933e+04"	"5.031308e+03"	"6.955276e+03"	"4.114456e+02"	"1.223043e+04"	"4.473332e+03"
""	""	""	""	""	" 761.4540"	""	""	""	" 354.46694"	""	""	""	""	""	""	""	""	""	""	""	"1.022959e+03"	"3.566186e+02"	"3.505456e+02"	"1.285406e+03"	"4.524366e+02"	"3.437625e+01"	"3.436444e+01"	"9.210282e+01"	"6.907072e+01"	"1.663964e+04"	"1.959326e+04"	"1.766473e+04"	"1.600259e+04"	"1.612949e+04"	"1.866878e+03"	"3.232283e+03"	"2.212762e+02"	"5.501535e+03"	"1.817786e+03"
""	""	""	""	""	" 762.3949"	""	""	""	" 325.34806"	""	""	""	""	""	""	""	""	""	""	""	"5.187340e+02"	"4.162014e+02"	"2.903966e+02"	"1.094132e+03"	"3.224131e+02"	"1.044413e+02"	"8.007652e+00"	"3.237691e+01"	"4.839091e+01"	"3.756993e+04"	"4.232465e+04"	"4.697192e+04"	"4.372615e+04"	"3.614618e+04"	"8.254874e+03"	"9.596786e+03"	"1.003267e+03"	"1.522081e+04"	"7.172034e+03"
""	""	""	""	""	" 763.8710"	""	""	""	" 275.80845"	""	""	""	""	""	""	""	""	""	""	""	"3.922752e+02"	"3.831410e+02"	"2.944175e+02"	"4.161936e+02"	"4.148446e+02"	"6.306401e+01"	"1.274535e+02"	"7.609363e+01"	"1.902309e+01"	"3.594285e+04"	"4.426701e+04"	"4.225787e+04"	"3.353788e+04"	"4.568325e+04"	"3.396161e+03"	"4.543325e+03"	"5.239661e+02"	"6.071443e+03"	"2.305262e+03"
""	""	""	""	""	" 767.9746"	""	""	""	" 206.19082"	""	""	""	""	""	""	""	""	""	""	""	"5.729513e+02"	"5.727111e+02"	"2.124540e+02"	"6.890747e+02"	"8.097703e+02"	"1.221575e+02"	"6.274244e+01"	"1.291560e+02"	"6.441112e+01"	"3.486446e+04"	"3.442007e+04"	"4.000533e+04"	"3.975251e+04"	"4.935986e+04"	"7.347874e+03"	"8.602141e+03"	"7.235784e+02"	"7.749828e+03"	"5.364123e+03"
""	""	""	""	""	" 768.3130"	""	""	""	" 206.40641"	""	""	""	""	""	""	""	""	""	""	""	"1.256876e+03"	"1.531065e+03"	"8.982456e+02"	"1.410992e+03"	"1.218221e+03"	"3.524224e+02"	"3.426797e+02"	"2.883829e+02"	"1.295015e+02"	"3.451253e+04"	"2.467342e+04"	"4.177471e+04"	"4.179513e+04"	"5.014071e+04"	"6.881130e+03"	"8.856470e+03"	"1.194748e+03"	"8.675602e+03"	"5.736161e+03"
""	""	""	""	""	" 768.5329"	""	""	""	" 559.92052"	""	""	""	""	""	""	""	""	""	""	""	"4.541042e+03"	"8.654223e+03"	"5.187764e+03"	"8.681008e+03"	"9.271822e+03"	"4.049554e+03"	"6.849271e+03"	"5.150634e+03"	"3.973508e+03"	"1.273908e+04"	"2.055664e+04"	"2.134648e+04"	"1.805168e+04"	"2.040039e+04"	"4.724443e+03"	"6.938996e+03"	"5.906824e+03"	"6.563843e+03"	"5.228861e+03"
""	""	""	""	""	" 768.6429"	""	""	""	" 206.25450"	""	""	""	""	""	""	""	""	""	""	""	"7.793847e+02"	"7.393616e+02"	"7.018172e+02"	"9.401248e+02"	"7.461513e+02"	"1.581975e+02"	"1.168037e+02"	"1.324888e+02"	"1.107950e+02"	"2.278588e+04"	"2.179073e+04"	"2.562497e+04"	"2.482277e+04"	"3.050668e+04"	"4.848052e+03"	"5.501591e+03"	"6.335664e+02"	"4.996685e+03"	"3.306681e+03"
""	""	""	""	""	" 768.9792"	""	""	""	" 206.58405"	""	""	""	""	""	""	""	""	""	""	""	"6.116808e+02"	"7.201142e+02"	"4.239358e+02"	"5.572631e+02"	"6.396227e+02"	"6.874112e+01"	"4.537819e+01"	"7.643779e+01"	"8.742678e+01"	"8.963450e+03"	"9.102098e+03"	"1.203064e+04"	"1.079006e+04"	"1.296530e+04"	"2.330657e+03"	"2.775753e+03"	"2.939545e+02"	"2.482597e+03"	"1.424779e+03"
""	""	""	""	""	" 769.5352"	""	""	""	" 559.77759"	""	""	""	""	""	""	""	""	""	""	""	"1.825596e+03"	"4.421441e+03"	"3.049028e+03"	"4.290707e+03"	"4.903403e+03"	"2.119560e+03"	"3.351517e+03"	"2.482954e+03"	"1.961556e+03"	"1.136128e+04"	"1.056631e+04"	"1.083956e+04"	"9.830529e+03"	"9.557800e+03"	"2.497330e+03"	"3.621646e+03"	"2.871278e+03"	"3.438899e+03"	"2.699370e+03"
""	""	""	""	""	" 770.9825"	""	""	""	" 559.81289"	""	""	""	""	""	""	""	""	""	""	""	"4.019424e+02"	"5.116205e+03"	"1.502557e+03"	"1.956340e+03"	"4.212417e+03"	"1.107298e+03"	"1.346112e+03"	"9.052018e+02"	"5.230405e+02"	"1.776846e+03"	"1.316086e+03"	"1.869049e+03"	"1.865717e+03"	"2.828289e+03"	"6.064848e+02"	"3.880266e+02"	"5.409900e+02"	"1.641766e+02"	"4.709790e+02"
""	""	""	""	""	" 771.3092"	""	""	""	" 225.80349"	""	""	""	""	""	""	""	""	""	""	""	"3.273484e+02"	"3.293711e+02"	"1.582523e+02"	"2.111811e+02"	"1.224853e+02"	"5.138467e+01"	"1.434767e+01"	"1.234813e+01"	"0.000000e+00"	"2.323557e+04"	"1.989906e+04"	"2.371258e+04"	"1.316831e+04"	"1.181374e+04"	"1.652798e+03"	"1.066186e+03"	"2.508171e+02"	"3.088281e+03"	"9.301525e+02"
""	""	""	""	""	" 771.4231"	""	""	""	" 245.90885"	""	""	""	""	""	""	""	""	""	""	""	"3.254807e+02"	"7.005424e+02"	"5.518695e+02"	"7.120101e+02"	"5.454603e+02"	"3.704387e+01"	"5.072674e+01"	"8.778189e+01"	"8.378739e+01"	"1.904646e+04"	"1.323127e+04"	"1.933876e+04"	"2.118189e+04"	"1.350675e+04"	"5.748572e+03"	"5.578382e+03"	"1.057784e+03"	"6.663492e+03"	"4.106786e+03"
""	""	""	""	""	" 773.2875"	""	""	""	" 188.07684"	""	""	""	""	""	""	""	""	""	""	""	"2.739351e+03"	"4.462168e+03"	"4.719356e+03"	"5.379330e+03"	"5.237814e+03"	"1.473506e+03"	"1.438437e+03"	"9.738825e+02"	"9.578784e+02"	"0.000000e+00"	"0.000000e+00"	"2.633736e+02"	"0.000000e+00"	"5.756858e+02"	"8.699672e+02"	"2.409345e+02"	"6.591176e+02"	"2.820188e+02"	"5.202857e+02"
""	""	""	""	""	" 773.4903"	""	""	""	" 559.84524"	""	""	""	""	""	""	""	""	""	""	""	"1.065756e+05"	"2.898481e+05"	"1.775788e+05"	"1.903279e+05"	"2.595292e+05"	"6.487075e+04"	"7.397934e+04"	"6.150232e+04"	"4.705486e+04"	"1.842430e+05"	"2.083441e+05"	"2.212485e+05"	"1.923499e+05"	"2.407692e+05"	"6.418564e+04"	"5.778626e+04"	"5.462757e+04"	"3.118427e+04"	"4.938399e+04"
""	""	""	""	""	" 774.4932"	""	""	""	" 559.84524"	""	""	""	""	""	""	""	""	""	""	""	"5.138381e+04"	"1.361468e+05"	"8.614562e+04"	"9.718500e+04"	"1.320218e+05"	"3.216304e+04"	"3.749894e+04"	"3.022455e+04"	"2.368308e+04"	"9.133398e+04"	"1.054152e+05"	"1.132483e+05"	"9.554105e+04"	"1.224269e+05"	"3.122796e+04"	"2.881232e+04"	"2.735710e+04"	"1.552004e+04"	"2.486638e+04"
""	""	""	""	""	" 775.4958"	""	""	""	" 559.84524"	""	""	""	""	""	""	""	""	""	""	""	"1.361951e+04"	"3.825871e+04"	"2.260417e+04"	"2.588630e+04"	"3.393881e+04"	"8.069843e+03"	"9.913367e+03"	"7.943643e+03"	"6.321658e+03"	"2.868118e+04"	"2.788272e+04"	"3.063999e+04"	"2.551762e+04"	"3.090374e+04"	"8.430406e+03"	"7.518199e+03"	"7.047374e+03"	"4.164024e+03"	"6.558492e+03"
""	""	""	""	""	" 776.4991"	""	""	""	" 559.77160"	""	""	""	""	""	""	""	""	""	""	""	"2.888027e+03"	"6.503245e+03"	"4.128459e+03"	"5.210612e+03"	"6.543075e+03"	"1.521900e+03"	"2.091757e+03"	"1.390102e+03"	"1.211030e+03"	"1.035946e+04"	"7.054745e+03"	"6.460755e+03"	"5.122897e+03"	"7.022471e+03"	"1.388110e+03"	"1.615903e+03"	"1.436500e+03"	"1.202636e+03"	"1.147842e+03"
""	""	""	""	""	" 776.8835"	""	""	""	" 215.75405"	""	""	""	""	""	""	""	""	""	""	""	"1.025012e+03"	"9.333783e+02"	"6.308445e+02"	"1.225411e+03"	"7.784884e+02"	"7.607790e+01"	"6.873190e+01"	"1.642050e+02"	"6.073340e+01"	"2.160450e+04"	"1.357580e+04"	"1.708704e+04"	"1.985474e+04"	"1.379556e+04"	"5.257230e+03"	"4.774389e+03"	"1.173149e+03"	"4.569892e+03"	"3.785547e+03"
""	""	""	""	""	" 780.4171"	""	""	""	" 232.13835"	""	""	""	""	""	""	""	""	""	""	""	"3.501363e+03"	"4.734320e+03"	"3.948933e+03"	"6.268211e+03"	"5.407172e+03"	"9.057240e+02"	"8.332636e+02"	"9.005888e+02"	"4.533624e+02"	"9.065938e+03"	"8.336479e+03"	"8.002242e+03"	"8.599291e+03"	"7.716822e+03"	"1.037450e+03"	"1.019214e+03"	"2.820188e+02"	"1.718145e+03"	"9.777816e+02"
""	""	""	""	""	" 781.4052"	""	""	""	" 309.62769"	""	""	""	""	""	""	""	""	""	""	""	"1.280962e+03"	"1.263154e+03"	"1.223222e+03"	"2.169675e+03"	"1.298303e+03"	"1.375106e+02"	"1.114528e+02"	"1.331572e+02"	"5.806538e+01"	"6.880982e+04"	"7.444976e+04"	"6.958800e+04"	"5.762411e+04"	"6.266650e+04"	"8.506745e+03"	"9.705205e+03"	"3.094709e+03"	"1.145250e+04"	"6.854557e+03"
""	""	""	""	""	" 782.8263"	""	""	""	" 184.71744"	""	""	""	""	""	""	""	""	""	""	""	"4.533317e+03"	"5.199005e+03"	"6.994386e+03"	"7.710912e+03"	"9.415779e+03"	"8.856806e+02"	"6.467616e+02"	"8.366245e+02"	"3.106561e+02"	"1.912533e+03"	"1.261308e+03"	"9.308100e+02"	"1.531342e+03"	"1.337526e+03"	"4.639285e+02"	"5.166629e+02"	"2.963860e+02"	"3.851683e+02"	"3.487085e+02"
""	""	""	""	""	" 787.3734"	""	""	""	" 334.21494"	""	""	""	""	""	""	""	""	""	""	""	"6.935429e+02"	"3.533856e+02"	"2.768412e+02"	"7.846644e+02"	"2.354097e+02"	"6.341250e+01"	"6.875250e+01"	"7.909164e+01"	"3.737328e+01"	"1.776788e+04"	"2.071778e+04"	"1.926800e+04"	"1.636868e+04"	"1.446711e+04"	"2.576917e+03"	"2.477385e+03"	"4.052204e+02"	"4.904456e+03"	"1.892228e+03"
""	""	""	""	""	" 787.7050"	""	""	""	" 316.32061"	""	""	""	""	""	""	""	""	""	""	""	"1.140158e+02"	"1.595192e+02"	"1.629038e+02"	"2.074088e+02"	"1.861896e+02"	"7.474320e+01"	"2.635638e+01"	"8.343750e+00"	"2.369625e+01"	"1.539385e+04"	"1.834941e+04"	"2.156107e+04"	"1.801254e+04"	"2.295914e+04"	"1.684635e+03"	"2.403451e+03"	"1.405087e+02"	"3.198669e+03"	"1.454476e+03"
""	""	""	""	""	" 788.0365"	""	""	""	" 316.32061"	""	""	""	""	""	""	""	""	""	""	""	"2.762950e+02"	"3.321934e+02"	"9.274435e+01"	"2.590297e+02"	"1.399597e+02"	"1.234513e+01"	"2.702583e+01"	"6.675652e+00"	"4.706335e+01"	"1.858338e+04"	"2.073346e+04"	"2.381424e+04"	"1.958893e+04"	"2.795287e+04"	"2.019521e+03"	"2.655744e+03"	"1.298414e+02"	"3.823430e+03"	"1.705977e+03"
""	""	""	""	""	" 789.4053"	""	""	""	" 172.48331"	""	""	""	""	""	""	""	""	""	""	""	"4.155844e+02"	"8.127677e+02"	"5.015235e+02"	"1.122368e+03"	"6.490499e+02"	"9.946286e+01"	"7.276142e+01"	"8.341800e+01"	"4.003488e+01"	"3.613137e+04"	"3.578274e+04"	"3.651379e+04"	"3.238358e+04"	"3.310876e+04"	"4.313030e+03"	"5.488180e+03"	"6.970408e+02"	"7.312473e+03"	"3.725730e+03"
""	""	""	""	""	" 789.4398"	""	""	""	" 312.74838"	""	""	""	""	""	""	""	""	""	""	""	"4.019771e+03"	"2.174654e+03"	"1.745783e+03"	"3.789004e+03"	"3.664271e+03"	"1.246114e+03"	"1.121707e+03"	"1.315437e+03"	"1.568004e+03"	"1.460467e+04"	"1.747818e+04"	"1.643850e+04"	"1.432587e+04"	"1.279709e+04"	"2.225624e+03"	"2.926267e+03"	"1.064186e+03"	"3.633491e+03"	"1.912600e+03"
""	""	""	""	""	" 789.4641"	""	""	""	" 560.08561"	""	""	""	""	""	""	""	""	""	""	""	"4.463387e+03"	"8.835175e+03"	"6.951575e+03"	"5.758429e+03"	"9.430651e+03"	"1.662075e+03"	"2.160085e+03"	"1.678612e+03"	"1.255828e+03"	"1.216456e+04"	"7.837086e+03"	"7.988492e+03"	"6.795145e+03"	"7.868768e+03"	"1.621529e+03"	"1.569956e+03"	"1.776752e+03"	"1.166722e+03"	"1.384395e+03"
""	""	""	""	""	" 790.4063"	""	""	""	" 172.48331"	""	""	""	""	""	""	""	""	""	""	""	"4.341581e+02"	"4.387431e+02"	"1.861734e+02"	"4.103724e+02"	"2.881496e+02"	"3.304290e+01"	"1.308365e+02"	"6.774787e+01"	"2.869533e+01"	"1.408953e+04"	"1.460866e+04"	"1.519221e+04"	"1.296570e+04"	"1.344923e+04"	"1.421416e+03"	"2.085582e+03"	"3.060083e+02"	"3.349378e+03"	"1.680569e+03"
""	""	""	""	""	" 790.4413"	""	""	""	" 312.76852"	""	""	""	""	""	""	""	""	""	""	""	"1.656100e+03"	"8.310337e+02"	"8.071970e+02"	"7.986672e+02"	"1.200078e+03"	"5.018294e+02"	"3.787333e+02"	"4.424862e+02"	"5.462874e+02"	"1.209906e+04"	"3.822836e+03"	"4.733572e+03"	"1.029973e+04"	"9.477975e+03"	"1.677471e+03"	"1.681433e+03"	"5.070802e+02"	"2.365150e+03"	"1.172534e+03"
""	""	""	""	""	" 790.4671"	""	""	""	" 559.92052"	""	""	""	""	""	""	""	""	""	""	""	"1.372392e+03"	"4.807499e+03"	"2.934723e+03"	"3.031353e+03"	"4.493445e+03"	"7.563261e+02"	"1.079938e+03"	"8.032503e+02"	"6.884644e+02"	"7.453132e+03"	"4.407312e+03"	"4.432195e+03"	"4.162780e+03"	"4.427212e+03"	"8.163891e+02"	"9.023634e+02"	"7.554556e+02"	"5.696503e+02"	"5.576127e+02"
""	""	""	""	""	" 792.4168"	""	""	""	" 293.04434"	""	""	""	""	""	""	""	""	""	""	""	"6.215760e+02"	"6.306762e+02"	"4.235986e+02"	"4.159233e+02"	"6.529354e+02"	"7.709625e+01"	"4.605750e+01"	"8.809416e+01"	"3.970554e+01"	"2.598824e+04"	"2.708316e+04"	"2.752081e+04"	"2.771471e+04"	"3.769832e+04"	"2.519209e+03"	"4.921681e+03"	"4.839032e+02"	"4.221207e+03"	"2.171090e+03"
""	""	""	""	""	" 795.3317"	""	""	""	" 525.25875"	""	""	""	""	""	""	""	""	""	""	""	"2.366841e+04"	"7.718236e+04"	"4.377418e+04"	"5.027354e+04"	"1.045415e+05"	"1.455163e+03"	"1.265459e+03"	"1.093365e+03"	"9.394176e+02"	"7.323981e+04"	"7.548478e+04"	"9.582043e+04"	"2.403751e+04"	"6.532104e+04"	"3.650620e+02"	"6.426242e+02"	"7.301188e+02"	"4.138989e+01"	"5.719047e+02"
""	""	""	""	""	" 795.4876"	""	""	""	" 314.88946"	""	""	""	""	""	""	""	""	""	""	""	"5.058000e+01"	"7.454014e+01"	"7.184186e+01"	"5.529377e+01"	"9.713829e+01"	"4.871186e+01"	"1.501393e+01"	"6.673714e+00"	"9.342000e+00"	"1.223800e+04"	"1.435332e+04"	"1.195264e+04"	"1.118580e+04"	"7.908478e+03"	"1.556576e+03"	"2.288946e+03"	"1.921997e+02"	"3.057890e+03"	"1.594132e+03"
""	""	""	""	""	" 796.3356"	""	""	""	" 525.25131"	""	""	""	""	""	""	""	""	""	""	""	"1.151299e+04"	"3.846569e+04"	"2.208623e+04"	"2.251783e+04"	"5.194740e+04"	"5.393741e+02"	"6.059733e+02"	"5.069207e+02"	"4.717104e+02"	"3.425442e+04"	"3.719633e+04"	"4.713078e+04"	"1.200718e+04"	"3.281192e+04"	"2.815946e+02"	"2.937440e+02"	"1.755525e+02"	"4.706110e+01"	"2.724080e+02"
""	""	""	""	""	" 796.3697"	""	""	""	" 257.45788"	""	""	""	""	""	""	""	""	""	""	""	"1.015839e+03"	"1.723245e+03"	"1.070164e+03"	"2.053559e+03"	"1.409223e+03"	"1.929179e+02"	"1.038018e+02"	"1.765379e+02"	"1.291404e+02"	"3.795533e+04"	"3.368735e+04"	"3.745828e+04"	"3.076705e+04"	"2.992570e+04"	"5.255616e+03"	"5.379496e+03"	"9.864085e+02"	"8.295737e+03"	"3.356811e+03"
""	""	""	""	""	" 797.8813"	""	""	""	" 199.85673"	""	""	""	""	""	""	""	""	""	""	""	"6.893968e+02"	"1.031575e+03"	"3.631363e+02"	"1.441659e+03"	"8.773265e+02"	"6.941716e+01"	"5.239661e+01"	"9.780074e+01"	"8.643618e+01"	"1.100159e+04"	"1.084644e+04"	"9.859796e+03"	"6.478568e+03"	"1.242563e+04"	"8.484835e+02"	"1.485388e+03"	"3.116588e+02"	"1.477443e+03"	"1.179472e+03"
""	""	""	""	""	" 798.3933"	""	""	""	" 200.39006"	""	""	""	""	""	""	""	""	""	""	""	"1.848794e+03"	"1.981473e+03"	"1.579332e+03"	"2.896567e+03"	"2.901345e+03"	"2.145820e+02"	"2.529598e+02"	"2.643443e+02"	"2.376054e+02"	"4.634205e+04"	"4.833736e+04"	"4.717544e+04"	"5.052716e+04"	"4.874938e+04"	"8.868275e+03"	"8.979385e+03"	"6.850422e+03"	"8.726658e+03"	"8.923933e+03"
""	""	""	""	""	" 798.7380"	""	""	""	" 259.71617"	""	""	""	""	""	""	""	""	""	""	""	"2.300262e+02"	"3.735874e+02"	"3.179539e+02"	"5.119524e+02"	"2.936774e+02"	"2.870133e+01"	"4.573309e+01"	"3.637429e+01"	"3.871342e+01"	"1.178282e+04"	"1.439197e+04"	"1.367676e+04"	"1.369369e+04"	"1.406386e+04"	"2.140712e+03"	"2.132883e+03"	"4.368477e+02"	"3.366085e+03"	"2.353283e+03"
""	""	""	""	""	" 799.0715"	""	""	""	" 259.94355"	""	""	""	""	""	""	""	""	""	""	""	"2.249724e+02"	"2.292531e+02"	"1.082219e+02"	"3.059764e+02"	"2.033316e+02"	"4.071750e+01"	"2.336670e+01"	"4.838505e+01"	"7.342500e+00"	"9.296449e+03"	"1.058868e+04"	"1.068149e+04"	"1.107847e+04"	"1.031598e+04"	"1.296370e+03"	"1.656401e+03"	"3.615162e+02"	"2.441815e+03"	"1.576210e+03"
""	""	""	""	""	" 801.9036"	""	""	""	" 218.40117"	""	""	""	""	""	""	""	""	""	""	""	"7.463298e+02"	"7.943301e+02"	"5.834806e+02"	"6.702648e+02"	"9.821361e+02"	"7.643287e+01"	"9.746026e+01"	"8.645834e+01"	"9.678576e+01"	"2.661722e+04"	"4.161711e+04"	"4.422621e+04"	"3.179297e+04"	"8.835948e+04"	"1.462584e+03"	"3.906329e+03"	"3.013925e+02"	"6.622378e+03"	"2.671241e+03"
""	""	""	""	""	" 802.9035"	""	""	""	" 218.44873"	""	""	""	""	""	""	""	""	""	""	""	"5.866227e+02"	"7.970273e+02"	"8.175473e+02"	"9.178477e+02"	"8.273282e+02"	"1.358436e+02"	"8.477707e+01"	"1.038168e+02"	"9.278083e+01"	"1.124707e+04"	"1.875005e+04"	"1.974037e+04"	"1.443650e+04"	"3.400997e+04"	"9.687892e+02"	"1.889366e+03"	"2.686832e+02"	"2.774318e+03"	"4.961117e+02"
""	""	""	""	""	" 805.1872"	""	""	""	"  22.44739"	""	""	""	""	""	""	""	""	""	""	""	"5.000676e+02"	"1.177165e+03"	"8.757346e+02"	"6.507916e+02"	"6.550630e+02"	"4.090770e+02"	"6.086506e+02"	"5.154468e+02"	"4.637353e+02"	"6.573937e+01"	"1.486721e+02"	"2.462874e+02"	"6.041250e+01"	"1.197672e+02"	"8.844375e+01"	"3.305313e+01"	"4.106985e+02"	"5.373858e+01"	"9.975313e+01"
""	""	""	""	""	" 807.4303"	""	""	""	" 544.63358"	""	""	""	""	""	""	""	""	""	""	""	"3.902792e+02"	"1.942272e+02"	"3.675480e+01"	"3.710080e+02"	"9.475320e+01"	"0.000000e+00"	"8.344286e+00"	"0.000000e+00"	"0.000000e+00"	"7.156541e+03"	"8.522730e+03"	"9.866472e+03"	"5.020283e+03"	"9.396078e+03"	"1.312409e+03"	"1.652063e+03"	"6.108540e+01"	"1.588650e+03"	"6.374277e+02"
""	""	""	""	""	" 809.4326"	""	""	""	" 186.42158"	""	""	""	""	""	""	""	""	""	""	""	"6.712733e+02"	"7.250792e+02"	"6.459868e+02"	"7.665378e+02"	"9.270897e+02"	"1.267680e+02"	"5.474068e+01"	"1.148060e+02"	"2.870434e+01"	"2.604567e+04"	"2.915014e+04"	"2.541845e+04"	"2.127796e+04"	"2.253035e+04"	"7.217765e+02"	"8.682224e+02"	"2.005491e+02"	"3.390450e+03"	"9.259185e+02"
