"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_Exp1-K1_2-C,1_01_7443.d"	"pos_Exp1-K2_2-C,3_01_7445.d"	"pos_Exp1-K3_2-C,5_01_7447.d"	"pos_Exp1-K4_2-C,7_01_7449.d"	"pos_Exp1-K5_2-D,1_01_7451.d"	"pos_Exp2-K1_2-E,1_01_7454.d"	"pos_Exp2-K2_2-E,3_01_7456.d"	"pos_Exp2-K2_2-E,3_01_7460.d"	"pos_Exp2-K3_2-E,5_01_7458.d"	"pos_Exp2-K3_2-E,5_01_7462.d"	"pos_Exp1-P1_2-C,2_01_7444.d"	"pos_Exp1-P2_2-C,4_01_7446.d"	"pos_Exp1-P3_2-C,6_01_7448.d"	"pos_Exp1-P4_2-C,8_01_7450.d"	"pos_Exp1-P5_2-D,2_01_7452.d"	"pos_Exp2-P1_2-E,2_01_7455.d"	"pos_Exp2-P2_2-E,4_01_7457.d"	"pos_Exp2-P3_2-E,6_01_7459.d"	"pos_Exp2-P4_2-E,7_01_7461.d"	"pos_Exp2-P5_2-E,8_01_7463.d"
""	""	""	""	""	" 298.5737"	""	""	""	" 327.876588"	""	""	""	""	""	""	""	""	""	""	""	"2.872542e+03"	"2.258341e+03"	"1.301266e+03"	"2.378902e+03"	"1.326267e+03"	"2.566186e+03"	"1.753098e+03"	"2.977937e+03"	"2.001934e+03"	"1.630783e+03"	"2.247604e+03"	"2.120743e+03"	"2.358797e+03"	"1.907323e+03"	"1.626071e+03"	"1.846891e+03"	"1.746514e+03"	"2.510947e+03"	"1.924938e+03"	"2.121181e+03"
""	""	""	""	""	" 298.8031"	""	""	""	"  23.207539"	""	""	""	""	""	""	""	""	""	""	""	"1.611762e+03"	"1.782051e+03"	"1.706082e+03"	"1.892283e+03"	"1.714513e+03"	"1.932626e+03"	"2.138803e+03"	"2.021233e+03"	"2.240023e+03"	"2.030068e+03"	"4.220523e+02"	"2.958145e+02"	"3.092234e+02"	"4.976715e+02"	"3.367053e+02"	"9.624642e+02"	"7.427420e+02"	"6.490198e+02"	"5.423155e+02"	"3.462768e+02"
""	""	""	""	""	" 299.1826"	""	""	""	" 510.009548"	""	""	""	""	""	""	""	""	""	""	""	"2.511842e+03"	"2.432135e+03"	"2.278552e+03"	"2.366068e+03"	"1.973851e+03"	"1.256632e+03"	"2.341005e+03"	"2.417463e+03"	"2.963586e+03"	"2.614425e+03"	"2.367788e+03"	"2.359357e+03"	"2.215123e+03"	"1.411128e+03"	"2.326028e+03"	"2.517757e+03"	"2.232253e+03"	"2.748926e+03"	"2.866027e+03"	"2.556016e+03"
""	""	""	""	""	" 299.5747"	""	""	""	" 207.802320"	""	""	""	""	""	""	""	""	""	""	""	"1.945011e+03"	"1.211302e+03"	"1.044166e+03"	"1.864971e+03"	"5.423031e+02"	"8.948551e+02"	"1.180277e+03"	"1.228313e+03"	"8.662380e+02"	"6.078829e+02"	"1.411429e+03"	"1.269083e+03"	"1.023151e+03"	"1.160057e+03"	"1.235532e+03"	"9.400848e+02"	"9.524280e+02"	"1.044600e+03"	"8.255884e+02"	"9.555798e+02"
""	""	""	""	""	" 300.0851"	""	""	""	" 312.741017"	""	""	""	""	""	""	""	""	""	""	""	"7.586808e+03"	"5.213235e+03"	"3.797035e+03"	"5.258203e+03"	"1.378899e+03"	"3.184879e+03"	"3.826955e+03"	"4.239428e+03"	"2.232061e+03"	"2.471187e+03"	"1.395888e+03"	"8.008364e+02"	"6.395660e+02"	"8.425466e+02"	"7.470525e+02"	"1.080776e+03"	"7.228251e+02"	"9.270744e+02"	"5.926189e+02"	"5.108291e+02"
""	""	""	""	""	" 300.1327"	""	""	""	" 225.420463"	""	""	""	""	""	""	""	""	""	""	""	"3.481073e+03"	"2.293100e+03"	"1.974124e+03"	"1.893485e+03"	"1.022888e+03"	"9.047962e+02"	"1.768207e+03"	"1.957645e+03"	"1.308379e+03"	"1.281233e+03"	"7.569384e+02"	"2.708832e+02"	"5.511973e+02"	"5.867065e+02"	"3.338182e+02"	"3.371380e+02"	"3.752386e+02"	"3.676272e+02"	"3.345461e+02"	"4.434994e+02"
""	""	""	""	""	" 300.2891"	""	""	""	" 658.289126"	""	""	""	""	""	""	""	""	""	""	""	"5.597649e+02"	"1.198304e+02"	"5.273874e+01"	"1.114857e+02"	"1.602189e+02"	"2.987416e+02"	"4.553640e+02"	"7.156446e+02"	"2.309823e+02"	"1.047107e+02"	"2.068591e+03"	"1.624017e+02"	"7.541463e+02"	"5.752003e+02"	"7.403116e+02"	"1.085751e+03"	"6.968904e+02"	"7.559376e+02"	"1.695784e+03"	"2.521691e+03"
""	""	""	""	""	" 300.5908"	""	""	""	" 302.622398"	""	""	""	""	""	""	""	""	""	""	""	"2.892118e+03"	"1.844895e+03"	"1.874138e+03"	"2.670892e+03"	"8.403384e+02"	"1.452851e+03"	"1.803217e+03"	"1.696105e+03"	"1.115941e+03"	"2.774644e+02"	"4.255099e+03"	"3.587561e+03"	"3.439858e+02"	"4.723095e+03"	"4.264150e+03"	"5.643669e+03"	"3.968858e+03"	"2.642637e+03"	"3.221269e+03"	"1.935688e+03"
""	""	""	""	""	" 301.0993"	""	""	""	" 369.182028"	""	""	""	""	""	""	""	""	""	""	""	"1.718539e+04"	"1.160147e+04"	"1.503574e+04"	"1.526954e+04"	"6.719370e+03"	"1.068816e+04"	"1.184420e+04"	"1.192010e+04"	"5.882066e+03"	"5.975294e+03"	"3.281514e+04"	"2.274068e+04"	"2.964503e+04"	"2.608621e+04"	"2.937222e+04"	"1.426131e+04"	"1.871013e+04"	"1.513196e+04"	"2.130662e+04"	"1.957885e+04"
""	""	""	""	""	" 301.0902"	""	""	""	"  68.525326"	""	""	""	""	""	""	""	""	""	""	""	"2.855282e+03"	"2.525806e+03"	"2.152834e+03"	"2.295581e+03"	"1.340980e+03"	"1.738243e+03"	"1.301081e+03"	"1.984061e+03"	"1.455425e+03"	"1.452669e+03"	"4.147380e+03"	"2.557684e+03"	"3.646709e+03"	"5.842999e+03"	"2.831269e+03"	"4.816328e+03"	"4.776916e+03"	"5.873017e+03"	"4.379906e+03"	"3.469856e+03"
""	""	""	""	""	" 301.1409"	""	""	""	" 732.924353"	""	""	""	""	""	""	""	""	""	""	""	"5.839086e+04"	"5.667511e+04"	"5.977397e+04"	"5.493827e+04"	"4.576741e+04"	"4.970505e+04"	"5.146503e+04"	"4.950814e+04"	"5.084431e+04"	"4.770914e+04"	"6.429006e+04"	"5.222557e+04"	"5.490083e+04"	"6.163653e+04"	"4.958000e+04"	"5.140402e+04"	"4.930084e+04"	"5.054310e+04"	"4.668599e+04"	"4.992848e+04"
""	""	""	""	""	" 301.1273"	""	""	""	" 290.466367"	""	""	""	""	""	""	""	""	""	""	""	"3.433516e+02"	"4.423536e+02"	"3.719288e+02"	"5.587271e+02"	"3.661055e+02"	"4.519828e+02"	"5.695121e+02"	"4.617461e+02"	"3.676968e+02"	"3.220527e+02"	"3.289526e+03"	"3.982937e+03"	"9.706092e+03"	"1.089088e+03"	"5.943689e+03"	"5.165915e+02"	"1.497005e+03"	"2.002717e+03"	"1.506504e+03"	"2.690583e+03"
""	""	""	""	""	" 301.2104"	""	""	""	" 918.629111"	""	""	""	""	""	""	""	""	""	""	""	"1.393760e+04"	"1.398722e+04"	"1.686691e+04"	"1.669682e+04"	"4.543554e+03"	"2.050268e+04"	"1.141070e+04"	"1.137206e+04"	"1.351514e+04"	"1.318744e+04"	"1.847149e+04"	"1.012108e+04"	"1.541332e+04"	"2.687215e+04"	"1.118337e+04"	"1.468681e+04"	"1.318043e+04"	"1.425458e+04"	"1.504166e+04"	"1.689200e+04"
""	""	""	""	""	" 301.2133"	""	""	""	" 826.230968"	""	""	""	""	""	""	""	""	""	""	""	"5.255314e+04"	"4.878164e+04"	"6.415682e+04"	"6.894930e+04"	"4.308376e+03"	"6.966302e+04"	"3.177855e+04"	"3.114045e+04"	"4.159961e+04"	"3.971190e+04"	"7.364494e+04"	"3.332236e+04"	"4.865083e+04"	"8.125949e+04"	"2.887744e+04"	"4.921742e+04"	"5.382537e+04"	"5.168565e+04"	"5.932251e+04"	"3.895230e+04"
""	""	""	""	""	" 301.2846"	""	""	""	" 513.290974"	""	""	""	""	""	""	""	""	""	""	""	"1.747584e+04"	"1.071337e+04"	"8.692102e+03"	"5.785535e+03"	"4.214096e+03"	"3.571456e+03"	"2.398396e+03"	"2.487802e+03"	"3.798520e+03"	"2.161265e+03"	"2.848707e+04"	"1.497815e+04"	"5.683299e+05"	"5.037936e+05"	"6.973292e+05"	"3.218804e+03"	"2.337848e+03"	"2.193086e+03"	"4.053029e+03"	"3.534279e+03"
""	""	""	""	""	" 301.5982"	""	""	""	" 276.076249"	""	""	""	""	""	""	""	""	""	""	""	"1.119401e+03"	"9.213312e+02"	"8.293687e+02"	"1.199633e+03"	"5.815198e+02"	"8.258163e+02"	"5.960239e+02"	"1.023994e+03"	"2.138174e+02"	"2.512246e+02"	"1.784093e+03"	"1.530485e+03"	"2.025868e+03"	"1.723722e+03"	"1.405235e+03"	"1.893495e+03"	"1.582473e+03"	"2.685032e+03"	"1.858662e+03"	"1.475009e+03"
""	""	""	""	""	" 302.0674"	""	""	""	" 257.437270"	""	""	""	""	""	""	""	""	""	""	""	"3.122496e+03"	"3.518518e+03"	"4.134263e+03"	"3.618643e+03"	"3.295775e+03"	"2.508172e+03"	"1.912043e+03"	"2.788123e+03"	"2.554397e+03"	"2.515334e+03"	"1.756482e+03"	"1.839979e+03"	"1.733550e+03"	"2.069879e+03"	"1.535318e+03"	"1.559411e+03"	"1.020570e+03"	"1.536092e+03"	"8.408736e+02"	"9.189762e+02"
""	""	""	""	""	" 302.0542"	""	""	""	" 216.549520"	""	""	""	""	""	""	""	""	""	""	""	"3.228005e+03"	"1.999111e+03"	"3.449167e+03"	"3.388477e+03"	"1.766512e+03"	"2.583507e+03"	"2.755007e+03"	"2.935017e+03"	"2.539427e+03"	"2.285053e+03"	"2.060843e+03"	"9.191952e+02"	"1.671269e+03"	"2.358463e+03"	"1.733194e+03"	"1.487152e+03"	"1.756544e+03"	"1.429721e+03"	"2.008789e+03"	"1.479440e+03"
""	""	""	""	""	" 302.0638"	""	""	""	" 185.723346"	""	""	""	""	""	""	""	""	""	""	""	"4.807176e+02"	"4.157487e+02"	"2.763312e+02"	"4.174170e+02"	"1.692247e+02"	"3.503500e+02"	"3.767097e+02"	"2.830059e+02"	"2.558712e+02"	"2.416471e+02"	"1.200866e+03"	"1.143704e+03"	"2.579255e+03"	"7.719142e+02"	"7.161328e+02"	"1.821628e+03"	"2.383548e+03"	"1.233145e+03"	"2.095499e+03"	"1.799310e+03"
""	""	""	""	""	" 302.1341"	""	""	""	"  37.452903"	""	""	""	""	""	""	""	""	""	""	""	"7.564424e+04"	"7.350428e+04"	"6.512673e+04"	"6.479073e+04"	"4.154826e+04"	"6.906143e+04"	"7.451341e+04"	"7.336192e+04"	"6.223751e+04"	"6.165226e+04"	"4.314465e+04"	"3.076679e+04"	"3.858285e+04"	"3.487951e+04"	"3.413211e+04"	"4.118282e+04"	"3.477507e+04"	"3.670716e+04"	"3.983272e+04"	"3.314278e+04"
""	""	""	""	""	" 302.1436"	""	""	""	" 733.116030"	""	""	""	""	""	""	""	""	""	""	""	"1.070469e+04"	"9.945416e+03"	"9.131812e+03"	"1.018438e+04"	"9.018285e+03"	"9.266578e+03"	"9.701456e+03"	"9.534335e+03"	"8.261220e+03"	"8.094222e+03"	"1.041325e+04"	"8.512010e+03"	"8.707352e+03"	"9.995609e+03"	"9.437202e+03"	"8.852880e+03"	"8.062871e+03"	"8.115423e+03"	"8.234715e+03"	"8.440270e+03"
""	""	""	""	""	" 302.1346"	""	""	""	"  27.355637"	""	""	""	""	""	""	""	""	""	""	""	"3.894923e+04"	"4.048536e+04"	"3.682951e+04"	"3.546452e+04"	"2.841532e+04"	"3.692862e+04"	"4.248590e+04"	"4.154232e+04"	"3.569969e+04"	"3.494184e+04"	"2.891627e+04"	"2.290201e+04"	"2.798946e+04"	"2.509807e+04"	"2.396539e+04"	"2.928789e+04"	"2.560375e+04"	"2.835917e+04"	"2.812688e+04"	"3.238586e+04"
""	""	""	""	""	" 302.2159"	""	""	""	" 826.317589"	""	""	""	""	""	""	""	""	""	""	""	"1.009378e+04"	"1.012097e+04"	"1.245162e+04"	"1.419529e+04"	"1.024565e+03"	"1.423738e+04"	"6.580260e+03"	"6.387106e+03"	"8.583862e+03"	"8.729222e+03"	"1.455801e+04"	"6.552340e+03"	"9.767474e+03"	"1.655590e+04"	"5.330242e+03"	"9.821081e+03"	"1.090171e+04"	"1.003153e+04"	"1.246519e+04"	"7.686930e+03"
""	""	""	""	""	" 302.2132"	""	""	""	" 918.634978"	""	""	""	""	""	""	""	""	""	""	""	"2.350212e+03"	"2.402587e+03"	"3.076937e+03"	"3.081797e+03"	"9.505991e+02"	"3.386843e+03"	"1.347568e+03"	"2.218621e+03"	"2.387909e+03"	"2.469979e+03"	"3.163529e+03"	"2.006438e+03"	"2.870249e+03"	"5.333245e+03"	"1.906858e+03"	"2.278844e+03"	"2.293795e+03"	"2.487376e+03"	"2.598410e+03"	"2.792671e+03"
""	""	""	""	""	" 302.3046"	""	""	""	" 587.546217"	""	""	""	""	""	""	""	""	""	""	""	"9.771872e+03"	"2.830092e+04"	"1.349785e+03"	"5.291712e+03"	"8.632567e+03"	"6.448148e+03"	"1.868900e+04"	"1.875380e+04"	"4.089066e+03"	"3.575038e+03"	"2.369894e+03"	"2.236857e+03"	"2.246543e+03"	"1.651201e+03"	"2.085784e+03"	"2.049278e+03"	"3.975702e+03"	"9.806492e+03"	"4.481488e+03"	"2.444767e+03"
""	""	""	""	""	" 302.9891"	""	""	""	"  24.264736"	""	""	""	""	""	""	""	""	""	""	""	"2.653304e+03"	"2.309425e+03"	"2.095342e+03"	"2.292529e+03"	"1.916729e+03"	"2.461357e+03"	"2.757909e+03"	"2.684210e+03"	"2.363293e+03"	"2.452315e+03"	"3.397060e+03"	"3.023709e+03"	"2.780118e+03"	"1.929209e+03"	"2.277446e+03"	"4.286118e+03"	"3.468852e+03"	"3.631618e+03"	"3.750506e+03"	"2.492420e+03"
""	""	""	""	""	" 303.0510"	""	""	""	" 305.032394"	""	""	""	""	""	""	""	""	""	""	""	"1.089367e+03"	"7.938953e+02"	"6.516109e+02"	"5.586975e+02"	"3.536160e+02"	"7.382550e+02"	"6.040875e+02"	"8.976323e+02"	"3.366024e+02"	"4.603680e+02"	"5.780696e+03"	"3.867022e+03"	"3.930784e+03"	"1.391453e+03"	"2.405002e+03"	"2.034691e+03"	"1.617584e+03"	"1.948280e+03"	"3.322656e+03"	"5.050352e+03"
""	""	""	""	""	" 303.0831"	""	""	""	" 297.780703"	""	""	""	""	""	""	""	""	""	""	""	"1.126567e+03"	"9.394132e+02"	"1.030564e+03"	"8.350008e+02"	"4.972428e+02"	"7.658874e+02"	"8.246592e+02"	"7.302504e+02"	"2.334780e+02"	"1.895189e+02"	"1.635464e+03"	"1.948214e+03"	"1.887390e+03"	"1.510207e+03"	"1.347851e+03"	"1.964489e+03"	"2.664435e+03"	"1.055602e+03"	"9.596801e+02"	"9.352275e+02"
""	""	""	""	""	" 303.1406"	""	""	""	" 225.628793"	""	""	""	""	""	""	""	""	""	""	""	"5.119742e+04"	"3.827789e+04"	"3.625975e+04"	"3.702969e+04"	"2.280994e+04"	"2.561715e+04"	"3.455432e+04"	"3.505306e+04"	"2.791607e+04"	"2.730245e+04"	"2.878496e+04"	"1.233275e+04"	"2.055118e+04"	"1.986688e+04"	"1.261419e+04"	"2.049345e+04"	"1.223378e+04"	"1.814920e+04"	"1.189309e+04"	"1.524522e+04"
""	""	""	""	""	" 303.1367"	""	""	""	"  37.404313"	""	""	""	""	""	""	""	""	""	""	""	"1.023122e+04"	"9.987311e+03"	"8.630288e+03"	"9.558215e+03"	"5.603718e+03"	"8.857183e+03"	"1.040711e+04"	"1.025474e+04"	"8.575299e+03"	"8.804796e+03"	"6.414234e+03"	"3.913073e+03"	"4.556033e+03"	"5.599357e+03"	"5.473936e+03"	"5.688729e+03"	"4.402504e+03"	"4.928672e+03"	"6.027109e+03"	"5.674438e+03"
""	""	""	""	""	" 303.2293"	""	""	""	" 877.320378"	""	""	""	""	""	""	""	""	""	""	""	"8.060412e+04"	"8.108628e+04"	"1.025531e+05"	"1.072282e+05"	"9.046981e+03"	"1.184063e+05"	"5.890409e+04"	"5.644995e+04"	"8.355798e+04"	"8.001590e+04"	"1.073965e+05"	"6.498835e+04"	"7.988340e+04"	"1.929226e+05"	"6.454089e+04"	"7.611449e+04"	"7.360790e+04"	"7.690764e+04"	"9.797136e+04"	"6.685885e+04"
""	""	""	""	""	" 303.2466"	""	""	""	" 889.272914"	""	""	""	""	""	""	""	""	""	""	""	"6.726760e+02"	"1.700667e+03"	"2.000164e+03"	"4.978689e+03"	"1.432860e+02"	"1.821177e+03"	"1.004803e+03"	"8.078974e+02"	"1.032966e+03"	"1.601397e+03"	"9.807840e+02"	"6.015051e+02"	"7.568829e+02"	"8.096160e+02"	"6.085071e+02"	"8.345717e+02"	"7.692197e+02"	"9.296486e+02"	"9.583971e+02"	"7.515124e+02"
""	""	""	""	""	" 304.0503"	""	""	""	" 531.489461"	""	""	""	""	""	""	""	""	""	""	""	"3.373190e+03"	"2.995728e+03"	"2.875924e+03"	"2.873865e+03"	"2.074430e+03"	"2.968109e+03"	"1.553829e+03"	"2.376176e+03"	"3.041087e+03"	"2.913605e+03"	"2.783774e+03"	"3.277390e+03"	"2.980811e+03"	"3.308549e+03"	"3.213210e+03"	"2.947611e+03"	"2.955383e+03"	"3.005431e+03"	"2.767449e+03"	"3.135571e+03"
""	""	""	""	""	" 304.0708"	""	""	""	" 206.562469"	""	""	""	""	""	""	""	""	""	""	""	"1.082875e+03"	"1.076624e+03"	"9.095658e+02"	"1.338166e+03"	"5.006045e+02"	"7.965760e+02"	"8.533639e+02"	"7.590450e+02"	"6.938880e+02"	"7.622687e+02"	"4.110465e+03"	"1.609889e+03"	"1.724982e+03"	"8.947472e+02"	"2.328927e+03"	"2.578269e+04"	"1.980289e+04"	"2.203293e+04"	"1.123675e+04"	"8.502880e+03"
""	""	""	""	""	" 304.0700"	""	""	""	" 331.850578"	""	""	""	""	""	""	""	""	""	""	""	"1.773751e+03"	"1.276354e+03"	"1.625082e+03"	"1.620326e+03"	"1.131678e+03"	"1.462498e+03"	"9.791160e+02"	"1.423336e+03"	"1.248163e+03"	"1.160391e+03"	"4.201614e+02"	"4.622022e+02"	"5.667209e+02"	"8.115456e+02"	"8.713632e+02"	"5.912511e+02"	"9.502637e+02"	"5.499706e+02"	"6.965363e+02"	"9.417475e+02"
""	""	""	""	""	" 304.0827"	""	""	""	" 440.609273"	""	""	""	""	""	""	""	""	""	""	""	"3.240227e+02"	"1.061087e+02"	"1.985366e+02"	"1.951706e+02"	"1.504889e+02"	"1.294756e+02"	"1.614745e+02"	"1.701742e+02"	"1.554926e+02"	"7.807461e+01"	"1.140293e+04"	"5.154662e+03"	"7.350892e+03"	"4.326390e+03"	"6.776098e+03"	"3.778020e+03"	"4.458230e+03"	"3.666068e+03"	"5.751177e+03"	"5.206162e+03"
""	""	""	""	""	" 304.1440"	""	""	""	" 225.620698"	""	""	""	""	""	""	""	""	""	""	""	"6.625880e+03"	"5.559714e+03"	"4.876962e+03"	"4.982435e+03"	"2.750149e+03"	"3.282175e+03"	"4.597760e+03"	"4.371367e+03"	"3.743993e+03"	"3.510139e+03"	"3.966550e+03"	"1.770592e+03"	"2.412744e+03"	"3.015077e+03"	"2.068695e+03"	"2.315076e+03"	"1.794447e+03"	"2.405765e+03"	"1.732348e+03"	"1.808755e+03"
""	""	""	""	""	" 304.2327"	""	""	""	" 877.255034"	""	""	""	""	""	""	""	""	""	""	""	"1.545529e+04"	"1.656505e+04"	"2.008875e+04"	"2.109675e+04"	"1.744710e+03"	"2.359576e+04"	"1.125689e+04"	"1.124041e+04"	"1.616926e+04"	"1.584148e+04"	"2.092767e+04"	"1.238550e+04"	"1.515539e+04"	"3.790743e+04"	"1.344441e+04"	"1.423968e+04"	"1.429579e+04"	"1.474107e+04"	"1.939633e+04"	"1.377013e+04"
""	""	""	""	""	" 304.5515"	""	""	""	" 531.375638"	""	""	""	""	""	""	""	""	""	""	""	"1.156802e+03"	"9.922203e+02"	"9.714977e+02"	"1.233770e+03"	"9.076800e+02"	"1.234120e+03"	"3.523872e+02"	"8.192826e+02"	"9.001337e+02"	"9.870106e+02"	"1.065857e+03"	"4.734919e+02"	"9.529758e+02"	"8.034533e+02"	"9.196271e+02"	"1.052397e+03"	"8.299035e+02"	"8.440538e+02"	"1.001827e+03"	"9.744456e+02"
""	""	""	""	""	" 305.0787"	""	""	""	" 271.652082"	""	""	""	""	""	""	""	""	""	""	""	"3.993319e+03"	"4.512485e+03"	"5.921916e+03"	"6.107882e+03"	"3.855266e+03"	"5.228179e+03"	"4.460566e+03"	"4.337647e+03"	"3.754298e+03"	"3.951782e+03"	"3.894780e+03"	"4.590670e+03"	"4.351107e+03"	"5.605272e+03"	"4.457897e+03"	"3.375631e+03"	"3.350987e+03"	"2.985333e+03"	"3.985902e+03"	"3.849472e+03"
""	""	""	""	""	" 305.0888"	""	""	""	" 345.935805"	""	""	""	""	""	""	""	""	""	""	""	"7.362248e+03"	"4.689099e+03"	"5.809875e+03"	"6.507202e+03"	"1.392018e+03"	"4.585715e+03"	"6.642299e+03"	"6.507455e+03"	"3.167522e+03"	"3.437822e+03"	"7.681703e+03"	"5.417773e+03"	"3.265494e+03"	"9.705214e+03"	"8.655697e+03"	"4.587296e+03"	"5.307672e+03"	"8.014616e+03"	"1.084806e+04"	"1.409936e+04"
""	""	""	""	""	" 305.1209"	""	""	""	" 257.316687"	""	""	""	""	""	""	""	""	""	""	""	"4.541131e+03"	"4.307991e+03"	"3.216349e+03"	"3.970883e+03"	"1.866130e+03"	"9.748837e+02"	"1.735777e+03"	"1.682620e+03"	"1.238816e+03"	"1.651828e+03"	"3.191855e+03"	"2.032073e+03"	"2.122299e+03"	"2.172353e+03"	"2.125790e+03"	"8.651355e+02"	"9.447552e+02"	"6.208680e+02"	"7.584826e+02"	"5.851344e+02"
""	""	""	""	""	" 305.0859"	""	""	""	"  71.010875"	""	""	""	""	""	""	""	""	""	""	""	"3.596675e+04"	"3.061426e+04"	"2.539867e+04"	"3.061037e+04"	"1.556796e+04"	"4.449390e+04"	"5.524211e+04"	"5.244000e+04"	"3.963610e+04"	"4.044879e+04"	"8.347387e+02"	"4.656830e+03"	"5.606623e+03"	"5.344272e+02"	"3.787719e+03"	"2.442145e+04"	"2.148685e+04"	"1.360816e+04"	"1.862487e+04"	"9.484915e+03"
""	""	""	""	""	" 305.1215"	""	""	""	" 234.435835"	""	""	""	""	""	""	""	""	""	""	""	"2.008730e+04"	"1.847673e+04"	"1.354170e+04"	"1.651476e+04"	"7.725618e+03"	"5.153273e+03"	"7.085385e+03"	"6.499827e+03"	"5.846500e+03"	"5.677429e+03"	"9.995473e+03"	"1.243359e+04"	"1.177693e+04"	"9.764725e+03"	"1.109338e+04"	"4.947955e+03"	"3.511122e+03"	"4.541297e+03"	"3.488570e+03"	"3.955685e+03"
""	""	""	""	""	" 305.1559"	""	""	""	" 185.449835"	""	""	""	""	""	""	""	""	""	""	""	"3.338463e+03"	"2.358060e+03"	"1.159991e+03"	"1.321765e+03"	"1.080784e+03"	"2.059201e+03"	"1.488821e+03"	"1.649763e+03"	"5.408823e+02"	"7.447961e+02"	"3.295406e+03"	"2.532558e+03"	"3.702872e+03"	"4.971525e+03"	"3.331929e+03"	"1.486967e+03"	"8.129628e+02"	"1.169468e+03"	"1.858776e+03"	"2.210682e+03"
""	""	""	""	""	" 305.2440"	""	""	""	" 934.653959"	""	""	""	""	""	""	""	""	""	""	""	"1.339725e+04"	"1.388955e+04"	"1.545525e+04"	"1.671283e+04"	"3.341004e+03"	"2.134972e+04"	"1.026354e+04"	"9.821778e+03"	"1.412788e+04"	"1.361322e+04"	"3.988645e+04"	"2.644741e+04"	"2.820562e+04"	"8.060204e+04"	"2.928322e+04"	"2.192425e+04"	"2.126064e+04"	"2.868939e+04"	"3.094577e+04"	"3.668032e+04"
""	""	""	""	""	" 305.2351"	""	""	""	" 877.205467"	""	""	""	""	""	""	""	""	""	""	""	"2.060214e+03"	"2.154714e+03"	"2.693920e+03"	"2.456066e+03"	"4.263956e+02"	"2.910367e+03"	"1.296530e+03"	"1.209000e+03"	"1.894983e+03"	"1.765078e+03"	"2.356357e+03"	"1.728620e+03"	"1.808807e+03"	"4.983623e+03"	"1.621963e+03"	"1.046170e+03"	"2.081387e+03"	"1.458833e+03"	"2.493995e+03"	"1.716477e+03"
""	""	""	""	""	" 305.5649"	""	""	""	" 327.872078"	""	""	""	""	""	""	""	""	""	""	""	"3.052692e+03"	"1.601280e+03"	"2.093758e+03"	"2.392724e+03"	"1.487137e+03"	"2.399719e+03"	"1.987124e+03"	"1.613088e+03"	"1.527774e+03"	"1.151451e+03"	"1.844240e+03"	"2.524784e+03"	"2.308911e+03"	"2.409514e+03"	"1.282692e+03"	"2.446387e+03"	"2.274022e+03"	"2.353393e+03"	"1.768882e+03"	"2.098678e+03"
""	""	""	""	""	" 305.5796"	""	""	""	" 271.570324"	""	""	""	""	""	""	""	""	""	""	""	"1.378205e+03"	"1.232318e+03"	"1.724378e+03"	"1.343074e+03"	"9.073920e+02"	"1.344628e+03"	"1.293701e+03"	"1.403122e+03"	"1.149816e+03"	"1.240992e+03"	"9.976020e+02"	"1.183535e+03"	"9.345741e+02"	"1.312052e+03"	"1.272508e+03"	"1.224642e+03"	"6.361935e+02"	"8.485795e+02"	"1.351645e+03"	"1.156122e+03"
""	""	""	""	""	" 306.0950"	""	""	""	" 346.226524"	""	""	""	""	""	""	""	""	""	""	""	"3.667422e+03"	"2.872821e+03"	"3.029228e+03"	"3.766447e+03"	"1.609942e+03"	"2.713377e+03"	"3.722598e+03"	"3.838011e+03"	"2.197654e+03"	"2.387719e+03"	"3.706352e+03"	"2.471197e+03"	"1.657721e+03"	"4.405815e+03"	"3.895689e+03"	"2.847695e+03"	"1.883777e+03"	"3.956591e+03"	"4.405855e+03"	"6.118407e+03"
""	""	""	""	""	" 306.1026"	""	""	""	"  57.375533"	""	""	""	""	""	""	""	""	""	""	""	"6.405195e+06"	"5.897934e+06"	"5.474909e+06"	"5.773080e+06"	"4.106136e+06"	"5.509126e+06"	"5.850060e+06"	"5.796780e+06"	"5.075388e+06"	"5.246880e+06"	"3.152276e+06"	"1.799174e+06"	"2.052189e+06"	"3.098848e+06"	"1.545352e+06"	"3.392321e+06"	"1.834863e+06"	"2.933095e+06"	"1.954215e+06"	"1.384658e+06"
""	""	""	""	""	" 306.2481"	""	""	""	" 934.647372"	""	""	""	""	""	""	""	""	""	""	""	"2.340922e+03"	"2.246796e+03"	"2.908462e+03"	"3.033688e+03"	"7.165057e+02"	"3.932605e+03"	"2.128159e+03"	"1.818336e+03"	"2.570494e+03"	"2.645484e+03"	"7.772014e+03"	"5.461265e+03"	"5.606068e+03"	"1.595096e+04"	"6.159590e+03"	"4.269178e+03"	"4.116828e+03"	"5.381883e+03"	"6.475548e+03"	"6.668323e+03"
