"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_Exp1-K1_2-C,1_01_7443.d"	"pos_Exp1-K2_2-C,3_01_7445.d"	"pos_Exp1-K3_2-C,5_01_7447.d"	"pos_Exp1-K4_2-C,7_01_7449.d"	"pos_Exp1-K5_2-D,1_01_7451.d"	"pos_Exp2-K1_2-E,1_01_7454.d"	"pos_Exp2-K2_2-E,3_01_7456.d"	"pos_Exp2-K2_2-E,3_01_7460.d"	"pos_Exp2-K3_2-E,5_01_7458.d"	"pos_Exp2-K3_2-E,5_01_7462.d"	"pos_Exp1-P1_2-C,2_01_7444.d"	"pos_Exp1-P2_2-C,4_01_7446.d"	"pos_Exp1-P3_2-C,6_01_7448.d"	"pos_Exp1-P4_2-C,8_01_7450.d"	"pos_Exp1-P5_2-D,2_01_7452.d"	"pos_Exp2-P1_2-E,2_01_7455.d"	"pos_Exp2-P2_2-E,4_01_7457.d"	"pos_Exp2-P3_2-E,6_01_7459.d"	"pos_Exp2-P4_2-E,7_01_7461.d"	"pos_Exp2-P5_2-E,8_01_7463.d"
""	""	""	""	""	" 328.6173"	""	""	""	" 484.965332"	""	""	""	""	""	""	""	""	""	""	""	"6.105526e+02"	"3.460988e+02"	"1.718913e+03"	"7.951118e+02"	"1.394153e+02"	"8.222368e+02"	"6.530820e+02"	"5.941978e+02"	"4.050713e+02"	"3.873531e+02"	"4.124168e+02"	"6.211044e+02"	"5.299437e+02"	"9.641040e+02"	"1.638231e+03"	"1.929498e+03"	"2.800023e+03"	"1.821941e+03"	"4.023807e+03"	"3.771348e+03"
""	""	""	""	""	" 329.0838"	""	""	""	"  57.819340"	""	""	""	""	""	""	""	""	""	""	""	"7.792509e+03"	"7.174765e+03"	"7.696837e+03"	"6.798119e+03"	"6.768153e+03"	"7.371699e+03"	"7.199605e+03"	"7.505888e+03"	"7.014486e+03"	"7.556455e+03"	"3.941886e+03"	"3.403528e+03"	"3.266086e+03"	"4.111907e+03"	"2.811450e+03"	"5.432716e+03"	"3.288240e+03"	"5.168573e+03"	"3.517095e+03"	"2.858919e+03"
""	""	""	""	""	" 329.1023"	""	""	""	" 398.037829"	""	""	""	""	""	""	""	""	""	""	""	"4.165724e+03"	"4.206569e+03"	"2.652103e+03"	"3.296173e+03"	"1.044421e+03"	"2.350413e+03"	"3.174315e+03"	"3.106213e+03"	"1.067774e+03"	"2.340920e+03"	"6.265283e+03"	"3.322611e+03"	"4.126201e+03"	"3.617892e+03"	"3.547424e+03"	"3.545107e+03"	"3.233194e+03"	"3.811155e+03"	"3.977513e+03"	"3.266141e+03"
""	""	""	""	""	" 329.1215"	""	""	""	" 201.240319"	""	""	""	""	""	""	""	""	""	""	""	"1.206231e+04"	"9.438211e+03"	"8.326080e+03"	"9.710418e+03"	"6.395112e+03"	"1.200343e+04"	"1.668837e+04"	"1.678301e+04"	"9.544229e+03"	"7.915661e+03"	"3.216008e+03"	"1.028253e+03"	"2.793319e+03"	"3.593841e+03"	"3.723005e+03"	"6.216063e+03"	"4.151281e+03"	"3.940696e+03"	"4.473782e+03"	"3.307828e+03"
""	""	""	""	""	" 329.1389"	""	""	""	" 288.219899"	""	""	""	""	""	""	""	""	""	""	""	"9.571940e+02"	"5.893748e+02"	"5.872472e+02"	"6.600482e+02"	"2.639567e+02"	"4.253803e+02"	"3.099841e+02"	"6.719976e+02"	"3.119455e+02"	"3.774087e+02"	"2.877695e+03"	"2.070829e+03"	"3.217238e+03"	"1.932876e+03"	"2.100912e+03"	"1.075419e+03"	"5.313300e+02"	"1.016253e+03"	"1.066186e+03"	"1.274686e+03"
""	""	""	""	""	" 329.1361"	""	""	""	" 374.379728"	""	""	""	""	""	""	""	""	""	""	""	"5.158432e+02"	"6.976831e+02"	"4.665052e+02"	"4.380583e+02"	"3.426396e+02"	"5.195553e+02"	"4.007295e+02"	"5.347307e+02"	"3.463751e+02"	"3.396048e+02"	"2.229250e+03"	"1.839621e+03"	"3.132387e+03"	"7.469304e+02"	"2.040120e+03"	"1.684352e+03"	"3.043178e+03"	"9.939655e+02"	"2.877516e+03"	"3.151004e+03"
""	""	""	""	""	" 329.2412"	""	""	""	" 997.250072"	""	""	""	""	""	""	""	""	""	""	""	"3.018079e+03"	"2.489345e+03"	"2.571046e+03"	"3.216840e+03"	"1.934956e+03"	"3.625465e+03"	"3.014071e+03"	"3.065965e+03"	"2.482970e+03"	"2.473087e+03"	"4.960573e+03"	"2.817030e+03"	"3.437577e+03"	"5.883458e+03"	"4.176891e+03"	"4.639433e+03"	"3.658204e+03"	"4.407937e+03"	"4.315196e+03"	"5.895571e+03"
""	""	""	""	""	" 329.5847"	""	""	""	" 265.432241"	""	""	""	""	""	""	""	""	""	""	""	"7.019051e+03"	"6.817867e+03"	"6.567825e+03"	"6.619574e+03"	"6.685568e+03"	"6.541466e+03"	"6.366970e+03"	"7.194753e+03"	"6.753036e+03"	"6.962303e+03"	"5.408234e+03"	"6.042606e+03"	"4.934654e+03"	"6.123604e+03"	"5.937870e+03"	"5.405321e+03"	"5.854736e+03"	"6.043278e+03"	"6.062093e+03"	"6.205612e+03"
""	""	""	""	""	" 330.0852"	""	""	""	" 265.423122"	""	""	""	""	""	""	""	""	""	""	""	"3.519077e+03"	"3.121452e+03"	"3.047147e+03"	"3.115824e+03"	"2.936400e+03"	"3.167831e+03"	"2.870331e+03"	"2.950240e+03"	"3.169626e+03"	"3.009640e+03"	"2.347070e+03"	"2.754796e+03"	"1.438150e+03"	"2.773282e+03"	"2.784960e+03"	"2.826447e+03"	"2.567578e+03"	"2.808517e+03"	"2.654272e+03"	"2.573263e+03"
""	""	""	""	""	" 330.1137"	""	""	""	"  86.803953"	""	""	""	""	""	""	""	""	""	""	""	"2.713429e+04"	"4.503212e+03"	"6.000168e+03"	"1.531780e+04"	"2.366880e+03"	"2.809101e+03"	"6.382560e+03"	"6.521058e+03"	"1.985402e+03"	"2.346500e+03"	"5.311913e+03"	"1.976737e+03"	"2.047988e+03"	"4.151980e+03"	"1.296202e+03"	"6.247356e+03"	"6.500927e+03"	"7.081636e+03"	"2.705676e+03"	"1.324469e+03"
""	""	""	""	""	" 330.1239"	""	""	""	" 201.390353"	""	""	""	""	""	""	""	""	""	""	""	"2.213102e+03"	"1.454047e+03"	"1.235492e+03"	"1.343741e+03"	"9.604344e+02"	"1.568715e+03"	"2.530835e+03"	"2.186218e+03"	"6.226842e+02"	"1.009921e+03"	"8.148766e+02"	"5.546094e+02"	"6.949396e+02"	"6.939840e+02"	"7.056616e+02"	"8.058661e+02"	"9.508815e+02"	"7.425936e+02"	"7.872183e+02"	"6.585264e+02"
""	""	""	""	""	" 330.3359"	""	""	""	" 667.739110"	""	""	""	""	""	""	""	""	""	""	""	"8.133705e+03"	"2.107540e+04"	"3.227631e+02"	"2.735154e+03"	"4.037079e+03"	"4.480928e+03"	"1.623648e+04"	"1.720942e+04"	"1.777851e+03"	"1.557822e+03"	"1.084339e+03"	"4.263956e+02"	"6.628632e+02"	"4.997970e+02"	"5.931231e+02"	"5.814648e+02"	"9.348337e+02"	"7.379846e+03"	"5.383587e+02"	"6.777849e+02"
""	""	""	""	""	" 330.5945"	""	""	""	" 221.016635"	""	""	""	""	""	""	""	""	""	""	""	"4.295625e+03"	"2.100889e+03"	"4.317451e+03"	"3.396369e+03"	"7.179072e+02"	"1.975842e+03"	"2.745067e+03"	"3.251599e+03"	"2.185218e+03"	"2.117026e+03"	"2.532601e+03"	"1.885726e+03"	"2.800576e+03"	"2.511007e+03"	"2.933891e+03"	"1.042834e+03"	"1.872089e+03"	"1.301227e+03"	"1.935631e+03"	"1.861156e+03"
""	""	""	""	""	" 330.5827"	""	""	""	" 185.195867"	""	""	""	""	""	""	""	""	""	""	""	"2.615672e+02"	"1.858328e+02"	"1.598398e+02"	"1.438088e+02"	"1.031102e+02"	"1.147894e+02"	"1.441561e+02"	"8.776172e+01"	"1.551093e+02"	"9.042999e+01"	"7.623445e+02"	"7.469502e+02"	"1.439322e+03"	"5.157971e+02"	"9.882167e+02"	"8.835110e+02"	"1.134467e+03"	"7.685440e+02"	"1.185382e+03"	"1.043228e+03"
""	""	""	""	""	" 330.6180"	""	""	""	" 324.300110"	""	""	""	""	""	""	""	""	""	""	""	"3.808430e+02"	"4.054362e+02"	"4.967991e+02"	"3.792318e+02"	"3.255936e+02"	"3.658279e+02"	"5.395805e+02"	"5.100229e+02"	"1.949033e+02"	"1.594829e+02"	"7.516974e+02"	"7.057592e+02"	"7.641272e+02"	"8.102023e+02"	"4.301892e+02"	"7.031661e+02"	"6.205680e+02"	"7.372560e+02"	"9.964632e+02"	"1.365524e+03"
""	""	""	""	""	" 331.0989"	""	""	""	" 158.200829"	""	""	""	""	""	""	""	""	""	""	""	"1.481017e+04"	"1.072881e+04"	"1.211704e+04"	"9.604527e+03"	"3.849808e+03"	"9.909869e+03"	"1.650064e+04"	"1.579532e+04"	"7.956893e+03"	"7.486475e+03"	"6.595485e+04"	"3.904223e+04"	"5.651710e+04"	"2.772214e+04"	"4.167046e+04"	"1.357491e+04"	"1.679758e+04"	"1.297016e+04"	"1.301382e+04"	"1.488052e+04"
""	""	""	""	""	" 331.0999"	""	""	""	" 104.815043"	""	""	""	""	""	""	""	""	""	""	""	"6.151620e+03"	"4.404118e+03"	"4.252098e+03"	"4.987165e+03"	"2.056970e+03"	"6.146754e+02"	"4.715373e+03"	"4.481813e+03"	"2.529568e+03"	"3.085666e+03"	"7.814140e+03"	"3.509855e+03"	"5.524318e+03"	"4.131146e+03"	"4.517621e+03"	"3.900530e+03"	"3.213143e+03"	"3.416189e+03"	"4.165904e+03"	"3.577608e+03"
""	""	""	""	""	" 331.1718"	""	""	""	" 364.842699"	""	""	""	""	""	""	""	""	""	""	""	"1.419027e+04"	"1.420312e+04"	"1.094724e+04"	"1.540795e+04"	"5.811252e+03"	"6.836465e+03"	"1.200465e+04"	"1.161072e+04"	"9.328643e+03"	"9.231713e+03"	"9.870557e+03"	"4.598051e+03"	"6.274212e+03"	"1.316275e+04"	"6.120584e+03"	"5.876511e+03"	"4.693354e+03"	"5.716370e+03"	"5.151881e+03"	"4.416412e+03"
""	""	""	""	""	" 331.2835"	""	""	""	" 865.561150"	""	""	""	""	""	""	""	""	""	""	""	"7.143652e+04"	"6.358638e+04"	"6.407586e+04"	"7.634278e+04"	"8.210949e+03"	"5.845565e+04"	"3.979101e+04"	"3.863421e+04"	"3.566486e+04"	"3.593379e+04"	"7.502133e+04"	"3.681930e+04"	"2.403655e+04"	"6.214659e+04"	"4.046180e+04"	"2.123959e+03"	"5.442279e+02"	"1.247620e+03"	"2.170191e+04"	"5.198156e+04"
""	""	""	""	""	" 332.0655"	""	""	""	" 269.568247"	""	""	""	""	""	""	""	""	""	""	""	"1.777621e+03"	"1.131876e+03"	"1.178093e+03"	"1.120992e+03"	"7.354632e+02"	"1.253669e+03"	"1.202962e+03"	"1.091539e+03"	"9.480912e+02"	"8.050050e+02"	"8.848345e+02"	"1.154088e+03"	"8.750567e+02"	"7.790384e+02"	"7.402584e+02"	"1.286089e+03"	"9.346113e+02"	"1.377243e+03"	"6.679816e+02"	"8.967840e+02"
""	""	""	""	""	" 332.0793"	""	""	""	" 227.932811"	""	""	""	""	""	""	""	""	""	""	""	"5.604759e+03"	"4.630592e+03"	"4.176944e+03"	"4.828281e+03"	"2.112018e+03"	"3.080381e+03"	"4.267442e+03"	"4.068166e+03"	"2.778442e+03"	"3.261824e+03"	"6.886294e+02"	"6.950592e+02"	"4.852289e+02"	"6.045326e+02"	"6.249860e+02"	"1.495246e+03"	"1.010669e+03"	"5.518328e+02"	"9.172313e+02"	"7.758902e+02"
""	""	""	""	""	" 332.1015"	""	""	""	" 158.152733"	""	""	""	""	""	""	""	""	""	""	""	"2.277102e+03"	"1.790894e+03"	"1.434037e+03"	"1.701571e+03"	"7.017711e+02"	"1.352275e+03"	"1.992251e+03"	"1.825853e+03"	"1.150835e+03"	"9.500154e+02"	"9.067477e+03"	"4.759515e+03"	"7.109705e+03"	"3.974118e+03"	"6.164366e+03"	"1.984783e+03"	"1.897289e+03"	"1.984841e+03"	"1.676489e+03"	"2.098524e+03"
""	""	""	""	""	" 332.1328"	""	""	""	"  38.625337"	""	""	""	""	""	""	""	""	""	""	""	"1.029620e+04"	"9.958282e+03"	"8.902916e+03"	"1.220480e+04"	"5.048535e+03"	"9.028226e+03"	"9.573331e+03"	"9.808174e+03"	"7.680459e+03"	"7.837938e+03"	"2.311330e+04"	"1.717312e+04"	"2.288823e+04"	"2.320840e+04"	"1.739745e+04"	"1.590442e+04"	"1.410822e+04"	"1.597905e+04"	"1.501270e+04"	"1.642874e+04"
""	""	""	""	""	" 332.1748"	""	""	""	" 364.829396"	""	""	""	""	""	""	""	""	""	""	""	"2.146628e+03"	"2.051227e+03"	"1.938047e+03"	"2.242143e+03"	"8.348340e+02"	"1.196717e+03"	"2.035875e+03"	"1.840667e+03"	"1.527944e+03"	"1.361755e+03"	"1.181166e+03"	"6.959632e+02"	"9.127296e+02"	"2.017764e+03"	"1.116315e+03"	"1.060499e+03"	"7.474762e+02"	"7.179072e+02"	"7.910405e+02"	"3.534730e+02"
""	""	""	""	""	" 332.2868"	""	""	""	" 865.543571"	""	""	""	""	""	""	""	""	""	""	""	"1.539236e+04"	"1.374243e+04"	"1.417303e+04"	"1.651133e+04"	"1.320908e+03"	"1.205405e+04"	"8.209249e+03"	"7.491807e+03"	"8.018602e+03"	"7.274678e+03"	"1.592911e+04"	"7.727470e+03"	"4.858550e+03"	"1.312871e+04"	"8.458358e+03"	"5.477712e+02"	"1.718040e+02"	"3.104340e+02"	"4.480403e+03"	"1.070590e+04"
""	""	""	""	""	" 332.5626"	""	""	""	"  37.833503"	""	""	""	""	""	""	""	""	""	""	""	"7.040759e+02"	"6.648367e+02"	"3.705815e+02"	"4.124120e+02"	"9.383363e+02"	"3.803800e+02"	"5.193987e+02"	"5.214838e+02"	"3.900586e+02"	"5.928250e+02"	"2.199882e+03"	"2.254653e+03"	"2.185616e+03"	"2.683865e+03"	"2.284856e+03"	"1.222124e+03"	"1.260341e+03"	"1.720093e+03"	"2.140379e+03"	"2.025741e+03"
""	""	""	""	""	" 333.1149"	""	""	""	"  71.097027"	""	""	""	""	""	""	""	""	""	""	""	"2.947876e+03"	"3.346524e+03"	"2.824770e+03"	"2.721385e+03"	"1.328192e+03"	"2.154486e+03"	"2.325217e+03"	"2.499372e+03"	"1.693281e+03"	"1.765519e+03"	"1.560239e+04"	"1.394473e+04"	"1.393505e+04"	"8.481895e+03"	"7.149804e+03"	"8.050520e+03"	"6.497528e+03"	"9.425280e+03"	"9.626283e+03"	"9.161990e+03"
""	""	""	""	""	" 333.1340"	""	""	""	"  38.590538"	""	""	""	""	""	""	""	""	""	""	""	"1.340674e+03"	"1.364057e+03"	"1.375041e+03"	"1.683577e+03"	"1.045601e+03"	"9.595356e+02"	"1.988111e+03"	"1.633690e+03"	"1.634709e+03"	"5.338211e+02"	"4.401068e+03"	"2.865969e+03"	"4.102921e+03"	"4.424621e+03"	"2.605790e+03"	"2.680400e+03"	"2.543303e+03"	"2.874937e+03"	"2.600819e+03"	"2.265358e+03"
""	""	""	""	""	" 333.1530"	""	""	""	" 343.113930"	""	""	""	""	""	""	""	""	""	""	""	"1.556377e+03"	"9.639784e+02"	"6.541406e+02"	"6.759243e+02"	"4.771195e+02"	"7.006650e+02"	"7.781884e+02"	"7.241290e+02"	"5.319576e+02"	"6.288831e+02"	"5.230185e+03"	"3.452690e+03"	"8.559842e+03"	"6.794915e+02"	"5.148101e+03"	"1.066278e+03"	"1.739965e+03"	"2.304636e+03"	"1.989988e+03"	"2.336707e+03"
""	""	""	""	""	" 333.1544"	""	""	""	" 249.556344"	""	""	""	""	""	""	""	""	""	""	""	"1.010594e+03"	"2.521300e+03"	"1.056845e+03"	"6.422408e+02"	"2.288953e+02"	"4.576040e+03"	"5.797968e+02"	"7.959696e+02"	"7.922178e+02"	"7.042963e+02"	"1.808838e+03"	"2.479243e+03"	"1.838797e+03"	"1.858857e+03"	"5.288957e+03"	"6.624595e+02"	"2.290798e+03"	"1.221076e+03"	"2.999861e+03"	"6.481848e+02"
""	""	""	""	""	" 335.1081"	""	""	""	" 156.108254"	""	""	""	""	""	""	""	""	""	""	""	"2.075637e+03"	"1.641207e+03"	"1.853518e+03"	"3.053355e+02"	"5.826332e+02"	"1.530890e+03"	"1.602835e+03"	"1.543234e+03"	"1.122652e+03"	"1.527660e+03"	"5.388023e+03"	"3.813797e+03"	"5.733054e+03"	"5.526612e+03"	"4.386158e+03"	"2.364663e+03"	"1.301654e+03"	"3.553018e+03"	"3.431177e+03"	"2.797865e+03"
""	""	""	""	""	" 335.1044"	""	""	""	" 389.557425"	""	""	""	""	""	""	""	""	""	""	""	"5.588448e+03"	"9.707552e+03"	"4.204335e+03"	"5.014242e+03"	"1.330608e+03"	"3.099273e+03"	"7.067288e+03"	"7.721764e+03"	"2.278219e+03"	"2.366529e+03"	"4.750464e+02"	"8.051765e+02"	"1.064321e+03"	"8.292090e+02"	"9.839084e+02"	"1.822024e+03"	"8.472170e+02"	"1.018941e+03"	"1.346994e+03"	"1.133187e+03"
""	""	""	""	""	" 335.1300"	""	""	""	"  53.210356"	""	""	""	""	""	""	""	""	""	""	""	"3.417173e+03"	"4.110974e+03"	"3.287960e+03"	"2.386753e+03"	"2.646899e+03"	"1.932942e+03"	"2.832291e+03"	"2.749200e+03"	"1.887972e+03"	"2.409326e+03"	"6.314945e+03"	"2.255518e+03"	"4.921566e+03"	"6.690003e+03"	"3.761154e+03"	"1.641769e+03"	"2.583592e+03"	"2.459797e+03"	"2.349387e+03"	"3.592750e+03"
""	""	""	""	""	" 336.0596"	""	""	""	" 481.998491"	""	""	""	""	""	""	""	""	""	""	""	"2.154699e+03"	"1.701513e+03"	"1.555704e+03"	"1.456789e+03"	"1.311160e+03"	"1.438286e+03"	"1.358460e+03"	"1.457662e+03"	"9.851208e+02"	"1.101547e+03"	"1.729232e+03"	"9.418099e+02"	"1.289680e+03"	"1.838239e+03"	"1.739329e+03"	"9.886992e+02"	"1.808222e+03"	"9.884568e+02"	"1.249093e+03"	"1.419346e+03"
""	""	""	""	""	" 336.1067"	""	""	""	" 345.987400"	""	""	""	""	""	""	""	""	""	""	""	"5.792140e+04"	"3.518666e+04"	"4.245845e+04"	"4.895547e+04"	"1.252318e+04"	"3.208187e+04"	"4.844427e+04"	"4.959252e+04"	"2.299507e+04"	"2.279978e+04"	"5.546488e+04"	"3.615684e+04"	"3.008238e+04"	"7.455039e+04"	"6.080270e+04"	"4.259959e+04"	"4.170350e+04"	"5.848868e+04"	"8.052070e+04"	"1.040967e+05"
""	""	""	""	""	" 336.1469"	""	""	""	" 267.099649"	""	""	""	""	""	""	""	""	""	""	""	"9.051425e+02"	"7.283080e+02"	"7.836953e+02"	"5.076251e+02"	"4.347925e+02"	"5.626664e+02"	"6.696690e+02"	"6.083091e+02"	"5.804640e+02"	"4.772196e+02"	"2.388985e+03"	"1.061121e+03"	"1.962214e+03"	"1.475414e+03"	"9.588125e+02"	"8.365852e+02"	"7.411380e+02"	"9.060498e+02"	"7.268055e+02"	"1.191439e+03"
""	""	""	""	""	" 336.1898"	""	""	""	" 283.627603"	""	""	""	""	""	""	""	""	""	""	""	"1.279534e+03"	"8.431757e+02"	"2.412288e+03"	"2.097061e+03"	"4.590336e+02"	"1.337863e+03"	"8.435430e+02"	"5.398159e+02"	"1.066927e+03"	"9.199337e+02"	"9.497592e+02"	"6.078192e+02"	"9.661056e+02"	"1.367297e+03"	"9.622013e+02"	"1.520899e+03"	"1.702040e+03"	"8.628835e+02"	"1.196195e+03"	"8.294788e+02"
""	""	""	""	""	" 336.8439"	""	""	""	"  22.401099"	""	""	""	""	""	""	""	""	""	""	""	"5.681623e+02"	"1.740140e+02"	"6.045060e+02"	"8.100112e+02"	"1.105799e+03"	"7.530938e+02"	"5.575414e+02"	"6.505242e+02"	"8.906433e+02"	"8.789959e+02"	"3.219916e+02"	"2.482430e+02"	"4.189585e+02"	"3.176933e+02"	"3.268461e+02"	"7.207135e+02"	"5.443932e+02"	"4.594636e+02"	"3.780368e+02"	"3.649059e+02"
""	""	""	""	""	" 336.9483"	""	""	""	"  23.452062"	""	""	""	""	""	""	""	""	""	""	""	"1.618678e+03"	"1.554801e+03"	"1.703130e+03"	"2.066731e+03"	"1.078537e+03"	"1.865180e+03"	"1.829096e+03"	"1.583916e+03"	"1.212878e+03"	"1.696649e+03"	"2.920383e+03"	"2.694481e+03"	"2.628626e+03"	"2.344008e+03"	"2.013457e+03"	"3.297214e+03"	"2.298033e+03"	"2.819962e+03"	"2.751350e+03"	"2.637024e+03"
""	""	""	""	""	" 337.0547"	""	""	""	" 167.653439"	""	""	""	""	""	""	""	""	""	""	""	"8.226501e+03"	"8.162858e+03"	"6.473519e+03"	"7.328643e+03"	"3.737707e+03"	"9.755513e+03"	"1.147184e+04"	"1.091877e+04"	"8.280295e+03"	"8.453023e+03"	"1.438483e+03"	"1.004300e+03"	"5.007336e+02"	"9.621811e+02"	"1.023568e+03"	"3.720959e+03"	"3.382037e+03"	"2.326656e+03"	"2.491418e+03"	"1.593941e+03"
""	""	""	""	""	" 337.1102"	""	""	""	" 345.963283"	""	""	""	""	""	""	""	""	""	""	""	"1.086046e+04"	"6.661180e+03"	"7.979248e+03"	"8.825665e+03"	"2.139137e+03"	"5.925831e+03"	"8.770101e+03"	"8.887227e+03"	"4.422084e+03"	"3.876213e+03"	"1.025182e+04"	"6.435796e+03"	"5.348499e+03"	"1.291456e+04"	"1.131246e+04"	"7.754342e+03"	"7.885161e+03"	"1.090231e+04"	"1.452027e+04"	"1.838887e+04"
""	""	""	""	""	" 337.1051"	""	""	""	" 613.057719"	""	""	""	""	""	""	""	""	""	""	""	"1.213051e+03"	"1.092874e+03"	"9.884617e+02"	"1.162912e+03"	"5.646925e+02"	"3.562256e+02"	"3.913740e+02"	"5.174811e+02"	"4.101349e+02"	"4.362775e+02"	"3.026749e+03"	"2.617077e+03"	"2.091037e+03"	"1.892779e+03"	"4.036560e+03"	"3.657300e+02"	"7.755501e+02"	"7.757210e+02"	"1.058542e+03"	"2.053253e+03"
""	""	""	""	""	" 337.1417"	""	""	""	" 243.328990"	""	""	""	""	""	""	""	""	""	""	""	"1.700557e+03"	"9.972799e+02"	"1.009952e+03"	"3.674137e+02"	"3.820006e+02"	"7.277452e+02"	"1.019043e+03"	"1.019441e+03"	"4.288101e+02"	"7.982450e+02"	"4.674452e+03"	"2.147544e+03"	"3.833368e+03"	"1.099377e+03"	"2.105841e+03"	"3.825155e+03"	"4.468130e+03"	"7.166636e+03"	"4.286042e+03"	"2.881433e+03"
""	""	""	""	""	" 337.2351"	""	""	""	" 886.083939"	""	""	""	""	""	""	""	""	""	""	""	"4.978689e+03"	"4.446888e+03"	"4.832196e+03"	"4.447630e+03"	"3.852511e+03"	"3.975276e+03"	"4.027383e+03"	"4.277108e+03"	"3.790086e+03"	"3.948631e+03"	"7.110608e+03"	"6.081385e+03"	"5.778292e+03"	"5.926375e+03"	"5.249086e+03"	"3.924555e+03"	"4.121079e+03"	"3.985974e+03"	"4.505484e+03"	"4.706934e+03"
""	""	""	""	""	" 337.5732"	""	""	""	" 265.359863"	""	""	""	""	""	""	""	""	""	""	""	"2.737369e+04"	"2.783826e+04"	"2.584981e+04"	"2.530042e+04"	"2.490063e+04"	"2.592272e+04"	"2.591738e+04"	"2.554852e+04"	"2.597610e+04"	"2.597943e+04"	"2.018522e+04"	"2.370622e+04"	"1.963856e+04"	"2.287199e+04"	"2.136782e+04"	"2.351480e+04"	"2.295777e+04"	"2.329539e+04"	"2.321493e+04"	"2.340091e+04"
""	""	""	""	""	" 338.0748"	""	""	""	" 265.403035"	""	""	""	""	""	""	""	""	""	""	""	"8.646939e+03"	"8.809637e+03"	"8.135896e+03"	"8.076621e+03"	"8.379874e+03"	"8.062450e+03"	"8.628856e+03"	"7.833021e+03"	"8.255599e+03"	"8.660935e+03"	"7.249097e+03"	"7.751935e+03"	"7.026519e+03"	"7.312152e+03"	"7.527225e+03"	"7.843937e+03"	"8.208029e+03"	"7.553048e+03"	"7.430463e+03"	"7.584609e+03"
""	""	""	""	""	" 338.1213"	""	""	""	" 251.891054"	""	""	""	""	""	""	""	""	""	""	""	"2.679809e+03"	"1.758665e+03"	"1.303876e+03"	"1.651395e+03"	"7.285134e+02"	"1.137448e+03"	"1.371050e+03"	"1.819454e+03"	"9.743067e+02"	"8.202089e+02"	"5.680425e+03"	"4.149333e+03"	"3.055174e+03"	"2.911620e+03"	"2.745134e+03"	"2.714747e+03"	"2.570991e+03"	"4.675673e+03"	"2.847511e+03"	"1.342165e+03"
""	""	""	""	""	" 338.1226"	""	""	""	" 306.993147"	""	""	""	""	""	""	""	""	""	""	""	"6.179825e+04"	"5.720706e+04"	"4.973281e+04"	"4.977968e+04"	"2.642582e+04"	"4.521595e+04"	"4.863058e+04"	"4.848788e+04"	"3.821186e+04"	"3.780799e+04"	"7.676656e+04"	"5.278203e+04"	"5.814201e+04"	"4.316137e+04"	"5.454894e+04"	"4.607670e+04"	"5.156300e+04"	"4.882255e+04"	"5.360860e+04"	"4.143712e+04"
""	""	""	""	""	" 338.1094"	""	""	""	" 345.880104"	""	""	""	""	""	""	""	""	""	""	""	"2.055864e+03"	"1.274774e+03"	"6.093289e+02"	"1.517546e+03"	"6.936583e+02"	"1.403341e+03"	"1.499566e+03"	"1.762626e+03"	"9.066038e+02"	"6.667172e+02"	"2.555518e+03"	"1.618547e+03"	"7.888221e+02"	"2.544881e+03"	"1.944698e+03"	"1.087303e+03"	"8.891772e+02"	"1.793873e+03"	"2.319485e+03"	"3.348457e+03"
""	""	""	""	""	" 338.2306"	""	""	""	" 680.045803"	""	""	""	""	""	""	""	""	""	""	""	"2.029369e+03"	"1.917887e+03"	"1.933804e+03"	"2.430281e+03"	"1.226770e+03"	"2.213887e+03"	"1.227818e+03"	"1.293296e+03"	"1.911304e+03"	"2.077994e+03"	"2.161525e+03"	"1.069522e+03"	"1.520215e+03"	"1.859000e+03"	"1.228948e+03"	"1.449826e+03"	"1.003079e+03"	"1.218644e+03"	"1.308408e+03"	"1.124039e+03"
""	""	""	""	""	" 338.3408"	""	""	""	"1019.072583"	""	""	""	""	""	""	""	""	""	""	""	"2.388965e+04"	"1.330864e+04"	"3.089531e+04"	"3.211188e+04"	"4.653000e+03"	"2.576605e+04"	"1.099522e+04"	"1.154043e+04"	"1.839581e+04"	"1.965717e+04"	"3.950324e+04"	"5.027402e+04"	"3.472235e+04"	"6.699789e+04"	"1.672037e+04"	"2.408288e+04"	"1.182812e+04"	"7.434263e+03"	"2.100885e+04"	"2.651749e+04"
""	""	""	""	""	" 338.5805"	""	""	""	" 286.774672"	""	""	""	""	""	""	""	""	""	""	""	"4.823217e+03"	"3.507521e+03"	"3.570131e+03"	"3.579022e+03"	"2.231491e+03"	"3.684278e+03"	"3.645183e+03"	"3.279661e+03"	"3.680609e+03"	"3.674730e+03"	"3.719974e+03"	"3.771938e+03"	"3.388388e+03"	"2.167243e+03"	"3.035234e+03"	"4.044563e+03"	"3.947502e+03"	"4.718758e+03"	"4.232684e+03"	"4.576699e+03"
