"","Label","235.2/23","171.2/16","439.5/18","383.4/16","145.1/14","411.5/17","130.1/45","112.2/21","139.2/22","258.2/19","302.2/14","156.2/23","257.2/20","181.2/16","467.6/20","147.2/12","137.2/19","182.2/15","157.2/23","219.2/10","180.2/11","158.2/14","129.2/41","192.2/10","196.3/22","227.2/13","201.3/14","268.2/16","352.2/10","314.2/17","288.2/13","194.2/14","126.2/19","153.2/10","316.2/21","356.4/19","110.2/11","183.2/11","298.3/13","146.2/19","247.3/14","282.3/13","255.2/23","178.2/21","327.3/14","187.2/10","109.2/6","357.4/17","103.2/16","223.2/10","254.3/18","285.2/18","355.4/17","123.2/9","280.3/13","127.1/11","144.2/14","294.3/16","229.3/15","310.3/17","289.2/18","243.3/14","341.4/13","342.4/15","286.2/17","252.3/21","296.3/14","299.3/17","482.4/23","343.4/13","304.2/13","114.2/19","271.2/29","322.2/16","297.3/14","162.1/11","135.2/51","115.2/26","269.2/19"
"C1_3","C",2765613,729660.9533,183431.6446,806540.4899,655566.1375,358674.9276,5955037.405,1408885.055,786231.3216,542691.3512,351398.108,1077084.37,1583162.016,917328.4741,175733.5713,487488.9399,440886.3126,477566.2628,644322.0833,419952.8362,313914.5881,429193.5739,2365523.357,268443.8741,490098.9517,9964405.269,1088870.896,1123238.557,543626.5396,949387.211,333989.202,1036058.057,546268.3481,426678.4393,628903.56,358564.0349,531500.049,1192952.326,1614428.557,2188440.784,194630.5661,5415019.867,182089.3612,1095807.297,990607.3187,1199743.955,160155.83,390516.9612,129434.1734,1386021.719,1434132.39,1225821.49,945196.1809,305688.8627,1683386.519,554171.6146,307120.4894,607966.4489,535629.791,424080.5769,320929.8994,778707.8376,2689756.264,1149104.649,504574.7137,1365000.935,4750766.149,859160.3994,145895.1338,1266258.224,622081.3019,2614207.371,216179.6424,273862.9642,1032588.143,1481437.973,11835003.94,1661199.932,720025.6287
"C2_1","C",2918890.55,598138.5272,252044.5846,988928.0777,925762.6524,527010.85,5799406.56,1815177.607,876809.5325,307410.6841,299358.5483,1173865.744,1204587.396,507201.7286,280691.5448,377232.3658,459084.7281,366392.993,690359.2452,356083.4198,309938.9277,266647.4449,2120939.713,241853.0371,565397.4307,4058143.557,879402.3543,944256.6399,748007.6049,530010.7977,204059.9331,866718.8102,391799.6665,396377.7963,717341.6603,501157.5477,386500.902,517837.2095,1033479.555,1452870.241,267469.9553,3179070.708,158355.7997,1076278.12,818669.7688,506892.1475,191130.0841,475170.5927,138710.3113,1233708.887,1697262.323,1500526.994,1399493.092,211955.6871,1138230.121,475481.842,191925.217,617501.1316,655999.9555,538737.8507,378641.9855,1543307.314,2153201.572,997132.4032,465284.1997,1526404.045,3579132.471,809400.5539,174238.7741,1098247.985,442910.0225,2385392.55,737896.5588,371622.9039,1285985.264,265063.3806,9991531.629,1906502.095,804495.1145
"C2_2","C",3287475.083,546563.8686,279444.8069,863466.9954,930009.6113,597386.133,5545318.948,1516873.273,569303.5003,302828.2152,333927.6927,756756.5749,936581.4677,368059.4034,316625.6909,364918.7526,454122.3889,271891.2848,558709.4702,378880.4189,261366.79,301976.1098,2214767.237,277103.9597,525315.3638,4090014.485,840691.0526,916650.8383,738525.2928,553222.5529,310097.516,760810.2941,430706.9997,389132.557,781300.8041,481558.0285,380143.1931,424771.4454,933699.4619,1169108.218,280618.6533,1922910.608,167671.2467,1894396.877,943046.3982,449733.9056,277742.4964,638438.0464,141998.7525,1013126.013,1576252.382,1224809.304,1472616.35,283357.1313,1407817.878,468151.9702,200505.2234,651551.3304,550297.6389,501895.9069,543674.7642,1352500.9,4044605.105,1250326.695,579292.7063,1359010.388,4344257.694,780233.3851,188896.9745,1747908.212,388117.9868,4396389.978,631724.6022,346854.7723,1165112.677,312672.8858,9728589.343,1367544.784,800339.3457
"C2_3","C",1056571.127,250970.0726,139374.5952,587346.4189,613002.4157,274376.5936,3923968.288,554175.9646,254896.1807,60727.9938,79323.02055,336755.1842,211572.5479,139196.0252,144470.9323,126537.3708,197178.6211,59510.16904,133476.4423,220617.3598,98374.19735,257212.7061,1541654.471,117177.177,147817.4966,2358563.684,545868.1178,347169.8204,215031.9447,191050.6906,92217.15567,371473.4064,77550.03782,200426.0412,158180.3885,189192.1808,82414.28559,223413.0468,666742.2202,356052.8186,143298.6681,776727.7038,85475.51146,273454.4922,491057.2471,237633.0117,211619.0626,298606.9769,90276.63047,395953.3636,294589.2796,213740.9522,891502.6878,356773.4445,890500.339,308570.5002,130743.0444,394462.3452,337624.8975,221568.9366,145659.3393,952922.252,2565579.456,575128.3884,144456.7312,199967.1419,3635625.749,416695.888,109402.7539,879741.2788,118697.4053,1092316.818,219150.7638,89414.44606,871346.1831,115298.7417,7725931.774,639258.5289,234154.838
"C3_1","C",3046590.333,1085704.056,172137.395,647535.4848,835809.3548,460403.1951,6642150.068,2280257.742,1101181.395,323753.3681,249961.6252,1598711.466,977828.8435,494909.1789,228289.5907,373949.6078,615849.706,311028.0555,954885.2839,278524.2034,364220.9769,499520.3416,2653262.077,313885.4397,700761.1549,3651083.877,603005.9352,592824.6484,1147758.59,383421.7461,310493.4394,893207.9192,549375.5964,537561.5731,541444.4184,351122.9369,359389.2444,794038.2418,292173.6075,1823851.269,288037.4368,527154.1233,197774.7972,2779577.621,653402.5751,723314.3577,520113.5193,176862.1586,429163.5683,927313.2339,976722.8516,1087858.854,622816.9679,521666.8579,279001.1739,859819.3866,408086.7926,292406.3997,472115.5264,383995.6141,408280.5526,764704.3996,323819.541,419559.6052,404703.6217,1002036.61,296183.2494,439552.4171,189377.2595,215675.5754,734611.7491,3798059.735,346337.5881,256549.1026,728402.9983,541976.7999,8511714.821,2495538.044,676396.358
"C3_2","C",4353507.999,806148.1168,135888.7875,362214.3612,1185294.428,272485.4012,6625654.957,2534083.867,1177159.885,244770.6605,257990.338,1409489.453,515263.6055,988597.8673,159893.2678,270157.4303,735577.0936,277876.0291,770875.6877,225004.1583,600717.0698,388593.1167,2064735.379,185184.4527,694723.01,2815478.15,424647.1366,586767.0357,3126697.942,458522.3903,194541.0462,632555.8689,772160.5553,422100.211,549388.5635,474596.0579,578193.0512,726245.8547,796400.8824,2139353.693,245629.102,2625939.67,265916.4161,523801.6417,493319.5057,834705.4862,341593.6395,587248.4142,308919.5405,364838.2355,1700196.797,581953.2469,910586.7944,1106615.024,944311.9746,1092039.022,722574.3198,442209.6965,341784.6464,933311.9383,549432.167,524387.5414,3647195.697,1072733.479,339424.8228,1191220.129,2226779.377,359454.7184,243029.8995,1601146.92,450242.5561,4867450.333,273100.7669,579743.1488,775044.4175,860621.2268,7273492.571,2522354.788,950418.4838
"C3_3","C",2837854.135,579570.8718,148006.1433,463195.3845,491228.7602,327770.8745,7051862.463,1540118.934,913127.9528,207446.3918,221749.4555,908133.9553,484192.7563,336409.4014,170376.2497,242903.9723,479262.2588,209273.383,622819.1131,183464.91,342987.3854,268547.514,2035166.481,159934.98,480138.1919,2514818.601,310344.6326,1011466.237,674971.1593,410090.4992,198716.6224,451940.9587,334744.6781,428894.0705,495173.3639,324723.8608,385550.9447,576640.5354,635806.6664,975488.4755,167325.5817,2576678.775,194740.3953,619740.615,425039.7269,503518.7521,315993.6542,445750.9694,137354.6286,802102.0331,1800554.575,667310.6306,807188.7998,375797.4109,785654.0685,519499.0958,218857.2824,394210.3651,239490.2835,359445.3943,299654.9449,359533.1502,2500396.662,731795.0674,268014.1808,1041989.954,1999919.569,342601.6711,203057.986,975436.7513,347944.2782,2015811.621,157068.8913,314132.5449,799400.5536,368488.1546,9928366.403,1288344.549,657753.2915
"C4_2","C",3083740.216,542322.4096,234135.6969,503991.6191,589084.348,369509.1762,6316472.529,1468640.551,760297.2982,207016.9494,230896.7122,770704.7654,547466.7709,314147.4428,228854.9768,250631.8584,474636.7049,223253.6127,392468.7836,198571.9245,362000.8003,264702.3716,1712536.199,169062.6908,596521.5997,2751793.137,324864.9095,762551.9364,1830846.38,513405.4294,205677.7423,782112.9411,356957.6008,382536.2679,541350.4769,437297.8654,296753.6987,328030.9054,729737.8658,1362429.145,206336.0597,987544.1284,158111.4467,1392396.629,604479.7535,273529.9663,306767.2603,1003808.82,133736.1016,413520.5709,1157604.552,977391.6666,1649400.777,636954.1359,1007612.985,524689.7204,207740.1341,552384.3884,332403.4897,497570.2185,384300.1245,450970.3299,5420335.381,1166698.954,361037.4336,986846.9906,2784316.718,418637.942,181667.9542,2014797.708,378283.6515,2829205.125,165998.8046,526325.9994,804560.3792,258083.6374,8463714.512,1219029.618,742891.5046
"C4_3","C",4193357.818,584914.2146,128602.9456,194826.004,362874.6055,194431.5015,8131104.065,1637556.376,1004688.754,329967.3219,342147.0743,996602.3447,885686.2743,685343.4698,176593.1397,343649.5244,549468.7739,368977.0621,663830.6811,184719.3436,411796.0371,195561.187,2650290.221,141545.6304,639526.9016,2630155.669,358897.7023,1552656.14,1130399.661,629118.6453,251515.2579,794587.5494,506235.9004,362087.6511,587497.9406,325067.475,569150.9235,453914.2697,765918.7049,1855314.108,173635.6225,1390919.83,173382.3461,457911.5651,547251.198,240556.6414,155053.0129,1258139.256,131173.9403,834612.6942,1495632.726,1110091.586,1271834.77,414885.0694,1306248.022,339987.0527,188318.7753,733648.8311,318370.6235,565171.2844,356619.467,396185.8385,5996760.142,1412257.986,520527.4652,1631224.117,2523070.557,472353.2505,166509.0282,2308548.161,620840.0129,2530701.247,161959.8832,406317.2511,708481.3153,279154.3929,11644307.85,1638328.268,934847.3433
"CT1_1","CT",142273.0084,750708.3705,7199744.728,5428814.997,123884.1424,3167657.076,3364954.338,1463130.991,476827.2595,382846.5599,127910.0122,298778.0428,3006494.377,165313.9385,4067582.338,107131.7285,401560.6251,196460.8764,783179.1353,81932.64713,234978.2985,242159.6886,2098729.491,145054.1271,646146.7715,1575086.338,182360.5738,805896.2875,66839.48302,350474.0597,108498.1764,275252.4865,183056.114,1484793.924,251595.7586,582595.5022,156647.2203,265182.5502,823922.4202,194845.1338,72916.66572,532303.2711,124618.7118,906442.2128,384609.5891,159900.4222,640864.0396,1017803.778,139941.9128,312647.0758,469864.8167,247931.2995,3331948.034,644172.5164,895384.6575,7814473.351,138150.77,714492.3607,93330.05488,482286.1059,90482.61348,90243.43333,3246292,671359.6043,174768.9666,203611.8177,5202195.446,236818.51,98603.6612,806397.2201,112633.784,1005466.247,118953.0743,181296.7801,926182.8482,139321.9988,8937467.096,465675.7863,244346.3623
"CT1_2","CT",232382.8705,1909608.533,4705766.456,4257659.117,282127.458,2110349.117,2527445.827,1845183.27,805633.5823,864815.5088,289538.758,516088.9314,5688823.692,409796.8461,2018827.166,258311.0545,830251.1133,272069.3936,1343418.601,144893.657,257831.4179,520239.5015,1923977.709,188002.3907,447889.7109,4541009.838,332332.9775,1035315.401,87465.74323,485983.3155,137372.0552,369907.1876,321303.1338,4846315.559,316534.1508,497309.3718,278808.8731,378170.9214,1500131.627,466500.2884,149642.0858,2735119.609,165077.8356,276241.81,462461.8588,345103.2406,1332223.361,749533.4889,540564.1031,1001705.439,377121.8985,292757.3418,2707301.2,1910083.347,1139528.175,12462146.79,320622.7486,515775.6759,198693.5572,531618.2538,126460.3669,211593.7955,3295018.114,645480.1191,175387.8072,193594.0765,5400194.265,410444.8311,75807.31214,1050026.987,168579.4234,2526564.208,167389.2928,276813.4877,1093937.102,153273.0508,9083416.653,680434.4139,325349.4643
"CT1_3","CT",197887.1736,905619.501,4750836.926,3600724.324,146403.4471,2119375.421,2027481.567,1382211.878,497283.4716,605971.9293,157192.9374,427966.0815,4148685.918,248076.017,2422822.12,184301.4234,647278.7828,187647.3404,1370630.827,99585.67437,205194.0509,347208.332,2307376.72,192411.3552,405885.397,2972442.614,194251.8992,949998.3633,47286.96871,557381.4329,140118.0659,310739.4921,229692.177,2258020.133,256445.5149,454971.1219,176040.7245,253265.1884,1591391.167,285139.3311,93281.50877,1327580.849,132143.3086,591083.6826,470511.6419,216782.7714,1073851.74,815035.3636,303617.8234,463374.4728,309805.5584,260810.9013,3044788.209,888830.3887,1773652.311,5926395.131,196162.3479,735368.1466,152449.2716,631424.1676,105185.1674,142243.8619,5137308.414,1109133.667,203549.4316,187445.7435,8670876.679,438647.5721,94929.57578,1673193.301,134942.6626,1729149.478,124292.9285,222744.6305,1625923.699,118887.936,6595334.272,710777.7782,308351.0837
"CT2_1","CT",324536.6584,3007458.301,2113936.336,2483530.725,361605.5345,1406996.448,4544535.392,4936533.645,2246281.409,238472.9529,253505.7961,1316300.52,592902.1881,511464.0805,1222032.605,396018.6028,2422441.13,865976.7966,4670061.868,219057.7958,435217.1325,707467.4256,2703391.524,193175.9742,703476.4843,502130.3827,303900.4882,2114053.284,118536.5946,1350082.375,186166.0253,345924.2354,800282.5985,1097704.024,426327.5734,772096.4386,434715.7112,647863.189,1587529.671,936844.9963,212586.718,4251966.417,209282.0952,404436.0917,612790.5925,337705.8741,804340.3139,1610141.726,262582.8211,663763.9776,581002.0899,579719.6986,4062940.579,537600.9642,1522281.997,1338665.554,397088.2793,653915.8825,282543.2566,518536.9815,155485.7342,252947.5411,4223865.945,816850.7814,275505.3492,322910.1129,4207890.003,501599.9204,162179.8601,1969166.667,185536.1279,3969490.053,230993.8739,394104.9095,848351.0779,121984.7242,8075824.057,1464862.061,625988.3393
"CT2_2","CT",236396.2495,1445520.563,6100674.898,6287703.341,151228.0122,3335614.443,4676252.091,2588011.27,1853504.119,137013.7236,185498.1763,581646.6659,365361.7574,298455.1489,3362918.401,178256.2848,1319613.309,591729.1894,4333749.823,168276.3602,373293.0081,432621.4585,2930740.732,250364.1291,465009.0889,333541.3726,190566.1621,1602801.695,139464.8722,1088493.737,192282.3426,385469.9441,254590.507,437349.1151,325305.8692,503287.5747,201382.1391,333362.4165,603214.9493,326801.0158,106483.3663,757826.2104,163725.8981,2092190.09,664177.3451,175651.2132,371296.8435,433299.4151,114200.6269,1428893.937,411432.6025,377043.1207,2687962.918,238101.9023,407958.1471,534246.8392,157614.889,285091.4847,156056.3589,289710.8724,128708.528,147952.498,1354091.58,479177.8287,191172.9794,342851.7555,1291146.694,244705.6594,152468.804,483625.9262,189551.6533,1854025.537,118817.6462,401078.0996,423103.2085,98180.33092,9647579.324,641576.394,605870.4153
"CT2_3","CT",274937.4645,2681558.322,2272556.35,2200879.968,195613.0528,1204432.824,4777152.01,4437896.807,2530659,175252.4182,247579.2912,1187923.818,441457.553,379109.8652,1021214.142,319261.3657,2366337.642,1304229.834,7209751.662,112436.2632,329212.2484,500711.4434,3850217.249,212147.7204,766379.3599,318905.5587,220825.1349,2158436.377,83148.16781,1590816.808,155357.2201,449184.3583,480177.2956,538268.5648,601580.8903,733265.9828,347574.7382,394365.6925,1206396.398,824844.8612,115541.9792,2459619.697,166642.6082,987424.1423,703982.1921,212651.8807,372411.8875,1426856.748,178928.8211,668811.5238,471904.1203,996040.3689,2852423.511,240286.2311,870372.5012,601548.0972,179243.9247,467474.2197,175129.5144,589806.7366,170482.4894,190388.0864,2903279.758,936479.3189,271643.3761,366518.3705,3460983.502,425357.7054,199342.2914,1263017.546,192512.1193,3173492.132,220814.3098,406451.4923,519409.3047,81623.01195,7178147.986,1281212.049,661276.141
"CT3_1","CT",446177.0413,7889117.684,1645015.149,1808954.536,599942.9739,1071900.172,7306854.174,8278740.22,3843065.599,358157.9552,336148.5141,1548229.134,430235.1101,808490.0045,942351.4428,404001.4476,3251721.872,1160777.709,6723546.801,342607.4958,924000.1556,971404.0947,3121002.992,263338.0441,800516.8125,504083.4834,573305.1425,2846064.387,165916.9586,688324.4917,273552.8606,346763.8766,992072.3542,2725613.737,507710.4295,985358.9251,910353.0981,1186640.267,1507986.357,1031752.854,212736.2345,3868458.12,227839.8831,411417.0902,788253.0872,383669.8474,1033693.504,1744733.615,394521.5883,576294.0297,801358.1021,1150097.696,4946300.842,759890.3191,1683580.263,1658559.531,801797.0575,652712.9352,312641.1436,699473.3143,312272.0998,247025.8496,5658921.344,1463016.087,500174.1434,465126.4479,4553057.983,561846.9307,204100.8232,2559978.251,302671.2973,4444567.575,215596.065,515195.6225,1082514.346,212351.2536,7006424.556,1556440.809,683920.3392
"CT3_2","CT",251934.9583,3350891.973,2332567.115,2342593.192,359187.4043,1398260.805,6744653.92,5715872.995,3155356.922,113379.5121,165420.424,671637.0213,270017.0983,362831.9027,1269211.363,228913.7869,2188787.754,532323.333,5835409.613,162076.8108,361526.3994,422356.1944,3440461.774,188758.0661,574637.7986,341900.5442,261852.6328,1806815.834,63504.47946,397058.3158,179975.5883,290279.2934,275735.088,1091333.056,427532.1853,944270.7099,215773.1947,519420.4586,1009034.943,426722.0583,150019.583,1787796.768,165745.7798,927880.8643,623241.4999,227033.786,542064.295,1694673.727,125986.8327,775390.4472,489000.6991,483210.8652,5451964.749,335044.5809,1213227.329,797842.0099,204635.1231,631362.8883,188345.9487,476896.4779,166028.6363,167194.5675,2831876.513,741746.0561,233114.9887,392739.0355,3962825.018,377717.1668,210859.018,1051242.225,179840.4242,2674456.865,130903.6578,208626.6931,792191.36,109547.9127,5411964.208,822958.9151,490975.9892
"CT3_3","CT",262937.9643,2307641.604,5530363.25,4732701.766,198387.0737,2569031.647,5248696.857,3874607.836,2199862.672,153656.8927,155051.1191,714042.6274,428941.8036,373431.0778,3136852.526,186471.649,1251982.125,549640.432,3932456.02,146633.8592,369296.9041,427497.1714,2591725.156,175329.9709,458262.6162,331900.7264,199038.0558,1132223.476,83480.35013,293343.9004,150243.7284,344864.8666,279495.3751,728368.0317,238326.7921,475714.0659,256423.6711,412491.6446,719920.5488,313951.6903,95802.05607,1521963.319,116203.1719,565551.3041,434119.0401,153371.7016,382148.6824,492658.3741,108917.9121,742201.891,373017.6426,342356.3918,2270458.89,209129.6374,628286.1476,563455.6968,202129.682,372960.2933,159991.0559,374643.6532,114150.9312,133835.2972,1270861.196,498670.0283,167103.1345,335618.9537,2453735.842,348874.5868,162901.9944,531557.1,177835.6179,1777806.962,122033.8359,283495.0603,581841.9061,64741.49813,8300604.99,887072.5208,401569.1004
"G1_1","G",4500523.713,785016.3494,399581.7846,756125.3097,982751.9122,574071.1249,6398629.818,2237757.271,1080963.535,226187.0803,229446.6206,891379.738,476327.0181,606443.7342,455953.4739,524194.4195,673362.5797,322099.606,3230204.226,761442.7699,277674.9595,790842.1456,2755716.712,241243.8096,424108.3527,556845.1212,1906609.559,835015.6879,372703.14,676070.1922,227954.4736,406562.9462,313381.0896,503914.1301,533598.9041,495609.4643,332251.5747,435992.8261,2075835.295,1777470.126,844630.209,6956227.225,500112.7541,420423.6561,1350701.067,347030.1485,675214.8352,417131.1687,251790.3316,452539.9025,1224878.795,423988.6086,1550051.812,542101.0086,2239734.944,1184746.207,489252.1821,716424.1792,1448407.25,1154643.245,584967.3838,819550.656,1936214.771,679075.9889,311070.3723,2099378.59,5210311.717,1402571.813,161723.6873,1004396.272,268214.4589,3196572.862,779409.6978,719898.0993,1335193.246,358339.7508,6248769.887,1553781.666,381756.7903
"G1_2","G",1731973.306,752473.8387,490132.9927,843234.4673,662932.3776,544121.8162,4808548.339,2448318.111,946321.5702,272524.2387,232195.8983,1581295.801,863209.0896,643162.0446,483281.5549,214194.6615,717913.4717,247543.6976,3586889.827,366310.873,239412.0638,839969.4837,2646582.312,163788.014,335299.5481,1139444.128,1672708.095,336705.4435,172696.9317,308842.3585,234625.8448,220965.4209,551860.8651,386718.4183,202108.6782,358832.7231,270131.0673,568374.5036,212653.0736,1596735.47,746900.0633,465588.3088,754355.1749,310058.6558,1550316.8,177544.4867,397720.0514,145407.4679,191389.4899,380294.314,347333.8187,1014439.236,1158573.38,398746.7184,232634.5529,965418.8865,418700.8049,289722.9313,2393788.971,512954.0117,510725.3231,1356203.085,248115.3187,243476.8563,293723.7282,411752.3739,226450.0838,1842424.573,181639.4343,144862.7346,256758.8473,3499580.484,1428115.32,284498.4718,1029444.033,134486.2086,11095417.44,1777891.215,516310.3447
"G1_3","G",4064054.031,796513.9924,679365.8195,1227163.148,1157917.406,850615.4585,4553102.229,2119362.636,856016.1691,249675.9895,246717.4215,1147135.062,575016.1009,603537.5521,674979.1347,428133.1475,699010.2433,346342.1095,3015939.834,909731.7707,282607.3027,785666.6787,2363067.907,248151.2086,421402.7902,544892.7173,2054575.514,1520925.478,378616.9455,600636.3504,240059.3471,596881.4816,396897.8937,432502.034,530666.3461,654199.2946,349348.0201,426850.7201,1521417.784,1843349.056,979259.8367,6794673.884,480181.4128,1062723.416,1580310.467,282991.9076,479013.2925,421268.4423,235446.6999,1848835.18,1171141.251,424581.7068,1830414.446,451504.2271,1920872.571,1286991.856,465076.939,752646.5804,1772546.056,1894862.595,606492.3054,889536.5793,1571448.447,582950.843,279878.2832,2154554.107,3275013.518,1647328.398,200824.9255,899648.5719,288660.5651,3549141.799,942523.1499,824275.7551,1150217.786,234969.077,5105259.925,1877589.671,520751.2873
"G1_4","G",304148.2252,301408.3974,151892.0901,192743.9753,826230.1832,134787.9784,2987327.749,2756940.266,383082.6496,191806.6671,135093.2293,1211311.868,357978.376,349759.3875,126172.3857,105327.4792,5547366.056,711745.4736,380717.2114,285656.0493,555832.4455,292924.066,1043354.803,168758.0286,246348.5752,662730.0621,368055.7339,935424.4597,7071862.704,176691.4015,181295.1025,477661.2484,2653724.592,192564.4611,173805.1354,396638.4342,1457360.288,220297.9974,127995.4325,526490.2249,196519.393,658624.9447,138933.1677,358556.0263,282626.5841,123449.161,158086.6673,123872.7286,179857.017,439998.9745,230110.9979,202776.9816,307890.5975,1507061.285,171479.2202,2460280.038,315200.5487,125734.2176,378300.3378,1205495.304,879136.0215,208129.1456,67978.24093,554302.9068,173636.1167,149992.1997,123244.6692,260105.0792,48677.29544,208581.3704,132893.234,20680798.44,191836.5453,1099917.72,147194.3038,1255694.453,11496321.9,1347823.399,280739.856
"G1_5","G",270502.8329,596397.1838,171109.1294,220733.6286,3318249.051,124416.6552,3100045.616,1763788.095,538649.008,125782.1958,76061.88018,792350.5228,319147.3254,434824.3477,135503.4218,183235.4957,3725146.905,265627.2983,914621.3627,231617.4488,1080003.941,561022.8168,1716891.338,299414.9268,249423.8266,624261.9158,584789.4844,301398.609,132313.8051,81873.969,117225.4487,1106729.271,2058040.985,311791.2922,86598.78635,120903.7694,474904.5439,385298.6106,99830.03841,1302641.709,264909.5311,197780.5987,167029.0168,625844.9084,400078.9143,243645.6033,476392.5777,84757.38411,273533.6337,295810.5558,131531.6899,163492.4312,173810.825,5888436.235,86376.52379,6378262.206,1222786.256,95928.10002,590309.559,144883.9851,848144.0473,277320.1198,22260.12177,185439.7104,84239.08455,122470.2451,85975.63613,335328.5715,50737.97114,132956.4865,124433.8459,20618850.62,276941.9034,88441.3486,146997.3894,699251.6559,7577181.023,1872962.952,340704.1829
"G1_6","G",571919.6037,620891.7852,358983.8307,704488.283,3511020.215,463813.8838,4025335.55,3550193.607,645613.0088,231245.7665,167045.852,630415.5639,611483.5534,452019.1475,357801.5019,186273.3216,8590276.762,439044.5939,1116879.817,215483.696,900030.0393,425309.7254,1354825.068,237669.2507,316071.8056,649158.4421,935123.4639,1302871.029,7868679.717,243995.6639,187148.016,655647.6975,2534291.73,334000.0089,207612.2433,527638.974,1355904.282,331891.0075,159222.8255,1053091.587,332566.9833,844687.8916,188739.3355,333555.5524,825749.2346,281343.5098,654396.0601,146806.6738,307296.7184,463790.7916,247418.223,203888.8445,841139.5588,4138333.637,188291.8096,2203455.62,386628.003,169047.2922,628413.3371,1568877.558,1491560.769,346092.3505,103990.1689,464660.4311,189607.1622,213031.5126,134282.9486,933869.7026,75230.61094,240344.8322,181295.7107,25381511.95,389954.0184,1781585.535,272012.8092,2346703.678,6917585.713,2241472.078,604743.8172
"QC_food_1","QC",1624803.556,954890.5712,289836.3114,335237.112,324496.9617,226949.3477,4095762.989,2783494.88,1225665.833,404477.0026,234488.2331,1171733.461,1138904.795,490439.7652,247474.1227,309326.5714,759473.4187,340369.0873,1488364.925,179343.9126,897106.1914,308415.7828,2856269.531,149850.4972,484500.0639,994437.5535,273867.7913,2985402.208,314711.0209,629666.675,189548.0218,432767.3775,316472.7188,828994.0775,461919.1074,386680.9582,435146.7084,383771.8594,591805.9751,1234691.206,163425.4373,2273363.148,8660376.914,430544.37,399756.0141,254508.7263,271590.528,486513.3031,175279.6532,989093.2643,679679.9966,3759255.16,1008585.854,626661.5205,847231.0935,2494070.932,231291.4241,374296.0801,292806.3095,420618.8165,310379.1759,353046.5323,1912608.078,582060.571,672399.248,986165.7788,1897856.745,321128.0923,374017.989,886063.3248,298146.0495,2140628.185,2417335.153,378267.207,625802.951,174961.6823,6869662.334,1830427.962,953690.7528
