month,day,year,deaths,date
5,21,2017,83,2017-05-21
5,22,2017,84,2017-05-22
5,23,2017,68,2017-05-23
5,24,2017,81,2017-05-24
5,25,2017,83,2017-05-25
5,26,2017,91,2017-05-26
5,27,2017,88,2017-05-27
5,28,2017,62,2017-05-28
5,29,2017,72,2017-05-29
5,30,2017,71,2017-05-30
5,31,2017,78,2017-05-31
6,1,2017,75,2017-06-01
6,2,2017,75,2017-06-02
6,3,2017,82,2017-06-03
6,4,2017,83,2017-06-04
6,5,2017,78,2017-06-05
6,6,2017,70,2017-06-06
6,7,2017,96,2017-06-07
6,8,2017,65,2017-06-08
6,9,2017,61,2017-06-09
6,10,2017,72,2017-06-10
6,11,2017,79,2017-06-11
6,12,2017,95,2017-06-12
6,13,2017,80,2017-06-13
6,14,2017,82,2017-06-14
6,15,2017,77,2017-06-15
6,16,2017,97,2017-06-16
6,17,2017,80,2017-06-17
6,18,2017,74,2017-06-18
6,19,2017,79,2017-06-19
6,20,2017,76,2017-06-20
6,21,2017,75,2017-06-21
6,22,2017,77,2017-06-22
6,23,2017,83,2017-06-23
6,24,2017,86,2017-06-24
6,25,2017,88,2017-06-25
6,26,2017,82,2017-06-26
6,27,2017,74,2017-06-27
6,28,2017,88,2017-06-28
6,29,2017,62,2017-06-29
6,30,2017,78,2017-06-30
7,1,2017,78,2017-07-01
7,2,2017,82,2017-07-02
7,3,2017,82,2017-07-03
7,4,2017,65,2017-07-04
7,5,2017,83,2017-07-05
7,6,2017,74,2017-07-06
7,7,2017,71,2017-07-07
7,8,2017,73,2017-07-08
7,9,2017,60,2017-07-09
7,10,2017,71,2017-07-10
7,11,2017,74,2017-07-11
7,12,2017,65,2017-07-12
7,13,2017,89,2017-07-13
7,14,2017,80,2017-07-14
7,15,2017,76,2017-07-15
7,16,2017,89,2017-07-16
7,17,2017,85,2017-07-17
7,18,2017,68,2017-07-18
7,19,2017,71,2017-07-19
7,20,2017,65,2017-07-20
7,21,2017,68,2017-07-21
7,22,2017,95,2017-07-22
7,23,2017,83,2017-07-23
7,24,2017,84,2017-07-24
7,25,2017,66,2017-07-25
7,26,2017,78,2017-07-26
7,27,2017,72,2017-07-27
7,28,2017,80,2017-07-28
7,29,2017,84,2017-07-29
7,30,2017,90,2017-07-30
7,31,2017,66,2017-07-31
8,1,2017,105,2017-08-01
8,2,2017,73,2017-08-02
8,3,2017,87,2017-08-03
8,4,2017,82,2017-08-04
8,5,2017,79,2017-08-05
8,6,2017,70,2017-08-06
8,7,2017,74,2017-08-07
8,8,2017,67,2017-08-08
8,9,2017,71,2017-08-09
8,10,2017,73,2017-08-10
8,11,2017,79,2017-08-11
8,12,2017,77,2017-08-12
8,13,2017,87,2017-08-13
8,14,2017,70,2017-08-14
8,15,2017,79,2017-08-15
8,16,2017,71,2017-08-16
8,17,2017,66,2017-08-17
8,18,2017,70,2017-08-18
8,19,2017,77,2017-08-19
8,20,2017,70,2017-08-20
8,21,2017,76,2017-08-21
8,22,2017,65,2017-08-22
8,23,2017,69,2017-08-23
8,24,2017,73,2017-08-24
8,25,2017,66,2017-08-25
8,26,2017,73,2017-08-26
8,27,2017,97,2017-08-27
8,28,2017,57,2017-08-28
8,29,2017,80,2017-08-29
8,30,2017,62,2017-08-30
8,31,2017,76,2017-08-31
9,1,2017,94,2017-09-01
9,2,2017,69,2017-09-02
9,3,2017,80,2017-09-03
9,4,2017,84,2017-09-04
9,5,2017,74,2017-09-05
9,6,2017,83,2017-09-06
9,7,2017,87,2017-09-07
9,8,2017,94,2017-09-08
9,9,2017,72,2017-09-09
9,10,2017,98,2017-09-10
9,11,2017,92,2017-09-11
9,12,2017,80,2017-09-12
9,13,2017,100,2017-09-13
9,14,2017,79,2017-09-14
9,15,2017,84,2017-09-15
9,16,2017,80,2017-09-16
9,17,2017,88,2017-09-17
9,18,2017,78,2017-09-18
9,19,2017,75,2017-09-19
9,20,2017,106,2017-09-20
9,21,2017,124,2017-09-21
9,22,2017,110,2017-09-22
9,23,2017,109,2017-09-23
9,24,2017,122,2017-09-24
9,25,2017,137,2017-09-25
9,26,2017,132,2017-09-26
9,27,2017,122,2017-09-27
9,28,2017,112,2017-09-28
9,29,2017,131,2017-09-29
9,30,2017,132,2017-09-30
10,1,2017,104,2017-10-01
10,2,2017,108,2017-10-02
10,3,2017,121,2017-10-03
10,4,2017,117,2017-10-04
10,5,2017,112,2017-10-05
10,6,2017,126,2017-10-06
10,7,2017,106,2017-10-07
10,8,2017,97,2017-10-08
10,9,2017,90,2017-10-09
10,10,2017,97,2017-10-10
10,11,2017,98,2017-10-11
10,12,2017,93,2017-10-12
10,13,2017,98,2017-10-13
10,14,2017,101,2017-10-14
10,15,2017,94,2017-10-15
10,16,2017,77,2017-10-16
10,17,2017,86,2017-10-17
10,18,2017,90,2017-10-18
10,19,2017,107,2017-10-19
10,20,2017,87,2017-10-20
10,21,2017,84,2017-10-21
10,22,2017,102,2017-10-22
10,23,2017,97,2017-10-23
10,24,2017,98,2017-10-24
10,25,2017,94,2017-10-25
10,26,2017,96,2017-10-26
10,27,2017,107,2017-10-27
10,28,2017,100,2017-10-28
10,29,2017,88,2017-10-29
10,30,2017,95,2017-10-30
10,31,2017,70,2017-10-31
11,1,2017,82,2017-11-01
11,2,2017,95,2017-11-02
11,3,2017,72,2017-11-03
11,4,2017,91,2017-11-04
11,5,2017,83,2017-11-05
11,6,2017,83,2017-11-06
11,7,2017,88,2017-11-07
11,8,2017,85,2017-11-08
11,9,2017,82,2017-11-09
11,10,2017,79,2017-11-10
11,11,2017,99,2017-11-11
11,12,2017,87,2017-11-12
11,13,2017,84,2017-11-13
11,14,2017,87,2017-11-14
11,15,2017,86,2017-11-15
11,16,2017,75,2017-11-16
11,17,2017,98,2017-11-17
11,18,2017,96,2017-11-18
11,19,2017,77,2017-11-19
11,20,2017,98,2017-11-20
11,21,2017,81,2017-11-21
11,22,2017,95,2017-11-22
11,23,2017,87,2017-11-23
11,24,2017,115,2017-11-24
11,25,2017,86,2017-11-25
11,26,2017,80,2017-11-26
11,27,2017,102,2017-11-27
11,28,2017,98,2017-11-28
11,29,2017,99,2017-11-29
11,30,2017,101,2017-11-30
12,1,2017,91,2017-12-01
12,2,2017,88,2017-12-02
12,3,2017,80,2017-12-03
12,4,2017,100,2017-12-04
12,5,2017,81,2017-12-05
12,6,2017,85,2017-12-06
12,7,2017,91,2017-12-07
12,8,2017,93,2017-12-08
12,9,2017,87,2017-12-09
12,10,2017,93,2017-12-10
12,11,2017,98,2017-12-11
12,12,2017,71,2017-12-12
12,13,2017,101,2017-12-13
12,14,2017,107,2017-12-14
12,15,2017,88,2017-12-15
12,16,2017,94,2017-12-16
12,17,2017,92,2017-12-17
12,18,2017,94,2017-12-18
12,19,2017,82,2017-12-19
12,20,2017,76,2017-12-20
12,21,2017,95,2017-12-21
12,22,2017,105,2017-12-22
12,23,2017,106,2017-12-23
12,24,2017,80,2017-12-24
12,25,2017,79,2017-12-25
12,26,2017,103,2017-12-26
12,27,2017,95,2017-12-27
12,28,2017,93,2017-12-28
12,29,2017,83,2017-12-29
12,30,2017,87,2017-12-30
12,31,2017,102,2017-12-31
1,1,2018,95,2018-01-01
1,2,2018,107,2018-01-02
1,3,2018,92,2018-01-03
1,4,2018,108,2018-01-04
1,5,2018,94,2018-01-05
1,6,2018,87,2018-01-06
1,7,2018,97,2018-01-07
1,8,2018,85,2018-01-08
1,9,2018,91,2018-01-09
1,10,2018,89,2018-01-10
1,11,2018,94,2018-01-11
1,12,2018,92,2018-01-12
1,13,2018,107,2018-01-13
1,14,2018,90,2018-01-14
1,15,2018,93,2018-01-15
1,16,2018,103,2018-01-16
1,17,2018,83,2018-01-17
1,18,2018,96,2018-01-18
1,19,2018,75,2018-01-19
1,20,2018,99,2018-01-20
1,21,2018,91,2018-01-21
1,22,2018,95,2018-01-22
1,23,2018,67,2018-01-23
1,24,2018,93,2018-01-24
1,25,2018,86,2018-01-25
1,26,2018,93,2018-01-26
1,27,2018,86,2018-01-27
1,28,2018,91,2018-01-28
1,29,2018,88,2018-01-29
1,30,2018,82,2018-01-30
1,31,2018,72,2018-01-31
2,1,2018,82,2018-02-01
2,2,2018,113,2018-02-02
2,3,2018,93,2018-02-03
2,4,2018,76,2018-02-04
2,5,2018,67,2018-02-05
2,6,2018,90,2018-02-06
2,7,2018,79,2018-02-07
2,8,2018,81,2018-02-08
2,9,2018,104,2018-02-09
2,10,2018,99,2018-02-10
2,11,2018,86,2018-02-11
2,12,2018,85,2018-02-12
2,13,2018,89,2018-02-13
2,14,2018,91,2018-02-14
2,15,2018,86,2018-02-15
2,16,2018,83,2018-02-16
2,17,2018,78,2018-02-17
2,18,2018,76,2018-02-18
2,19,2018,87,2018-02-19
2,20,2018,71,2018-02-20
2,21,2018,85,2018-02-21
2,22,2018,89,2018-02-22
2,23,2018,81,2018-02-23
2,24,2018,96,2018-02-24
2,25,2018,97,2018-02-25
2,26,2018,95,2018-02-26
2,27,2018,99,2018-02-27
2,28,2018,90,2018-02-28
3,1,2018,110,2018-03-01
3,2,2018,95,2018-03-02
3,3,2018,103,2018-03-03
3,4,2018,85,2018-03-04
3,5,2018,94,2018-03-05
3,6,2018,90,2018-03-06
3,7,2018,80,2018-03-07
3,8,2018,79,2018-03-08
3,9,2018,79,2018-03-09
3,10,2018,84,2018-03-10
3,11,2018,96,2018-03-11
3,12,2018,94,2018-03-12
3,13,2018,99,2018-03-13
3,14,2018,94,2018-03-14
3,15,2018,85,2018-03-15
3,16,2018,92,2018-03-16
3,17,2018,63,2018-03-17
3,18,2018,78,2018-03-18
3,19,2018,81,2018-03-19
3,20,2018,79,2018-03-20
3,21,2018,85,2018-03-21
3,22,2018,80,2018-03-22
3,23,2018,95,2018-03-23
3,24,2018,79,2018-03-24
3,25,2018,81,2018-03-25
3,26,2018,66,2018-03-26
3,27,2018,83,2018-03-27
3,28,2018,80,2018-03-28
3,29,2018,65,2018-03-29
3,30,2018,89,2018-03-30
3,31,2018,80,2018-03-31
4,1,2018,87,2018-04-01
4,2,2018,65,2018-04-02
4,3,2018,67,2018-04-03
4,4,2018,88,2018-04-04
4,5,2018,93,2018-04-05
4,6,2018,84,2018-04-06
4,7,2018,76,2018-04-07
4,8,2018,67,2018-04-08
4,9,2018,78,2018-04-09
4,10,2018,68,2018-04-10
4,11,2018,75,2018-04-11
4,12,2018,77,2018-04-12
4,13,2018,78,2018-04-13
4,14,2018,67,2018-04-14
4,15,2018,75,2018-04-15
4,16,2018,66,2018-04-16
4,17,2018,70,2018-04-17
4,18,2018,80,2018-04-18
4,19,2018,72,2018-04-19
4,20,2018,67,2018-04-20
4,21,2018,70,2018-04-21
4,22,2018,71,2018-04-22
4,23,2018,67,2018-04-23
4,24,2018,53,2018-04-24
4,25,2018,77,2018-04-25
4,26,2018,77,2018-04-26
4,27,2018,69,2018-04-27
4,28,2018,80,2018-04-28
4,29,2018,82,2018-04-29
4,30,2018,72,2018-04-30
5,1,2018,83,2018-05-01
5,2,2018,65,2018-05-02
5,3,2018,71,2018-05-03
5,4,2018,67,2018-05-04
5,5,2018,82,2018-05-05
5,6,2018,82,2018-05-06
5,7,2018,78,2018-05-07
5,8,2018,83,2018-05-08
5,9,2018,66,2018-05-09
5,10,2018,80,2018-05-10
5,11,2018,80,2018-05-11
5,12,2018,81,2018-05-12
5,13,2018,74,2018-05-13
5,14,2018,68,2018-05-14
5,15,2018,73,2018-05-15
5,16,2018,59,2018-05-16
5,17,2018,72,2018-05-17
5,18,2018,73,2018-05-18
5,19,2018,62,2018-05-19
5,20,2018,65,2018-05-20
5,21,2018,63,2018-05-21
5,22,2018,57,2018-05-22
5,23,2018,61,2018-05-23
5,24,2018,38,2018-05-24
5,25,2018,60,2018-05-25
5,26,2018,46,2018-05-26
5,27,2018,47,2018-05-27
5,28,2018,29,2018-05-28
5,29,2018,19,2018-05-29
5,30,2018,8,2018-05-30
5,31,2018,0,2018-05-31
6,1,2018,0,2018-06-01
6,2,2018,0,2018-06-02
6,3,2018,0,2018-06-03
6,4,2018,0,2018-06-04
6,5,2018,0,2018-06-05
6,6,2018,0,2018-06-06
6,7,2018,0,2018-06-07
6,8,2018,0,2018-06-08
6,9,2018,0,2018-06-09
6,10,2018,0,2018-06-10
6,11,2018,0,2018-06-11
6,12,2018,0,2018-06-12
6,13,2018,0,2018-06-13
6,14,2018,0,2018-06-14
6,15,2018,0,2018-06-15
6,16,2018,0,2018-06-16
6,17,2018,0,2018-06-17
6,18,2018,0,2018-06-18
6,19,2018,0,2018-06-19
6,20,2018,0,2018-06-20
6,21,2018,0,2018-06-21
6,22,2018,0,2018-06-22
6,23,2018,0,2018-06-23
6,24,2018,0,2018-06-24
6,25,2018,0,2018-06-25
6,26,2018,0,2018-06-26
6,27,2018,0,2018-06-27
6,28,2018,0,2018-06-28
6,29,2018,0,2018-06-29
6,30,2018,0,2018-06-30
7,1,2018,0,2018-07-01
7,2,2018,0,2018-07-02
7,3,2018,0,2018-07-03
7,4,2018,0,2018-07-04
7,5,2018,0,2018-07-05
7,6,2018,0,2018-07-06
7,7,2018,0,2018-07-07
7,8,2018,0,2018-07-08
7,9,2018,0,2018-07-09
7,10,2018,0,2018-07-10
7,11,2018,0,2018-07-11
7,12,2018,0,2018-07-12
7,13,2018,0,2018-07-13
7,14,2018,0,2018-07-14
7,15,2018,0,2018-07-15
7,16,2018,0,2018-07-16
7,17,2018,0,2018-07-17
7,18,2018,0,2018-07-18
7,19,2018,0,2018-07-19
7,20,2018,0,2018-07-20
7,21,2018,0,2018-07-21
7,22,2018,0,2018-07-22
7,23,2018,0,2018-07-23
7,24,2018,0,2018-07-24
7,25,2018,0,2018-07-25
7,26,2018,0,2018-07-26
7,27,2018,0,2018-07-27
7,28,2018,0,2018-07-28
7,29,2018,0,2018-07-29
7,30,2018,0,2018-07-30
7,31,2018,0,2018-07-31
8,1,2018,0,2018-08-01
8,2,2018,0,2018-08-02
8,3,2018,0,2018-08-03
8,4,2018,0,2018-08-04
8,5,2018,0,2018-08-05
8,6,2018,0,2018-08-06
8,7,2018,0,2018-08-07
8,8,2018,0,2018-08-08
8,9,2018,0,2018-08-09
8,10,2018,0,2018-08-10
8,11,2018,0,2018-08-11
8,12,2018,0,2018-08-12
8,13,2018,0,2018-08-13
8,14,2018,0,2018-08-14
8,15,2018,0,2018-08-15
8,16,2018,0,2018-08-16
8,17,2018,0,2018-08-17
8,18,2018,0,2018-08-18
8,19,2018,0,2018-08-19
8,20,2018,0,2018-08-20
8,21,2018,0,2018-08-21
8,22,2018,0,2018-08-22
8,23,2018,0,2018-08-23
8,24,2018,0,2018-08-24
8,25,2018,0,2018-08-25
8,26,2018,0,2018-08-26
8,27,2018,0,2018-08-27
8,28,2018,0,2018-08-28
8,29,2018,0,2018-08-29
8,30,2018,0,2018-08-30
8,31,2018,0,2018-08-31
9,1,2018,0,2018-09-01
9,2,2018,0,2018-09-02
9,3,2018,0,2018-09-03
9,4,2018,0,2018-09-04
9,5,2018,0,2018-09-05
9,6,2018,0,2018-09-06
9,7,2018,0,2018-09-07
9,8,2018,0,2018-09-08
9,9,2018,0,2018-09-09
9,10,2018,0,2018-09-10
9,11,2018,0,2018-09-11
9,12,2018,0,2018-09-12
9,13,2018,0,2018-09-13
9,14,2018,0,2018-09-14
9,15,2018,0,2018-09-15
9,16,2018,0,2018-09-16
9,17,2018,0,2018-09-17
9,18,2018,0,2018-09-18
9,19,2018,0,2018-09-19
9,20,2018,0,2018-09-20
9,21,2018,0,2018-09-21
9,22,2018,0,2018-09-22
9,23,2018,0,2018-09-23
9,24,2018,0,2018-09-24
9,25,2018,0,2018-09-25
9,26,2018,0,2018-09-26
9,27,2018,0,2018-09-27
9,28,2018,0,2018-09-28
9,29,2018,0,2018-09-29
9,30,2018,0,2018-09-30
10,1,2018,0,2018-10-01
10,2,2018,0,2018-10-02
10,3,2018,0,2018-10-03
10,4,2018,0,2018-10-04
10,5,2018,0,2018-10-05
10,6,2018,0,2018-10-06
10,7,2018,0,2018-10-07
10,8,2018,0,2018-10-08
10,9,2018,0,2018-10-09
10,10,2018,0,2018-10-10
10,11,2018,0,2018-10-11
10,12,2018,0,2018-10-12
10,13,2018,0,2018-10-13
10,14,2018,0,2018-10-14
10,15,2018,0,2018-10-15
10,16,2018,0,2018-10-16
10,17,2018,0,2018-10-17
10,18,2018,0,2018-10-18
10,19,2018,0,2018-10-19
10,20,2018,0,2018-10-20
10,21,2018,0,2018-10-21
10,22,2018,0,2018-10-22
10,23,2018,0,2018-10-23
10,24,2018,0,2018-10-24
10,25,2018,0,2018-10-25
10,26,2018,0,2018-10-26
10,27,2018,0,2018-10-27
10,28,2018,0,2018-10-28
10,29,2018,0,2018-10-29
10,30,2018,0,2018-10-30
10,31,2018,0,2018-10-31
11,1,2018,0,2018-11-01
11,2,2018,0,2018-11-02
11,3,2018,0,2018-11-03
11,4,2018,0,2018-11-04
11,5,2018,0,2018-11-05
11,6,2018,0,2018-11-06
11,7,2018,0,2018-11-07
11,8,2018,0,2018-11-08
11,9,2018,0,2018-11-09
11,10,2018,0,2018-11-10
11,11,2018,0,2018-11-11
11,12,2018,0,2018-11-12
11,13,2018,0,2018-11-13
11,14,2018,0,2018-11-14
11,15,2018,0,2018-11-15
11,16,2018,0,2018-11-16
11,17,2018,0,2018-11-17
11,18,2018,0,2018-11-18
11,19,2018,0,2018-11-19
11,20,2018,0,2018-11-20
11,21,2018,0,2018-11-21
11,22,2018,0,2018-11-22
11,23,2018,0,2018-11-23
11,24,2018,0,2018-11-24
11,25,2018,0,2018-11-25
11,26,2018,0,2018-11-26
11,27,2018,0,2018-11-27
11,28,2018,0,2018-11-28
11,29,2018,0,2018-11-29
11,30,2018,0,2018-11-30
12,1,2018,0,2018-12-01
12,2,2018,0,2018-12-02
12,3,2018,0,2018-12-03
12,4,2018,0,2018-12-04
12,5,2018,0,2018-12-05
12,6,2018,0,2018-12-06
12,7,2018,0,2018-12-07
12,8,2018,0,2018-12-08
12,9,2018,0,2018-12-09
12,10,2018,0,2018-12-10
12,11,2018,0,2018-12-11
12,12,2018,0,2018-12-12
12,13,2018,0,2018-12-13
12,14,2018,0,2018-12-14
12,15,2018,0,2018-12-15
12,16,2018,0,2018-12-16
12,17,2018,0,2018-12-17
12,18,2018,0,2018-12-18
12,19,2018,0,2018-12-19
12,20,2018,0,2018-12-20
12,21,2018,0,2018-12-21
12,22,2018,0,2018-12-22
12,23,2018,0,2018-12-23
12,24,2018,0,2018-12-24
12,25,2018,0,2018-12-25
12,26,2018,0,2018-12-26
12,27,2018,0,2018-12-27
12,28,2018,0,2018-12-28
12,29,2018,0,2018-12-29
12,30,2018,0,2018-12-30
12,31,2018,0,2018-12-31
