"","Label","235.2/23","171.2/16","439.5/18","383.4/16","145.1/14","411.5/17","130.1/45","112.2/21","139.2/22","258.2/19","302.2/14","156.2/23","257.2/20","181.2/16","467.6/20","147.2/12","137.2/19","182.2/15","157.2/23","219.2/10","180.2/11","158.2/14","129.2/41","192.2/10","196.3/22","227.2/13","201.3/14","268.2/16","352.2/10","314.2/17","288.2/13","194.2/14","126.2/19","153.2/10","316.2/21","356.4/19","110.2/11","183.2/11","298.3/13","146.2/19","247.3/14","282.3/13","255.2/23","178.2/21","327.3/14","187.2/10","109.2/6","357.4/17","103.2/16","223.2/10","254.3/18","285.2/18","355.4/17","123.2/9","280.3/13","127.1/11","144.2/14","294.3/16","229.3/15","310.3/17","289.2/18","243.3/14","341.4/13","342.4/15","286.2/17","252.3/21","296.3/14","299.3/17","482.4/23","343.4/13","304.2/13","114.2/19","271.2/29","322.2/16","297.3/14","162.1/11","135.2/51","115.2/26","269.2/19"
"A1_1","A",-1.38220478801063,0.973731537500579,-1.20387307500853,-1.52095618557608,-1.28663135337323,-1.33747689253274,-0.425709586403564,0.788971351092002,0.233793524030562,1.16684497331646,1.42469356525221,0.0481666619229231,1.1148126092776,0.836788537450318,-1.43891020402474,2.39236579241569,1.0873935415785,1.62495490226838,0.686274265330465,1.09450827979235,1.69882308601521,-1.12643939704267,0.809606274793087,2.38706759817676,1.86757427696001,-0.552400642716108,-0.827609168733677,-0.348102664695042,-0.712896029701134,-0.323112678080055,1.24238083834604,1.38550005140258,-0.170295313818543,0.119093033552327,1.13392325612765,0.0349583793018112,0.00807039838252444,-0.171187699155605,-0.28981983857681,0.0444251768630135,0.700086304071416,0.395135592463836,-1.15000336533351,1.23828120063463,-0.775394003906785,-0.763316273309876,0.520697783681609,0.278198877736087,-1.19693657704087,-0.449381367913989,0.3604363412119,-0.753387882291197,-0.0717352479254637,0.0251195356616313,-0.401202875847755,-1.44668863446523,-0.993266528985859,-0.503846610881814,-0.114682637841668,-0.867272143462048,-0.275646205773999,0.386442070372528,-0.480441640151391,-0.735081497264558,-0.419730414240025,-0.33851952685921,-0.535043480597776,-0.113353795693111,-0.210869191129971,-0.623200858382656,0.469827471819289,-0.618790009128798,-0.370941408271598,-0.237549408609499,-0.996853665178672,0.357201805757261,-0.418101235992442,-0.72823815075402,-0.670879344835451
"A1_2","A",-1.58622863794464,0.682296663533337,-1.59906161537151,-1.73660121838921,-0.986322483050597,-1.51906990422212,-0.792004187754262,0.424205491876785,-0.020285673590357,1.13285348758395,0.711562131072704,-0.11357355260131,1.31897943038427,0.695404740738781,-1.16296085292269,2.24385758908547,1.01954331980999,1.36155573244063,0.231723137314203,0.98408282986522,1.75859771334905,-0.798086571534223,0.129070393253495,2.08694218925279,1.37454726928901,-0.363737030212035,-0.70356747604028,-0.266045473861271,-0.833733545411646,-0.0449291350069372,0.933800688604331,0.841316962294164,-0.270555418957025,1.98730677240122,0.638159703474822,-0.218659301810092,1.46806491336238,0.136879417889361,-0.0178253914864278,-0.105044547713994,0.133158343659629,0.613301563650338,-1.35434124698587,0.862138987641315,-0.871667304661401,-0.319205454024805,1.3393903234138,-0.170441382746508,-1.20747146516531,0.594886018895898,0.266957411727104,-0.913079943880072,-0.451269478229969,0.777301817077588,-0.33424792153805,-0.976011003835501,-0.71766748679962,0.0246667952781682,-0.612692452352973,-0.466640701136977,-0.380911046048003,0.0629341075136533,-0.371072772432893,-0.576853233546348,-0.565404929859725,-0.868894836614682,-0.149448087161775,-0.523632653613565,-0.620559997714444,-0.672894653861577,0.698583388821744,-0.688964827774835,-1.36428612565431,-0.223865007839491,-0.628909213496706,0.932678370247406,-0.454427414368715,-0.908961553949193,-0.618038535184962
"A1_4","A",-1.3372851119307,0.680925212428668,-1.68272592585535,-1.80473471907921,-1.04137590290413,-1.4487179202924,-1.17692766260383,1.10026660611548,-0.636782622619086,1.76870604180405,1.60257169807622,0.452122555328787,2.17724284051797,0.440005605234456,-1.5831616901561,0.82797896533181,0.346052760005015,0.818455487304081,-0.732139752140238,1.00407991347359,0.869447616158442,-0.693190452859774,-0.528932821274626,1.56092681574814,-0.0952093519953748,0.0964160653030539,-0.644578679505999,0.0160851272869953,-1.14144208862463,0.741593073828445,0.94298098966483,0.527487934524867,0.649526510090355,0.728379133522475,0.764681741867282,-0.59025578981178,0.575211337880717,0.548181075864327,0.405706577827214,0.350134871019877,0.068391261834084,1.58653958290118,-1.22162969775251,-0.18389761240278,-0.572529873063152,-0.447096766821555,0.331255944697286,0.430256693585838,0.18213485714385,-0.498249404743267,0.0929647447469891,-1.14619050066907,-0.406815365346878,-0.941141438264995,1.10012808195314,-1.08575914225232,0.380584964055293,-0.174125006521999,-0.541994992602776,-0.461361215418424,-0.496886486766124,0.261608311543304,0.316912531124885,-0.408922632384866,-0.432387375504432,-1.06437964451832,0.707764756894473,-0.33982628306493,-1.52151407738205,0.442737173710177,0.535517615401027,-0.344703922878744,-1.19155201437257,-1.46503814000534,-0.459314617415912,0.344689521189967,-0.630609770739303,-0.745155534138589,-0.438966186731835
"A2_1","A",-1.53187024782607,1.28880523745739,-1.70447445936255,-1.57718730186685,-0.964861456276084,-0.703565338340592,0.048516627819776,0.43606373317033,-0.0754450108478196,1.98450024402514,1.44487587701117,0.810143577916415,2.49825258717126,0.391455404878462,-1.58809301600901,1.08419172766109,-0.0441462468685649,0.122669042116141,0.0260611946583229,-0.137159941805475,0.700407065972469,0.260782075195082,1.47571348757877,0.19515741950677,0.774306295228864,-0.307159685739999,-0.75343341234219,-0.280553654699833,-0.145890449535992,0.656170385508214,0.22708149875219,-0.246845185154453,0.150263825815407,0.10708636628078,0.998672113397266,-0.186845051174761,0.273793593841058,0.123195463476378,0.741317764392746,1.09205372728656,0.106123077167715,0.0216292620550106,-1.11216876711158,0.200742068730132,-0.599144016760233,0.516182026362074,-1.83964120608989,0.303026909005254,-0.27675123041148,0.264097493680376,0.104215949470381,-0.690508371543637,0.631348351919393,-0.702415326060287,1.01700994304239,-1.08268632090162,-0.530934009570641,0.672955400898057,-0.419604023382263,-0.519923818205811,-0.760670234574738,0.876347232032941,-0.0835786283540333,-0.749254801942433,0.0709876489917317,-0.823204416493507,0.826189481230731,-0.387836907246235,-1.15928145279596,-0.320382147189981,-0.166101187556918,0.404292140958832,-1.35601561497358,-0.735196592379096,0.408729051069601,-0.350941481719926,1.14224893414419,0.108720106351886,-0.840932417391528
"A2_3","A",-1.42489415454752,1.53483099330361,-1.28084450093334,-1.4590612355367,-1.03147869082211,-0.782000551414722,-0.273282382479916,0.637800147925972,0.0699948044411249,2.58919831813001,2.17854050233737,0.720598326154776,2.76719786049892,-0.181563845444244,-0.8757235565775,0.218984189122397,0.0171730935853293,-0.173848131154677,0.930787811642792,-0.2935402198526,1.20811210030624,-0.146454536318748,0.945311444709791,-0.261533417460636,1.01572042651778,-0.231927859965195,-1.15660746989316,0.436717782390037,-0.723652064845692,1.61313517000983,0.204794640251399,0.0833489257894211,-0.343599786670037,1.14193399395247,1.74301840063758,0.529228302595329,-0.224232090917863,-0.210639593287547,0.77285451427432,1.2018849778104,-0.168236660527528,1.56795062236071,-0.897786137902793,0.561279526975925,-0.247558150621099,-0.294098030857927,0.0993922808879987,0.880587719878493,-0.13301087767456,1.08467308186644,0.140498881744194,-1.20341330317097,0.388194648728017,-0.92179599464935,1.02492654487761,-0.322931121594314,-0.613269198616888,0.62152749052271,-0.959207571942366,0.291391198996373,-0.625339825680972,-0.380784354618732,0.850730904928464,0.45105326188532,-0.870059739430106,-0.33772458347299,0.853432389052413,-0.351321308858991,0.119470327568998,0.632363120141301,-0.315323459729028,-0.206955060523768,-0.72174570968278,-0.475981221747364,0.53030732781133,-0.377528809091813,-0.902460168199383,-0.347572600018316,-0.529609890406981
"A3_1","A",-1.33542243231859,0.513219960673754,-1.65693447376687,-1.68509176599544,-1.09173526825459,-1.43371523406877,-7.21634316168696,0.336244688938574,-0.724802300609691,1.45098107506578,1.67908904274116,-0.216502267095718,1.75239413894528,0.506659801871523,-1.60562296246736,1.75388122772604,0.093289878014567,0.330963488333235,-0.193669023704416,0.835037058441332,2.45800295558945,-0.890871573211408,-0.0712218688294814,1.04221965070271,0.481298664808154,-1.21188390088499,-1.03323788314343,0.83000586306369,-0.894060903355886,0.8480306926207,0.713176692729226,0.420057709531334,0.0767674916763149,-0.728305555942155,0.692345032949175,0.294476836782319,0.333338308128451,0.580007174596734,0.865538616583533,0.101089274232026,-0.327937068017126,0.114346917688638,-1.31280820830301,0.189690613145895,-1.04790371963528,-0.588805241329832,0.468784689217233,0.574893213409926,-0.778710427219104,0.597750927273379,0.171170344577331,-1.17208933383332,-0.369879211625483,-0.169009204168741,0.135997216493973,-1.40101813927024,-0.571740217585764,-0.389024018739818,-0.94441123780287,-0.661853776489093,-0.589258340406744,-0.695309710024749,0.642041780845,0.593014370936825,-0.537126183012656,0.789993814273377,-0.0648673637154394,-0.899561098651149,-1.04909502201609,0.925700682893002,0.380240982953025,-0.739892597023287,-1.35250105907512,-0.266576847425208,-0.780086265931084,0.529045715266677,0.00698986184770341,-1.23254776488372,0.0303417998402473
"A3_2","A",-0.957097380455679,0.914612191538045,-1.68381153355624,-1.94497488960383,-1.28342832464988,-1.4198002036572,-0.728487933936667,0.262271541242017,-0.309636765432363,2.18963513747242,1.16415596439525,0.561900057720409,2.24146080718929,1.01740545186469,-1.57615524083994,1.71799276748075,-0.171695643624457,0.30415413978148,0.359809210979898,0.554901275196494,2.19946938398453,-0.826459656085157,0.132382317372293,0.928629102796839,0.424069829964696,-0.590321662063802,-0.947958045522739,0.67373483851539,-1.0020894337368,1.74710914662003,0.842461028491907,0.390190824618735,0.225380168285711,-0.834430495462852,1.08766938216875,-0.0276083221699346,0.702211780203788,0.623673760137422,1.34386983572585,0.573277838381383,0.06245364112101,1.22598061247118,-0.934959545320412,0.352591413836394,-1.047834358801,-0.492205055877569,0.19933615126121,-0.0412981319671258,-0.626487217596422,1.17745509216196,0.400766820037304,-1.02239134834304,-0.64819079078598,-0.675497289975762,0.42528950563424,-1.37464107619299,-0.465413865615617,0.195095413990764,-0.574987933244789,-0.195461476228641,-0.59622247216397,-0.0213304636457249,-0.0337552376726108,-0.525606761166153,-0.504547466521265,1.15442365924271,0.072305405788941,0.143328733235627,-0.393098435734253,-0.381468372848521,0.30993176942711,-0.498418907863494,-1.05010437125741,-0.224412693358976,0.124917692323877,0.397228935410585,-0.563613719842517,-0.834058356372103,0.0580633577817862
"A3_3","A",-1.31793454028394,0.958052006548663,-1.4521181890935,-1.71529947492512,-1.04066778458885,-1.4316240322882,-0.452096878674573,0.474186233005679,0.544512351336904,1.32457976583799,1.23243632127063,0.0445600850682117,1.15837687714515,0.610053032854982,-1.01666418023412,1.70227464824822,0.0413528187875453,0.762668080175243,0.632006628419993,0.609943817636079,2.06003157950827,-0.712320819601224,-0.365988760226527,1.17135307426658,0.311221271251209,-1.12579683656616,-0.953125120933927,0.125033023088232,-0.822922515578828,1.3303937564444,0.584102559517592,0.162622655614349,-0.0016921444131826,-0.410150539078142,0.836003219213538,0.221471774993095,0.62107124745369,0.679440823877701,0.696763341091885,0.0935475032698961,-0.145822515838072,0.436098032245054,-1.21593523878925,0.609796050417409,-0.686212088311945,-0.249241646295033,0.835664317336375,0.0735426984645621,-0.160471179410686,-0.812337049692778,0.154881612895043,-1.17943622467987,-0.10229922045166,-0.220220554285689,-0.263922527359378,-0.982786089847399,-0.0346215009280609,-0.754172775490995,-0.752540139830356,-0.728888772729304,-0.586710837557915,-0.439735964652949,0.317404092332993,-0.385991959585234,-0.725717699356248,1.13239403250633,-0.431293540296176,-0.682251980739064,-0.205947643608011,0.128784421101433,0.361682763492244,-0.772377658305393,-1.20079574565791,-0.567454920075774,-0.960962412632599,0.483034855952087,-0.191290147114523,-1.07589707575779,-0.358856783039769
"C1_1","C",1.38013606680831,-1.06122414649165,-0.557795090298481,0.0902837136562567,0.0101348799317885,-0.212236215322349,0.57174956794203,-1.165439095193,-0.324885566322985,-0.441739170174988,-0.106024601803817,-0.359509353630397,-0.669002309608833,0.0458178076824672,-0.642792574837732,-1.29866196429328,-1.09309817213004,0.151503836047862,-1.53209155097331,0.144825522674386,-0.679249821154548,-0.935530417845012,0.197193759924196,0.101945246317287,0.174121628021535,1.49501422288902,0.934295356685046,-1.00354820017869,2.25657497814535,-0.767201674715278,-0.167730796829061,0.556768766448703,0.421743358858107,-0.913662875943476,-0.642365754429246,-1.07275458604289,0.605594414610456,1.60362592402416,-0.626237399344762,-0.2485588325513,-0.572641792289364,0.0210070917851315,-1.4288552601015,-0.416281651599393,0.21363432646916,1.61054855982254,1.48950625753012,0.0154344937969645,-0.373867972853888,-1.27701325459859,0.357251959987741,-0.80820513039135,-0.131203375396894,-0.034753193718436,-0.263847289662618,-1.02029564782979,0.220288489513331,-0.343554213373806,-0.523905602530218,-0.548713252441313,-0.435076153491441,-0.393752838276117,1.29379662478678,0.83996807600546,-0.370577505594471,0.134056490134023,-0.0853795177642833,-0.114600696318657,-0.824101639008482,1.23877427721485,0.618697051802081,0.0220938886982252,-1.2464769835409,-0.333851481256801,-0.481144301879565,0.944349347715242,0.797923564426,0.243917869229896,-0.209128767886057
"C1_2","C",1.70548631779363,-0.272835874965261,-0.381717628497689,0.211545552750272,1.67300795579245,-0.087327144230402,0.367686352931244,0.0670593295748666,-0.193607267495773,-0.169577441786725,-0.396680271317398,0.723146130899851,-0.452525712830255,0.68040905499883,-0.246699604251803,-0.0877012499952982,-0.812831927233041,0.206686381303702,-1.12431098252742,0.204427828513703,0.324808287024777,0.439547094986598,-0.536199215113069,0.234992907618935,1.12319718288679,2.51610807418468,1.10812341585639,-1.57546924902857,0.785514983288276,-0.221032134932078,0.163618026603757,1.40344234982803,1.28901489441862,-0.848536740672244,0.360031327726196,-0.798848855317509,0.124346423955758,1.46092325843463,-1.58535776261577,0.981991970400977,0.286814231505958,-2.64467152047373,-0.902690283646433,1.69236839848499,-0.0126702072248193,2.23577434436852,-0.799668225808164,-1.93936742730388,0.775304651307022,-1.41165566083455,0.305593987122557,-0.13034805423013,-1.19426649760075,0.78387649392853,-2.52081414229991,-0.0011695215234732,0.999413439174619,-1.38007894671073,0.795586613974807,-0.107363032158461,1.49778637092599,0.813949341695024,-2.55161822400769,-1.34478716287555,-0.0570659303095875,0.834844564028768,-2.90973630473337,0.0204424615810281,-0.0190850912688695,-2.11973698886251,2.94681302945693,1.80201675189633,-0.556295388745499,-0.178508065479179,-1.11457818500514,2.91991889633557,0.24924477743761,0.930365116495856,0.513422773866723
