Station ID,Date, Latitude ,Longitude,Depth (feet),"2,3,7,8-TCDD (pg/g)","1,2,3,7,8-PeCDD (pg/g)","1,2,3,4,7,8-HxCDD (pg/g)","1,2,3,6,7,8-HxCDD (pg/g)","1,2,3,7,8,9-HxCDD (pg/g)","1,2,3,4,6,7,8-HpCDD (pg/g)",OCDD (pg/g),"2,3,7,8-TCDF (pg/g)","1,2,3,7,8-PeCDF (pg/g)","2,3,4,7,8-PeCDF (pg/g)","1,2,3,4,7,8-HxCDF (pg/g)","1,2,3,6,7,8-HxCDF (pg/g)","1,2,3,7,8,9-HxCDF (pg/g)","2,3,4,6,7,8-HxCDF (pg/g)","1,2,3,4,6,7,8-HpCDF (pg/g)","1,2,3,4,7,8,9-HpCDF (pg/g)",OCDF (pg/g),Total TCDDs (pg/g),Total PeCDDs (pg/g),Total HxCDDs (pg/g),Total HpCDDs (pg/g),Total TCDFs (pg/g),Total PeCDFs (pg/g),Total HxCDFs (pg/g),Total HpCDFs (pg/g),TOC (%),Total Fines (%),TEQ WHO-05 (1 DL) (pg/g),TEQ WHO-05 (1/2 DL) (pg/g),TEQ WHO-05 (0 DL) (pg/g),Title,Details,Location
R_HOL_4,08/03/2008,48.079195,-122.53164,182.5,0.182,0.388,0.436,1.86,1.25,24,148,1.28,0.346,0.851,0.617,0.425,0.286,0.564,5,0.335,9,4.37,6.55,14.6,56.7,12.6,8.47,8.05,12.7,4.44,68.8,1.85,1.43,1.02,Station ID: R_HOL_4,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.43 pg/g</li><li><strong>Depth:</strong> 182.5 feet</li><li><strong>Location:</strong> 48.079195N, -122.53164W</li><li><strong>Total Organic Carbon:</strong> 4.44%</li><li><strong>Total Fines:</strong> 68.8%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/39"">View Details</a></p>
","(48.079195, -122.53164)"
R_SAM_0,08/01/2008,48.601004,-122.497771,46.6,0.138,0.468,0.447,1.79,1.25,14,72.9,1.47,0.206,0.366,0.315,0.208,0.211,0.315,3.06,0.3,5.91,8.74,11.2,24.9,29.4,4.73,3.31,3.73,7.22,2.63,82,1.52,1.39,1.26,Station ID: R_SAM_0,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.39 pg/g</li><li><strong>Depth:</strong> 46.6 feet</li><li><strong>Location:</strong> 48.601004N, -122.497771W</li><li><strong>Total Organic Carbon:</strong> 2.63%</li><li><strong>Total Fines:</strong> 82%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/41"">View Details</a></p>
","(48.601004, -122.497771)"
R_SAM_3,08/01/2008,48.613097,-122.532483,67.3,0.114,0.402,0.369,1.93,1.29,14.5,96.3,1.7,0.234,0.36,0.343,0.217,0.158,0.349,3.33,0.215,5.43,3.61,7.95,23.6,32.6,7.16,3.72,3.94,8.03,1.24,85.3,1.48,1.38,1.28,Station ID: R_SAM_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.38 pg/g</li><li><strong>Depth:</strong> 67.3 feet</li><li><strong>Location:</strong> 48.613097N, -122.532483W</li><li><strong>Total Organic Carbon:</strong> 1.24%</li><li><strong>Total Fines:</strong> 85.3%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/43"">View Details</a></p>
","(48.613097, -122.532483)"
SPSB_1,08/03/2008,48.195329,-122.56261,261.8,0.216,0.329,0.427,1.4,0.965,18.8,114,1,0.333,0.75,0.558,0.269,0.369,0.479,4.51,0.692,8.68,2.29,4.59,15.3,41.8,7.69,6.44,6.3,10.6,1.85,86.5,1.6,1.38,1.16,Station ID: SPSB_1,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.38 pg/g</li><li><strong>Depth:</strong> 261.8 feet</li><li><strong>Location:</strong> 48.195329N, -122.56261W</li><li><strong>Total Organic Carbon:</strong> 1.85%</li><li><strong>Total Fines:</strong> 86.5%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/62"">View Details</a></p>
","(48.195329, -122.56261)"
CPS_3,07/31/2008,47.645433,-122.482936,403.8,0.154,0.345,0.243,1.47,0.977,15.8,113,0.891,0.29,0.592,0.796,0.385,0.166,0.405,4.02,0.422,8.35,2.3,2.8,14.3,39.1,7.09,5.55,7.05,10.1,1.55,19.9,1.46,1.37,1.27,Station ID: CPS_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.37 pg/g</li><li><strong>Depth:</strong> 403.8 feet</li><li><strong>Location:</strong> 47.645433N, -122.482936W</li><li><strong>Total Organic Carbon:</strong> 1.55%</li><li><strong>Total Fines:</strong> 19.9%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/8"">View Details</a></p>
","(47.645433, -122.482936)"
SS_2,08/04/2008,47.1442,-122.744053,232.1,0.14,0.299,0.26,1.45,0.88,22,148,0.664,0.309,0.555,0.884,0.35,0.207,0.47,7.02,0.422,18.6,2.1,2.8,16.1,49.6,5.02,5.31,8.3,20.9,0.737,20,1.48,1.37,1.26,Station ID: SS_2,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.37 pg/g</li><li><strong>Depth:</strong> 232.1 feet</li><li><strong>Location:</strong> 47.1442N, -122.744053W</li><li><strong>Total Organic Carbon:</strong> 0.737%</li><li><strong>Total Fines:</strong> 20%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/68"">View Details</a></p>
","(47.1442, -122.744053)"
SJI_20_C_GS,08/02/2008,48.605324,-122.84928,80.8,0.158,0.452,0.291,2.08,1.25,19,200,1.4,0.235,0.45,0.351,0.244,0.303,0.315,3.2,0.503,5.48,3.41,4.85,21.1,45.6,6.56,4.11,5.06,7.63,,,1.66,1.34,1.02,Station ID: SJI_20_C_GS,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.34 pg/g</li><li><strong>Depth:</strong> 80.8 feet</li><li><strong>Location:</strong> 48.605324N, -122.84928W</li><li><strong>Total Organic Carbon:</strong> %</li><li><strong>Total Fines:</strong> %</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/58"">View Details</a></p>
","(48.605324, -122.84928)"
NCPS_2,08/03/2008,47.885771,-122.38292,415.4,0.203,0.374,0.282,1.31,0.979,17,111,0.962,0.292,0.66,0.526,0.276,0.348,0.352,4.2,0.437,8.05,2.93,4.57,15.4,39.7,7.21,6.24,6.73,10.6,0.64,29.3,1.54,1.23,0.92,Station ID: NCPS_2,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.23 pg/g</li><li><strong>Depth:</strong> 415.4 feet</li><li><strong>Location:</strong> 47.885771N, -122.38292W</li><li><strong>Total Organic Carbon:</strong> 0.64%</li><li><strong>Total Fines:</strong> 29.3%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/18"">View Details</a></p>
","(47.885771, -122.38292)"
R_DAB_7_C,08/02/2008,47.724623,-122.8616,319.3,0.0985,0.347,0.387,1.3,0.929,15,83.1,0.848,0.231,0.567,0.408,0.235,0.0973,0.408,3.12,0.195,5.01,2.07,3.93,13.8,34.8,6.65,4.65,4.93,7.22,1.39,64.9,1.29,1.22,1.16,Station ID: R_DAB_7_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.22 pg/g</li><li><strong>Depth:</strong> 319.3 feet</li><li><strong>Location:</strong> 47.724623N, -122.8616W</li><li><strong>Total Organic Carbon:</strong> 1.39%</li><li><strong>Total Fines:</strong> 64.9%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/35"">View Details</a></p>
","(47.724623, -122.8616)"
R_CAR_1,08/04/2008,47.233292,-122.671644,207,0.239,0.3,0.347,1.56,0.954,18,121,0.81,0.313,0.584,0.854,0.303,0.329,0.459,5.67,0.408,12.1,1.56,2.93,14,41.8,5.61,4.74,6.75,15.1,0.644,25.5,1.57,1.22,0.86,Station ID: R_CAR_1,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.22 pg/g</li><li><strong>Depth:</strong> 207 feet</li><li><strong>Location:</strong> 47.233292N, -122.671644W</li><li><strong>Total Organic Carbon:</strong> 0.644%</li><li><strong>Total Fines:</strong> 25.5%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/27"">View Details</a></p>
","(47.233292, -122.671644)"
SS_8_C,08/04/2008,47.135575,-122.666586,379.6,0.149,0.23,0.289,1.44,0.878,20.7,145,0.699,0.299,0.563,0.851,0.361,0.363,0.478,6.48,0.437,16.7,2.44,1.6,16.2,49.1,6.66,6.44,9.03,19.2,0.795,18.5,1.42,1.19,0.95,Station ID: SS_8_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.19 pg/g</li><li><strong>Depth:</strong> 379.6 feet</li><li><strong>Location:</strong> 47.135575N, -122.666586W</li><li><strong>Total Organic Carbon:</strong> 0.795%</li><li><strong>Total Fines:</strong> 18.5%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/69"">View Details</a></p>
","(47.135575, -122.666586)"
SCPS_10_C,08/05/2008,47.349425,-122.355351,343.7,0.11,0.309,0.243,1.29,0.885,14.8,102,0.841,0.327,0.511,0.734,0.29,0.257,0.349,4.24,0.33,8.67,2.19,2.87,11.9,33.6,5.6,5.66,6.21,10.5,0.629,11.8,1.3,1.16,1.02,Station ID: SCPS_10_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.16 pg/g</li><li><strong>Depth:</strong> 343.7 feet</li><li><strong>Location:</strong> 47.349425N, -122.355351W</li><li><strong>Total Organic Carbon:</strong> 0.629%</li><li><strong>Total Fines:</strong> 11.8%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/47"">View Details</a></p>
","(47.349425, -122.355351)"
SS_9_C,08/04/2008,47.284405,-122.83071,140.2,0.544,2.05,2.81,12.8,7.94,227,1570,3.66,2.02,3.86,7.97,3.3,1.36,4.8,77.8,4.34,198,27.9,45.1,173,526,42.6,50.6,108,242,0.38,93.4,11.9,11.63,11.35,Station ID: SS_9_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 11.63 pg/g</li><li><strong>Depth:</strong> 140.2 feet</li><li><strong>Location:</strong> 47.284405N, -122.83071W</li><li><strong>Total Organic Carbon:</strong> 0.38%</li><li><strong>Total Fines:</strong> 93.4%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/70"">View Details</a></p>
","(47.284405, -122.83071)"
HC_2,08/03/2008,47.395513,-122.951427,71.7,0.396,0.448,0.526,1,0.866,18.3,111,0.715,0.303,0.463,0.406,0.291,0.548,0.374,3.26,0.969,7.09,1.32,2.87,9.41,46.5,1.03,2.44,4.92,7.89,3.65,98.5,1.73,1.15,0.58,Station ID: HC_2,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.15 pg/g</li><li><strong>Depth:</strong> 71.7 feet</li><li><strong>Location:</strong> 47.395513N, -122.951427W</li><li><strong>Total Organic Carbon:</strong> 3.65%</li><li><strong>Total Fines:</strong> 98.5%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/13"">View Details</a></p>
","(47.395513, -122.951427)"
PSPS_1_Dup,08/03/2008,48.086413,-122.348546,387.2,0.172,0.334,0.328,1.28,0.859,15.7,119,1.42,0.235,0.532,0.41,0.218,0.298,0.377,3.06,0.433,7.76,2.27,4.85,14.2,37.3,6.2,4.33,3.21,8.29,2.03,96.3,1.42,1.12,0.82,Station ID: PSPS_1_Dup,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.12 pg/g</li><li><strong>Depth:</strong> 387.2 feet</li><li><strong>Location:</strong> 48.086413N, -122.348546W</li><li><strong>Total Organic Carbon:</strong> 2.03%</li><li><strong>Total Fines:</strong> 96.3%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/74"">View Details</a></p>
","(48.086413, -122.348546)"
R_CAR_4,08/04/2008,47.373743,-122.636374,44.5,0.244,0.311,0.259,1.25,0.908,20.5,136,0.604,0.312,0.513,0.525,0.31,0.354,0.469,4.27,0.505,9.72,0.974,2.51,13.1,48.7,5.49,5.1,6.08,11,1.05,71,1.48,1.07,0.65,Station ID: R_CAR_4,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.07 pg/g</li><li><strong>Depth:</strong> 44.5 feet</li><li><strong>Location:</strong> 47.373743N, -122.636374W</li><li><strong>Total Organic Carbon:</strong> 1.05%</li><li><strong>Total Fines:</strong> 71%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/28"">View Details</a></p>
","(47.373743, -122.636374)"
NCPS_2_Dup,08/03/2008,47.885771,-122.38292,415.4,0.126,0.323,0.269,1.22,0.796,15.3,101,1.07,0.227,0.608,0.477,0.236,0.171,0.353,3.76,0.198,7.46,2.19,3.27,13.2,35,7.3,5.62,5.54,9.73,0.949,25.4,1.32,1.07,0.81,Station ID: NCPS_2_Dup,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.07 pg/g</li><li><strong>Depth:</strong> 415.4 feet</li><li><strong>Location:</strong> 47.885771N, -122.38292W</li><li><strong>Total Organic Carbon:</strong> 0.949%</li><li><strong>Total Fines:</strong> 25.4%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/73"">View Details</a></p>
","(47.885771, -122.38292)"
PSPS_3,08/03/2008,48.140438,-122.409475,361.5,0.142,0.388,0.231,1.14,0.834,14.2,99.9,1.26,0.194,0.508,0.398,0.218,0.256,0.326,3.06,0.364,6.24,1.09,3.34,12.7,33.3,7.61,4.23,4.04,7.36,1.74,96.7,1.36,1.06,0.75,Station ID: PSPS_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.06 pg/g</li><li><strong>Depth:</strong> 361.5 feet</li><li><strong>Location:</strong> 48.140438N, -122.409475W</li><li><strong>Total Organic Carbon:</strong> 1.74%</li><li><strong>Total Fines:</strong> 96.7%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/23"">View Details</a></p>
","(48.140438, -122.409475)"
R_SAM_4,08/01/2008,48.620269,-122.519353,55.3,0.112,0.126,0.206,2.18,1.41,15.9,83.5,1.73,0.213,0.397,0.363,0.228,0.232,0.319,3.73,0.266,6.16,8.03,11,27.1,34.6,7.81,3.25,4.87,8.91,1.06,83.7,1.26,1.04,0.81,Station ID: R_SAM_4,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.04 pg/g</li><li><strong>Depth:</strong> 55.3 feet</li><li><strong>Location:</strong> 48.620269N, -122.519353W</li><li><strong>Total Organic Carbon:</strong> 1.06%</li><li><strong>Total Fines:</strong> 83.7%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/44"">View Details</a></p>
","(48.620269, -122.519353)"
CPS_4,08/04/2008,47.533619,-122.477756,122.3,0.147,0.227,0.234,1.19,0.747,15.2,115,0.703,0.347,0.555,0.735,0.295,0.178,0.344,4.13,0.354,9.34,1.76,1.37,12.3,36.7,4.22,4.87,6.95,11.4,1.19,4.4,1.23,1.04,0.84,Station ID: CPS_4,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.04 pg/g</li><li><strong>Depth:</strong> 122.3 feet</li><li><strong>Location:</strong> 47.533619N, -122.477756W</li><li><strong>Total Organic Carbon:</strong> 1.19%</li><li><strong>Total Fines:</strong> 4.4%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/9"">View Details</a></p>
","(47.533619, -122.477756)"
HC_0,08/03/2008,47.559855,-122.997632,517.4,0.254,0.271,0.371,1.03,0.736,11.9,84.1,0.799,0.234,0.401,0.26,0.196,0.355,0.303,2.53,0.574,4.81,0.898,2.64,9.55,28.3,2.14,2.16,3.08,2.53,0.864,96.7,1.23,1.01,0.8,Station ID: HC_0,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 1.01 pg/g</li><li><strong>Depth:</strong> 517.4 feet</li><li><strong>Location:</strong> 47.559855N, -122.997632W</li><li><strong>Total Organic Carbon:</strong> 0.864%</li><li><strong>Total Fines:</strong> 96.7%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/11"">View Details</a></p>
","(47.559855, -122.997632)"
SJI_1,08/02/2008,48.81243,-122.775745,180.2,0.181,0.252,0.263,1.19,0.865,8,42.2,0.814,0.14,0.256,0.21,0.118,0.303,0.199,1.97,0.382,3.15,0.524,2.21,11.6,18.3,2.76,1.93,2.77,4.42,0.964,29.2,1.03,0.9,0.77,Station ID: SJI_1,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.9 pg/g</li><li><strong>Depth:</strong> 180.2 feet</li><li><strong>Location:</strong> 48.81243N, -122.775745W</li><li><strong>Total Organic Carbon:</strong> 0.964%</li><li><strong>Total Fines:</strong> 29.2%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/57"">View Details</a></p>
","(48.81243, -122.775745)"
SJI_0,08/01/2008,48.599191,-122.585632,95,0.171,0.407,0.318,1.7,1.22,11.9,76.6,1.3,0.193,0.394,0.378,0.254,0.362,0.318,2.94,0.523,5,1.41,5.54,16.6,29.1,7.7,3.75,3.94,6.84,1.18,69,1.47,0.99,0.52,Station ID: SJI_0,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.99 pg/g</li><li><strong>Depth:</strong> 95 feet</li><li><strong>Location:</strong> 48.599191N, -122.585632W</li><li><strong>Total Organic Carbon:</strong> 1.18%</li><li><strong>Total Fines:</strong> 69%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/56"">View Details</a></p>
","(48.599191, -122.585632)"
R_HOL_7,08/03/2008,48.043826,-122.517285,108.1,0.171,0.224,0.271,0.96,0.651,12.8,77.8,0.771,0.224,0.474,0.408,0.255,0.195,0.373,2.58,0.298,4.61,2.96,2.25,11.3,31.5,6.72,4.07,4.61,6.1,3.32,72.1,1.11,0.95,0.78,Station ID: R_HOL_7,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.95 pg/g</li><li><strong>Depth:</strong> 108.1 feet</li><li><strong>Location:</strong> 48.043826N, -122.517285W</li><li><strong>Total Organic Carbon:</strong> 3.32%</li><li><strong>Total Fines:</strong> 72.1%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/40"">View Details</a></p>
","(48.043826, -122.517285)"
SJF_9_C,08/01/2008,48.277007,-123.028754,480.3,0.209,0.312,0.37,1.05,0.852,9.81,55.4,0.667,0.201,0.347,0.286,0.273,0.396,0.22,2.53,0.535,4.43,0.501,2.09,10.6,21.9,4.18,1.56,2.65,5.5,1.54,24.9,1.19,0.8,0.42,Station ID: SJF_9_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.8 pg/g</li><li><strong>Depth:</strong> 480.3 feet</li><li><strong>Location:</strong> 48.277007N, -123.028754W</li><li><strong>Total Organic Carbon:</strong> 1.54%</li><li><strong>Total Fines:</strong> 24.9%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/55"">View Details</a></p>
","(48.277007, -123.028754)"
HC_1,08/02/2008,47.818332,-122.674739,186.8,0.145,0.212,0.499,0.829,0.537,7.52,43.8,0.966,0.253,0.459,0.29,0.205,0.469,0.272,1.82,0.46,3.11,6.02,3.28,5.98,19.3,5.26,3.09,2.8,4.06,0.798,33,1.02,0.87,0.72,Station ID: HC_1,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.87 pg/g</li><li><strong>Depth:</strong> 186.8 feet</li><li><strong>Location:</strong> 47.818332N, -122.674739W</li><li><strong>Total Organic Carbon:</strong> 0.798%</li><li><strong>Total Fines:</strong> 33%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/12"">View Details</a></p>
","(47.818332, -122.674739)"
R_CAR_0,08/04/2008,47.333878,-122.67563,68.1,0.202,0.277,0.393,0.979,0.691,13.7,95.9,0.535,0.19,0.382,0.536,0.217,0.289,0.277,3.76,0.473,8.74,0.499,1.05,4.85,33.5,1.93,2.9,4.89,10.5,0.59,51.7,1.2,0.82,0.44,Station ID: R_CAR_0,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.82 pg/g</li><li><strong>Depth:</strong> 68.1 feet</li><li><strong>Location:</strong> 47.333878N, -122.67563W</li><li><strong>Total Organic Carbon:</strong> 0.59%</li><li><strong>Total Fines:</strong> 51.7%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/26"">View Details</a></p>
","(47.333878, -122.67563)"
HC_6,08/02/2008,47.660553,-122.830468,289.1,0.278,0.308,0.315,0.794,0.443,8.65,64.8,0.836,0.138,0.353,0.256,0.263,0.393,0.223,1.82,0.665,2.97,5.23,3.75,8.3,23.5,4.64,2.48,2.09,4.46,1.86,93.1,1.18,0.77,0.36,Station ID: HC_6,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.77 pg/g</li><li><strong>Depth:</strong> 289.1 feet</li><li><strong>Location:</strong> 47.660553N, -122.830468W</li><li><strong>Total Organic Carbon:</strong> 1.86%</li><li><strong>Total Fines:</strong> 93.1%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/15"">View Details</a></p>
","(47.660553, -122.830468)"
NCPS_3,07/31/2008,47.843692,-122.474223,606.4,0.163,0.24,0.148,0.71,0.487,7.36,44.8,0.683,0.146,0.313,0.303,0.133,0.288,0.187,2.21,0.435,4.11,1.62,2.17,7.72,18.3,4.22,2.4,1.98,4.59,1.11,40.9,0.91,0.76,0.62,Station ID: NCPS_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.76 pg/g</li><li><strong>Depth:</strong> 606.4 feet</li><li><strong>Location:</strong> 47.843692N, -122.474223W</li><li><strong>Total Organic Carbon:</strong> 1.11%</li><li><strong>Total Fines:</strong> 40.9%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/19"">View Details</a></p>
","(47.843692, -122.474223)"
NCPS_0,07/31/2008,47.784736,-122.453458,534.7,0.147,0.22,0.241,0.952,0.66,8.85,58.9,0.77,0.168,0.399,0.284,0.159,0.284,0.233,2.24,0.477,3.98,1.82,2.02,9.69,22.1,5.55,3.16,3.18,5.1,0.802,43.4,0.98,0.76,0.53,Station ID: NCPS_0,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.76 pg/g</li><li><strong>Depth:</strong> 534.7 feet</li><li><strong>Location:</strong> 47.784736N, -122.453458W</li><li><strong>Total Organic Carbon:</strong> 0.802%</li><li><strong>Total Fines:</strong> 43.4%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/16"">View Details</a></p>
","(47.784736, -122.453458)"
CPS_5,07/31/2008,47.748118,-122.438059,280.1,0.178,0.174,0.219,0.861,0.491,8.47,54,0.516,0.105,0.3,0.314,0.185,0.267,0.237,2.35,0.405,4.21,1.21,2.04,7.45,19.5,3.42,2.82,3.36,5.39,0.994,9,0.88,0.73,0.58,Station ID: CPS_5,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.73 pg/g</li><li><strong>Depth:</strong> 280.1 feet</li><li><strong>Location:</strong> 47.748118N, -122.438059W</li><li><strong>Total Organic Carbon:</strong> 0.994%</li><li><strong>Total Fines:</strong> 9%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/10"">View Details</a></p>
","(47.748118, -122.438059)"
SJI_8_C,08/02/2008,48.799216,-122.893365,583.6,0.162,0.222,0.314,1.17,0.836,7.82,42,0.9,0.168,0.287,0.198,0.15,0.336,0.212,2.15,0.483,3.09,0.408,2.28,11.3,17.9,3.12,1.89,2.53,4.75,,,1,0.72,0.44,Station ID: SJI_8_C,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.72 pg/g</li><li><strong>Depth:</strong> 583.6 feet</li><li><strong>Location:</strong> 48.799216N, -122.893365W</li><li><strong>Total Organic Carbon:</strong> %</li><li><strong>Total Fines:</strong> %</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/60"">View Details</a></p>
","(48.799216, -122.893365)"
SJI_3,08/02/2008,48.866023,-122.940279,514.7,0.17,0.257,0.275,0.983,0.748,7.08,38.9,0.66,0.132,0.257,0.237,0.225,0.324,0.232,1.82,0.479,2.98,0.539,1.87,7.43,16.2,2.14,1.84,0.93,3.99,,,0.98,0.67,0.35,Station ID: SJI_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.67 pg/g</li><li><strong>Depth:</strong> 514.7 feet</li><li><strong>Location:</strong> 48.866023N, -122.940279W</li><li><strong>Total Organic Carbon:</strong> %</li><li><strong>Total Fines:</strong> %</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/59"">View Details</a></p>
","(48.866023, -122.940279)"
AI_20_C_GS,08/01/2008,47.990288,-122.682217,135.9,0.136,0.162,0.242,0.759,0.496,6.11,34.9,0.54,0.139,0.294,0.248,0.178,0.241,0.201,1.58,0.351,2.32,0.565,1.59,6.44,14.7,2.95,2.15,1.99,3.43,0.602,20.5,0.77,0.67,0.57,Station ID: AI_20_C_GS,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.67 pg/g</li><li><strong>Depth:</strong> 135.9 feet</li><li><strong>Location:</strong> 47.990288N, -122.682217W</li><li><strong>Total Organic Carbon:</strong> 0.602%</li><li><strong>Total Fines:</strong> 20.5%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/4"">View Details</a></p>
","(47.990288, -122.682217)"
HC_3,08/02/2008,47.756281,-122.739407,315,0.228,0.226,0.295,0.621,0.447,5.93,41.4,0.734,0.13,0.28,0.211,0.21,0.302,0.213,1.43,0.454,2.92,0.43,0.903,6.04,18.4,3.19,1.42,1.67,3.39,0.978,72.2,0.94,0.65,0.35,Station ID: HC_3,"<ul><li><strong>Dioxin TEQ 1/2 DL:</strong> 0.65 pg/g</li><li><strong>Depth:</strong> 315 feet</li><li><strong>Location:</strong> 47.756281N, -122.739407W</li><li><strong>Total Organic Carbon:</strong> 0.978%</li><li><strong>Total Fines:</strong> 72.2%</li></ul>
<p><a target=""_blank"" href=""http://www.socrata.com/dataset/Dioxin/km7h-ni6x/14"">View Details</a></p>
","(47.756281, -122.739407)"
