PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Activity Summary^STRING^^^^,2^Ratio Activity^STRING^^^^,3^Ratio Potency (uM)^FLOAT^uM^AC^^,4^Ratio Efficacy (%)^FLOAT^%^^^,5^530 nm Activity^STRING^^^^,6^530 nm Potency (uM)^FLOAT^uM^^^,7^530 nm Efficacy (%)^FLOAT^%^^^,8^460 nm Activity^STRING^^^^,9^460 nm Potency (uM)^FLOAT^uM^^^,10^460 nm Efficacy (%)^FLOAT^%^^^,11^Blue (460 nm) auto fluorescence outcome^STRING^^^^,12^Sample Source^STRING^^^^
144203797,4913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203798,4938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203799,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203800,5702242,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,26.8325,-23.5578,inconclusive agonist,8.48517,21.1784,inactive,BIOMOL
144203801,3001055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203802,5074,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inactive,,0,inactive,SigmaAldrich
144203803,5070,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,11.4753,inactive,,0,active agonist,,12.8751,inactive,BIOMOL
144203804,5073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203805,68712,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203806,54900,Active,51,,,active agonist,active agonist,0.00182628,20.6667,inactive,,0,active agonist,0.00182807,30.3152,inactive,SigmaAldrich
144203807,5095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203808,445154,Active,48,,,active agonist,active agonist,8.74714,68.3134,active antagonist,,-19.3898,active agonist,8.75673,86.3458,inactive,"Prestwick Chemical, Inc."
144203809,56959,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203810,37542,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inconclusive agonist,,0,inactive,Microsource
144203811,5268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203812,5253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203813,5335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203814,131746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203815,72124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
144203816,5233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203817,2083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,BIOMOL
144203818,8515,Inconclusive,30,,,inconclusive agonist (fluorescent),inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,fluorescent,SigmaAldrich
144203819,5154,Active,43,,,active agonist,active agonist,10.6717,24.6236,active antagonist,15.6793,-43.7719,active agonist,3.37801,41.734,inactive,"Prestwick Chemical, Inc."
144203820,5265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203821,1548887,Inactive,0,,,inactive,inactive,,0,active agonist,21.3138,26.3366,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203822,3448,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203823,656665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203824,24871267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,Tocris
144203825,5387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203826,5426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203827,5702214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203828,1123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203829,5454,Inactive,0,,,inactive,inactive,,0,active agonist,,15.4854,inactive,,0,inactive,Timtec
144203830,5505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203831,3117,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203832,5503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203833,5610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203834,5546,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,23.8911,20.3985,inconclusive agonist,,0,active agonist,22.5767,52.8372,fluorescent,SigmaAldrich
144203835,5429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203836,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203837,62935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203838,2052,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SigmaAldrich
144203839,2061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203840,1359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203841,8695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203842,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
144203843,54840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203844,671690,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,BIOMOL
144203845,5452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203846,5405,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,6.00704,-63.0701,inactive,,0,inactive,SigmaAldrich
144203847,5405,Inconclusive,5,,,inconclusive,active agonist,26.8062,39.0932,active antagonist,26.8325,-69.0412,inactive,,0,inactive,BIOMOL
144203848,5593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203849,5639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203850,2435,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203851,2520,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203852,5665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203853,2998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203854,5707,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203855,155774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203856,5282386,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203857,5722,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,4.77156,24.7927,inconclusive antagonist,,0,inactive,SigmaAldrich
144203858,5723,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,SigmaAldrich
144203859,6100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203860,31195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203861,23663954,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,16.0168,inactive,,0,active agonist,11.9856,21.4762,inactive,Microsource
144203862,71399,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203863,23681233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203864,60196260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203865,11953895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203866,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144203867,5359226,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203868,5803,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,11.3797,active agonist,8.75673,21.2935,active agonist,7.80444,28.3011,inactive,"Prestwick Chemical, Inc."
144203869,6419941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203870,5284486,Active,69,,,active agonist,active agonist,0.0874714,88.9603,active antagonist,0.0596589,-25.6069,active agonist,0.0909931,107.277,inactive,"Prestwick Chemical, Inc."
144203871,5883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203872,5892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203873,3440,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203874,4174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203875,5905,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203876,9552079,Inactive,0,,,inactive,inactive,,0,active agonist,28.973,22.723,inactive,,0,inactive,SigmaAldrich
144203877,6708701,Inactive,0,,,inactive,inactive,,0,active antagonist,0.875673,-25.9162,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203878,45105092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203879,4911,Active,45,,,active agonist,active agonist,4.2485,28.3358,inactive,,0,active agonist,9.16208,36.278,inactive,SigmaAldrich
144203880,5324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203881,5995,Active,56,,,active agonist,active agonist,3.90721,103.643,active antagonist,3.22856,-29.0574,active agonist,3.35487,115.278,inactive,"Prestwick Chemical, Inc."
144203882,5342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203883,4993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203884,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203885,4055,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,18.1892,inactive,,0,inconclusive agonist,,33.6948,inconclusive,Microsource
144203886,3278,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,NIEHS
144203887,3759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203888,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203889,6047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203890,6048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203891,60196261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203892,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203893,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203894,6093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203895,4044,Inactive,0,,,inactive,inactive,,0,active agonist,3.64749,30.9133,inconclusive agonist,1.5089,22.1916,inactive,SigmaAldrich
144203896,2148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203897,6103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203898,4754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203899,6114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203900,6126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203901,6135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203902,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
144203903,2310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203904,54682468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203905,54686764,Inactive,0,,,inactive,inactive,,0,active agonist,19.7391,21.2889,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203906,54704426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203907,6166,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,"Prestwick Chemical, Inc."
144203908,54676038,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203909,5311498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203910,6231,Active,88,,,active agonist,active agonist,0.0133413,116.661,active antagonist,0.0094553,-32.724,active agonist,0.00842704,113.012,inactive,"Prestwick Chemical, Inc."
144203911,5215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203912,6234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203913,3775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203914,5340,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
144203915,5775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
144203916,2315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203917,6307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203918,6461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203919,4994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203920,2732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203921,3291,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203922,2955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203923,6634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203924,5330,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203925,3828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203926,4760,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203927,6741,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,34.621,21.172,inactive,"Prestwick Chemical, Inc."
144203928,192197,Active,90,,,active agonist,active agonist,0.000181356,82.4899,active antagonist,,-18.0841,active agonist,0.000144214,61.4666,inactive,"Prestwick Chemical, Inc."
144203929,667476,Active,94,,,active agonist,active agonist,0.000810089,99.9096,active antagonist,0.000859031,-30.172,active agonist,0.000644182,95.4331,inactive,"Prestwick Chemical, Inc."
144203930,6769,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203931,4806,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203932,3025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203933,6839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203934,3292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203935,4075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203936,5280567,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,fluorescent,"Prestwick Chemical, Inc."
144203937,644020,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203938,2343,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203939,3293,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inactive,,0,inconclusive,NIEHS
144203940,3516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203941,7172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203942,2337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203943,2482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
144203944,7184,Active,43,,,active agonist,active agonist,26.8062,28.4376,inactive,,0,active agonist,26.8325,34.7928,inactive,SigmaAldrich
144203945,3735,Active,44,,,active agonist,active agonist,11.012,29.5741,inconclusive antagonist,,0,active agonist,10.2096,37.6385,inactive,"Prestwick Chemical, Inc."
144203946,204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203947,7638,Active,45,,,active agonist,active agonist,11.4428,38.9873,inactive,,0,inconclusive agonist,10.2096,69.892,inactive,"Prestwick Chemical, Inc."
144203948,1983,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203949,7699,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203950,15723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203951,5315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203952,3038,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203953,5104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203954,8478,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203955,8480,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
144203956,5323,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203957,2145,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203958,4621,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203959,5576,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203960,5344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144203961,5319,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203962,5325,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203963,10133,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203964,275196,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203965,4641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203966,8520,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203967,2788,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
144203968,8569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203969,4632,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,17.295,inactive,,0,active agonist,23.9145,39.3923,inactive,SigmaAldrich
144203970,66063,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203971,65464,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203972,5560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203973,3647,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203974,67313,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
144203975,3607,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
