Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	NEG_Pool_All_01 	NEG_Pool_All_02 	NEG_Pool_All_03 	NEG_Pool_All_04 	NEG_SF-100109-114720 	NEG_SF-100109-121711 	NEG_SF-100109-124896 	NEG_SF-100109-124904 	NEG_SF-100109-130034 	NEG_SF-100109-169058 	NEG_SF-100109-199550 	NEG_SF-100109-231142 	NEG_SF-100109-244079 	NEG_SF-100109-227718 	NEG_SF-120831-00062 	NEG_SF-100109-255622 	NEG_SF-100109-239012 	NEG_SF-100109-259700 	NEG_SF-100109-142930 	NEG_SF-100109-146730 	NEG_SF-100109-199546 	NEG_SF-100109-225118 	NEG_SF-100109-252159 	NEG_SF-110121-00073 	NEG_SF-110908-00016 
624.8093704		7.30_624.8094m/z	7.2965				2785.143271	2798.180673	2643.786458	2707.693155	6519.74115	6300.553725	5518.835501	4546.418451	7280.073748	5551.111539	6157.381498	870.9552393	1093.331386	1178.623718	1279.144006	1587.071455	2079.289377	913.8812985	1724.143068	1589.302067	2164.033303	1074.105788	953.4632165	1409.874224	1484.355442
572.7867066		7.30_572.7867m/z	7.2965				363.7040065	355.1029462	301.1398221	376.6775978	715.6291327	767.8942894	734.1893362	508.0976106	734.1248638	672.0945551	669.9444044	145.9872849	163.4984392	221.1673993	168.5391898	191.9954658	282.7597004	137.4018733	322.4022924	317.6033611	415.7015911	276.2962598	314.9685685	325.8006692	222.2830982
734.050149		1.07_734.0501m/z	1.07385				198.1588278	179.1040429	207.2914622	180.5014588	26.26038319	40.82817839	50.45098304	61.133639	28.20941169	62.73433252	50.15075293	410.4646909	368.188635	388.2342013	136.5619023	204.3412558	151.4047284	266.7944353	447.1913315	260.1981711	441.1574364	477.7803019	686.4881444	420.1167445	355.5153486
585.0736861		0.70_585.0737m/z	0.699033333				5832.515241	5904.491483	6047.039791	6029.561646	925.3316555	1838.096225	1076.743832	2552.890203	921.3655136	1557.138016	1790.240305	9369.224757	7004.524241	7762.67816	6607.861718	4102.214844	4770.679853	10028.58107	10512.95167	8745.809041	10238.83291	15858.57548	31661.76838	28004.67111	21695.9274
644.0214634		1.33_645.0622n	1.32745				15709.84914	14974.94564	14571.50521	14709.60127	4367.362459	6128.973568	5302.009807	8731.96129	5143.002139	5833.061786	8190.376703	22550.92055	22545.83947	21454.52065	13887.9354	13897.64483	11744.3275	19026.32542	30468.61688	17181.11948	30880.2763	30037.81255	44441.82143	30082.89542	24331.72032
331.028192		0.87_331.0282m/z	0.8681				465.4970386	477.1568313	472.1785187	574.4506156	150.4698886	234.8338602	212.584913	189.1620343	233.8833377	175.0245009	248.5946275	670.2337305	623.604851	1002.877243	586.3665367	478.6933943	688.6526609	615.0487446	611.1414559	407.7342805	567.1777735	868.1944151	623.4403513	803.2018239	532.3542666
990.0478253		0.89_990.0478m/z	0.885016667				2955.201402	3114.773746	3023.305862	3340.740665	1037.95673	1463.579199	1012.985048	1467.163286	1245.725192	849.221183	1158.99886	4706.634757	5638.096566	4011.339037	2320.859807	2213.751592	2081.309797	4660.582275	6350.071243	4381.242793	5670.139085	9082.971993	8974.591259	7259.122576	8046.524872
606.0743103		0.75_606.0743m/z	0.74975				1279407.127	1290202.479	1286869.745	1233211.991	182539.9212	285169.7277	242575.4543	570667.5032	258388.7179	280753.9924	483797.5507	2504891.68	2420990.998	1948317.385	1072609.061	1156357.665	800733.1661	1730190.127	2678895.645	1748641.662	2704565.467	2803971.737	5438434.093	2374725.819	2756564.605
608.2524597		8.06_608.2525m/z	8.063033333				765.5907782	788.9977652	759.5286452	754.6974277	321.4750618	460.4797586	263.9561455	541.7966856	333.5603011	260.9900674	400.0049653	977.8324578	1298.178721	970.119328	1018.633679	907.0279573	722.5716211	1315.259514	880.3090084	1052.84049	974.6934645	1235.139995	1300.631812	1134.995352	1023.358974
568.2610513		5.04_568.2611m/z	5.036233333				904.9976382	921.6436344	919.4442541	894.2533935	2217.209466	2971.76486	2448.700402	1348.829296	2185.850761	1350.450644	2181.186604	483.6674538	375.2147833	522.232585	349.8503882	526.5765355	532.3134669	491.2843217	708.6943884	595.1230587	409.2525114	396.7531087	240.2102652	649.1787039	347.3212518
935.1387199		1.23_935.1387m/z	1.226016667				3238.109999	3130.175827	3149.74938	3112.142968	1066.640793	1481.128041	1214.900528	1706.506562	1299.821335	1427.442731	1875.911749	5286.651299	4996.414495	4922.376846	3184.299954	3527.577236	3127.609499	3849.888402	5934.000784	3177.658687	6524.706518	5756.622172	7616.633841	4729.524302	4319.958868
385.1122039		0.67_385.1122m/z	0.665216667				143.8515438	146.1352486	144.0860006	152.8079423	43.91713283	45.35641089	35.5892123	79.49258414	32.15925775	43.19745691	49.05233858	309.1661458	295.8132771	212.7050509	476.3925828	136.1366186	226.8777901	358.477013	490.2687661	213.8119347	699.2095574	747.147747	1823.541378	614.2149529	521.2781932
796.0721254		1.28_796.0721m/z	1.276733333				1636.537419	1582.841532	1492.730384	1511.895225	512.8440275	712.2350266	738.8478391	886.1067944	524.9261529	709.2729296	980.2898147	2619.896033	1637.399385	1240.78708	1486.930249	1449.189327	1309.342678	1476.073906	2659.73614	1873.401353	2274.54635	3205.993745	3714.618944	2927.616583	2780.339764
991.10045		1.09_991.1005m/z	1.090766667				1838.11321	1778.508089	1786.876147	1700.350679	279.9235215	342.2545426	426.6050941	1099.170786	286.3628193	373.6205405	421.5217232	3423.941588	2640.742146	2368.308769	1459.738925	1488.364346	1042.383178	2624.179758	3334.166274	2179.884837	3641.597942	4052.1075	4284.82117	4150.77327	2932.688547
953.1346499		1.14_953.1346m/z	1.141483333				1502.742896	1482.325545	1456.922844	1384.309611	502.5512565	563.4162758	523.7303149	880.2935849	476.8170988	542.7210578	672.7140827	2002.587676	2262.541802	2176.809581	1395.822222	1051.362852	943.3732989	2022.174764	2508.832248	1798.722154	3048.80367	3360.936346	3992.295073	2753.049368	2745.962379
376.0646178		2.77_376.0646m/z	2.773316667				247.2423743	277.6340027	256.4779142	253.8244091	31.980251	32.28298537	34.41557577	124.3974612	25.87736887	38.04521085	50.64237332	487.1061668	456.0404762	420.9646711	303.9131826	146.7816397	231.6798767	475.5327037	300.9365692	344.2406813	384.4294009	770.8876174	1131.487342	698.7979132	626.9991266
628.0557247		1.34_628.0557m/z	1.344366667				42728.99095	40974.16211	39732.07611	39711.08763	12987.81246	16503.48042	15692.42307	24690.09995	14743.1377	16448.08355	23117.06047	66389.93398	65651.52535	58309.81396	35258.03215	38455.08179	32672.54068	46757.05862	85265.37186	47757.51748	84941.05931	79137.99063	119758.7693	76521.23554	66579.81415
658.9853131		1.31_658.9853m/z	1.31055				12878.99859	12359.41414	11361.89641	11677.38443	4217.482128	5052.405628	5261.3544	7522.991651	4375.839062	5311.307295	7591.799092	17900.70746	18041.08287	16990.38576	9505.5045	12085.50813	9650.365394	13428.66759	25665.52068	14199.29617	25916.46165	22899.29412	29899.11725	23363.8226	18010.84247
812.0411019		1.28_812.0411m/z	1.276733333				1101.822253	1055.100065	1025.623963	1108.620539	335.2357708	490.6589507	340.8149238	574.9797325	239.5115989	477.1070856	655.5910976	1626.42088	1175.615556	901.3598149	951.3156877	991.4311347	840.632431	1115.801234	1971.98544	1296.640453	1724.383361	2791.381731	3155.638402	2474.732377	2098.168298
428.0258139		0.72_428.0258m/z	0.71595				7114.756484	7026.665176	7326.925433	7017.843548	595.9805792	1707.942163	632.9293217	2861.210839	491.5100683	1484.32829	1375.865595	11613.57432	6953.431548	9111.852064	8836.710378	4397.114162	5249.063707	14129.09374	14033.7141	10598.94418	11164.23484	18959.21571	45554.94648	32159.07723	24602.34704
628.0558099		0.75_628.0558m/z	0.74975				67802.09718	69094.88739	71244.19762	71489.00608	16695.47715	22137.69514	22606.03458	28873.17101	20909.84481	26024.49398	38305.96899	130165.9651	109251.3573	115164.8413	43504.6849	74417.15313	51010.6218	75196.98373	155454.362	81631.94881	119108.8419	111275.7597	126357.1312	111546.1691	111404.771
644.0277438		0.73_644.0277m/z	0.73285				29536.28579	29866.80447	30480.30824	30814.36381	6801.873239	8076.483182	9493.488189	11943.79999	7928.541546	9799.200738	12752.41083	56916.91427	68521.77795	47036.14439	22330.81727	24560.02071	18945.337	48626.41239	64370.74504	47428.94253	60086.43001	92506.84308	175861.3556	67304.62689	107096.9336
751.093007		0.63_751.0930m/z	0.631416667				380.4752594	369.7623001	374.5423365	396.7711637	93.66659676	136.334927	88.01306205	138.691589	119.6313502	115.8863664	144.0629725	426.440149	401.1019861	571.4670691	401.7081428	270.0714829	272.3566548	358.2720221	387.0669708	354.9858432	1027.35845	1202.488966	741.5357784	1019.046969	563.7364341
271.0594126		0.63_271.0594m/z	0.631416667				155.45806	130.004293	151.453667	124.9683256	13.48258732	22.83294059	28.4507072	79.25778506	11.28391136	13.65803897	47.95293928	295.2306223	341.0742567	389.577807	307.5052097	143.1089538	281.3812894	611.9309595	192.1209235	298.3494905	371.1433741	957.3604855	1170.55721	770.4113086	475.8522035
658.9863115		2.11_658.9863m/z	2.1109				6292.934957	6146.263969	6086.156981	5982.504123	1193.479719	1592.8393	2518.392023	3296.73578	1618.959397	2074.359118	2985.732943	9160.67792	10358.05025	9763.920692	5265.002627	5477.257164	4103.354518	7920.760306	10697.85646	7430.21937	11417.31701	11441.09097	18306.44845	11431.48868	10739.18889
735.1014562		0.63_735.1015m/z	0.631416667				419.6234365	402.0143129	410.9633498	428.9220873	105.0603627	151.3584881	97.75099889	144.4388441	126.0362809	108.8602852	160.9085638	474.9768429	373.1566925	603.9728022	411.601168	219.4458992	314.6480415	270.2785366	497.0378731	352.4749244	955.6350277	1162.336856	860.9920587	1051.077863	618.4791359
826.0609579		0.90_826.0610m/z	0.901916667				969.1520226	957.2204909	999.5415581	1434.848425	130.6373239	298.4093343	262.6916088	467.8934493	208.5476143	207.6870957	226.6160907	1953.160503	1550.255168	2341.290023	974.3774559	1118.568983	519.0158635	1613.857891	2792.759746	1273.372457	1474.308642	1633.80518	1901.907471	2886.557884	1550.002109
115.0025373		0.90_115.0025m/z	0.901916667				5068.889854	5142.666129	5162.448194	6997.740762	1169.979194	2161.46899	1473.461296	2597.605711	1286.887765	1205.673371	1506.282033	6967.931884	8822.403906	13314.68248	9165.005869	5071.729604	3508.91635	11686.59539	10644.8381	6731.895982	5854.77605	10012.64373	14475.1901	13000.04933	9444.714098
259.9403879		0.65_259.9404m/z	0.648316667				718.4344455	725.5368507	714.2825376	748.0765614	149.1378605	306.5428019	162.8589077	411.3320803	207.6000405	201.7899965	306.4748115	475.614677	1050.689211	1039.11862	704.2131294	529.2574161	798.8618738	848.4575917	942.8045448	923.3340749	1486.031059	1882.596006	1567.236329	2849.20929	1552.439084
282.0371694		0.75_282.0372m/z	0.74975				4611.531253	4667.194438	4852.881207	5059.728084	1948.465801	2425.409245	2334.323168	2496.676469	2077.934783	2561.59017	2666.866523	8718.860206	7679.852927	7573.08058	4488.027508	4827.058485	3964.749816	6270.612142	7443.535879	5906.534717	8386.164823	10206.04403	17436.83279	9164.713091	10790.12541
487.0964196		0.72_487.0964m/z	0.71595				1419.296341	1347.529796	1471.183484	1341.167054	162.0851919	471.57226	131.0652897	811.4506517	185.0516948	316.7563294	286.2070182	1952.011629	1441.425222	1799.502825	1691.016751	975.272834	1153.570208	2283.185229	2785.546193	1932.351957	2062.891017	3246.216098	7393.238824	5447.736393	3743.418866
725.8202951		6.55_725.8203m/z	6.549533333				828.1560142	835.2927637	744.9345481	795.0657566	1718.768889	1436.516799	1633.287607	1123.803726	1858.00111	1556.265969	1640.419257	513.3552388	632.3589813	460.4896375	548.0393161	652.3883347	603.3923032	413.3237626	495.1182443	593.7896315	805.6112984	462.1847441	301.5008334	251.792644	365.6357039
201.966234		0.68_201.9662m/z	0.682133333				148.2765148	165.744444	161.2372815	163.8843008	58.45912929	95.84008176	52.59228027	93.0547511	67.42492612	77.85048544	110.0278853	178.508456	170.0875766	211.5450732	178.6770882	111.6035486	127.2407781	223.7167856	294.9908628	191.2799347	321.9852363	414.2466486	487.2774378	605.4721821	547.8384158
288.7930742		10.44_288.7931m/z	10.4443				563.1409019	628.7292454	530.7637221	552.5426899	119.8994531	195.2170417	121.5955192	33.75083657	53.85318492	141.7380171	85.59806013	363.4134597	510.0915728	700.0338323	290.7073285	747.6359544	834.524144	728.7127876	811.6937396	586.0853712	634.3019127	1180.626187	1268.936887	1532.107866	604.0216526
838.1321724		0.63_838.1322m/z	0.631416667				370.8902152	363.719386	378.6786385	376.9719792	67.12954356	88.07074072	50.85054528	130.5651965	109.6715456	64.32078456	108.5678564	464.8092264	425.7877564	542.0217417	442.1787398	212.3833726	289.9048903	316.0098753	348.328024	350.7216155	1106.809737	1479.302461	972.4534066	899.8792756	462.8735548
473.0835827		0.70_473.0836m/z	0.699033333				16710.30736	16632.91088	16971.60203	16726.17583	1229.747397	4248.359368	873.4351716	6791.082796	1040.48769	3715.085514	3372.858631	23738.27703	12400.48679	19721.50483	17318.70611	9858.268936	11203.43842	26666.75278	26721.7775	22337.94824	24111.68199	28839.27447	47069.94764	54434.84799	43362.10093
501.013462		0.87_501.0135m/z	0.8681				921.813837	899.6559431	949.6677808	936.5914787	285.0675894	320.5639478	460.3578431	505.3704548	287.7495628	356.6171798	324.48741	857.0904556	990.6709308	1370.135127	564.6095086	617.2384076	704.8835784	935.4238142	1273.737986	820.154144	1157.918959	1964.472817	1378.136473	1812.734741	1443.584406
150.9792599		1.12_150.9793m/z	1.124566667				1259.387102	1272.782302	1309.891254	1359.018456	178.2722809	140.089953	270.2730298	908.8823769	122.7834659	155.9988921	135.8830761	1057.305855	1314.64117	1667.779467	1136.846041	613.9525072	482.1727263	1735.916203	1743.05816	1962.899089	2052.859929	3381.158217	4045.44258	4291.018475	3089.88397
968.0592015		0.89_968.0592m/z	0.885016667				3355.477315	3356.412241	3328.025062	3654.569591	811.3920318	1756.364581	754.4978039	1900.895859	1302.142888	802.1623161	1097.582236	4640.065253	6511.006897	4884.938996	3095.687546	2220.432234	2028.657489	5401.440629	6595.913623	4759.871411	6544.186725	9999.23816	14464.29985	8075.163625	8813.715051
974.0762569		0.89_974.0763m/z	0.885016667				3375.638123	3381.89091	3445.939212	3665.762409	1151.425833	1774.473281	888.553854	1891.721901	1249.610264	830.9571711	932.6449375	5201.074928	5315.992293	5317.914934	3191.99252	2507.380028	1632.755601	4225.72097	7132.016486	4395.697918	5101.060788	7033.66651	7635.399159	6839.834585	6287.266702
731.0770195		1.14_731.0770m/z	1.141483333				5769.154797	5646.558389	5702.951304	5860.309525	1246.967052	1246.127729	1788.508033	4263.598365	1133.942069	1478.884307	1447.506773	5848.497649	5832.550447	6725.202647	4548.285951	3372.179925	2647.798839	7069.763144	7463.014373	7596.326102	8958.783914	13683.8119	13450.14241	19693.32412	10701.73701
523.0742312		0.72_523.0742m/z	0.71595				2475.567319	2392.482267	2447.547346	2410.798224	444.3617743	995.9250515	422.2989896	1514.57622	363.0745374	719.2617501	719.671352	3399.169789	1855.675321	2801.804361	3216.568493	1593.22368	2103.2635	3414.808575	3304.413798	3031.032302	3405.001422	3595.077985	6035.239915	6640.756947	5744.932312
131.1054469		11.52_131.1054m/z	11.51516667				123.103276	206.5956196	210.199833	111.8041831	3375.808744	1491.631637	2172.417928	1593.589702	1958.985469	3877.150333	3035.943604	0	0	0	37.85150113	25.0216043	0	0	0	0	43.27655409	0	0	0	50.95219677
842.0394099		0.92_842.0394m/z	0.918816667				1662.597934	1561.96784	1550.990192	2115.204902	852.8953293	940.0746053	813.749712	869.2192888	882.9571292	707.5427087	749.3546134	2664.673092	2437.454221	2933.490838	2049.226319	1554.205836	1079.956059	2534.506289	3201.915421	2038.703421	2449.354582	3115.899693	3842.20857	4566.350434	2660.675965
658.9861017		1.00_658.9861m/z	1.003366667				11820.769	11683.85268	11389.38888	11282.80139	4797.804609	5409.748034	6183.642431	6622.790098	4582.864365	6310.831602	7551.620281	18163.9747	17483.94972	16600.4123	7149.106479	13091.23444	11981.41683	12299.73496	21965.69888	12551.6774	26736.72783	23593.4347	22051.22997	26213.54736	17214.77266
345.0096119		0.89_345.0096m/z	0.885016667				2194.453521	2117.083337	2179.001064	2246.54227	174.5571608	197.0131361	453.4465467	1586.535784	213.5165816	204.997956	246.572115	1683.418428	2553.535184	2840.59028	1132.194028	1269.807232	835.7754352	2093.282163	4051.453655	2956.03865	3019.289186	5401.496964	3651.150985	5367.866359	4340.861156
495.063376		0.72_495.0634m/z	0.71595				2321.549709	2328.136249	2344.326966	2429.099479	543.5786822	1091.967616	649.3584109	1241.446244	602.405773	1225.308938	1075.156003	2891.027918	1533.222232	3027.649861	1834.314467	1834.270305	1901.698941	2654.091997	3671.408097	2674.602521	2829.237246	3298.053396	3289.431447	5367.549443	3689.623162
221.9830268		0.63_221.9830m/z	0.631416667				1280.063978	1312.574096	1268.757957	1277.864456	264.3245377	396.2774705	430.7234119	698.3666999	345.5249286	405.8165994	476.4113195	1501.787145	2911.573278	1967.562242	1905.915562	854.9364374	1668.524935	2503.634031	1758.147486	1597.865862	4255.331192	6903.219131	5602.922462	6682.818178	2776.485939
561.0353027		0.70_561.0353m/z	0.699033333				1717.084984	1689.18581	1717.159962	1710.919632	993.1329073	1179.48814	1113.128375	1074.148101	965.9438447	1070.219497	1124.146373	1873.544111	1474.112531	2213.792817	1524.518391	1385.500306	1694.972322	2154.122938	2269.818778	1891.281645	2654.405189	3694.587013	4078.109185	4306.787292	2909.885072
280.0211085		0.90_280.0211m/z	0.901916667				3463.695607	3487.330029	3487.302779	3497.121996	619.513442	781.8416891	809.7363427	2264.008904	647.4853856	621.4694746	546.7411737	2744.855826	5927.583869	4598.026035	2377.909902	1672.439548	1157.841722	4912.699412	6703.921111	6112.609661	5608.6677	12761.8458	17735.18675	8981.015105	11777.61644
634.0933374		0.70_634.0933m/z	0.699033333				804.3060403	752.2810862	785.8715893	839.7532512	316.6657666	406.9888239	290.5836276	423.6670242	251.5487529	408.8361219	412.4064604	1017.304825	799.0198691	1085.340784	913.8451586	523.5926777	627.3351873	1339.333332	1076.575133	868.70485	1102.105586	1463.145162	1750.741924	1989.487883	1300.612841
983.1866311		1.18_983.1866m/z	1.1753				1530.246228	1408.015142	1471.860243	1486.135392	205.4369963	417.1696355	317.9851829	673.9944972	258.271716	273.6375211	318.5297056	961.9688255	1541.303392	3275.208556	1033.238098	872.4404508	629.4751404	1486.403114	1460.759095	1606.580168	2814.19331	3014.497315	2609.894762	1913.303433	2686.389032
323.0284972		0.89_323.0285m/z	0.885016667				89446.67472	91853.90334	92412.00183	94456.05873	9521.410232	9460.34236	14620.69643	53140.8658	10270.67999	9226.687597	14579.01587	73964.48632	181319.1471	143633.1869	63915.84039	45568.94449	22963.88257	163379.8861	200459.3109	180680.6392	156126.6231	379387.7281	544473.1215	252876.7103	343758.558
713.1254621		0.63_713.1255m/z	0.631416667				320.8504111	319.9354714	339.1524423	339.8114423	46.51447029	76.31019083	41.25233706	102.2493291	86.30975896	40.99394235	65.28692637	443.7728427	329.6355015	472.3159425	421.3026865	117.9598401	225.2606091	245.9033298	335.5952894	314.9441752	1104.177471	1720.029519	1087.565365	1025.662096	491.8132779
778.0416547		0.82_778.0417m/z	0.817383333				1518.726617	1475.232183	1466.976829	1514.022049	668.0482348	968.4799553	712.4471139	1046.67674	723.1081408	766.9643018	805.1506733	1472.186148	1731.966303	2772.272271	1445.500127	1622.479323	1258.702481	1975.932407	2255.566022	1403.651378	2412.958797	2585.303513	2539.34343	2565.122909	1977.819398
797.9049595		9.83_797.9050m/z	9.829933333				617.0410591	608.0355188	708.4946496	603.6892027	68.54784114	51.42158398	180.2309075	338.4781424	105.167414	105.9071912	44.00808784	1053.951002	1192.394851	643.6612302	1723.334571	492.9140478	366.0293925	1403.943845	738.4666418	1148.896152	1030.63676	1947.014296	1696.736686	1296.257701	1024.67029
192.9889372		0.95_192.9889m/z	0.952633333				973.1873762	954.1791881	963.577212	940.6114266	300.0969631	294.6376931	425.2653049	618.375125	283.1572091	341.9301318	318.238724	836.9282647	1367.900164	1379.466891	670.188845	616.7226157	539.0137483	1360.645818	1440.955797	1342.646136	1444.837402	2777.947076	3943.507431	2392.639232	2522.606228
511.0383447		0.70_511.0383m/z	0.699033333				1047.864561	1058.960519	1061.758092	1055.639936	341.0266694	561.5393109	410.756775	640.2880187	373.2874725	553.06606	482.8337025	1294.077138	975.7577358	1355.066834	1246.098482	675.6471951	940.5465874	1698.543383	1398.638729	1221.520619	1714.588052	1780.861	2877.735302	3151.589581	2490.296186
568.025395		1.26_568.0254m/z	1.259833333				1197.231839	1119.316171	1139.497273	1225.727246	491.0142421	418.6458469	678.7877326	778.1207697	454.4770921	358.9079138	554.1459039	832.1620007	1005.329225	1560.94057	765.6356663	841.3615492	788.6384797	1378.755504	1360.389939	1492.027718	1756.714967	3034.758121	2947.437634	2924.717426	2222.676561
666.0155383		0.75_666.0155m/z	0.74975				2241.117248	2317.991574	2217.32423	2302.638536	1149.873861	1202.115483	1512.437973	1107.109775	1140.158578	1538.823257	1720.164653	2906.705433	2913.957542	3804.739825	1842.928473	2284.588071	1908.985815	3925.040289	3613.327805	2731.814999	3508.311983	4365.651142	4267.916702	4778.835638	4235.243089
669.0448332		0.89_669.0448m/z	0.885016667				2526.230315	2437.618992	2542.65136	2625.550832	461.6088981	491.6334122	640.5064732	1404.36902	505.732317	592.9256881	537.9048793	1974.993987	5328.75587	3263.498886	1226.549246	1076.275385	717.7806887	3319.361265	7465.693371	5753.177847	3304.586226	11114.40677	9226.956223	7793.310321	10208.1027
933.1502138		0.70_933.1502m/z	0.699033333				711.9072203	744.6955832	802.1049875	826.7127816	252.5250301	439.9528504	267.4748153	449.9566695	285.590133	313.3243227	348.1168696	1192.237271	754.3795191	927.0954034	887.491325	776.3691416	656.8112015	1267.619492	1026.031595	930.0545078	1152.778253	1366.416422	2667.87503	2528.373254	2850.238312
697.8346604		6.43_697.8347m/z	6.428316667				427.1354169	457.4445937	420.3725778	417.2128654	1028.848252	1006.682337	878.653159	437.3427601	1447.235141	929.8199533	858.6563918	111.8807864	132.4703055	196.039781	151.7991753	173.3274986	169.3584399	61.07250288	295.4291417	210.9403299	214.9958546	90.47402374	114.3175584	45.04674311	119.8025444
267.0697876		0.65_267.0698m/z	0.648316667				486.3329869	464.6269707	496.0531926	515.918705	81.58078516	162.9783444	76.5474155	261.7374983	158.5673866	74.52558708	137.640423	507.5139711	563.8730069	777.6857131	679.8351736	345.507435	685.3161029	597.7441419	1878.056595	368.5347584	1030.511578	920.3509575	2633.456619	984.9367096	973.6457305
587.7934946		7.30_587.7935m/z	7.2965				464.4253806	430.5880329	448.1602522	460.9441263	1006.382549	950.9983908	895.7620913	711.0723065	1095.918129	897.0869415	965.3611668	94.20853061	132.910905	205.4158644	148.6732567	211.7800424	351.4723748	154.4607051	316.2610148	309.4724963	414.2904694	148.4740478	125.6359151	186.8531644	95.80657379
595.0597384		0.63_595.0597m/z	0.631416667				278.3729128	304.0782407	274.5305627	284.9236536	64.02410015	110.8122854	56.34025434	113.0286854	104.0845193	65.32082839	101.9982426	200.8078234	483.6779453	428.1685327	357.2908551	201.2239076	238.7271648	342.8297597	253.9683101	277.4265478	640.0277015	700.7721974	508.2772362	625.8847362	298.1760062
998.434797		9.53_998.4348m/z	9.5256				3897.610885	3938.033099	3798.849363	4062.533197	635.9544226	703.2963617	744.9936035	745.446817	724.42085	545.9720665	500.5972149	2358.559032	4271.921544	2402.987584	2815.279479	5463.729682	7221.740526	7175.937987	5880.535087	5719.48511	1737.355658	5932.367664	9504.632826	12600.55093	2592.110319
800.0310657		0.82_800.0311m/z	0.817383333				2481.612995	2488.083399	2353.581242	2614.025383	1336.557795	1923.882198	1533.614443	1651.3492	1530.912978	1438.445325	1440.35687	2659.305234	3343.881094	3732.998217	2750.082272	2233.602966	2409.168421	2798.64781	4219.347994	2209.203586	3900.520679	4034.367159	5056.178096	3837.001071	3528.878266
473.2001341		3.10_473.2001m/z	3.0974				1122.926153	1122.143622	1131.185099	989.276714	191.1157168	293.768086	83.03445802	763.2569654	291.6799135	139.5527862	359.5733443	1625.890251	1840.093099	1301.054834	1257.186208	946.5429342	719.9028542	1916.115543	1627.981884	1861.753899	1831.958993	3829.9678	3942.839602	2118.011152	2223.256969
612.1131874		0.70_612.1132m/z	0.699033333				2268.943979	2281.946485	2261.961437	2341.061289	372.8118812	794.6858866	323.8037053	1135.927021	432.6787724	699.2601121	705.3058556	3203.222831	2920.016749	2996.789448	3614.031551	1440.168686	1770.616308	5352.833604	2580.47056	2840.451208	3931.341094	5640.221769	10765.46657	7922.12448	4644.545463
888.0945549		0.75_888.0946m/z	0.74975				2240.294309	2180.85753	2265.235815	2242.816213	1437.077067	1611.750409	1413.956532	1563.963859	1283.612861	1432.076652	1553.334328	2647.309434	2583.552066	3203.577697	2436.631948	1972.761258	2317.942	2640.799225	2394.185441	2320.264461	3495.922895	3834.561436	4446.741844	4468.48863	3438.779234
768.4101088		3.27_768.4101m/z	3.266466667				380.6469308	362.7359802	373.29616	389.573665	96.54174695	233.5105196	99.85533477	193.8079074	158.3814723	119.325846	169.9799355	309.7147645	604.5655298	381.0013829	363.700463	283.3252243	263.1730583	592.8541288	1037.152614	601.4842273	600.4238776	1078.462636	799.5952263	380.7125317	971.3606834
78.95879609		0.89_78.9588m/z	0.885016667				2651.700029	2698.198949	2727.938478	2746.73652	1071.705135	979.001444	1216.81582	1575.982286	800.1986997	1108.423038	986.2991917	2355.569922	3823.165564	3494.423499	2121.154842	1271.979845	1405.333728	4289.97346	4023.167112	4400.716598	4746.377807	8348.189467	12937.81378	8801.333956	7521.221862
900.8901253		3.30_900.8901m/z	3.300283333				578.1159019	558.0459722	535.0327358	577.2360927	68.06746353	88.78724456	40.93135698	210.7488647	68.17995007	37.73639003	83.60742745	662.1764065	590.5674232	440.805645	786.1436327	276.0564524	190.256518	879.6512289	364.5661756	882.9143363	1511.847566	3342.854587	3015.422246	1171.72141	1073.494675
389.0062721		0.92_389.0063m/z	0.918816667				387.9614355	387.7362101	384.2677514	716.0265708	13.18060397	54.51291905	110.7314149	130.0720601	43.79888819	15.4108621	46.78974434	669.7896871	859.6458553	1184.450121	895.3096324	402.8302504	173.2418716	1256.076279	976.7982054	611.5160469	401.1670258	886.6973466	1295.67439	1860.971618	787.3600938
333.0578617		0.65_333.0579m/z	0.648316667				2247.445958	2232.434234	2238.391748	2244.648034	628.275287	797.5483536	703.2078132	1293.048064	751.0840537	1234.330059	1004.412391	5231.389736	3170.106175	3295.923666	1824.971467	1626.166259	3160.940645	4138.098046	3056.575767	2295.065444	6214.69167	5930.381727	5459.948613	6821.627807	4924.720664
302.0032107		0.95_302.0032m/z	0.952633333				577.3941378	560.3482866	572.3577172	574.3653855	131.6796339	161.8201356	262.5074954	464.500835	184.1373606	189.715179	188.0300321	503.3985332	580.0210238	734.8330419	348.9030076	312.2719321	380.7553468	533.8347994	819.1454288	634.3762194	862.7174301	1207.023457	836.5162301	1370.534736	1018.443071
773.0777374		1.12_773.0777m/z	1.124566667				2361.686929	2394.91404	2304.023058	2395.153349	623.974222	565.6089759	899.2131593	1258.356166	497.7291227	736.4599181	529.4942864	1679.589607	2251.085938	2195.135114	1168.216103	1469.635108	1026.33605	3070.685676	3027.395547	3388.820861	2408.484438	5498.488592	10900.05603	4500.310372	5872.277855
365.1339611		3.10_365.1340m/z	3.0974				3307.78765	3345.06781	3341.59475	3286.15428	2005.330812	2169.36001	1543.949035	2737.787516	1447.710194	2045.520228	2616.965488	4285.09678	5179.392963	5976.235121	5744.864469	4096.250602	3870.017564	6394.115618	4831.141498	3541.337843	4440.603132	4684.643526	2980.744358	4250.345133	3912.10476
