Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_sample_1-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_2-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_3-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_4-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_BioRec_Plasma1a_pos_1132014.mzXML peak height	CSH_BioRec_Plasma2_pos_1132014.mzXML peak height	CSH_BioRec_Plasma3_pos_1132014.mzXML peak height
1558.09			6.29				19429	20479	19604	20294	19169	18905	18357	18924	17299	19401	19251	18459	20056	18783	19381	19161	19284	19468	17533	18914	17893	19016	18541	20490	20731	20748	20065	147	163	139
808.65			6.33				37259	28319	42561	31336	23788	22770	22902	23351	20758	35700	27159	23146	30612	29140	32430	32241	32319	41829	28721	32328	31696	29472	34780	32204	29666	32207	32246	5166	5225	7376
1456.15			6.33				38366	26910	43175	28957	26881	23542	22177	24233	17045	23615	27771	22008	25120	24287	28890	22854	23719	34253	19786	18274	19260	17064	22248	16136	12560	14052	16113	184	147	136
831.67			6.34				69353	56367	76361	62700	53879	50519	49002	50393	46147	52405	55363	48184	57605	55340	62746	60877	64622	76868	57286	61613	62241	61436	67825	66648	62903	64299	65665	4060	3572	4126
830.64			6.35				80867	71247	87201	75653	61038	55931	55121	55308	54617	61488	61795	57554	69864	70256	76137	84650	81236	92911	75105	83921	81800	84380	88752	89153	85374	87235	86282	1415	1307	1549
804.63			6.35				41831	33034	46400	37513	31078	27903	27569	28605	26107	30202	30593	28608	36521	37565	39524	42514	41737	51286	39109	46715	50895	49223	54116	71457	64707	67793	67410	1265	988	1068
555.53			6.35				104489	78284	123442	82658	80085	68595	68694	72286	57782	72244	80947	66485	78484	76028	87892	68512	72292	99486	64655	61103	64542	57317	69302	52408	45844	47858	53454	443	441	341
734.6			6.36				298457	229961	353617	242239	229892	207135	203917	214406	171789	212842	237908	198567	230694	221729	261761	213445	214923	291997	187541	175977	182222	168705	199150	153422	136518	137553	153261	1020	1079	939
765.57			6.36				107834	85838	121390	92387	79709	70729	70807	71369	60068	74866	84224	68289	83785	79187	90990	76251	77242	101078	69388	59295	59723	58101	68393	43067	38996	40133	41490	2833	2667	2613
537.52			6.36				52373	38973	60213	41634	38820	35657	35432	36372	30787	36959	38823	32996	36473	36742	40033	34242	34503	49681	33564	29928	31027	29575	35242	27618	24381	25354	27323	0	0	0
581.55			6.36				14152	11002	18447	11313	11604	9484	10025	10167	7994	10108	11448	9270	10859	10492	11981	10227	10364	13705	9485	7692	8224	8228	9312	5368	5320	5341	5191	536	530	637
739.57			6.36				687480	617465	725686	614105	618647	581592	569493	582264	522599	580113	597216	547887	575131	568394	615542	561928	571287	661097	530916	510259	519524	515131	549416	485689	440157	454854	476900	601	591	726
824.64			6.36				33852	25243	37980	27954	25588	24216	21907	23553	22213	25756	26240	22484	30553	27749	32120	27601	29665	35412	26969	28408	28872	28764	33129	30330	27504	28952	30340	13669	5199	5359
874.66			6.39				12431	9755	13823	10311	6862	6718	6496	6618	6212	8291	8129	7419	10847	10907	11590	11680	12473	13564	11577	11348	11125	11092	13520	10412	10229	8920	10247	2738	2607	2599
848.65			6.39				21753	16549	24491	18937	13198	11659	11637	11581	10900	13721	14364	12550	17908	17120	19654	17710	19075	22712	17813	15704	16154	16361	19435	16099	15905	15208	16173	4059	3698	4366
773.62			6.39				363023	275319	452420	315612	300425	273713	264576	271700	250670	291076	306987	259711	301315	285948	316772	287429	299119	379581	262765	267466	270626	270963	301289	255483	230301	241468	255336	40165	37101	37575
802.64			6.42				88329	66840	102892	73424	65335	57396	56068	57804	56249	66108	72291	61368	75285	73019	80355	65573	66353	85884	61360	52155	53269	51323	112494	68144	65236	64694	67613	3660	3306	3220
794.6			6.43				135341	97069	168699	115463	106227	95774	92176	94477	87987	107057	114162	97258	112095	110509	121587	98110	107551	137570	89292	91093	88626	88928	103363	87477	77998	81253	89967	1701	1842	1848
770.6			6.45				175590	127664	201971	132249	130908	114380	115105	121404	105336	131568	149084	119956	143851	142666	170036	119605	132259	183346	111689	91772	93676	89653	107138	75800	65156	70817	76542	1145	868	1122
800.65			6.48				188819	149464	231341	165180	153847	143284	135711	139237	117881	137105	154784	134770	153603	150934	161304	158549	152276	204871	137968	155510	149695	151376	167937	118548	113057	116126	116051	30971	28252	31315
735.55			6.54				120396	12177	145184	12275	10909	59681	12285	89263	11633	10960	11439	12128	12927	11985	11968	79758	13040	94543	72959	12700	12353	59287	12528	12532	39377	59229	12399	7779	7453	8210
704.56			6.58				21302	16809	24514	17072	13256	13175	13781	13827	13118	14461	16526	12869	17215	17879	21511	19782	22167	25417	19679	18690	18782	18846	20300	18338	16914	18366	18303	2108	3028	2310
752.55			6.63				51343	39011	59979	43795	37563	36470	35025	36411	33561	36914	41191	36564	41288	41067	43702	44096	42713	54050	39113	53624	52201	53093	59314	79680	70890	72682	77581	1396	1316	1396
893.63			6.63				18135	16009	17671	16511	17294	15195	15761	14393	14208	15468	16198	15316	15853	15219	15877	15464	16144	17293	15315	14652	15107	14553	16138	16007	14933	14203	14569	2152	2213	2254
806.61			6.64				18362	13143	20612	15273	12396	11824	11124	11673	10870	11879	13985	11338	14812	13761	14196	13107	13709	16870	12632	15632	16711	16297	17638	20691	19606	20537	21742	1147	1007	1165
835.66			6.65				734587	646753	768425	676287	649851	628638	621388	622922	562507	621557	655383	587951	633510	639653	678946	637904	651312	735930	613432	628225	617691	615788	661114	631807	617958	615782	619151	54827	50393	65497
809.65			6.67				175245	142818	199830	156522	148469	134643	137879	137891	122440	140187	147304	130675	151008	146656	163394	148287	157737	184930	141645	173188	174483	169824	192144	272594	259816	262483	266108	42481	36829	47150
790.64			6.7				51438	38464	57455	40414	44044	36899	38532	38561	36636	46179	46843	43123	44699	46061	51800	40699	42626	51929	36435	37848	39500	35566	44282	56106	50823	54750	52560	10456	8937	10213
839.66			6.71				34913	26187	39772	27682	31414	26056	26389	26894	23611	29800	33164	26678	29938	29092	33417	25207	24983	33419	21575	19796	18946	19013	21276	23246	19640	21631	23127	3679	3166	3453
826.67			6.72				46121	32961	59894	36788	34203	30519	30391	31960	26342	33391	36319	30333	34134	33317	39747	31201	33577	45355	27723	25728	27075	25067	29090	20131	17977	18683	19767	4068	4067	4179
823.64			6.73				47569	31536	59570	39756	33392	27039	27728	29036	25478	31826	35716	29370	35869	33155	42895	29488	35610	48381	27262	27469	25439	25919	30314	26228	23042	24453	24025	1201	1114	1329
782.64			6.74				67143	44623	86608	53510	46222	37581	39522	42259	36067	45645	47109	38695	47000	43629	54287	42181	44492	64195	37955	34840	36651	35201	39276	34445	32335	32385	33871	1342	1373	1292
848.65			6.75				75994	54008	94155	59443	52507	47159	48854	47082	42111	54338	60183	47029	57652	53485	63152	49301	53793	75055	44701	39406	39068	40529	46037	27138	24911	24569	26692	1588	1424	1463
591.49			6.78				78475	64757	84183	69339	56291	50161	49525	53974	48904	58369	54720	47757	70712	70630	76040	64355	68345	75545	65214	62858	66367	61189	73427	69734	81331	77512	79675	4411	4627	5384
872.64			6.79				13679	9576	17505	9922	12528	10422	11214	11480	9101	10669	11153	9818	9131	8274	10850	7099	7744	9932	6516	3960	4501	3879	4856	2937	4083	3584	3982	1149	1099	1252
892.67			6.79				11242	8205	12693	9189	11720	10877	9683	10566	8048	9223	9708	8798	7699	7641	8987	5230	5208	6821	5149	3194	2963	2959	3188	3708	3785	3633	3364	735	870	774
1160			6.8				18320	15026	17953	16824	12128	10299	10022	11491	10758	13114	12531	11060	19392	19910	20638	16431	20882	21116	18366	19203	22311	17800	23359	21522	24707	23925	26055	251	292	426
651.53			6.8				22552	23659	26972	23416	38753	41084	36947	40414	29054	29899	31563	30520	24209	25242	25017	18685	18796	23005	18693	12102	12863	11618	13494	10714	11328	10893	11507	552	591	633
586.53			6.8				21620	16732	25559	18613	16773	13893	12672	16214	12001	14459	13819	13056	16459	18465	19324	15925	17410	20271	16475	15741	15929	12930	18673	16563	20109	18346	20840	882	1199	1053
1186.01			6.81				13203	12667	12720	12352	11148	10547	10400	11940	10232	12314	10866	10055	13534	14212	14342	12782	13119	12940	12888	11015	11804	10866	13065	11922	13902	13884	15433	357	338	387
1212.03			6.85				14708	15516	15461	15368	15493	15849	14716	15656	14839	15747	15155	14623	16125	14393	15116	12913	13330	12180	12433	9674	9983	9596	10346	12805	13661	12670	13654	275	324	686
612.55			6.85				160056	120793	188450	125660	145626	121714	123823	131806	96626	116513	110769	92103	106157	108578	119466	80439	77061	103422	78920	52327	52918	49206	58528	71379	89366	81396	91029	4151	4038	3882
667.52			6.85				61519	56091	65143	56588	47258	46155	43802	48643	41711	49237	49467	45367	57671	65309	65006	58150	56880	69619	61779	58200	67307	63522	68109	77545	88102	89342	88687	1152	983	1105
693.54			6.88				12894	10984	13502	11133	10506	10097	8870	10646	9072	9456	9792	9525	11502	11540	11225	10210	10253	12189	10622	8039	9172	9404	9420	12427	14145	13132	13778	1107	1273	1225
827.68			6.89				52232	38665	64057	43961	38555	35895	34907	36300	29729	36619	40699	33330	39184	40133	47388	36009	39420	51079	35879	34317	34325	33898	38586	37214	35905	35568	36434	9493	8451	9019
868.67			6.89				16709	12626	19442	14625	15490	13039	12430	13437	11152	13439	14853	12702	13258	12524	13748	10593	10665	14052	9896	7230	6956	6317	7508	5774	5812	5492	5793	1052	894	1086
638.58			6.9				145106	99817	172301	114216	143072	119036	122195	128317	82405	100422	107837	86449	95732	100151	102205	73717	70651	99767	69503	43566	47326	40605	48153	52043	64041	57886	65215	3606	3579	4074
792.66			6.9				72585	50283	94268	58505	44051	38026	37663	39276	31128	40574	43901	35386	52364	53605	63704	51204	55862	81886	48768	44979	46406	43377	54980	47948	47116	46004	48130	1713	1675	1593
659.5			6.92				14575	15862	15079	15929	19105	18203	18362	18997	18092	17102	17247	17781	15613	14842	13974	13601	12725	12403	14160	11857	11792	10206	11202	11571	13835	11373	11982	2796	2721	4067
1237.11			6.94				10675	8018	11670	8771	7377	6762	7256	6881	10132	12919	14411	12482	21013	20765	23578	21259	21156	26605	17917	15098	15737	14814	17114	13880	13774	13160	13609	184	139	167
852.68			6.95				22078	10263	26471	10321	8607	7754	7960	7924	7221	10393	17651	7869	13204	9169	14522	9091	10678	22486	8882	9212	8977	8983	14054	8619	8499	8509	8868	3023	2899	3159
646.61			6.98				25335	19036	30738	20110	14473	13028	13958	13072	16520	18333	18682	17779	25229	24525	26074	22230	22694	29865	21165	14943	14679	14265	16563	14080	12327	12696	13226	1474	1258	1302
801.67			7.01				133074	101976	164809	115939	107938	94286	94375	95990	85887	100131	109783	95224	111703	107872	126197	112980	120271	155097	105782	124052	123415	120953	138396	173399	161020	167727	169119	116157	103546	112447
668.6			7.02				66080	48537	86062	52784	36513	32932	33985	35058	40262	50678	54040	47565	69189	66588	74747	55740	55818	78882	49827	35320	34523	33747	38804	33564	29851	30861	34093	2012	1982	2330
796.64			7.05				17246	12393	20487	14653	12525	11515	11213	11502	11052	12438	14109	11883	13422	12243	14593	12596	12700	17300	11964	10798	10903	10013	11681	8790	8186	8169	8292	2262	2451	2866
836.66			7.06				17866	13217	24353	15121	13714	11731	11784	11670	10111	13146	15770	11802	14528	13974	15497	13037	13416	18687	12219	10499	10003	10464	11268	8576	7673	8659	8108	1304	1258	1267
856.68			7.09				13352	10737	15931	11842	12583	12047	11009	11426	9693	11224	12618	10848	9876	9875	10653	8540	8769	10765	8391	5778	5882	5392	5838	4753	4458	4530	4937	1244	970	939
802.67			7.1				190889	148097	212945	152926	157391	145096	139491	141932	124972	146062	168774	138262	149512	150079	172647	136141	133584	177007	123851	100316	100046	97499	112494	93546	84427	85890	93334	59565	55839	56422
776.64			7.13				68573	54792	78779	55259	55812	50380	50614	50133	45569	52395	57918	51209	54033	53423	62301	50593	53507	68059	48437	39259	41007	37815	45214	38582	34770	36274	36959	969	1084	916
828.69			7.15				144387	110135	171106	119512	117719	108847	109331	107407	92489	109528	124580	103593	111437	109045	123186	113267	111424	143033	97209	102593	97443	97895	107423	77956	71652	71380	79221	3453	2867	3349
904.71			7.21				17777	13581	20181	15088	11357	11516	10200	10845	9727	11612	12180	10374	14170	15229	15067	15099	15795	18362	14916	14924	15634	15376	17078	11170	10829	10406	11110	2280	2325	2487
822.66			7.24				26679	20037	34082	22941	17662	16600	17106	17445	15605	17891	19486	16639	22874	20636	22813	22150	21224	27272	19374	19431	20460	19671	22490	20047	19917	19752	20476	559	590	661
820.66			7.28				12493	9324	16046	9749	7633	6887	6304	6530	5790	6924	7328	6193	10396	10317	11654	10310	10232	15215	9712	11354	10954	11154	12653	15012	12969	14204	14318	1207	1341	1372
784.62			7.29				16421	10748	19280	13207	10704	10587	10131	10125	9112	11073	11714	10842	11319	11479	12554	11816	12174	15423	11080	12476	11983	12794	14089	11965	10270	11643	11708	1080	1092	886
863.68			7.3				10633	6403	13417	7571	6937	6302	6113	6484	5235	6526	7732	6497	7560	7671	9725	6579	7304	10368	5972	7280	6486	6308	7835	11096	9874	10134	9937	855	1074	1071
834.64			7.3				11341	8611	14468	9548	7220	7738	6384	6952	6069	6968	7745	7461	7631	8198	9085	8563	8127	10761	7837	8427	8494	9623	9872	10570	9605	9298	11402	934	877	838
974.74			7.31				11031	8456	14302	9083	8306	7367	7203	7605	6101	7684	7734	6906	7363	7238	9528	6379	6640	8612	6050	5646	5400	5211	6020	8325	7636	8203	8593	638	580	594
866.67			7.31				16192	10864	20646	11635	13755	11296	11339	11288	8828	11839	13493	10416	10465	10678	13493	6956	7614	11929	6141	4477	5336	4909	5459	6285	5336	5653	6169	566	610	504
837.68			7.33				113553	71977	160754	86299	85225	70977	69166	74620	61739	79318	91703	69697	91213	88441	114550	71921	82754	127117	65487	85695	86476	83415	109546	258436	221610	237900	247722	15199	14192	16196
1132.04			7.38				15390	15986	14604	16265	10809	10319	9600	10771	10198	10662	9695	10321	10798	11257	11645	11605	11123	12047	11433	9847	9261	9965	10807	5479	6167	5500	8080	198	241	168
1158.06			7.4				10376	11301	9531	10932	11195	11091	10204	10486	9835	10301	10225	10920	10556	10003	9932	8698	7736	9556	8212	4923	5139	5675	5453	2526	3193	2595	3645	203	203	176
850.67			7.41				119844	86454	149161	97202	99183	82908	87103	87900	76070	92633	98119	83006	94035	87875	108394	81650	89837	122198	74085	62531	67081	62857	72549	56422	51860	52167	56202	830	745	826
581.55			7.42				23655	18564	28598	20062	26255	21498	22177	21545	14925	18556	19590	18908	15473	14654	16529	11190	10562	17087	10182	6063	5792	6012	6811	3116	3798	3434	4470	486	407	391
577.51			7.43				71523	66902	69745	67635	56042	51986	47390	53797	44661	49785	50003	48962	48322	50699	52856	48397	47981	52978	47208	37415	37408	39318	44523	26563	28464	25562	30941	767	771	792
603.53			7.43				117082	110487	120612	110547	137450	128789	133622	129849	111314	126650	125867	127814	110412	111759	110426	81842	80205	97609	75068	42460	47884	45524	49099	22518	27407	23277	29529	759	797	721
880.71			7.44				16612	12515	20337	13713	11617	10494	10828	11037	9613	11769	12348	10639	13256	12981	14706	13302	13091	15647	11728	13027	13430	12735	14319	10334	10428	10400	10648	1758	1744	1834
619.52			7.47				23392	19135	25606	21077	21361	18881	19681	19239	18970	22016	20008	18318	26415	26770	28974	23699	27234	29458	24877	26264	27706	23992	29642	27606	31707	30788	31919	2543	2933	2651
828.67			7.54				64364	44063	81735	49201	36345	34475	31518	31332	29950	37159	41888	34384	44392	45857	56374	42743	45844	61497	38519	27280	27632	28016	30801	14291	12366	36790	14553	1560	1708	1681
692.66			7.57				42440	30271	48221	32937	29242	25255	26587	24312	28238	36812	38927	33197	42495	41147	49701	43161	46281	58842	41939	35389	37851	35079	41678	36084	32990	34280	34906	1056	976	877
794.68			7.57				30176	22000	42884	25715	20592	17855	18102	18573	15224	19620	20268	17144	23849	24525	29783	24750	24532	35829	22453	23784	22855	24191	27958	40409	33992	36839	38892	1423	1446	1490
802.64			7.57				23474	16713	30314	18977	14270	13680	12520	12497	11954	14465	16302	14001	17434	17518	21977	18018	20072	27691	16787	17953	18446	18546	21149	24499	20934	22147	24322	763	720	747
1319.23			7.57				56115	34162	68792	35970	30390	26381	27303	25995	34801	53427	62428	49456	72491	72173	95305	60778	62849	94094	52932	39391	39698	37564	50361	41715	33038	36423	38366	184	185	156
1318.24			7.58				55527	32916	67696	35613	30322	25397	25967	25612	36349	52709	62046	50411	74396	72209	95110	59918	65788	94180	53762	38023	38753	39721	49051	42363	33209	36332	38943	210	177	197
706.68			7.58				32957	25009	35858	24662	22704	21347	20246	20627	23398	28728	32237	26595	33804	33109	40079	33693	34944	42560	31328	27709	26938	26868	31570	27109	25375	26369	26911	734	620	613
1292.22			7.59				23573	13589	31240	17204	10196	8932	8427	8901	13043	20152	21899	17835	36625	34836	49833	34730	37591	55366	32047	30898	31389	30320	40019	38882	29077	35755	35929	184	134	187
680.66			7.6				6834	4918	8384	5600	3960	3815	3969	3857	4995	5738	6541	5438	8702	7965	9699	10477	10444	13726	10055	11095	11804	10882	12974	12326	11560	11704	12033	676	564	707
854.69			7.66				22114	16644	27464	18281	17305	15927	14763	16284	13589	16406	18193	15235	16977	17336	18723	17241	15963	20564	14643	13622	13345	13524	15071	10222	10183	9296	10334	1175	820	1139
884.71			7.69				10305	8873	13298	9588	10805	9479	9493	9413	7983	8607	9900	8039	7810	7705	8652	6489	5848	8040	6023	3949	3622	3529	3851	2653	2829	2567	2529	766	685	701
804.67			7.76				33041	25635	39950	27308	27250	24537	25537	24328	20863	25219	27669	23773	26075	25546	29961	23620	23527	31019	22188	18590	18042	17294	19173	16372	15055	15382	15993	800	685	765
812.65			7.87				10015	7410	12550	8140	7517	7323	7177	6397	6201	7320	8109	7194	8145	7368	8455	7475	7870	9277	6421	8377	7898	8203	8291	6981	6302	7002	8026	683	1152	800
658.6			7.91				23886	18228	29949	20958	14019	12416	13741	14467	18922	21588	21990	20741	31467	32829	36476	30512	31016	40078	29580	26826	26403	27731	30168	28674	25823	26581	28598	5713	5808	6284
846.69			7.95				14291	10708	16340	10771	12963	10512	10265	10894	9273	10155	11741	9686	9449	9677	10967	8011	8686	10778	7784	6960	6507	6511	6677	8218	7162	7119	8029	1293	1060	880
872.7			7.95				50739	38693	57998	42105	47945	40586	41305	42145	34388	39028	42058	36046	31009	30790	36111	23883	26040	30239	22270	15158	15217	14510	17180	18208	17318	17394	18578	915	912	988
898.72			7.99				81908	64504	98561	68018	80849	72656	73101	72244	58954	64638	70120	60246	54665	51389	58681	40947	42119	52450	35315	19195	20162	18933	19823	11740	9876	9686	10587	763	694	785
844.71			8				9369	7813	10907	7847	8360	7257	7778	7820	6876	7038	8203	7287	7220	7394	9039	7032	7184	9323	6662	6334	6191	5946	6773	9109	8606	9008	8981	778	839	847
631.56			8.06				14253	11073	17315	12677	16360	15732	15185	16930	10944	13978	16098	13459	11169	11980	12883	7373	7973	9928	6766	4047	5041	4093	4939	2720	3194	2944	3594	719	689	525
605.54			8.08				26904	22010	31349	23080	22876	19723	20764	21003	18478	22040	23818	22355	23683	24648	27867	18487	18996	23972	16756	12214	13426	12233	13830	9039	9231	8934	9872	784	746	897
673.58			8.13				13596	11332	18239	11978	14100	12364	12734	13119	8859	11241	11219	9481	10546	66717	78883	67141	8174	10672	7962	6820	9014	6560	85386	8299	93053	98179	10939	8746	8027	9045
830.67			8.2				22730	17701	26878	18647	16793	14643	14125	14406	12947	16334	16402	14154	16146	16215	18900	16240	16253	22054	15070	13114	13333	14022	14379	12806	11957	12107	12525	610	716	602
1322.27			8.22				12804	7788	19952	9485	3958	3173	3848	4162	4381	6105	7601	5692	12553	13278	18720	10497	12434	18197	9258	11148	11102	10773	14303	24519	18696	22750	22148	256	456	434
708.69			8.23				12902	9202	15035	10038	6720	5880	6275	5824	6317	6897	7577	6503	9085	8385	11051	11918	12832	15246	10762	11900	11609	11683	15223	17553	15688	16899	17539	1673	1732	1672
884.74			8.32				16771	12350	19854	14155	14077	13005	13060	12534	10701	12051	13328	11818	12007	12938	13451	12676	12567	15558	10847	10981	10360	10385	11343	7150	5986	6352	6591	1898	1924	2083
858.72			8.35				25774	20727	27913	20517	21426	19053	19342	19145	16470	19441	20942	18077	18396	18117	21016	16629	17849	21743	15226	13565	13210	12662	14039	9982	8672	8924	9750	658	596	701
832.7			8.36				19478	15568	22159	16033	15888	14242	14528	14416	13125	15052	16058	13824	14301	14855	16934	14133	13757	17368	12970	10491	10740	10013	10868	8470	7825	7747	8396	1108	1195	1182
956.77			8.49				8497	11474	11653	11199	12520	6914	12931	11974	8997	10455	11241	8609	7268	9173	14862	7820	10483	16155	8412	4936	4356	2894	5953	11429	9492	11079	6814	1659	1579	1585
982.78			8.5				14554	20436	20636	20583	21740	12454	18253	21123	15642	19244	19600	13307	14349	17075	24937	16002	21970	30559	16242	8832	7560	5477	10349	15756	12879	15734	8773	627	653	637
926.74			8.52				10551	8293	12926	9375	10983	9808	9196	9483	7704	9056	9493	8143	7313	6633	8143	5412	5383	7856	4792	3145	2838	2557	2609	2364	2128	2482	2285	731	680	795
383.33			8.52				14969	11938	21240	14474	4510	3642	4696	4298	8368	9751	9861	8009	20752	19749	24425	20658	22900	33263	21360	12729	15468	13423	17589	11488	11944	11967	11169	786	991	947
817.63			8.53				11617	9134	13771	9573	8784	8660	8823	9792	8022	9475	8973	9116	9176	9082	8912	7152	6789	8935	7789	7843	6896	7477	7008	8201	7376	6551	7591	2784	2674	2603
1008.79			8.55				5558	8111	7463	7834	8991	4801	7753	8706	6790	7602	8364	5691	5762	6896	9869	6836	8297	12671	6642	4131	3477	2407	4612	5621	4622	5583	3551	566	568	524
900.73			8.59				13624	10508	16732	11408	13239	12323	11223	11841	9995	11429	11123	10231	9174	9539	10656	7666	8542	9938	6618	4704	5463	5291	5446	4644	3915	4053	3949	522	588	707
659.6			8.64				12826	10425	15438	10871	13371	12402	13509	13424	9262	10806	12393	11183	8231	9017	8614	5692	4672	6272	5188	2837	2984	3085	3083	2803	3165	3166	3230	639	698	635
940.77			8.78				5628	7301	7873	7472	8337	5778	7502	8161	7165	7988	8144	5887	6415	7097	10110	7215	9274	12931	7403	5424	4589	3622	6577	14126	11855	13724	8108	1720	1624	1803
367.33			8.92				13691	10527	17354	11492	7509	6856	6953	7934	8133	10851	10383	9031	14113	13152	15935	12302	14087	20022	12826	11118	10987	11044	14083	18505	18102	18340	16031	833	703	747
882.73			8.93				23099	16864	28315	19666	17094	14809	14016	14695	12829	13524	16197	12946	15203	15314	18388	13712	18968	21528	13506	11085	9105	9569	12421	16018	14677	17196	16280	2226	2000	2307
903.67			8.94				12139	9301	13192	10800	9797	9075	9677	9841	9051	8492	10488	10220	11363	10738	12466	8927	11000	10159	9002	6411	5574	6297	7406	8330	8629	9755	9040	466	518	496
887.69			8.94				23606	18767	27488	22093	19278	17009	17024	17958	14923	16056	19098	17739	18796	20009	22974	16231	19877	21255	15473	12389	10645	10453	14506	16637	14920	18277	17819	1001	940	1251
984.79			9				14634	19745	20908	20892	21635	11923	20442	20109	15515	18631	19473	13786	14282	15780	23038	15194	20225	28775	16874	9861	8298	5532	11680	26224	21577	27348	15314	459	518	505
1010.81			9.03				8572	10347	10158	10131	11648	6955	9968	11184	7843	10497	10461	7121	6853	8358	12419	7949	10766	15379	8995	6044	4640	3106	6742	11611	9043	11931	6784	358	401	428
547.47			9.18				14319	10186	18682	11050	11183	8653	9407	10005	8078	10273	12150	9836	9412	9880	12257	9891	10963	16840	9520	8116	8029	8661	9818	7735	7288	6656	7655	710	825	766
687.62			9.2				33621	28757	40198	28467	34347	28810	30148	30214	20275	24258	27385	24185	16488	18133	17866	10599	10504	14435	9406	5327	6419	5592	6302	5066	5991	6080	6138	1418	1262	1054
573.48			9.22				13105	9446	16877	9605	8151	7472	7692	8365	6882	8652	9588	7774	8220	8420	10775	8570	10067	14861	9270	9419	8805	8442	10288	10161	10236	11173	9978	1087	1005	1092
863.69			9.36				55930	42724	65959	41929	39453	35681	34118	38784	32107	38664	39123	35834	35953	35550	36535	29655	26909	39160	31174	30609	31713	33307	33025	38893	37159	32389	35876	6819	6128	6309
921.75			9.37				16935	14274	18833	13987	12217	12250	11746	12671	10756	13129	13033	12108	11818	11505	14241	11067	9757	14352	10831	9841	11064	10309	11644	12595	12642	11103	11250	4429	4360	10478
907.73			9.37				34233	27247	41579	27274	25723	23554	21698	25978	22275	25361	25102	23631	23974	22309	23550	21257	17684	26730	19874	21653	21636	22379	22397	24708	25626	23120	23270	4349	4192	4227
901.66			9.37				22368	20337	24157	18760	18337	18959	19351	20380	18557	20368	19141	18594	18411	18934	18839	16147	12996	16291	14635	14446	14785	15601	14183	15458	15000	13353	14996	5913	6103	6607
880.72			9.37				66829	51522	81220	53103	46396	46241	44697	48382	40165	50126	50193	44868	46478	44111	44045	39284	31860	48447	37634	37054	37169	40506	41245	46110	46159	41614	44922	6954	6394	7493
787.63			9.44				11579	9522	12949	9228	7512	6873	7361	7563	9218	8244	10129	9362	13094	12500	14478	9569	11992	12960	9898	11686	10902	12252	12398	20738	18249	20412	19916	2539	2746	3278
1012.82			9.49				8597	10369	13055	10094	11276	6361	10057	10814	8529	10569	10684	7229	6831	7197	11526	6735	9661	14473	7040	4068	3773	2599	5294	12176	11135	12826	8038	362	421	349
1375.96			9.52				19758	13607	25110	14920	13542	11525	12636	12446	8811	12150	13832	11740	10614	10419	13313	8622	9375	15261	7746	5272	4880	5049	6198	5099	4979	4803	4862	334	496	372
549.48			9.54				21676	15835	27111	17004	16789	12063	14143	14519	10592	14219	16195	12709	12294	12512	15418	10600	12018	18753	9860	7527	6711	7089	8575	8353	7954	8227	8739	998	1068	1082
1423.96			9.54				37020	29027	44364	30991	30718	27535	28807	28980	23474	30427	33376	28138	28304	27674	32622	28019	30127	40025	25610	21619	21185	20898	23678	18589	18465	17713	18203	620	779	874
