Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
796.739		TG (46:0) 	10.342				23060283	36505831	28435378	26591971	24609013	18096822	11940174	34712410	27817370	43629907	62017026	36053534	28744230	54962923	27298722	56060970	38536593	58423374	38540669	25458764	16183336	62229891	69283759	22298697	20949146	34729723	70862177	33734764	27870961	57231050	28989831	14603505	45229481	34031878	82707166	43631411	32997019	26367102	25045962	45021039	40097495	47209412	13083852	8280498	56303872	33038724	19859027	22394621	47116757	63962449	27164546	66880784	30703300	21065737	25550386	27456782	15524999	35567882	35417733	7532640	25114433	4246953	16078792	17118935	29857648	33838844	51666331	70418820	32708720	83743647	31488705	45155431	46457751	16505762	56505766	30132862	53535882	67000352	33817682	32456710	79580092	25902237	26611304	29191487	23241250	131053233	23271404	24699616	95010270	57153047	43066875	89367965	65407713	61464814	53774497	41621292	37727865	26570672	65887339	48924231	65239573	13343008	35277517	38818748	100722142	16886268	40253662	90034332	51408449	23371363	35648149	37026860	31248585	16530539	37945914	21685301	47572685	21663328	14668891	22498405	10010603	23956229	36050887	32148768
794.723		TG (46:1) 	9.903				41015415	60555720	49240493	43240117	42328558	32967566	17447127	39592966	41306578	27151075	75822252	57537962	48951173	74277547	28890779	68871059	45582313	56037010	41652541	29328606	31044567	48308881	69181165	19488679	31935853	32259076	43989456	45596374	39030227	89477700	40934624	12075478	42030254	28767719	119582016	47402630	46897997	36738815	24801895	31950391	60220243	62732239	22879544	9665717	45000595	33330805	43506013	31011523	75026368	54651783	28471391	65908548	45486300	34111355	48520329	33276795	29142546	53743831	45177065	11839465	45189704	6404617	24337916	20126280	53077628	41128228	71525956	128277478	31314034	134214840	48696948	53302714	56422500	22272841	78086281	41737787	47878824	59586715	36024306	58475010	62291832	41602230	28886354	36963736	33371041	82695523	41131003	24159071	152318657	77370732	32845955	100597111	51065307	104801324	102110317	70223402	57058721	23090681	68898837	74400225	74526838	20096535	37000949	43272467	106464816	33906927	57691079	104523194	76459151	23467393	51321903	74724315	48009891	38643409	52475281	36320588	89679617	32071131	22412948	43616282	12537732	38379754	40587645	46453968
792.707		TG (46:2) 	9.471				12378904	16252115	14874961	13262913	13283485	11926808	5615023	9580723	12293208	5669111	16479010	14430677	16714838	17740860	7246503	14746419	17133305	12712096	9419616	7192103	11579917	10029190	14509790	4605707	9458441	7956814	8294561	15984236	10874322	19014668	11183261	3388728	10490934	7196720	31632237	11610593	13904632	12058435	7836477	8028213	15858683	15265894	8766571	3350689	9628082	7698357	12555961	10384616	20719019	12935659	7484590	12321373	11232912	11598130	14545921	9046026	11461703	14620732	12452496	4106980	14303857	2862244	7814068	6312950	15828937	11731171	19173834	30672820	7463017	30735394	13933036	11924250	14604688	7008727	18537722	15796142	11068385	9621341	8501214	20607896	11703158	10830079	7309020	9117847	10055482	13593764	14935129	6705441	31817277	18193109	7150014	24244808	11126975	31893856	28387420	17900894	18847622	7059383	16796988	21310951	16699898	7019158	10509926	11077754	19523433	10935657	19810742	22725327	20201561	6532469	13434013	19373013	14721413	13577030	14420731	10648539	27614508	9882473	6460031	14713982	4376909	11577900	10967217	13122724
790.69		TG (46:3) 	9.012				1808040	2193185	2043504	1955830	1839613	1848073	976449	1315233	1760216	583463	1892125	1847767	2919676	2158796	824164	1658460	3860766	1295287	1180836	1100814	1703483	1093404	1665409	642291	1304798	1042325	859224	1989573	1797519	1771793	1278304	436095	1302935	1036167	4347867	1562665	1954633	1837340	920915	823488	1943115	1843481	1497267	626951	1035619	965957	1936126	1700540	2248971	1262970	1015228	1429040	1479337	2096880	1984110	1275258	1756658	1825163	1700113	747914	2169988	740405	1402412	899981	2003642	1693348	2845253	3618002	916335	3885027	1861744	1277831	1846952	977596	2494463	4023846	1171919	776657	1075939	2976022	1182377	1616499	887745	1165442	1609633	1202444	2583547	874095	3046562	1749546	693143	2797779	1372187	4574647	3946129	2214801	2852423	907220	1792090	2856544	1977068	1268062	1867010	1377408	2082843	1765327	3383424	2737018	2463738	960996	1909419	2331789	2472689	2169003	2106655	1532049	3790702	1396110	953913	2534155	818331	1709563	1445257	1585702
824.768		TG (48:0) 	10.757				25062481	35565662	29720846	27797946	26031519	20963266	15714176	41279477	36106271	58497062	49599791	33769924	32655782	48789876	33573575	61085413	56508143	62931556	49811836	36901185	29497339	80952511	66609269	34754229	26392897	55819142	83751004	42957596	32522812	58043446	30772923	27235125	67235647	57050665	69719826	49465679	38987863	36741131	40011510	65321407	41208731	41268211	16521766	15780052	67243566	39262742	24297833	34017635	42170253	76492339	33158478	72393107	28235889	33561920	29709200	33049753	19761657	43136278	39355538	12659711	28555390	7955690	28349763	26294446	34211845	36924151	58356007	59319908	44130104	67199780	35632249	49610689	49442889	25112708	60059389	44644117	71788055	82299219	42849909	51813819	87027539	30559190	34229516	34060478	33864231	155762899	30352600	39810126	87298360	64138780	52185837	83927629	78174177	55397140	46991723	39408804	45169021	49749696	77358099	52251939	65925678	18619877	56214203	55995172	83515157	24107679	54680773	93742559	48947215	32735568	36087501	30199885	47493802	21675448	42881520	25386709	51394563	32581153	21580543	29349685	15501257	36356978	44325370	43434919
822.755		TG (48:1) 	10.355				262594997	379149808	308607941	288623774	270656522	200365607	141851126	250447315	223701467	347479042	434832810	373427292	230479331	419587925	233800868	370092963	206299958	354124127	337458779	232958610	101134619	370549851	432084543	167610777	247204917	239905624	368408233	252681580	295343135	404664085	266206999	107705315	235595261	216183972	506032532	288033551	329641707	202870549	182862730	276050887	318599547	350786092	146935145	58616182	345535659	214354217	153304261	138886057	347394607	346883691	220267529	384472936	284696333	136230758	204615671	212561545	185996498	262519371	247861441	88116938	208446643	55080522	143335822	136073356	276541652	279481528	356566696	527212385	288313930	663324565	291270618	324706721	311739351	171767592	354399225	184294608	290673313	473713500	305685107	196351788	452251993	194595422	224051017	329136554	199723074	612488978	186589669	198670908	578963294	427794626	314104623	440631999	366179135	399706850	385352838	370868148	266033667	173049755	401524506	365610711	384839418	140756326	212939529	224543874	587603623	124400590	242386525	435867132	349606961	178792304	254628267	379672793	186010549	133823462	287534461	231703276	357271265	156658808	148891988	178747487	127040221	189373304	240179920	243163056
820.74		TG (48:2) 	9.944				132865648	187950168	159849290	143379998	137703038	117001936	60083269	73121369	98192147	71246208	131592698	164217282	111515777	143650807	73261790	105649687	74555988	91417178	112782113	78912612	45486590	87489394	131184572	45408611	126770850	65159611	81243327	105805678	125642575	156603118	93403463	27249907	67117502	57251591	201280992	89593233	141141433	75578229	62921066	75910984	121221322	134401368	69685444	22823886	92219274	58794980	71336108	54064302	174377380	94771253	80623058	99660208	108562850	56724366	95396964	75875563	123368289	109185635	90304888	34773302	93246862	28240822	59365039	48456536	121660653	112825638	135847732	234644790	87828113	259850590	119502345	102857167	104990980	65960532	126531733	73375261	74121342	140031740	97420404	90733243	111100973	74195941	70959295	141002162	79257962	148249689	89065832	59749736	233982777	123621488	82398407	138084465	94086291	187370624	205805120	193337546	109482194	57608711	144287557	141889831	128704718	61941011	79437429	70898961	195284584	57917286	100047868	148603168	155376385	60660644	87880137	170339400	73815201	67456445	114603503	104378656	190476884	56679308	54552031	81472544	55075510	76503023	87693076	88366982
818.723		TG (48:3) 	9.513				21892201	28767222	26103494	23849469	23285530	21914759	10657714	11670890	14840383	7123612	18807529	26647163	25349472	22363869	11035179	14740279	17961193	13425726	13154148	11903240	14648798	11086127	17552718	6851507	16011534	10273226	8201921	25213417	20413064	21130890	14727541	3887875	10686041	7345700	29807281	14508935	20539181	16526041	11239879	9929619	22920215	18615091	16427769	3899194	11298951	7533194	13359831	12593839	19493170	13207424	12012533	11808653	14860522	11598027	17358600	11968308	16106899	19770957	15692246	6849859	19344959	6107991	10301057	8893847	22180472	18749965	23721609	30972373	11086564	40165778	25260034	16741077	17520415	11516477	18749668	19394550	11517287	12021528	13787270	28362777	13714492	12609343	10907024	17256929	14691895	14540559	24682528	9615163	36767161	18587167	9710469	23460386	12141293	31618663	36661782	27355281	25365923	10729483	22580899	28593136	18616752	13802863	12248565	11207365	22009029	11628259	24872699	17440980	26098703	9458746	11856198	24816753	14869529	14499308	18799595	12709515	38327160	11082557	10392770	18174451	10255802	13217329	14784279	15893654
838.785		TG (49:0) 	10.888				1396660	2580042	2055387	1766914	1725697	1249268	1190146	2314592	1931481	4088604	4344803	2311459	2327940	4236534	1745586	4678577	4122790	4403063	2491696	1557043	1192371	4943152	6082039	1518338	1437663	2782457	6023821	2772281	2500548	3460593	2350667	1235247	2717963	2822435	4737236	3107967	2380882	1781381	2224732	2662077	3077066	4201946	1204644	737565	3537889	3155308	1596767	1636338	4076561	5079009	2427634	6547788	2811416	1816826	1631478	1991227	927400	2749595	2675890	872119	1838186	532734	1363081	1350315	1642756	3130821	3219278	4749027	2135561	6266443	2011639	2268591	3008090	1159404	4668297	2929456	3658448	3600550	2372479	1970699	6444850	2076306	2116131	1973298	1660703	11350078	2032644	2310376	5176541	5640321	3434686	6204494	4817809	3517448	3867286	2740883	2687593	2461461	3710992	3681234	4743086	1200158	1802567	2587199	9832378	1197676	2871627	6368156	2755001	1805876	3196423	3169236	2169300	1117383	2678758	1564347	3274475	1641516	1454537	1578405	1101969	1790504	2473389	1508423
836.77		TG (49:1) 	10.564				11510343	19362085	14447781	12899015	12674369	8402300	8897170	14474875	9202837	26492705	27220314	23171584	13915265	24425456	15494418	24135136	15206210	21832666	15869466	13737669	4939423	25315442	37588002	11641656	9178410	15246047	33395077	16998175	21464178	21496851	17122142	7238833	16391795	12620739	28596446	19238211	18008414	10312786	14107690	18772317	20273575	29644157	9413044	3059521	23877383	16248016	7421914	7370489	20554222	23238142	15115767	35322100	20105121	8258586	9444291	13102797	6850907	16465563	17620122	5288508	10817442	3088333	6220863	8267760	12818369	18796878	21754897	25662779	20407539	47662003	16249113	22288425	18911126	10140791	23809784	12800579	18110793	30647935	20552329	9681340	36183730	12938517	14551338	15569677	11861827	72491940	11747965	14341549	33305751	33428619	23182671	36203127	24781729	24647880	33871854	25231520	15548322	14250521	27805818	21823650	32207595	10255928	9414148	13716146	68182884	5872689	13391779	29446133	19681324	11943360	18904299	28179626	10360598	6706520	18033281	10291247	24068342	10727772	9503417	8398532	7387033	7647860	15588988	10971348
834.754		TG (49:2) 	10.157				9852561	14278886	11766003	11166635	10391790	8816931	6767357	7369156	7867787	8228570	11530549	14706954	10239575	11346096	7191915	11269532	6511316	7596706	9255628	8751243	3146031	9009221	15012236	4957441	8965076	6414110	9042618	9311269	14656363	10342265	9837428	2968519	6627015	5732218	15616564	8854490	12699029	5672043	7017772	6902968	10493235	15863352	7197870	2322739	9485486	7069822	4923806	3920409	15924789	7524887	8531150	12643428	11317091	5074625	7070584	7632501	7955503	9027418	8373811	3662854	6980043	2847310	4412280	4548563	8473137	11509191	13814015	16177712	10387895	24551241	9754106	9520940	9254064	7292079	12501607	6593654	6686156	13057602	10034560	5316902	11740034	7898488	7266188	12952126	7365652	18767577	7577375	6581440	13943434	12018135	8033003	13259567	8994721	15996958	19863662	17584909	9089514	6696963	12754994	11184528	14823303	7245715	6039586	6456076	26713382	4192936	7327575	13901951	12739003	6589138	11026813	17648893	5865329	5200774	10602483	8581463	16175735	5439606	5349254	5188705	5575912	4813799	7383357	6224277
832.737		TG (49:3) 	9.758				1897701	2317337	2096997	2051502	1879078	1990557	1379595	1330356	1392325	1178728	1795337	2674127	2113123	1812815	1325680	1792987	1449572	1286086	1394999	1352744	825907	1246828	2171542	829631	1532262	1097737	1203674	2061011	2662515	1337425	1585245	490744	1169564	1055330	2432131	1586713	2236190	1188946	1333887	1035093	1794187	2338573	1912795	542232	1507694	1128690	1044997	964037	2306054	1227182	1552500	1633637	1692602	1140489	1246741	1548497	1444617	1530785	1430362	770726	1496667	738850	977586	950734	1543191	2257115	2587091	2413865	1811812	3913197	1869155	1660096	1550788	1404055	1860206	1385983	1107483	1580559	1523908	1257277	1694482	1446900	1254323	1959698	1477563	2280627	1848367	1108167	1952586	1691183	1201203	1971372	1460719	2967817	3189649	2663836	2073920	1260107	2186234	2238282	2232085	1589037	1210974	1164583	3255898	943347	1760353	2090203	2234740	1252081	1688196	2615673	1257081	1059917	2047870	1301330	3012404	1038484	1103743	1147241	1235286	1011940	1288838	1116113
852.801		TG (50:0) 	11.16				14336659	26310060	19929131	17849628	15742387	10121539	7160305	18439471	19941435	40857679	29691665	23376858	16988939	32045295	18643738	34725792	31557146	35596062	27396795	16248769	13823079	55430677	43392525	14406912	14988643	36277072	62750381	24182098	21556211	53385273	17254374	13938659	31276185	37622656	35745121	23518000	22690334	20520704	20050563	39401409	25584892	20194465	7381267	4545766	34483561	20843866	12934428	20740966	21915671	56681699	19507002	45550799	15772796	15779048	14390550	13235257	10100525	25512787	21057991	5680679	17277339	2831234	18884580	9887128	20105067	19431321	25432495	41971940	21660379	39315616	22831097	23136468	28918253	8126399	39109600	22913887	41963893	38466128	25198228	30186417	59965292	13690272	16815928	14197673	17191818	103483894	14068295	25713101	62935548	54972844	34382375	42688325	51550599	20834936	26725125	20906876	26078096	23608533	40973509	31111051	26481969	8190468	15512176	26628237	49331976	11451345	37315337	44546735	27421981	15821069	16915571	16594363	24698112	6870612	17136422	15008482	27351435	12515897	11284947	14572878	7505590	29174580	24550881	23792284
855.738		TG (50:1) 	10.748				42047402	48744724	45573550	42768694	41722403	35334395	31056553	55694656	49343294	70734989	57402084	48432036	45008220	57783622	43248478	70642105	61306704	70056800	62430854	54133215	48390437	77913990	60706326	52115092	39292550	69561216	63893600	56858600	49624045	55088297	46942056	42450033	75503718	65293167	67558792	60972941	58026939	52110655	56030195	66486858	49054000	50614239	34432856	36434191	69420970	46140560	39707814	40556287	48297169	63601227	40638124	66164595	39721573	47427786	40579283	49179181	32740404	50098817	48563515	28186697	42439890	23626039	47114193	44943301	46954657	48884982	70331407	65827970	62321478	77226890	49155939	60414860	55259443	48465815	59541774	53359991	72597039	73518793	58104385	57825095	71612770	43627655	48545367	53945587	51050017	97931349	45452881	50658369	72573891	66044822	55055226	80539799	70461466	63991219	50132496	48089471	55515483	64029423	73364003	60575841	67802128	36343633	66301389	58473267	69126590	38123751	57066707	76443109	52472535	43172659	47237009	49679918	60505984	37671876	58168366	40435732	60182654	46315543	41611137	47704719	35902471	48744058	48330317	55842853
848.768		TG (50:2) 	10.377				801177828	1101986159	924592933	855697363	818541091	652550665	431112391	441999119	516350510	611683270	644368200	1038325600	576450755	767450977	523481832	600149540	361753078	498320785	838807595	648709951	213653575	551808954	717485872	331501378	876441371	443890282	450552208	541998216	862527958	816226859	546372692	222354697	389394412	396059185	788605017	504208780	892962297	437018358	423597289	494079158	608242194	660879787	436529847	141790196	588456421	338577969	338929621	262569019	759820308	489869299	504210663	571942102	629693383	275547226	437849314	444277885	718694321	559792861	490238426	255034942	480877264	247629731	415248231	310508875	725266211	621815841	706058869	974439647	714134569	1165079083	718353584	634262139	594205398	533409297	607377622	355295425	429356513	1007976274	760446753	424217866	651920538	386059627	488736425	1097327035	510222701	885021809	439575566	450064868	989204696	639713940	577518406	643024987	575592429	746081015	783272878	917996919	560675079	403835232	814151761	679870361	663237213	436202189	440688638	408444520	912361792	272958157	452920580	664671182	770661185	410008294	429904770	860890632	351018173	287310770	594855188	686531748	827508148	329183390	392550141	411205472	470339584	448293550	478778778	555822715
846.754		TG (50:3) 	9.985				225250648	313025932	268835538	241573143	234983961	203362107	117820093	94484383	109272403	108038768	136585987	339282831	188746284	180414463	121231374	109257527	95411932	98537926	164063805	139086968	60325617	92832149	159589536	70092465	224942132	85493666	80746475	170262872	266654666	167120022	120474617	39170583	75105533	72090065	192137578	102504718	197100330	112758040	113023384	109657019	163182254	151713927	143132359	33068382	113673792	59005243	76537900	71282113	151383373	97870231	133335626	95945331	138987137	68454792	97098738	100146460	174059605	134308490	121136782	59523938	127177543	67234679	87463132	68879210	173963027	204353190	173945919	237132030	161767506	306706840	217541326	160890356	143312218	127663973	127360551	105074071	86318344	217942319	167231774	119579249	121535830	86827837	110246926	298999848	116493044	184902152	144179992	102406029	231914208	135325295	125879707	152326756	110670304	198318519	252087337	284877924	175858477	104289106	238498418	180539781	143826062	140763792	113541162	83593891	223328717	64159724	137062186	123518280	231475060	102194472	80180629	223028633	87779118	69005742	144534584	142176266	247258059	75993495	92121479	107545638	136821240	102193383	119895088	113037309
844.738		TG (50:4) 	9.596				15630664	20117271	18593786	16778467	16821382	16575043	8535964	8332613	8435805	7820412	10875886	22463125	16954198	12635748	8689358	8072073	11476867	8583498	8949934	9828988	6460755	6927902	11414691	5148125	13443954	7047137	6146383	16706971	19780294	8106462	8838479	3227806	6867212	6632544	16220189	8379687	15044739	9971297	9986910	9082825	13496128	12019270	15466741	3046458	9372124	5124330	6046041	12667232	9977055	8576435	11261399	6510469	9152714	7133489	8059511	8345006	10904686	10447660	9824991	5616314	12021378	5822864	6683396	5769515	14453438	14604314	15869520	15467915	12389319	21834195	15524385	12748172	10690905	10146359	8877085	12902397	7500891	10880884	11327572	11893087	8532693	6921633	7867164	17482876	9141072	12410186	14554127	8094981	12609888	9990702	8594865	12814985	10061237	16335287	19107305	21073625	16098089	10084177	18767929	15184364	12066348	14036946	9782701	7034574	16033425	5490349	28307164	9407952	18495620	9282921	6324063	15531908	8703762	6258506	12307209	9565020	19891971	6694187	8729380	10361710	11772875	8188244	9607683	10034796
842.72		TG (50:5) 	9.194				1752623	2043304	1875077	1682007	1670938	1745448	645891	1047864	922944	856281	1144227	2017202	1375819	1325254	903971	721036	1487250	1076200	737852	1024003	733816	753347	1036430	521082	1013946	756545	582981	1605419	1792856	833213	871057	396029	810878	760135	1651238	966969	1567723	977197	955078	767231	1304744	1219243	1796847	390872	960412	582769	634796	2015949	982845	906867	1150515	586491	826857	866073	1014687	924869	1073724	1102681	879711	676500	1399535	619545	929921	711605	1416210	953418	1871506	1552303	1283065	2224391	1457095	1322002	1202204	1042520	922568	1650292	898297	963968	1180318	1067914	773440	790040	717749	1234511	1014924	985911	1355029	838400	1440234	975867	731630	1202117	1101048	1718191	1756387	2032079	1546190	850521	1654343	1520868	1252709	1593783	1049708	910859	1356530	579073	4663485	898775	1983921	918020	698431	1332698	1113423	809423	1240254	909898	1982273	746328	927433	1349804	1102529	889510	864297	1098885
866.813		TG (51:0) 	11.277				467516	774046	618482	506649	570913	375843	431944	691940	633815	1376233	1146600	668937	684554	1097573	430990	1822231	1470292	1375501	822851	499809	447692	1756044	1800966	489272	435326	1028958	1761673	857532	699026	1245928	768504	495282	929738	1136271	1197666	1105575	725926	633818	686741	815116	1000211	997583	392261	306254	1126688	1034420	602752	624656	1132269	1690014	730103	1966536	761980	562328	519383	643571	278280	839691	750310	344655	631584	197177	645868	401204	482449	865209	916215	1321186	567729	1466717	558764	627124	821757	423028	1638613	1034409	1145648	822038	662816	625629	1957414	705754	565325	557538	590366	2652763	529201	860816	1566865	1879913	947323	1587705	1402299	812146	906251	655613	783945	717411	947454	1253009	1087662	404038	448440	878660	2198080	476241	984457	1732987	777330	559925	859482	751766	817996	376308	805324	427719	954500	536302	400926	505699	340459	704025	715616	515266
864.802		TG (51:1) 	10.924				8255837	15921118	10626678	10036788	9579680	5480709	6578155	8557894	7118458	23478026	19682567	12455659	10398524	19877062	9408764	19134510	14134082	16178743	10990823	8056354	4141950	18056327	25980836	7040760	6574537	12690284	25043780	13229730	14468043	16235383	12428258	5459576	10139267	9579123	18311225	12385993	13124162	7641756	9412735	13082774	15952285	20533883	5828356	2236795	14622793	12632280	6621223	5817346	18016510	18106516	10300726	27973863	15449071	5362541	6496676	8883748	4798324	12306634	11501241	3832016	8296140	1990556	5628150	4946420	8222553	14044656	12399924	21074124	12747823	31943989	9738539	11763931	13104139	5678674	18720803	11513498	13766052	15798834	13053285	7477374	24580738	8964134	9691275	10375257	7723606	49475492	9342481	10809455	22566332	27107124	17004294	23486541	17150229	13961637	21650339	15525632	10487725	10563702	17851931	16597301	19738498	6029484	5550201	9210644	47204786	4681875	10831667	20767877	12684629	8018141	12986545	20500264	7272961	4247216	12261692	7276561	15968316	6946628	6330125	6376365	5399379	7526280	10619055	7674588
862.787		TG (51:2) 	10.579				34585557	57948223	43250140	39671936	38041901	25696721	25633293	24255107	20953313	49427527	43709110	65080319	31230224	51579156	33863220	42716292	22380360	32393935	33954541	31730387	8782930	38585084	64143478	20014923	30980353	28356381	44481959	34133486	63191245	45258159	39177334	13551233	22091873	21382565	47023017	33585994	45285388	19865942	26578486	31775460	40598586	56808127	26305653	5768626	38648139	27641119	15963655	12197605	42310024	33465927	32542556	51760186	46822710	12427674	19706776	24752841	23564633	30965334	32483655	13634781	23490633	9984307	16488723	15384836	33559497	42851786	38082095	49266220	46712828	86427501	42227551	37972284	36188184	24894857	40821281	21409145	25825606	55805655	49717754	17613660	55135570	24335696	29938483	48258686	26128118	91150203	25167565	30901365	60607291	61637699	45619676	47518603	36613021	42440402	62964868	59147238	29260859	24864854	50995576	40474764	49391914	25679288	14501767	22058539	109614130	11555000	22952600	39467066	39174845	24044970	32583925	64082420	15156889	13861207	33052208	27770348	46144931	19037726	22432705	16310356	23884666	17420171	26900675	22451452
