Local ID	Metabolite Name	Kegg ID	Units	S00010701	S00010702	S00010703	S00010704	S00010705	S00010706
818038	UNKNOWN M06018 (2M-H), BP *1175.39875*, RT 5.491	M06018	Counts	19547					
818039	UNKNOWN M06018 (M-H), BP *587.19664*, RT 5.491	M06018	Counts					12537	74797
818040	UNKNOWN M06019 (2M-H), BP *1498.07288*, RT 7.36	M06019	Counts	50761					
818041	UNKNOWN M06019 (M-H), BP *748.53262*, RT 7.36	M06019	Counts	8377847	5145011	8735018	2763917	3520212	412657
818042	UNKNOWN M06020 (M-H), BP *215.09201*, RT 1.738	M06020	Counts	164896	38203	111038			23445
818044	UNKNOWN M06021 (M-H), BP *195.05195*, RT 1.871	M06021	Counts					136215	94723
818045	UNKNOWN M06022 (M+Cl), BP *786.52982*, RT 4.693	M06022	Counts			32191		74604	
818046	UNKNOWN M06022 (M-H), BP *750.55771*, RT 4.693	M06022	Counts					1112248	2352459
818047	UNKNOWN M06023 (M-H), BP *489.30796*, RT 5.306	M06023	Counts	109350		261341	51720		
818048	UNKNOWN M06024 (M-H), BP *421.27352*, RT 5.426	M06024	Counts	19531	15915	39239		1265920	6942772
818049	UNKNOWN M06024 (M-H-[-H2O]), BP *403.26159*, RT 5.426	M06024	Counts			109280	24231	715955	
818050	UNKNOWN M06025 (M-H), BP *437.26939*, RT 5.513	M06025	Counts	63363		118308	27098		
818051	UNKNOWN M06025 (M-H-[-H2O]), BP *419.25669*, RT 5.513	M06025	Counts	20449		217232	17662		2291498
818052	UNKNOWN M06026 (M-H), BP *926.55224*, RT 4.036	M06026	Counts		29749				44798
818053	UNKNOWN M06026 (M-H-[-H2O]), BP *908.54864*, RT 4.036	M06026	Counts	109695	43338			109663	
818054	UNKNOWN M06027 (M-H), BP *377.23379*, RT 4.0905	M06027	Counts	36568	45080			1199709	1253211
818055	UNKNOWN M06028 (M-H), BP *151.05092*, RT 2.194	M06028	Counts		91634	645099	268758		
818059	UNKNOWN M06031 (M-H), BP *353.20048*, RT 3.9	M06031	Counts	549388		445899	606573		
818060	UNKNOWN M06031 (M-H-[-H2O]), BP *335.1939*, RT 3.9	M06031	Counts	436150	50806			57627	226632
818061	UNKNOWN M06032 (M-H), BP *185.08272*, RT 2.982	M06032	Counts		17535				34150
818062	UNKNOWN M06033 (M-H), BP *242.01287*, RT 2.612	M06033	Counts	21028		68105	25290		19992
818065	UNKNOWN M06036 (M-H), BP *841.32303*, RT 3.837	M06036	Counts			19017			
818068	UNKNOWN M06038 (M-H), BP *508.34312*, RT 5.107	M06038	Counts					4267630	13117022
818070	UNKNOWN M06040 (M-H), BP *199.09649*, RT 2.731	M06040	Counts						91181
818071	UNKNOWN M06041 (M-H), BP *563.30745*, RT 5.474	M06041	Counts	37983		35417			205165
818073	UNKNOWN M06043 (M-H), BP *186.97477*, RT 4.069	M06043	Counts	520000	282303	179742	226503	254673	229174
818074	UNKNOWN M06043 (M-H-[-H2O]), BP *168.96344*, RT 4.069	M06043	Counts	472357	163673	100200	136882	191589	76480
818075	UNKNOWN M06044 (M-H), BP *801.29606*, RT 3.851	M06044	Counts	72172			80832		
818076	UNKNOWN M06044 (M-H-[-H2O]), BP *783.28514*, RT 3.851	M06044	Counts			32373	28217		42571
818077	UNKNOWN M06045 (M-H), BP *521.22605*, RT 5.266	M06045	Counts		57223				
818080	UNKNOWN M06047 (M-H), BP *340.1413*, RT 2.801	M06047	Counts					273346	262516
818081	UNKNOWN M06048 (M-H), BP *101.02438*, RT .462	M06048	Counts	423785		328727		250265	297835
818082	UNKNOWN M06049 (2M-H), BP *707.3221*, RT 3.8895	M06049	Counts		51480		31652		
818084	UNKNOWN M06050 (M-H), BP *517.08018*, RT 3.75	M06050	Counts		28705		97430	362841	337851
818086	UNKNOWN M06051 (M-H), BP *313.12164*, RT 2.8	M06051	Counts		66052	120925			
818087	UNKNOWN M06052 (M+Cl), BP *707.38093*, RT 2.793	M06052	Counts		21447				
818092	UNKNOWN M06055 (2M+Cl), BP *679.33401*, RT 3.165	M06055	Counts		23504	158864			
818094	UNKNOWN M06056 (2M-H), BP *723.41734*, RT 3.236	M06056	Counts		34068				
818095	UNKNOWN M06056 (M-H), BP *361.20602*, RT 3.236	M06056	Counts	196417			44311	1204427	
818097	UNKNOWN M06058 (M-H), BP *339.25137*, RT 3.054	M06058	Counts				605572	237403	
818100	UNKNOWN M06060 (2M-H), BP *1211.82024*, RT 5.116	M06060	Counts			29290	24356		
818101	UNKNOWN M06060 (M-H), BP *605.40886*, RT 5.116	M06060	Counts			33472			
818103	UNKNOWN M06061 (M-H), BP *326.30826*, RT 5.133	M06061	Counts	37770					
818104	UNKNOWN M06062 (M-H), BP *370.3145*, RT 5.074	M06062	Counts		14572				
818105	UNKNOWN M06063 (M+Cl), BP *591.43971*, RT 5.1225	M06063	Counts	12280				17562	
818110	UNKNOWN M06065 (M-H), BP *439.3441*, RT 2.931	M06065	Counts		21476				
818111	UNKNOWN M06066 (2M+Cl), BP *1025.63184*, RT 4.036	M06066	Counts			10751			
818114	UNKNOWN M06067 (M+Cl), BP *1109.62065*, RT 4.02	M06067	Counts				15411		15255
818115	UNKNOWN M06067 (M-H), BP *1073.6417*, RT 4.02	M06067	Counts			19035			
818116	UNKNOWN M06068 (M-H), BP *592.31993*, RT 4.0965	M06068	Counts	21649					
818119	UNKNOWN M06070 (M+Cl), BP *1077.65221*, RT 4.0275	M06070	Counts					63564	62923
818120	UNKNOWN M06070 (M-H), BP *1041.67638*, RT 4.0275	M06070	Counts						13843
818124	UNKNOWN M06072 (M-H), BP *578.30855*, RT 4.21	M06072	Counts					72899	238490
818125	UNKNOWN M06073 (M-H), BP *453.20115*, RT 4.2085	M06073	Counts	21823					
818128	UNKNOWN M06076 (M-H), BP *371.17292*, RT 2.483	M06076	Counts	48408					
818132	UNKNOWN M06079 (M-H), BP *457.2448*, RT 2.6315	M06079	Counts				47548	1627684	1741775
818136	UNKNOWN M06082 (2M-H), BP *947.57525*, RT 3.7005	M06082	Counts			24336			
818137	UNKNOWN M06082 (M-H), BP *473.28508*, RT 3.7005	M06082	Counts		32812				
818139	UNKNOWN M06084 (M+Cl), BP *1049.61985*, RT 3.793	M06084	Counts					59145	29302
818140	UNKNOWN M06084 (M-H), BP *1013.64424*, RT 3.793	M06084	Counts						57212
818141	UNKNOWN M06085 (M-H), BP *385.18652*, RT 2.534	M06085	Counts				26527		
818144	UNKNOWN M06088 (2M-H), BP *375.02202*, RT 2.44	M06088	Counts						32486
818145	UNKNOWN M06088 (M-H), BP *187.00729*, RT 2.44	M06088	Counts			17111			
818151	UNKNOWN M06092 (M+Cl), BP *471.33682*, RT 3.556	M06092	Counts		46686	48134			
818154	UNKNOWN M06093 (M-H), BP *799.52305*, RT 3.6	M06093	Counts			31801			
818156	UNKNOWN M06095 (2M-H), BP *511.47323*, RT 3.468	M06095	Counts					26394	
818160	UNKNOWN M06097 (M-H), BP *953.58552*, RT 3.6	M06097	Counts			37774			
818161	UNKNOWN M06098 (M-H), BP *291.19705*, RT 3.518	M06098	Counts	654384	750763	744607			
818171	UNKNOWN M06105 (M-H), BP *473.03752*, RT 2.949	M06105	Counts						22556
818172	UNKNOWN M06106 (M-H), BP *475.11665*, RT 4.1	M06106	Counts	52492	209624	159565	194716	173993	
818173	UNKNOWN M06107 (2M-H), BP *1063.36548*, RT 4.2	M06107	Counts		26127				
818175	UNKNOWN M06107 (M-H), BP *531.17995*, RT 4.2	M06107	Counts				76521		
818176	UNKNOWN M06108 (M-H), BP *313.27308*, RT 4.226	M06108	Counts						609948
818178	UNKNOWN M06110 (M-H), BP *267.12495*, RT 2.5985	M06110	Counts	94931	11044				
818179	UNKNOWN M06111 (M-H), BP *639.34398*, RT 2.675	M06111	Counts	31688					
818181	UNKNOWN M06112 (M-H), BP *583.25775*, RT 2.768	M06112	Counts			127078	86343		
818182	UNKNOWN M06113 (M-H), BP *285.1394*, RT 2.6245	M06113	Counts		21850				
818183	UNKNOWN M06114 (M-H), BP *974.55403*, RT 3.86	M06114	Counts		37786				
818184	UNKNOWN M06115 (2M-H), BP *1205.62663*, RT 3.853	M06115	Counts			36294			
818185	UNKNOWN M06115 (M-H), BP *602.30952*, RT 3.853	M06115	Counts			28642		68449	
818186	UNKNOWN M06116 (M-H), BP *478.29505*, RT 3.913	M06116	Counts			37296			
818187	UNKNOWN M06117 (M+Cl), BP *723.39093*, RT 3.854	M06117	Counts	44887					
818188	UNKNOWN M06117 (M-H), BP *687.41434*, RT 3.854	M06117	Counts	43617	51529	18879			
818190	UNKNOWN M06118 (M-H), BP *185.08318*, RT 2.418	M06118	Counts		19060		110230	44234	
818192	UNKNOWN M06120 (2M-H), BP *653.25904*, RT 2.47	M06120	Counts					369344	
818195	UNKNOWN M06121 (M-H), BP *160.04472*, RT 2.4535	M06121	Counts					101801	88892
818200	UNKNOWN M06124 (2M-H), BP *463.20608*, RT 2.358	M06124	Counts					171127	
818203	UNKNOWN M06125 (M-H), BP *217.06756*, RT 2.376	M06125	Counts				23081		
818204	UNKNOWN M06126 (2M-H), BP *663.29322*, RT 2.443	M06126	Counts						99165
818207	UNKNOWN M06128 (2M+Cl), BP *443.15189*, RT 2.383	M06128	Counts			19228			
818216	UNKNOWN M06132 (M-H-[-H2O]), BP *889.65515*, RT 3.454	M06132	Counts					55250	88020
818218	UNKNOWN M06134 (M-H), BP *277.18178*, RT 3.122	M06134	Counts	37684	18669	250073	105386		83462
818221	UNKNOWN M06137 (M-H), BP *701.41646*, RT 3.074	M06137	Counts	22860					
818222	UNKNOWN M06137 (M-H-[-H2O]), BP *683.40166*, RT 3.074	M06137	Counts			266069			
818223	UNKNOWN M06138 (M-H), BP *373.10063*, RT 2.972	M06138	Counts			33070	24320		
818224	UNKNOWN M06139 (M-H), BP *683.4024*, RT 3.0825	M06139	Counts			270349			
818227	UNKNOWN M06142 (M+Cl), BP *334.25436*, RT 4.357	M06142	Counts					88229	1407099
818229	UNKNOWN M06143 (M-H), BP *480.31032*, RT 4.243	M06143	Counts		42638		24730		2263249
818231	UNKNOWN M06145 (M-H), BP *570.34303*, RT 4.513	M06145	Counts			243683	157265	25712627	31712236
818232	UNKNOWN M06146 (M-H), BP *487.30101*, RT 4.378	M06146	Counts		74663				
818233	UNKNOWN M06147 (M-H), BP *423.38513*, RT 4.528	M06147	Counts					11354	
818234	UNKNOWN M06148 (M+Cl), BP *578.32589*, RT 4.375	M06148	Counts	76922					
818235	UNKNOWN M06148 (M-H), BP *542.34828*, RT 4.375	M06148	Counts				17383		
818237	UNKNOWN M06149 (M-H), BP *507.22735*, RT 2.689	M06149	Counts		22168	75408		427761	244428
818240	UNKNOWN M06151 (M-H), BP *293.17704*, RT 2.7655	M06151	Counts			20173	14500		
818241	UNKNOWN M06152 (M-H), BP *246.94111*, RT 3.933	M06152	Counts	38330	28264		43359	83682	48797
818242	UNKNOWN M06153 (M-H), BP *461.09896*, RT 3.951	M06153	Counts	265002	150013	339299	158369	915601	535345
818244	UNKNOWN M06155 (M-H), BP *919.67155*, RT 3.329	M06155	Counts					30918	19903
818245	UNKNOWN M06155 (M-H-[-H2O]), BP *901.65881*, RT 3.329	M06155	Counts					81252	
818249	UNKNOWN M06159 (M+Cl), BP *821.48582*, RT 3.536	M06159	Counts				27665		
818251	UNKNOWN M06160 (M-H), BP *468.3373*, RT 7.26	M06160	Counts	42511					
818253	UNKNOWN M06161 (M-H-[-H2O]), BP *367.1549*, RT 3.151	M06161	Counts			31843			
818257	UNKNOWN M06164 (M+Cl), BP *503.3511*, RT 3.091	M06164	Counts			22033	12494		
818259	UNKNOWN M06165 (M-H), BP *307.19053*, RT 3.234	M06165	Counts					22962	
818260	UNKNOWN M06166 (M-H), BP *801.29446*, RT 3.152	M06166	Counts				22007		
818264	UNKNOWN M06170 (M-H), BP *108.99747*, RT 2.784	M06170	Counts				37609	20235	
818266	UNKNOWN M06172 (M-H), BP *609.34495*, RT 2.751	M06172	Counts			34959			
818268	UNKNOWN M06173 (2M-H), BP *619.3527*, RT 2.892	M06173	Counts			13313	42879		
818271	UNKNOWN M06174 (M+Cl), BP *347.1671*, RT 2.7345	M06174	Counts		21560	63018	33812		
818274	UNKNOWN M06175 (M-H), BP *225.1512*, RT 2.78	M06175	Counts						56917
818275	UNKNOWN M06176 (M+Cl), BP *829.44811*, RT 3.9115	M06176	Counts			32637			
818276	UNKNOWN M06176 (M-H), BP *793.46961*, RT 3.9115	M06176	Counts		24202		33122		
818279	UNKNOWN M06178 (M-H), BP *943.56609*, RT 3.468	M06178	Counts			25234	22846		
818280	UNKNOWN M06178 (M-H-[-H2O]), BP *925.55642*, RT 3.468	M06178	Counts						618576
818285	UNKNOWN M06181 (M-H), BP *421.27455*, RT 4.5825	M06181	Counts	31674		36382			1506305
818289	UNKNOWN M06184 (M+Cl), BP *793.45403*, RT 3.247	M06184	Counts				121295		
818291	UNKNOWN M06185 (2M+Cl), BP *1047.65405*, RT 5.196	M06185	Counts				17847		464652
818292	UNKNOWN M06185 (M-H), BP *505.34046*, RT 5.196	M06185	Counts	18760					
818298	UNKNOWN M06188 (M-H), BP *326.3084*, RT 5.62	M06188	Counts					103209	314096
818299	UNKNOWN M06188 (M-H-[-H2O]), BP *308.29595*, RT 5.62	M06188	Counts	190157	29698	43114	31537	28983	
818300	UNKNOWN M06189 (M-H), BP *354.33968*, RT 6.1655	M06189	Counts	178325	65544			90374	277288
818303	UNKNOWN M06191 (M-H), BP *399.22165*, RT 2.901	M06191	Counts						845170
818307	UNKNOWN M06193 (M-H), BP *604.32811*, RT 4.39	M06193	Counts	64284		23927		1697261	3541447
818308	UNKNOWN M06194 (M-H), BP *457.23801*, RT 4.367	M06194	Counts	71184		48057		1068035	2387637
818309	UNKNOWN M06194 (M-H-[-H2O]), BP *439.22816*, RT 4.367	M06194	Counts		41483	53605	173743	272921	75714
818311	UNKNOWN M06195 (M-H), BP *711.30842*, RT 4.2235	M06195	Counts			34183	23495		
818313	UNKNOWN M06196 (M-H), BP *451.22512*, RT 2.731	M06196	Counts				68900		
818321	UNKNOWN M06202 (M-H), BP *477.20016*, RT 3.903	M06202	Counts			26745			
818322	UNKNOWN M06203 (M-H), BP *315.18126*, RT 2.59	M06203	Counts			55389			
818327	UNKNOWN M06207 (M+Cl), BP *1021.58903*, RT 3.634	M06207	Counts			18084			
818329	UNKNOWN M06208 (M-H), BP *475.11636*, RT 3.686	M06208	Counts		26228		42548	55971	230809
818330	UNKNOWN M06209 (M+Cl), BP *849.52083*, RT 3.617	M06209	Counts			28776	27977		
818331	UNKNOWN M06209 (M-H), BP *813.53924*, RT 3.617	M06209	Counts					15113	39720
818333	UNKNOWN M06210 (M-H), BP *281.24962*, RT 3.583	M06210	Counts		103671			39343	
818335	UNKNOWN M06212 (M-H), BP *331.26746*, RT 3.6	M06212	Counts						2340295
818336	UNKNOWN M06213 (2M-H), BP *953.56756*, RT 3.607	M06213	Counts			40003			
818337	UNKNOWN M06213 (M-H), BP *476.28016*, RT 3.607	M06213	Counts		67621	61666	67952		
818338	UNKNOWN M06214 (M-H), BP *325.27381*, RT 3.884	M06214	Counts					38141	
818340	UNKNOWN M06215 (M-H), BP *635.29625*, RT 4.219	M06215	Counts						24489
818342	UNKNOWN M06216 (M-H), BP *655.4243*, RT 4.291	M06216	Counts		34865				
818347	UNKNOWN M06220 (2M-H), BP *529.25836*, RT 2.645	M06220	Counts		17894			3302540	2223649
818348	UNKNOWN M06220 (M-H), BP *264.12441*, RT 2.645	M06220	Counts					29940	39367
818351	UNKNOWN M06223 (M-H), BP *381.20792*, RT 3.489	M06223	Counts		17569	157918	140036	92700	204700
818352	UNKNOWN M06223 (M-H-[-H2O]), BP *363.19646*, RT 3.489	M06223	Counts			123917	37864	392045	504980
818353	UNKNOWN M06224 (M+Cl), BP *733.39353*, RT 3.1	M06224	Counts			112369		2609354	
818356	UNKNOWN M06225 (M-H-[-H2O]), BP *747.51255*, RT 3.118	M06225	Counts						38139
818358	UNKNOWN M06227 (M-H), BP *1421.88551*, RT 4.035	M06227	Counts		32673			25241	
818359	UNKNOWN M06228 (M-H), BP *1051.6595*, RT 4.03	M06228	Counts	37620				40816	
818360	UNKNOWN M06228 (M-H-[-H2O]), BP *1033.64274*, RT 4.03	M06228	Counts	24719		13214			26764
818362	UNKNOWN M06230 (M-H), BP *715.42891*, RT 3.148	M06230	Counts	25206			129373		
818363	UNKNOWN M06231 (M-H), BP *422.15743*, RT 2.414	M06231	Counts	103842	14592		17518		
818364	UNKNOWN M06232 (M-H), BP *431.18767*, RT 2.414	M06232	Counts	160188	42832		53376		
818366	UNKNOWN M06234 (M+Cl), BP *807.47096*, RT 3.309	M06234	Counts	44120				809872	478608
818367	UNKNOWN M06234 (M-H), BP *771.49174*, RT 3.309	M06234	Counts		69069	35313	54671		
818369	UNKNOWN M06236 (M-H), BP *929.55126*, RT 3.423	M06236	Counts					552605	
818371	UNKNOWN M06237 (M-H), BP *547.40322*, RT 6.926	M06237	Counts	354110	65392	99396		501622	1733924
818372	UNKNOWN M06238 (M-H), BP *477.20288*, RT 7.1	M06238	Counts	105103	31980				
818377	UNKNOWN M06242 (M-H-[-H2O]), BP *325.1678*, RT 2.52	M06242	Counts					90344	43303
818379	UNKNOWN M06243 (M-H), BP *238.07868*, RT 2.5	M06243	Counts			49108			31788
818381	UNKNOWN M06244 (M-H), BP *999.62744*, RT 3.681	M06244	Counts	30778		16115			
818387	UNKNOWN M06250 (2M+Cl), BP *1077.6637*, RT 4.352	M06250	Counts	94249		16215			60342
818389	UNKNOWN M06250 (M-H), BP *520.3409*, RT 4.352	M06250	Counts	23003	30030	37728			
818390	UNKNOWN M06251 (M-H), BP *593.45152*, RT 6.3785	M06251	Counts			22520		42507	
818391	UNKNOWN M06252 (M-H), BP *145.05228*, RT 2.91	M06252	Counts	83380	22517	25331		25152	29107
818392	UNKNOWN M06252 (M-H-[-H2O]), BP *127.04184*, RT 2.91	M06252	Counts	23623					18207
818394	UNKNOWN M06254 (M-H), BP *738.51095*, RT 6.174	M06254	Counts	149791	36588	53794			
818397	UNKNOWN M06256 (M-H), BP *209.07051*, RT 2.7	M06256	Counts	16296		21614	17319		
818398	UNKNOWN M06257 (M-H), BP *461.36495*, RT 5.89	M06257	Counts	21780					75059
818399	UNKNOWN M06258 (M-H), BP *415.32337*, RT 4.097	M06258	Counts	41074	40771	29254	110940	38598	11867
818400	UNKNOWN M06258 (M-H-[-H2O]), BP *397.31225*, RT 4.097	M06258	Counts	37378			48730	123899	336587
818401	UNKNOWN M06259 (M-H), BP *509.33322*, RT 5.273	M06259	Counts						2825056
818402	UNKNOWN M06260 (M-H), BP *284.26246*, RT 4.549	M06260	Counts	8750852	3455731	2443038	3129691	51297735	
818403	UNKNOWN M06261 (M-H), BP *1299.8996*, RT 5.564	M06261	Counts						85513
818404	UNKNOWN M06261 (M-H-[-H2O]), BP *1281.8947*, RT 5.564	M06261	Counts		22859	15461		34802	54220
818405	UNKNOWN M06262 (2M-H), BP *1321.88726*, RT 5.549	M06262	Counts		13261				
818406	UNKNOWN M06262 (M-H), BP *660.4389*, RT 5.549	M06262	Counts					16294	34209
818407	UNKNOWN M06263 (M+Cl), BP *737.53656*, RT 5.6055	M06263	Counts						251481
818409	UNKNOWN M06264 (M-H), BP *630.49052*, RT 5.6	M06264	Counts	51223	1246666	195700		50690	
818410	UNKNOWN M06265 (M-H), BP *656.18341*, RT 5.417	M06265	Counts		146572		76812	388173	140303
818411	UNKNOWN M06265 (M-H-[-H2O]), BP *638.17536*, RT 5.417	M06265	Counts					38996	
818412	UNKNOWN M06266 (M+Cl), BP *951.5809*, RT 7.296	M06266	Counts	46901	111391			23533	
818413	UNKNOWN M06266 (M-H), BP *915.60489*, RT 7.296	M06266	Counts	77386	116956		86311	112679	124175
818415	UNKNOWN M06267 (M-H), BP *722.51908*, RT 7.427	M06267	Counts	148451			181679		
818416	UNKNOWN M06268 (M-H), BP *562.50604*, RT 7.461	M06268	Counts						28909
818417	UNKNOWN M06269 (M-H), BP *863.5717*, RT 6.258	M06269	Counts	20250		13673	78494		20642
818419	UNKNOWN M06271 (M-H), BP *812.55018*, RT 6.857	M06271	Counts				209022	292603	
818420	UNKNOWN M06272 (M-H), BP *354.34016*, RT 6.33	M06272	Counts	178360	67683			90374	288168
818421	UNKNOWN M06273 (M-H), BP *669.45355*, RT 4.119	M06273	Counts	459946	41828	40116	80399		659320
818422	UNKNOWN M06274 (M-H), BP *463.34481*, RT 3.704	M06274	Counts	34919			115391		
818424	UNKNOWN M06275 (M-H), BP *439.34402*, RT 3.732	M06275	Counts						19513
818425	UNKNOWN M06276 (M-H), BP *1216.81531*, RT 4.481	M06276	Counts			28018		10694	
818426	UNKNOWN M06277 (M-H), BP *1192.81658*, RT 4.545	M06277	Counts			48726			
818427	UNKNOWN M06277 (M-H-[-H2O]), BP *1174.79735*, RT 4.545	M06277	Counts	21880	45217	52224			
818428	UNKNOWN M06278 (M-H), BP *503.41275*, RT 4.153	M06278	Counts						56687
818429	UNKNOWN M06279 (M-H), BP *849.29086*, RT 3.527	M06279	Counts				169785		
818430	UNKNOWN M06280 (M-H), BP *956.35051*, RT 5.612	M06280	Counts						17569
818431	UNKNOWN M06281 (M-H), BP *333.20054*, RT 3.409	M06281	Counts	641990	230129	1249669	419143	771659	1176887
818434	UNKNOWN M06283 (M-H), BP *375.2196*, RT 3.597	M06283	Counts	39935	64932		49440	100900095	165315411
818436	UNKNOWN M06285 (M-H), BP *539.07556*, RT 3.7825	M06285	Counts	92713		93861	108704	343869	203756
818437	UNKNOWN M06286 (M-H), BP *738.51239*, RT 5.6155	M06286	Counts	18751			11779	84566	444522
818438	UNKNOWN M06287 (M-H), BP *517.25243*, RT 4.776	M06287	Counts						43650
818439	UNKNOWN M06288 (M-H), BP *653.30442*, RT 4.057	M06288	Counts	528151	434846	481225	4268994	47273105	234398041
818440	UNKNOWN M06289 (M-H), BP *373.31543*, RT 4.671	M06289	Counts	35629		31580			
818441	UNKNOWN M06290 (M-H), BP *265.11199*, RT 2.711	M06290	Counts	132746		133461	221579		472381
818443	UNKNOWN M06292 (M-H), BP *235.1381*, RT 3.561	M06292	Counts	132220	105411	199922	189807	108281	174145
818444	UNKNOWN M06293 (M+Cl), BP *337.19515*, RT 4.089	M06293	Counts	473715	224044		305204	268710	1135573
818445	UNKNOWN M06293 (M-H), BP *301.21825*, RT 4.089	M06293	Counts	446286	301230	542900	949918	81146445	389393136
818450	UNKNOWN M06295 (M+Cl), BP *629.45898*, RT 4.101	M06295	Counts	42770	19974			9107914	18660920
818451	UNKNOWN M06295 (M-H), BP *593.48239*, RT 4.101	M06295	Counts	575711		124494	136018	16818	44445
818453	UNKNOWN M06296 (M-H), BP *439.38169*, RT 5.641	M06296	Counts						21308
818455	UNKNOWN M06297 (M+Cl), BP *431.34267*, RT 5.377	M06297	Counts					203918	596535
818457	UNKNOWN M06298 (M-H), BP *441.33818*, RT 5.298	M06298	Counts	101206					
818458	UNKNOWN M06299 (M-H), BP *543.13569*, RT 1.499	M06299	Counts						10913
818459	UNKNOWN M06300 (M-H), BP *1344.75296*, RT 5.2	M06300	Counts	25928		22046		28991	
818460	UNKNOWN M06300 (M-H-[-H2O]+1), BP *1327.74609*, RT 5.2	M06300	Counts					17999	
818461	UNKNOWN M06301 (M-H), BP *747.76059*, RT 7.026	M06301	Counts					30470	
818463	UNKNOWN M06303 (2M-H), BP *1446.04383*, RT 6.531	M06303	Counts		36813				
818464	UNKNOWN M06303 (M-H), BP *722.5183*, RT 6.531	M06303	Counts		618296				
818466	UNKNOWN M06304 (M-H), BP *337.27398*, RT 4.418	M06304	Counts	19533				688825	498572
818467	UNKNOWN M06305 (M+Cl), BP *575.40525*, RT 3.9325	M06305	Counts						96664
818468	UNKNOWN M06305 (M-H), BP *539.43384*, RT 3.9325	M06305	Counts				176853		53632
818469	UNKNOWN M06305 (M-H-[-H2O]), BP *521.42176*, RT 3.9325	M06305	Counts	150584					
818470	UNKNOWN M06306 (2M-H+1), BP *1499.08131*, RT 7.181	M06306	Counts	39958		16197			
818471	UNKNOWN M06306 (M-H), BP *748.53354*, RT 7.181	M06306	Counts	643198	309784				105048
818472	UNKNOWN M06307 (M-H), BP *223.09684*, RT 2.788	M06307	Counts				20939	28972	
818476	UNKNOWN M06311 (M-H), BP *473.23441*, RT 3.874	M06311	Counts			22642			
818478	UNKNOWN M06313 (M-H), BP *473.36589*, RT 3.962	M06313	Counts	47630					17535
818479	UNKNOWN M06314 (M-H), BP *505.42775*, RT 4.389	M06314	Counts	12202					
818480	UNKNOWN M06315 (M-H), BP *713.27246*, RT 5.4475	M06315	Counts		78163	26121	91186	398577	1677959
818481	UNKNOWN M06316 (M+Cl), BP *598.49932*, RT 7.32	M06316	Counts			153688			
818482	UNKNOWN M06316 (M-H), BP *562.52428*, RT 7.32	M06316	Counts		78551			30061	
818484	UNKNOWN M06318 (M-H), BP *451.28899*, RT 5.152	M06318	Counts						8974672
818485	UNKNOWN M06319 (M+Cl), BP *572.485*, RT 6.239	M06319	Counts						227711
818486	UNKNOWN M06319 (M-H), BP *536.50874*, RT 6.239	M06319	Counts		54489			17563	91960
818487	UNKNOWN M06320 (M-H), BP *480.44524*, RT 7.374	M06320	Counts	384597		206468	58678	401522	1355843
818491	UNKNOWN M06321 (M-H), BP *489.27858*, RT 4.522	M06321	Counts	46899		32341	158198	327703	350640
744794	UNKNOWN M06324 (M-H), BP *316.14079*, RT 2.823	M06324	Counts	33480					1130454
768817	UNKNOWN M06326 (M-H), BP *211.06233*, RT 2.79441	M06326	Counts		17837	36557			
768819	UNKNOWN M06327 (M-H), BP *357.06392*, RT 2.80675	M06327	Counts	194074	123556	112935	123843	201220	108800
768823	UNKNOWN M06330 (M-H), BP *307.1307*, RT 2.86232	M06330	Counts	51645					
768826	UNKNOWN M06332 (M-H), BP *107.05082*, RT 2.87503	M06332	Counts	28335	33598	92393	57714		
768830	UNKNOWN M06335 (M-H), BP *227.00064*, RT 2.87471	M06335	Counts		75261	72009	44018		28234
768835	UNKNOWN M06339 (M-H), BP *266.0201*, RT 2.9145	M06339	Counts					42496	58587
768837	UNKNOWN M06340 (M-H), BP *321.13562*, RT 2.94135	M06340	Counts		49247				52336
768840	UNKNOWN M06342 (M-H), BP *372.11408*, RT 2.95797	M06342	Counts			126813	52269		
768841	UNKNOWN M06343 (M-H), BP *226.01894*, RT 2.98442	M06343	Counts			129802	76184		
768843	UNKNOWN M06344 (M-H), BP *438.96677*, RT 2.9616	M06344	Counts	4921362	5062686	4986951	1997317	689994	1262726
768847	UNKNOWN M06348 (M-H), BP *183.13966*, RT 2.97126	M06348	Counts				17411		
768848	UNKNOWN M06349 (M-H), BP *207.01285*, RT 2.97221	M06349	Counts	290350	291704	149755	190056	87786	88465
768849	UNKNOWN M06350 (M-H), BP *189.11376*, RT 3.01776	M06350	Counts	155910			148697	52928	67372
768851	UNKNOWN M06352 (M-H), BP *679.36116*, RT 3.90803	M06352	Counts						347851
768852	UNKNOWN M06353 (M-H), BP *265.21834*, RT 3.91156	M06353	Counts					780298	1707071
768853	UNKNOWN M06354 (M-H), BP *485.28437*, RT 3.91982	M06354	Counts	223248		170627	147572		
768857	UNKNOWN M06357 (M-H), BP *429.28135*, RT 3.93727	M06357	Counts	168898		107960	124698		
768859	UNKNOWN M06358 (M-H), BP *473.27995*, RT 3.94718	M06358	Counts	18884		26605	50554	47399	
768860	UNKNOWN M06359 (M-H), BP *730.95795*, RT 3.94991	M06359	Counts	155362	159290	162164	134126	239420	144391
768863	UNKNOWN M06362 (M-H), BP *583.49874*, RT 5.57029	M06362	Counts	170348		46311		98613	57894
