Local ID	Metabolite Name	Kegg ID	Units	S00010701	S00010702	S00010703	S00010704	S00010705	S00010706
774684	UNKNOWN M07920 (M-H), BP *887.57066*, RT 5.297	M07920	Counts	5237848	225505	65423		663726	
774685	UNKNOWN M07921 (M-H), BP *130.94443*, RT 5.325	M07921	Counts	56479	35838			81364	57987
774686	UNKNOWN M07922 (M-H), BP *312.29243*, RT 5.221	M07922	Counts	293666	112878	56707		2894650	
774691	UNKNOWN M07926 (M-H), BP *477.11509*, RT 5.448	M07926	Counts	70150		31462	30156		165118
774692	UNKNOWN M07927 (M-H), BP *495.31592*, RT 5.538	M07927	Counts						699262
774694	UNKNOWN M07929 (M-H), BP *157.12387*, RT 5.512	M07929	Counts					16064	
774696	UNKNOWN M07930 (M-H), BP *361.02837*, RT 5.478	M07930	Counts	69625			30946	140852	227218
774699	UNKNOWN M07933 (M-H), BP *496.96835*, RT .554	M07933	Counts						16582
774700	UNKNOWN M07934 (M-H), BP *339.1104*, RT .563	M07934	Counts		316329	485054	291026		
774702	UNKNOWN M07936 (M-H), BP *427.12692*, RT .565	M07936	Counts	73118	83172	217029	29905		
774703	UNKNOWN M07937 (M-H), BP *375.02624*, RT .546	M07937	Counts					18367	
774704	UNKNOWN M07938 (M-H), BP *709.04056*, RT .536	M07938	Counts	17178		66263	15505	38677	36232
774705	UNKNOWN M07939 (M-H), BP *441.00028*, RT .553	M07939	Counts					32456	
774706	UNKNOWN M07940 (M-H), BP *397.11651*, RT .567	M07940	Counts	162413	241111	202105	207184	299572	257615
774708	UNKNOWN M07941 (M-H), BP *321.09965*, RT .579	M07941	Counts	410262		29956			
774712	UNKNOWN M07942 (M-H), BP *203.09274*, RT .56	M07942	Counts	1039945			181410		
774714	UNKNOWN M07943 (M-H), BP *287.05825*, RT .577	M07943	Counts	239442	55306	269704	20810	18373	70481
774723	UNKNOWN M07944 (M-H), BP *154.0621*, RT .592	M07944	Counts	8368078	3964013	7451722	25827578	492033187	511923253
774726	UNKNOWN M07945 (M-H), BP *316.11438*, RT .5945	M07945	Counts		50847		326394	3886258	2993926
774728	UNKNOWN M07946 (M-H), BP *351.11155*, RT .6	M07946	Counts		326790	291523	302373	62997	61450
774729	UNKNOWN M07947 (M-H), BP *441.14299*, RT .581	M07947	Counts		46148			66716	53905
774735	UNKNOWN M07948 (M-H), BP *541.02125*, RT .598	M07948	Counts			34801		63882	
774738	UNKNOWN M07950 (M-H), BP *310.93789*, RT .608	M07950	Counts			39652			
774744	UNKNOWN M07952 (M-H), BP *251.00177*, RT .605	M07952	Counts	21823					
774745	UNKNOWN M07953 (M-H), BP *519.03974*, RT .598	M07953	Counts					50758	
774746	UNKNOWN M07954 (M-H), BP *269.05655*, RT .614	M07954	Counts	117893		86797			
774754	UNKNOWN M07956 (M-H), BP *389.16776*, RT .66	M07956	Counts	48477				175541	
774756	UNKNOWN M07957 (M-H), BP *348.14145*, RT .669	M07957	Counts			45512	51097	100358	45014
774758	UNKNOWN M07958 (M-H), BP *359.14495*, RT .672	M07958	Counts			39651			
774759	UNKNOWN M07959 (M-H), BP *253.05715*, RT .673	M07959	Counts						25814
774762	UNKNOWN M07961 (M-H), BP *515.16216*, RT 3.184	M07961	Counts	21286		143020			
774764	UNKNOWN M07962 (M-H), BP *1043.46047*, RT 3.22	M07962	Counts			18424			
774768	UNKNOWN M07964 (M-H), BP *215.12817*, RT 3.243	M07964	Counts	133666	79897	172943	75402		
774769	UNKNOWN M07965 (M-H), BP *570.96593*, RT 3.236	M07965	Counts	104089	77799	91609	85200	56225	37365
774770	UNKNOWN M07966 (M-H), BP *473.27352*, RT 3.317	M07966	Counts			51755	43819	1219215	
774771	UNKNOWN M07967 (M-H), BP *569.26796*, RT 3.168	M07967	Counts	350140	235155	109402	1000785		
774776	UNKNOWN M07970 (M-H), BP *237.11403*, RT 3.244	M07970	Counts					55926	
774778	UNKNOWN M07971 (M-H), BP *747.39616*, RT 3.255	M07971	Counts		36701				
774779	UNKNOWN M07972 (M-H), BP *559.28417*, RT 3.257	M07972	Counts		39738	230438			1706401
774780	UNKNOWN M07973 (M-H), BP *522.96542*, RT 3.275	M07973	Counts	191160	168181	199261	322188	106591	97211
774782	UNKNOWN M07974 (M-H), BP *431.44322*, RT 3.26	M07974	Counts					23645	
774783	UNKNOWN M07975 (M-H), BP *227.03876*, RT 3.256	M07975	Counts		30072		35604		
774784	UNKNOWN M07976 (M-H), BP *429.25159*, RT 3.271	M07976	Counts		22533		80011		1560249
774787	UNKNOWN M07977 (M-H), BP *492.24446*, RT 3.27	M07977	Counts			101860		1204192	1185345
774788	UNKNOWN M07978 (M-H), BP *965.34144*, RT 3.87	M07978	Counts	195851	193571	68328	89065		63175
774789	UNKNOWN M07979 (M-H), BP *863.32704*, RT 3.886	M07979	Counts	399612	434249	85620	140102	51992	140712
774791	UNKNOWN M07981 (M-H), BP *923.29559*, RT 3.8785	M07981	Counts	230110	224623		93778		40435
774793	UNKNOWN M07983 (M-H), BP *437.36263*, RT 3.992	M07983	Counts		20569				
774795	UNKNOWN M07984 (M-H), BP *744.95519*, RT 3.907	M07984	Counts	1430268	981911	807714	887096	1124801	1099967
774801	UNKNOWN M07987 (M-H), BP *517.39271*, RT 3.884	M07987	Counts			21050			
774802	UNKNOWN M07988 (M-H), BP *469.35179*, RT 3.931	M07988	Counts		43778				53786
774805	UNKNOWN M07989 (M-H), BP *383.23672*, RT 3.9825	M07989	Counts	349423	312753	353916	444001	704744	
774813	UNKNOWN M07993 (M-H), BP *545.45543*, RT 4.71	M07993	Counts	26166					16273
774814	UNKNOWN M07994 (M-H), BP *653.40941*, RT 4.698	M07994	Counts	51154				105245	
774816	UNKNOWN M07996 (M-H), BP *443.2675*, RT 4.846	M07996	Counts	25354					
774817	UNKNOWN M07997 (M-H), BP *361.02815*, RT 4.763	M07997	Counts						96115
774819	UNKNOWN M07999 (M-H), BP *417.07485*, RT 4.778	M07999	Counts	59912	30500	17400		340283	
774820	UNKNOWN M08000 (M-H), BP *727.44827*, RT 4.7	M08000	Counts		15749	98306			
774823	UNKNOWN M08002 (M-H), BP *260.95685*, RT 4.76	M08002	Counts					141135	80194
774825	UNKNOWN M08003 (M-H), BP *981.99874*, RT 4.7915	M08003	Counts	151968	194413	95302	56665	963668	506012
774826	UNKNOWN M08004 (M-H), BP *629.17471*, RT 4.684	M08004	Counts	35959			47400	130743	
774827	UNKNOWN M08005 (M-H), BP *375.04372*, RT 4.675	M08005	Counts	141883		122541	91258	191996	
774829	UNKNOWN M08006 (M-H), BP *311.17259*, RT 4.8155	M08006	Counts				41835	50950	
774830	UNKNOWN M08007 (M-H), BP *297.15332*, RT 4.717	M08007	Counts	39589					
774832	UNKNOWN M08009 (M-H), BP *489.13179*, RT 4.793	M08009	Counts				19009	155754	
774833	UNKNOWN M08010 (M-H), BP *689.14025*, RT 4.778	M08010	Counts					106643	
774834	UNKNOWN M08011 (M-H), BP *143.91593*, RT 4.8315	M08011	Counts		25285		42591	34021	
774835	UNKNOWN M08012 (M-H), BP *116.92875*, RT 4.8	M08012	Counts		19288	42073	62956	141343	
774836	UNKNOWN M08013 (M-H), BP *692.14177*, RT 4.737	M08013	Counts				33040	62507	
774837	UNKNOWN M08014 (M-H), BP *401.13272*, RT 4.748	M08014	Counts		21591		33704		99538
774838	UNKNOWN M08015 (M-H), BP *632.17343*, RT 4.728	M08015	Counts	26695			35407	40834	
774839	UNKNOWN M08016 (M-H), BP *577.48607*, RT 4.703	M08016	Counts	32769					
774844	UNKNOWN M08019 (M-H), BP *438.29808*, RT 4.734	M08019	Counts					36142819	74849958
774845	UNKNOWN M08020 (M-H), BP *205.16047*, RT 4.706	M08020	Counts	756890	273471	372278	1097733	863021	634609
774846	UNKNOWN M08021 (M-H), BP *327.29063*, RT 4.7315	M08021	Counts	109701					
774847	UNKNOWN M08022 (M-H), BP *447.1364*, RT 4.702	M08022	Counts	736506	342601	385544	1217129	1688988	1474903
774851	UNKNOWN M08024 (M-H), BP *681.30015*, RT 4.729	M08024	Counts	103565			243558	1064854	758497
774852	UNKNOWN M08025 (M-H), BP *382.33461*, RT 4.802	M08025	Counts						27160
774854	UNKNOWN M08026 (M-H), BP *711.31128*, RT 4.699	M08026	Counts	1349668	522641	526046	2406321	17837835	25147412
774855	UNKNOWN M08027 (M-H), BP *546.32268*, RT 4.759	M08027	Counts		13516				
774856	UNKNOWN M08028 (M-H), BP *556.32827*, RT 4.677	M08028	Counts			763510	495639	47311964	15130324
774859	UNKNOWN M08029 (M-H), BP *952.56899*, RT 4.621	M08029	Counts					995727	
774860	UNKNOWN M08030 (M-H), BP *355.28748*, RT 4.8	M08030	Counts	61471			24327		
774864	UNKNOWN M08032 (M-H), BP *463.09951*, RT 4.792	M08032	Counts	42226	29840	45042		2821964	
774865	UNKNOWN M08033 (M-H), BP *506.32775*, RT 4.751	M08033	Counts	156079		29166	109495		
774867	UNKNOWN M08035 (M-H), BP *983.64216*, RT 4.777	M08035	Counts					2007564	7605239
774868	UNKNOWN M08036 (M-H), BP *462.30139*, RT 4.795	M08036	Counts	2609050	416715	6357508	2000681	320138611	766336205
774869	UNKNOWN M08037 (M-H), BP *1491.96861*, RT 4.755	M08037	Counts				9880	290823	917609
774870	UNKNOWN M08038 (M-H), BP *411.03479*, RT .423	M08038	Counts						119321
774875	UNKNOWN M08039 (M-H), BP *125.00187*, RT .495	M08039	Counts			688650			
774876	UNKNOWN M08040 (M-H), BP *463.02425*, RT .513	M08040	Counts	37029	32955	15762			
774877	UNKNOWN M08041 (M-H), BP *448.96394*, RT .515	M08041	Counts			16875			38162
774881	UNKNOWN M08042 (M-H), BP *277.22668*, RT .51	M08042	Counts	301178	810277	474731	549351		
774885	UNKNOWN M08045 (M-H), BP *143.03514*, RT .554	M08045	Counts	489606	389025	607617	364572		132747
774886	UNKNOWN M08046 (M-H), BP *368.34295*, RT .55	M08046	Counts			63516	518345		
774888	UNKNOWN M08047 (M-H), BP *367.10687*, RT .55	M08047	Counts	3253876	65970933	6204374	67495557		91872
774890	UNKNOWN M08049 (M-H), BP *247.06464*, RT .536	M08049	Counts	3000537	492356	1449467	313171		
774892	UNKNOWN M08050 (M-H), BP *368.28273*, RT .55	M08050	Counts	17154	617014	75221	742517		
774894	UNKNOWN M08051 (M-H), BP *701.41011*, RT 3.534	M08051	Counts						1222962
774895	UNKNOWN M08052 (M-H), BP *519.35788*, RT 3.521	M08052	Counts				23843		
774897	UNKNOWN M08053 (M-H), BP *277.1811*, RT 3.641	M08053	Counts	625292	374831	457745	114888	713837	491389
774899	UNKNOWN M08054 (M-H), BP *509.29336*, RT 3.503	M08054	Counts		27310	60756	123669		
774902	UNKNOWN M08056 (M-H), BP *497.29566*, RT 3.508	M08056	Counts	760366	604168		112388		
774903	UNKNOWN M08057 (M-H), BP *541.30686*, RT 3.51	M08057	Counts	52280	52961	44982			
774904	UNKNOWN M08058 (M-H), BP *673.1811*, RT 3.481	M08058	Counts		16447	14017			
774905	UNKNOWN M08059 (M-H), BP *369.34816*, RT 3.485	M08059	Counts					41215	22824
774909	UNKNOWN M08062 (M-H), BP *924.54077*, RT 4.557	M08062	Counts		30623			652044	
774911	UNKNOWN M08063 (M-H), BP *531.44389*, RT 4.507	M08063	Counts	89850					91798
774912	UNKNOWN M08064 (M-H), BP *415.14818*, RT 4.6	M08064	Counts				20712		
774913	UNKNOWN M08065 (M-H), BP *561.30961*, RT 4.539	M08065	Counts				41971		
774914	UNKNOWN M08066 (M-H), BP *433.06914*, RT 4.5645	M08066	Counts	215785	178508	376352	93736	189926	85970
774915	UNKNOWN M08067 (M-H), BP *401.13328*, RT 4.5885	M08067	Counts				33687		
774916	UNKNOWN M08068 (M-H), BP *190.05168*, RT 4.605	M08068	Counts	50481	21167	28913	12821		
774917	UNKNOWN M08069 (M-H), BP *725.51969*, RT 4.505	M08069	Counts	822398	145972	102522	796938	322730	
774918	UNKNOWN M08070 (M-H), BP *537.34984*, RT 4.511	M08070	Counts	1885392	1765461	779648	487933		
774919	UNKNOWN M08071 (M-H), BP *375.04389*, RT 4.516	M08071	Counts	140084	101967	122410	153230		140265
774922	UNKNOWN M08073 (M-H), BP *668.18143*, RT 4.572	M08073	Counts	58307		23783	131101	52407	
774923	UNKNOWN M08074 (M-H), BP *595.37174*, RT 4.558	M08074	Counts	362193	1239313	357509	220871		
774925	UNKNOWN M08076 (M-H), BP *587.12991*, RT 4.535	M08076	Counts	304139	911291	777236	496783	103374	
774926	UNKNOWN M08077 (M-H), BP *692.14101*, RT 4.554	M08077	Counts		51506	19930	16273		
774928	UNKNOWN M08079 (M-H), BP *894.5885*, RT 4.545	M08079	Counts	30043					
774933	UNKNOWN M08081 (M-H), BP *353.17254*, RT 4.569	M08081	Counts		29727				
774934	UNKNOWN M08082 (M-H), BP *397.36795*, RT 4.638	M08082	Counts						12813
774935	UNKNOWN M08083 (M-H), BP *1242.83083*, RT 4.568	M08083	Counts		18097				
774936	UNKNOWN M08084 (M-H), BP *532.30066*, RT 4.604	M08084	Counts		18890			670708	172605
774940	UNKNOWN M08086 (M-H), BP *779.33109*, RT 3.558	M08086	Counts	28386	94420		61992		
774941	UNKNOWN M08087 (M-H), BP *421.14459*, RT 3.571	M08087	Counts	401734	269357	474213	307156	94693	262601
774942	UNKNOWN M08088 (M-H), BP *463.53905*, RT 3.625	M08088	Counts	59948			122811		
774943	UNKNOWN M08089 (M-H), BP *265.1096*, RT 3.568	M08089	Counts	1422624	1090441	1940909	1232754	1221612	3641025
774945	UNKNOWN M08090 (M-H), BP *205.08764*, RT 3.574	M08090	Counts	68013		100268	57612	63027	187083
774948	UNKNOWN M08091 (M-H), BP *85.02958*, RT 3.572	M08091	Counts						754558
774950	UNKNOWN M08092 (M-H), BP *613.38905*, RT 3.598	M08092	Counts			37396			
774951	UNKNOWN M08093 (M-H), BP *762.42979*, RT 3.563	M08093	Counts	47388					
774952	UNKNOWN M08094 (M-H), BP *721.41785*, RT 3.567	M08094	Counts					218884	
774954	UNKNOWN M08096 (M-H), BP *544.96705*, RT 3.592	M08096	Counts	5462849	4113172	4379782	3788601	4651412	3350334
774955	UNKNOWN M08097 (M-H), BP *1147.40596*, RT 3.562	M08097	Counts					31895	
774957	UNKNOWN M08098 (M-H), BP *701.67287*, RT 3.61	M08098	Counts						72140
774958	UNKNOWN M08099 (M-H), BP *757.45465*, RT 3.562	M08099	Counts			39393			
774959	UNKNOWN M08100 (M-H), BP *699.43619*, RT 3.601	M08100	Counts			38105			
774960	UNKNOWN M08101 (M-H), BP *480.97124*, RT 3.591	M08101	Counts	5227044	4084190	4667616	4813167	4395833	3436320
774961	UNKNOWN M08102 (M-H), BP *322.16779*, RT 3.581	M08102	Counts	91057	56426		63440		25929
774962	UNKNOWN M08103 (M-H), BP *605.4402*, RT 3.579	M08103	Counts					15016	36223
774971	UNKNOWN M08109 (M-H), BP *795.29403*, RT 3.571	M08109	Counts	71763	41916	59890			
774972	UNKNOWN M08110 (M-H), BP *771.4536*, RT 3.593	M08110	Counts	17009					
774973	UNKNOWN M08111 (M-H), BP *873.27038*, RT 3.571	M08111	Counts			31371	62076		
774974	UNKNOWN M08112 (M-H), BP *858.28858*, RT 3.573	M08112	Counts				44567		32378
774975	UNKNOWN M08113 (M-H), BP *589.44797*, RT 3.678	M08113	Counts						20960
774979	UNKNOWN M08114 (M-H), BP *418.97409*, RT 3.607	M08114	Counts	3047489	2604983	2603556	2630651	2579137	2444488
774980	UNKNOWN M08115 (M-H), BP *462.96405*, RT 3.607	M08115	Counts	1166986	942190	952217	988802	888970	906214
774981	UNKNOWN M08116 (M-H), BP *269.13287*, RT 3.599	M08116	Counts	542580	265882	308822	265259	164979	
774983	UNKNOWN M08118 (M-H), BP *525.3756*, RT 3.642	M08118	Counts			21491			
774984	UNKNOWN M08119 (M-H), BP *785.46407*, RT 3.584	M08119	Counts					581223	
774985	UNKNOWN M08120 (M-H), BP *485.38289*, RT 3.707	M08120	Counts		15660	21708	57517	13119	
774986	UNKNOWN M08121 (M-H), BP *495.32221*, RT 3.552	M08121	Counts			76988	37050		
774987	UNKNOWN M08122 (M-H), BP *319.16979*, RT 3.6	M08122	Counts	131003		148938	120033		
774989	UNKNOWN M08123 (M-H), BP *503.32869*, RT 3.573	M08123	Counts		56595	45249	83571		
774991	UNKNOWN M08124 (M-H), BP *397.05929*, RT 3.669	M08124	Counts	282132	265582	53291	300422	294380	69957
774992	UNKNOWN M08125 (M-H), BP *833.45306*, RT 3.626	M08125	Counts			51507	22372		
774993	UNKNOWN M08126 (M-H), BP *627.39297*, RT 3.6115	M08126	Counts	92487		215237			
774994	UNKNOWN M08127 (M-H), BP *904.8324*, RT 4.574	M08127	Counts					2073375	1415006
774995	UNKNOWN M08128 (M-H), BP *468.25183*, RT 4.6	M08128	Counts			146402	93595	13877768	7274329
774996	UNKNOWN M08129 (M-H), BP *436.28527*, RT 4.676	M08129	Counts	6654328	1265015	19145486	4840586	639642002	1188281771
774997	UNKNOWN M08130 (M-H), BP *1439.93374*, RT 4.613	M08130	Counts		24510		30728	491147	1574660
774998	UNKNOWN M08131 (M-H), BP *1372.79426*, RT 4.596	M08131	Counts	18691	36188			288537	27485
774999	UNKNOWN M08132 (M-H), BP *881.49717*, RT 4.6	M08132	Counts					914578	640079
775001	UNKNOWN M08133 (M-H), BP *648.33252*, RT 4.607	M08133	Counts	51550	47013	74980		208437	
775002	UNKNOWN M08134 (M-H), BP *1447.90156*, RT 4.614	M08134	Counts					342686	294139
775003	UNKNOWN M08135 (M-H), BP *486.29762*, RT 4.689	M08135	Counts				40664	1058896	2092248
775005	UNKNOWN M08136 (M-H), BP *911.56964*, RT 4.6	M08136	Counts	2109732	95900	47187		90763	
775006	UNKNOWN M08137 (M-H), BP *1463.93625*, RT 4.6	M08137	Counts		19868			136878	
775008	UNKNOWN M08139 (M-H), BP *738.51171*, RT 4.621	M08139	Counts	91449		13972	77310		
775011	UNKNOWN M08142 (M-H), BP *350.30786*, RT 4.603	M08142	Counts	359030	141999	152227	162932	101012	
775012	UNKNOWN M08143 (M-H), BP *576.33271*, RT 4.6145	M08143	Counts				23811	235723	250721
775013	UNKNOWN M08144 (M-H), BP *620.3601*, RT 4.6	M08144	Counts						165110
775015	UNKNOWN M08145 (M-H), BP *466.29581*, RT 4.678	M08145	Counts	205190	25576	548992	21887	3795625	7248912
775016	UNKNOWN M08146 (M-H), BP *960.62095*, RT 4.684	M08146	Counts	207684	48648	304828	93158		
775017	UNKNOWN M08147 (M-H), BP *988.44213*, RT 4.6625	M08147	Counts	76681				179283	81394
775019	UNKNOWN M08148 (M-H), BP *976.58057*, RT 4.584	M08148	Counts						766964
775020	UNKNOWN M08149 (M-H), BP *297.2806*, RT 4.71	M08149	Counts	306439			103008	3191062	6271908
775021	UNKNOWN M08150 (M-H), BP *637.54891*, RT 4.716	M08150	Counts						126320
775022	UNKNOWN M08151 (M-H), BP *1109.61172*, RT 4.607	M08151	Counts						42083
775023	UNKNOWN M08152 (M-H), BP *431.21979*, RT 4.643	M08152	Counts		144839	348889		8090974	1727647
775026	UNKNOWN M08154 (M-H), BP *557.67046*, RT 4.614	M08154	Counts	63338					
775028	UNKNOWN M08156 (M-H), BP *826.59902*, RT 4.6	M08156	Counts					1701414	5142154
775031	UNKNOWN M08157 (M-H), BP *557.46083*, RT 4.63	M08157	Counts	2741986	252905	55148	82727		
775033	UNKNOWN M08158 (M-H), BP *469.35408*, RT 4.711	M08158	Counts		19004				
775041	UNKNOWN M08159 (M-H), BP *197.03457*, RT .632	M08159	Counts	90319	316944		409603		
775043	UNKNOWN M08160 (M-H), BP *188.93923*, RT .592	M08160	Counts	1363351	1854781	1184213	1637132		19442
775044	UNKNOWN M08161 (M-H), BP *204.91327*, RT .603	M08161	Counts	2180046	1518392	1869102	1415321		
775046	UNKNOWN M08162 (M-H), BP *496.17915*, RT .625	M08162	Counts	289863	777385	186142	733918	2423237	2893838
775050	UNKNOWN M08163 (M-H), BP *225.06381*, RT .67	M08163	Counts					244387	
775059	UNKNOWN M08166 (M-H), BP *171.06654*, RT .755	M08166	Counts	894521	572896	839825	636869	699135	
775060	UNKNOWN M08167 (M-H), BP *260.0242*, RT .751	M08167	Counts	81154	71873	170244	88340	3064784	3683653
775062	UNKNOWN M08168 (M-H), BP *112.05167*, RT .76	M08168	Counts			568787	424083		
775063	UNKNOWN M08169 (M-H), BP *243.06241*, RT .773	M08169	Counts	1941141	1314318	3241909	1203413	1176463	1612521
775071	UNKNOWN M08170 (M-H), BP *364.16069*, RT .796	M08170	Counts		30314		34547		
775072	UNKNOWN M08171 (M-H), BP *394.12973*, RT .806	M08171	Counts	85647	35522	67329			
775078	UNKNOWN M08173 (M-H), BP *177.02267*, RT .815	M08173	Counts	216122	228404	425394	74189	1204939	1481463
775080	UNKNOWN M08174 (M-H), BP *313.06002*, RT .661	M08174	Counts		76329				
775081	UNKNOWN M08175 (M-H), BP *857.49361*, RT 3.583	M08175	Counts	18367					
775084	UNKNOWN M08177 (M-H), BP *711.43325*, RT 3.616	M08177	Counts	18491					
775085	UNKNOWN M08178 (M-H), BP *371.18934*, RT 3.523	M08178	Counts		121058		167230	375742	530394
775088	UNKNOWN M08179 (M-H), BP *487.34119*, RT 3.666	M08179	Counts		39469				
775089	UNKNOWN M08180 (M-H), BP *597.36705*, RT 3.643	M08180	Counts			138772			
775091	UNKNOWN M08181 (M-H), BP *713.45106*, RT 3.661	M08181	Counts				23359		
775093	UNKNOWN M08183 (M-H), BP *259.01378*, RT 3.657	M08183	Counts					234385	247190
775096	UNKNOWN M08185 (M-H), BP *417.30223*, RT 3.674	M08185	Counts				13066		
775101	UNKNOWN M08187 (M-H), BP *313.229*, RT 3.5	M08187	Counts	270865	445656	214755	360056	658573	401880
775102	UNKNOWN M08188 (M-H), BP *565.44355*, RT 3.817	M08188	Counts	41014			11757	22045	32287
775104	UNKNOWN M08190 (M-H), BP *481.28288*, RT 3.657	M08190	Counts	33466	74709	263687	78412	300086	396631
775106	UNKNOWN M08191 (M-H), BP *573.34727*, RT 3.606	M08191	Counts		23749		34286		
775108	UNKNOWN M08192 (M-H), BP *131.08983*, RT 3.627	M08192	Counts	746217	481384	224863	611576	599641	559912
775111	UNKNOWN M08194 (M-H), BP *594.96394*, RT 3.668	M08194	Counts	5495785	4112678	4372427	4000214	4357010	2468311
775113	UNKNOWN M08195 (M-H), BP *530.96782*, RT 3.668	M08195	Counts	4135992	3248371	3433865	3322742	3559899	3507241
775116	UNKNOWN M08198 (M-H), BP *550.97429*, RT 3.667	M08198	Counts	787732	682794	620228	542459	716030	478467
775119	UNKNOWN M08199 (M-H), BP *931.48018*, RT 3.627	M08199	Counts		15157	16069	18314		
775122	UNKNOWN M08202 (M-H), BP *317.14084*, RT 3.683	M08202	Counts	202106	230015	173488	184989	98888	58886
775123	UNKNOWN M08203 (M-H), BP *461.32825*, RT 3.579	M08203	Counts				23666		
775124	UNKNOWN M08204 (M-H), BP *422.08077*, RT 3.667	M08204	Counts	646389	707223	300952	531913	161068	
775126	UNKNOWN M08205 (M-H), BP *410.42283*, RT 4.587	M08205	Counts					2237565	1196136
775127	UNKNOWN M08206 (M-H), BP *940.56935*, RT 4.598	M08206	Counts					658288	189110
775128	UNKNOWN M08207 (M-H), BP *931.6107*, RT 4.651	M08207	Counts	33864				12367309	31543058
775129	UNKNOWN M08208 (M-H), BP *437.47553*, RT 4.66	M08208	Counts			197023		11105871	23067537
775131	UNKNOWN M08209 (M-H), BP *1087.63057*, RT 4.6	M08209	Counts			20906		219964	
775132	UNKNOWN M08210 (M-H), BP *1340.76752*, RT 4.597	M08210	Counts	32880				314093	26822
775133	UNKNOWN M08211 (M-H), BP *845.43638*, RT 4.6	M08211	Counts					247486	
775134	UNKNOWN M08212 (M-H), BP *954.58707*, RT 4.6	M08212	Counts					1290229	
775136	UNKNOWN M08213 (M-H), BP *544.3331*, RT 4.601	M08213	Counts		60596		72911	126252	
775137	UNKNOWN M08214 (M-H), BP *322.27656*, RT 4.644	M08214	Counts					139970	181186
775138	UNKNOWN M08215 (M-H), BP *1090.45474*, RT 4.641	M08215	Counts	65231		131387		970913	392838
775140	UNKNOWN M08217 (M-H), BP *561.49033*, RT 4.745	M08217	Counts						120655
775141	UNKNOWN M08218 (M-H), BP *1208.84642*, RT 4.614	M08218	Counts	24207				62214	
775145	UNKNOWN M08221 (M-H), BP *329.03098*, RT .647	M08221	Counts		11046		13244		
775147	UNKNOWN M08222 (M-H), BP *246.99217*, RT .852	M08222	Counts			17029			
775149	UNKNOWN M08223 (M-H), BP *325.08344*, RT .833	M08223	Counts	32974		22353			
775151	UNKNOWN M08224 (M-H), BP *267.10985*, RT .871	M08224	Counts	110578	103246	282777	95716	537162	
775154	UNKNOWN M08225 (M-H), BP *137.0354*, RT .909	M08225	Counts	1200867	1035707	495755	1380288	617177	683054
775155	UNKNOWN M08226 (M-H), BP *220.00944*, RT .996	M08226	Counts	725697	557868	379872	575946		
775159	UNKNOWN M08229 (M-H), BP *316.10608*, RT .976	M08229	Counts	183480	70601	175342	59371		567892
775160	UNKNOWN M08230 (M-H), BP *426.15239*, RT .964	M08230	Counts			44799			
775161	UNKNOWN M08231 (M-H), BP *338.08759*, RT .986	M08231	Counts	709771	318030	765462	210758	451129	
775164	UNKNOWN M08232 (M-H), BP *360.13024*, RT .985	M08232	Counts	125571	268668	186503	197558	1062165	1078106
775166	UNKNOWN M08233 (M-H), BP *399.09662*, RT .984	M08233	Counts	123866	33478	134353	43434	774173	757130
775168	UNKNOWN M08234 (M-H), BP *383.12378*, RT .988	M08234	Counts	249905	112015	275761	127483	255866	293551
775169	UNKNOWN M08235 (M-H), BP *392.15313*, RT .987	M08235	Counts	352941	283865	257120	205636		
775171	UNKNOWN M08237 (M-H), BP *357.11914*, RT .98	M08237	Counts	21075		31491	45249	403992	467266
775172	UNKNOWN M08238 (M-H), BP *274.07494*, RT .996	M08238	Counts	325002	567251	164458	414066		
775178	UNKNOWN M08242 (M-H), BP *454.1836*, RT 1.033	M08242	Counts			35975			
775183	UNKNOWN M08243 (M-H), BP *233.22582*, RT 1.12	M08243	Counts	145250	117907	120288	84767	57225	40573
775184	UNKNOWN M08244 (M-H), BP *158.00938*, RT 1.116	M08244	Counts	7080701	5694088	6109364	4819300	3030302	2010420
775187	UNKNOWN M08246 (M-H), BP *233.27213*, RT 1.113	M08246	Counts				39493		
775190	UNKNOWN M08247 (M-H), BP *251.99705*, RT 1.178	M08247	Counts		21297				15152
775195	UNKNOWN M08251 (M-H), BP *198.11219*, RT 1.3	M08251	Counts	45419	26904	224891	46154	592444	624457
775196	UNKNOWN M08252 (M-H), BP *438.11542*, RT 1.307	M08252	Counts			87706	26056		
775197	UNKNOWN M08253 (M-H), BP *442.18269*, RT 1.3	M08253	Counts	43919	18208	149282	22377	352798	330383
775203	UNKNOWN M08254 (M-H), BP *322.98807*, RT 1.308	M08254	Counts	950812	1066219	615321	924531	93665	
775211	UNKNOWN M08255 (M-H), BP *255.08738*, RT 1.38	M08255	Counts	30679	113780		39052	24060	44565
775212	UNKNOWN M08256 (M-H), BP *176.03835*, RT 1.374	M08256	Counts	453940	231850	520334	119476	2243437	2698524
775218	UNKNOWN M08259 (M-H), BP *596.33879*, RT 3.776	M08259	Counts	292280	127390		967984	167116	
775219	UNKNOWN M08260 (M-H), BP *443.50943*, RT 3.767	M08260	Counts						37129
775220	UNKNOWN M08261 (M-H), BP *875.30105*, RT 3.765	M08261	Counts	718184	436008	167867	161938	31031	191947
775221	UNKNOWN M08262 (M-H), BP *907.30753*, RT 3.72	M08262	Counts	319025	122016		171777	42336	287837
