database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180817_R030	20180817_R031	20180817_R032	20180817_R033	20180817_R035	20180817_R037	20180817_R038	20180817_R039	20180817_QC_19	20180817_QC_18	20180817_QC_11	20180817_R020	20180817_QC_13	20180817_QC_12	20180817_R023	20180817_QC_15	20180817_R024	20180817_QC_14	20180817_R025	20180817_QC_17	20180817_R026	20180817_QC_16	20180817_R028	20180817_R029	20180817_QC_20	20180821_QC_18	20180821_QC_17	20180817_R050	20180817_R051	20180821_QC_19	20180817_R052	20180817_R053	20180817_R054	20180817_R055	20180817_R056	20180821_QC_20	20180817_R041	20180817_R042	20180817_R044	20180817_R045	20180817_R046	20180817_R047	20180817_R048	20180821_QC_14	20180821_QC_13	20180821_QC_16	20180821_QC_15	20180821_QC_12	20180821_QC_11	20180821_R080	20180821_R081	20180821_R084	20180821_R083	20180821_R086	20180821_R085	20180821_R087	20180821_R120	20180821_R089	20180821_R091	20180821_R090	20180821_R093	20180821_R092	20180817_R060	20180821_R095	20180817_R061	20180821_R097	20180821_R099	20180821_R098	20180821_R062	20180821_R064	20180821_R063	20180817_R010	20180817_R011	20180817_R012	20180817_R013	20180817_R014	20180817_R015	20180817_R016	20180817_R017	20180821_R107	20180817_R018	20180817_R019	20180821_R109	20180821_R108	20180821_R066	20180821_R068	20180821_R101	20180821_R067	20180821_R100	20180821_R103	20180821_R069	20180821_R102	20180821_R105	20180828_R_075	20180821_R104	20180821_R071	20180821_R070	20180821_R073	20180821_R072	20180817_R001	20180817_R004	20180817_R005	20180817_R006	20180821_R118	20180817_R007	20180817_R008	20180817_R009	20180821_R119	20180821_R077	20180821_R110	20180821_R076	20180821_R112	20180821_R078	20180821_R111	20180821_R114	20180821_R115
CHEBI:18067	C31H46O2	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O	"InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3/b25-20+/t23-,24-/m1/s1"	Vitamin K1	451.360637		"M+H, M+NH4, M+Na"	1	10.25946667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.7																																																																																																																							
CHEBI:89029	C37H64O2	O(C1CC=2C(C3C(C4C(C(CC4)C(CCCC(C)C)C)(CC3)C)CC2)(CC1)C)C(=O)CCCCCCCCC	"InChI=1S/C37H64O2/c1-7-8-9-10-11-12-13-17-35(38)39-30-22-24-36(5)29(26-30)18-19-31-33-21-20-32(28(4)16-14-15-27(2)3)37(33,6)25-23-34(31)36/h18,27-28,30-34H,7-17,19-26H2,1-6H3"	CE(10:0)	523.4827203		M+H-H2O	1	7.992483333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	31.4																																																																																																																							
CHEBI:28082	C27H48O3	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	"InChI=1S/C27H48O3/c1-17(2)7-6-8-18(3)21-9-10-22-20-15-24(29)27(30)16-19(28)11-14-26(27,5)23(20)12-13-25(21,22)4/h17-24,28-30H,6-16H2,1-5H3/t18-,19+,20+,21-,22+,23+,24-,25-,26-,27+/m1/s1"	"3b,5a,6b-Cholestanetriol"	403.353921		M+H-H2O	1	14.96735	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.3																																																																																																																							
CHEBI:77996	C36H69NO3	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCC\C=C/CCCCCCCC	"InChI=1S/C36H69NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,29,31,34-35,38-39H,3-16,19-28,30,32-33H2,1-2H3,(H,37,40)/b18-17-,31-29+/t34-,35+/m0/s1"	Ceramide (d18:1/9Z-18:1)	546.5229488		"M+H-H2O, M+Na"	1	19.73545	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	55																																																																																																																							
CHEBI:39548	C33H35FN2O5	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O	"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1"	Atorvastatin	581.2428006		M+Na	1	11.53973333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																							
CHEBI:5050	C32H39NO4	CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)"	Fexofenadine	502.2928912		"M+H-H2O, M+H, M+Na"	1	7.975	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																							
CHEBI:5050	C32H39NO4	CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)"	Fexofenadine	502.2906546		"M+H, M+Na"	1	7.828083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																							
CHEBI:72689	C25H47NO4	CCCCCCCC\C=C/CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-"	Oleoylcarnitine	448.3364271		M+Na	1	8.251516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.6																																																																																																																							
CHEBI:33270	C29H44O2	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1	"InChI=1S/C29H44O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,14,16,30H,9-11,13,15,17-19H2,1-8H3/b21-14+,22-16+/t29-/m1/s1"	Alpha-Tocotrienol	463.2992402		M+K	1	9.80125	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.4																																																																																																																							
CHEBI:84385	C33H64O5	CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCC	"InChI=1S/C33H64O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h31,34H,3-30H2,1-2H3/t31-/m0/s1"	DG(14:0/16:0/0:0)	579.4386499		M+K	1	18.80865	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.7																																																																																																																							
CHEBI:84386	C33H62O5	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC	"InChI=1S/C33H62O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h13,15,31,34H,3-12,14,16-30H2,1-2H3/b15-13-/t31-/m0/s1"	DG(14:0/16:1(9Z)/0:0)	503.4510797		M+H-2H2O	1	10.78768333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.8																																																																																																																							
CHEBI:84386	C33H62O5	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC	"InChI=1S/C33H62O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h13,15,31,34H,3-12,14,16-30H2,1-2H3/b15-13-/t31-/m0/s1"	DG(14:0/16:1(9Z)/0:0)	561.4472501		M+Na	1	18.9135	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.9																																																																																																																							
CHEBI:84386	C33H62O5	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC	"InChI=1S/C33H62O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h13,15,31,34H,3-12,14,16-30H2,1-2H3/b15-13-/t31-/m0/s1"	DG(14:0/16:1(9Z)/0:0)	577.4228565		M+K	1	17.8223	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																							
CHEBI:84392	C35H64O5	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	"InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-16-17-18-20-22-24-26-28-30-35(38)40-33(31-36)32-39-34(37)29-27-25-23-21-19-14-12-10-8-6-4-2/h11,13,16-17,33,36H,3-10,12,14-15,18-32H2,1-2H3/b13-11-,17-16-/t33-/m0/s1"	"DG(14:0/18:2(9Z,12Z)/0:0)"	587.4639806		M+Na	1	19.59563333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.5																																																																																																																							
CHEBI:84392	C35H64O5	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	"InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-16-17-18-20-22-24-26-28-30-35(38)40-33(31-36)32-39-34(37)29-27-25-23-21-19-14-12-10-8-6-4-2/h11,13,16-17,33,36H,3-10,12,14-15,18-32H2,1-2H3/b13-11-,17-16-/t33-/m0/s1"	"DG(14:0/18:2(9Z,12Z)/0:0)"	547.4708036		M+H-H2O	1	19.24228333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.2																																																																																																																							
CHEBI:88794	C37H66O5	C([C@@](COC(CCCCCCCCCCCCC)=O)(OC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O)[H])O	"InChI=1S/C37H66O5/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-14-12-10-8-6-4-2/h16-17,19-20,24,26,35,38H,3-15,18,21-23,25,27-34H2,1-2H3/b17-16-,20-19-,26-24-/t35-/m0/s1"	"DG(14:0/20:3(5Z,8Z,11Z)/0:0)"	613.4816716		M+Na	1	20.0118	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																							
CHEBI:88794	C37H66O5	C([C@@](COC(CCCCCCCCCCCCC)=O)(OC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O)[H])O	"InChI=1S/C37H66O5/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-14-12-10-8-6-4-2/h16-17,19-20,24,26,35,38H,3-15,18,21-23,25,27-34H2,1-2H3/b17-16-,20-19-,26-24-/t35-/m0/s1"	"DG(14:0/20:3(5Z,8Z,11Z)/0:0)"	591.5010495		M+H	1	17.96921667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.7																																																																																																																							
CHEBI:88474	C39H68O5	C([C@@](COC(CCCCCCCCCCCCCCC)=O)(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)[H])O	"InChI=1S/C39H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(42)44-37(35-40)36-43-38(41)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,37,40H,3-4,6,8-10,12,14-16,19,21,23-36H2,1-2H3/b7-5-,13-11-,18-17-,22-20-/t37-/m0/s1"	"DG(16:0/20:4(8Z,11Z,14Z,17Z)/0:0)"	639.4986838		M+Na	1	20.19378333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	56.1																																																																																																																							
CHEBI:88474	C39H68O5	C([C@@](COC(CCCCCCCCCCCCCCC)=O)(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)[H])O	"InChI=1S/C39H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(42)44-37(35-40)36-43-38(41)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,37,40H,3-4,6,8-10,12,14-16,19,21,23-36H2,1-2H3/b7-5-,13-11-,18-17-,22-20-/t37-/m0/s1"	"DG(16:0/20:4(8Z,11Z,14Z,17Z)/0:0)"	599.5048485		M+H-H2O	1	20.15883333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																							
CHEBI:89170	C39H66O5	C([C@@](COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H])O	"InChI=1S/C39H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,23,25,37,40H,3-10,15-16,21-22,24,26-36H2,1-2H3/b13-11-,14-12-,19-17-,20-18-,25-23-/t37-/m0/s1"	"DG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/0:0)"	615.4998661		M+H	1	18.44491667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.8																																																																																																																							
CHEBI:88992	C39H66O5	O(C[C@](CO)(OC(CCCCCCC/C=C\CCCCCCCC)=O)[H])C(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	"InChI=1S/C39H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-20,23,25,37,40H,3-4,6,8-10,12,14-16,21-22,24,26-36H2,1-2H3/b7-5-,13-11-,19-17-,20-18-,25-23-/t37-/m0/s1"	"DG(18:4(6Z,9Z,12Z,15Z)/18:1(9Z)/0:0)"	637.4832634		M+Na	1	18.54976667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.9																																																																																																																							
CHEBI:88966	C41H68O5	O(C[C@](CO)(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)[H])C(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	"InChI=1S/C41H68O5/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(44)46-39(37-42)38-45-40(43)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h6,8,11-14,17-19,21,25,27,39,42H,3-5,7,9-10,15-16,20,22-24,26,28-38H2,1-2H3/b8-6-,13-11-,14-12-,19-17-,21-18-,27-25-/t39-/m0/s1"	"DG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)"	641.5157186		"M+H-H2O, M+H"	1	19.07788333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.2																																																																																																																							
CHEBI:88966	C41H68O5	O(C[C@](CO)(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)[H])C(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O	"InChI=1S/C41H68O5/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(44)46-39(37-42)38-45-40(43)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h6,8,11-14,17-19,21,25,27,39,42H,3-5,7,9-10,15-16,20,22-24,26,28-38H2,1-2H3/b8-6-,13-11-,14-12-,19-17-,21-18-,27-25-/t39-/m0/s1"	"DG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)"	658.5454024		M+NH4	1	19.26686667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																							
				"DG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)/0:0)"	651.4443046		M+K	1	10.84011667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.5																																																																																																																							
CHEBI:90057	C43H70O5	O(C[C@](CO)(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)[H])C(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	"InChI=1S/C43H70O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-42(45)47-40-41(39-44)48-43(46)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-20,23,25,29,31,41,44H,3-4,6,8-10,15-16,21-22,24,26-28,30,32-40H2,1-2H3/b7-5-,13-11-,14-12-,19-17-,20-18-,25-23-,31-29-/t41-/m0/s1"	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)"	684.5625284		"M+H, M+NH4, M+Na"	1	14.82753333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.3																																																																																																																							
CHEBI:89819	C43H72O5	C([C@@](COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)[H])O	"InChI=1S/C43H72O5/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-25-27-29-31-33-35-37-42(45)47-40-41(39-44)48-43(46)38-36-34-32-30-28-26-23-18-16-14-12-10-8-6-4-2/h6,8,11-14,17-19,23,28,30,41,44H,3-5,7,9-10,15-16,20-22,24-27,29,31-40H2,1-2H3/b8-6-,13-11-,14-12-,19-17-,23-18-,30-28-/t41-/m0/s1"	"DG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"	691.5424363		"M+H-2H2O, M+NH4, M+Na"	1	13.3655	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.4																																																																																																																							
CHEBI:89433	C41H68O5	C([C@@](COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])O	"InChI=1S/C41H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-25-27-29-31-33-35-40(43)45-38-39(37-42)46-41(44)36-34-32-30-28-26-23-16-14-12-10-8-6-4-2/h11,13-14,16-18,20-21,24-25,29,31,39,42H,3-10,12,15,19,22-23,26-28,30,32-38H2,1-2H3/b13-11-,16-14-,18-17-,21-20-,25-24-,31-29-/t39-/m0/s1"	"DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/0:0)"	663.5005263		M+Na	1	19.26686667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37																																																																																																																							
CHEBI:89337	C41H68O5	O(C[C@](CO)(OC(CCCCCCCCCCCCCCC)=O)[H])C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	"InChI=1S/C41H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-25-27-29-31-33-35-40(43)45-38-39(37-42)46-41(44)36-34-32-30-28-26-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24-25,29,31,39,42H,3-4,6,8-10,12,14-16,19,22-23,26-28,30,32-38H2,1-2H3/b7-5-,13-11-,18-17-,21-20-,25-24-,31-29-/t39-/m0/s1"	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)"	679.4760605		M+K	1	19.24228333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.6																																																																																																																							
CHEBI:82925	C47H68O5	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC[C@H](CO)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	"InChI=1S/C47H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-46(49)51-44-45(43-48)52-47(50)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,35-38,45,48H,3-4,9-10,15-16,21-22,27-28,33-34,39-44H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,37-35-,38-36-/t45-/m0/s1"	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	677.4921641		M+H-2H2O	1	11.99085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.3																																																																																																																							
CHEBI:82925	C47H68O5	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC[C@H](CO)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	"InChI=1S/C47H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-46(49)51-44-45(43-48)52-47(50)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,35-38,45,48H,3-4,9-10,15-16,21-22,27-28,33-34,39-44H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,37-35-,38-36-/t45-/m0/s1"	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	677.4904739		M+H-2H2O	1	8.632716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.7																																																																																																																							
				"LysoPA(18:2(9Z,12Z)/0:0)"	399.2274081		M+H-2H2O	1	12.48401667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36																																																																																																																							
				"PC(14:0/18:4(6Z,9Z,12Z,15Z))"	708.4893018		M+H-H2O	1	11.60963333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.6																																																																																																																							
				"PC(14:0/18:4(6Z,9Z,12Z,15Z))"	708.4904997		M+H-H2O	1	12.0329	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.5																																																																																																																							
				PC(14:0/P-16:0)	707.5736285		M+NH4	1	20.78143333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.2																																																																																																																							
CHEBI:88908	C38H72NO8P	C([C@@](COC(CCCCCCC/C=C\CCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C38H72NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h13,15-16,18,36H,6-12,14,17,19-35H2,1-5H3/b15-13-,18-16-/t36-/m1/s1"	PC(14:1(9Z)/16:1(9Z))	719.5386366		M+NH4	1	9.80125	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.7																																																																																																																							
				PC(14:1(9Z)/24:0)	854.6101798		M+K	1	9.48995	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.6																																																																																																																							
CHEBI:89736	C44H86NO8P	C([C@@](COC(CCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCCCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h17,19,42H,6-16,18,20-41H2,1-5H3/b19-17-/t42-/m1/s1"	PC(16:1(9Z)/20:0)	716.4586059		M+K	1	10.5534	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.2																																																																																																																							
				PC(18:0/22:0)	810.6658812		M+H-2H2O	1	5.3272	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	30.1																																																																																																																							
