database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180817_R030	20180817_R031	20180817_R032	20180817_R033	20180817_R035	20180817_R037	20180817_R038	20180817_R039	20180817_QC_19	20180817_QC_18	20180817_QC_11	20180817_R020	20180817_QC_13	20180817_QC_12	20180817_R023	20180817_QC_15	20180817_R024	20180817_QC_14	20180817_R025	20180817_QC_17	20180817_R026	20180817_QC_16	20180817_R028	20180817_R029	20180817_QC_20	20180821_QC_18	20180821_QC_17	20180817_R050	20180817_R051	20180821_QC_19	20180817_R052	20180817_R053	20180817_R054	20180817_R055	20180817_R056	20180821_QC_20	20180817_R041	20180817_R042	20180817_R044	20180817_R045	20180817_R046	20180817_R047	20180817_R048	20180821_QC_14	20180821_QC_13	20180821_QC_16	20180821_QC_15	20180821_QC_12	20180821_QC_11	20180821_R080	20180821_R081	20180821_R084	20180821_R083	20180821_R086	20180821_R085	20180821_R087	20180821_R120	20180821_R089	20180821_R091	20180821_R090	20180821_R093	20180821_R092	20180817_R060	20180821_R095	20180817_R061	20180821_R097	20180821_R099	20180821_R098	20180821_R062	20180821_R064	20180821_R063	20180817_R010	20180817_R011	20180817_R012	20180817_R013	20180817_R014	20180817_R015	20180817_R016	20180817_R017	20180821_R107	20180817_R018	20180817_R019	20180821_R109	20180821_R108	20180821_R066	20180821_R068	20180821_R101	20180821_R067	20180821_R100	20180821_R103	20180821_R069	20180821_R102	20180821_R105	20180828_R_075	20180821_R104	20180821_R071	20180821_R070	20180821_R073	20180821_R072	20180817_R001	20180817_R004	20180817_R005	20180817_R006	20180821_R118	20180817_R007	20180817_R008	20180817_R009	20180821_R119	20180821_R077	20180821_R110	20180821_R076	20180821_R112	20180821_R078	20180821_R111	20180821_R114	20180821_R115
CHEBI:73873	C30H50NO7P	[C@@H](COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1"	"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	568.3412652		"M+H, M+Na"	1	7.992483333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.1																																																																																																																							
CHEBI:73873	C30H50NO7P	[C@@H](COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1"	"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	568.3400609		"M+H, M+Na"	1	7.863033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40																																																																																																																							
CHEBI:86260	C32H66NO7P	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1"	LysoPC(24:0)	590.4559352		M+H-H2O	1	12.0329	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.3																																																																																																																							
CHEBI:88948	C32H64NO7P	C([C@](COC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C32H64NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h12-13,31,34H,5-11,14-30H2,1-4H3/b13-12-/t31-/m1/s1"	LysoPC(24:1(15Z))	606.4506604		"M+H, M+Na"	1	12.70795	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.7																																																																																																																							
CHEBI:88948	C32H64NO7P	C([C@](COC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C32H64NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h12-13,31,34H,5-11,14-30H2,1-4H3/b13-12-/t31-/m1/s1"	LysoPC(24:1(15Z))	628.4353533		M+Na	1	10.95208333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.3																																																																																																																							
CHEBI:88948	C32H64NO7P	C([C@](COC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C32H64NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h12-13,31,34H,5-11,14-30H2,1-4H3/b13-12-/t31-/m1/s1"	LysoPC(24:1(15Z))	606.4493422		M+H	1	12.36168333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.4																																																																																																																							
CHEBI:88948	C32H64NO7P	C([C@](COC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C32H64NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h12-13,31,34H,5-11,14-30H2,1-4H3/b13-12-/t31-/m1/s1"	LysoPC(24:1(15Z))	588.4387344		M+H-H2O	1	11.92095	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																							
CHEBI:140773	C24H50NO6P	P(OC[C@@H](CO/C=C/*)O)(=O)(OCC[N+](C)(C)C)[O-]		LysoPC(P-16:0)	480.3432409		"M+H, M+Na"	1	8.702616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.9																																																																																																																							
CHEBI:84753	C26H52NO6P	[C@@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h12-13,20,22,26,28H,5-11,14-19,21,23-25H2,1-4H3/b13-12-,22-20-/t26-/m1/s1"	LysoPC(P-18:1(9Z))	506.3573836		M+H	1	9.013916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.8																																																																																																																							
CHEBI:73205	C38H75O10P	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC	"InChI=1S/C38H75O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-37(41)45-33-36(34-47-49(43,44)46-32-35(40)31-39)48-38(42)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35-36,39-40H,3-34H2,1-2H3,(H,43,44)/t35-,36+/m0/s1"	PG(16:0/16:0)	740.5388515		M+NH4	1	13.47036667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	29.8																																																																																																																							
CHEBI:89274	C42H81O10P	C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCCCCCCCCCCCC)=O)[H])OP(=O)(O)OC[C@@](CO)([H])O	"InChI=1S/C42H81O10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-41(45)49-37-40(38-51-53(47,48)50-36-39(44)35-43)52-42(46)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,39-40,43-44H,3-12,14,16-38H2,1-2H3,(H,47,48)/b15-13-/t39-,40+/m0/s1"	PG(18:1(11Z)/18:0)	777.5701305		M+H	1	18.58471667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.5																																																																																																																							
CHEBI:75036	C23H48NO7P	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1"	LysoPE(18:0/0:0)	482.3228061		"M+H-H2O, M+H, M+Na"	1	9.542383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	57.7																																																																																																																							
CHEBI:75036	C23H48NO7P	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1"	LysoPE(18:0/0:0)	482.3198227		"M+H, M+Na"	1	9.290383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	46.5																																																																																																																							
CHEBI:75550	C21H42O4	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO	"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3/t20-/m0/s1"	MG(18:0/0:0/0:0)	341.3044164		M+H-H2O	1	9.542383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																							
CHEBI:75216	C26H56NO6P	[C@@H](COCCCCCCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1"	LysoPC(O-18:0)	510.3923817		"M+H, M+Na, M+K"	1	9.965633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.6																																																																																																																							
CHEBI:75216	C26H56NO6P	[C@@H](COCCCCCCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1"	LysoPC(O-18:0)	532.3732306		M+Na	1	9.3428	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.2																																																																																																																							
CHEBI:75216	C26H56NO6P	[C@@H](COCCCCCCCCCCCCCCCCCC)(COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1"	LysoPC(O-18:0)	532.3730912		M+Na	1	8.615233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																							
CHEBI:89931	C44H78NO7P	C([C@@](CO/C=C\CCCCCCCC/C=C\CCCCCC)(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H78NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h9,11,15-18,21,23,27,29,36,39,43H,6-8,10,12-14,19-20,22,24-26,28,30-35,37-38,40-42H2,1-5H3/b11-9-,17-15-,18-16-,23-21-,29-27-,39-36-/t43-/m1/s1"	"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"	802.5115775		M+K	1	0.629283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	31.2																																																																																																																							
				PC(P-18:1(11Z)/22:1(13Z))	843.6963469		M+NH4	1	5.4741	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32																																																																																																																							
CHEBI:145254	C23H46NO7P	C([C@@](CO)(OC(CCCCCCCCC/C=C\CCCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h7-8,22,25H,2-6,9-21,24H2,1H3,(H,27,28)/b8-7-/t22-/m1/s1"	LysoPE(0:0/18:1(11Z))	480.3052658		"M+H-H2O, M+H, M+Na"	1	8.632716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.5																																																																																																																							
CHEBI:145258	C23H42NO7P	C([C@@](CO)(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H42NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h6-7,9-10,12-13,22,25H,2-5,8,11,14-21,24H2,1H3,(H,27,28)/b7-6-,10-9-,13-12-/t22-/m1/s1"	"LysoPE(0:0/18:3(6Z,9Z,12Z))"	498.255979		M+Na	1	8.156866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.1																																																																																																																							
CHEBI:131692	C25H48NO7P	C(OP(=O)(OCCN)O)[C@@H](CO)OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(0:0/20:2(11Z,14Z))"	506.3194486		M+H	1	8.9615	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.7																																																																																																																							
CHEBI:83058	C23H44NO7P	O(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCCN)(=O)O)O	"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"	"LysoPE(18:2(9Z,12Z)/0:0)"	478.2894023		"M+H-H2O, M+H, M+Na"	1	7.94005	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	52																																																																																																																							
CHEBI:83058	C23H44NO7P	O(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCCN)(=O)O)O	"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"	"LysoPE(18:2(9Z,12Z)/0:0)"	478.2882923		"M+H, M+Na"	1	7.775666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																							
CHEBI:131690	C25H52NO7P	C(CN)OP(=O)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCCCC)=O	"InChI=1S/C25H52NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h24,27H,2-23,26H2,1H3,(H,29,30)/t24-/m1/s1"	LysoPE(20:0/0:0)	510.3564603		"M+H-H2O, M+H, M+Na"	1	8.9615	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.7																																																																																																																							
CHEBI:131690	C25H52NO7P	C(CN)OP(=O)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCCCC)=O	"InChI=1S/C25H52NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h24,27H,2-23,26H2,1H3,(H,29,30)/t24-/m1/s1"	LysoPE(20:0/0:0)	510.3512162		M+H	1	10.91713333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.2																																																																																																																							
CHEBI:131690	C25H52NO7P	C(CN)OP(=O)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCCCC)=O	"InChI=1S/C25H52NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h24,27H,2-23,26H2,1H3,(H,29,30)/t24-/m1/s1"	LysoPE(20:0/0:0)	492.3399501		M+H-H2O	1	10.18246667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.7																																																																																																																							
CHEBI:145284	C25H48NO7P	[C@](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)(O)([H])COP(OCCN)(O)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(20:2(11Z,14Z)/0:0)"	523.3479142		M+NH4	1	7.334916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	44.9																																																																																																																							
CHEBI:72747	C27H44NO7P	[H][C@@](O)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN	"InChI=1S/C27H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h3-4,6-7,9-10,12-13,15-16,18-19,26,29H,2,5,8,11,14,17,20-25,28H2,1H3,(H,31,32)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-/t26-/m1/s1"	"LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	526.2917567		"M+H-H2O, M+H"	1	7.957516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.3																																																																																																																							
CHEBI:72747	C27H44NO7P	[H][C@@](O)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN	"InChI=1S/C27H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h3-4,6-7,9-10,12-13,15-16,18-19,26,29H,2,5,8,11,14,17,20-25,28H2,1H3,(H,31,32)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-/t26-/m1/s1"	"LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	526.2908653		M+H	1	7.828083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.5																																																																																																																							
				MG(0:0/20:1(11Z)/0:0)	385.3333414		M+H	1	18.33295	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																							
				MG(0:0/20:1(11Z)/0:0)	385.3330244		M+H	1	15.15631667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																							
				"MG(0:0/20:2(11Z,14Z)/0:0)"	383.3145506		M+H	1	17.36395	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																							
				"MG(0:0/20:2(11Z,14Z)/0:0)"	383.3144039		M+H	1	16.0136	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	52.2																																																																																																																							
				MG(0:0/24:1(15Z)/0:0)	463.3715951		M+Na	1	15.32071667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																							
CHEBI:72957	C32H63NO3	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC	"InChI=1S/C32H63NO3/c1-3-5-7-9-11-13-15-16-18-19-21-23-25-27-31(35)30(29-34)33-32(36)28-26-24-22-20-17-14-12-10-8-6-4-2/h25,27,30-31,34-35H,3-24,26,28-29H2,1-2H3,(H,33,36)/b27-25+/t30-,31+/m0/s1"	Cer(d18:1/14:0)	492.4744236		"M+H-2H2O, M+H-H2O, M+Na, M+K"	1	16.94068333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.6																																																																																																																							
CHEBI:72957	C32H63NO3	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC	"InChI=1S/C32H63NO3/c1-3-5-7-9-11-13-15-16-18-19-21-23-25-27-31(35)30(29-34)33-32(36)28-26-24-22-20-17-14-12-10-8-6-4-2/h25,27,30-31,34-35H,3-24,26,28-29H2,1-2H3,(H,33,36)/b27-25+/t30-,31+/m0/s1"	Cer(d18:1/14:0)	492.4739433		"M+H-H2O, M+H"	1	13.65223333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.5																																																																																																																							
CHEBI:89482	C37H77N2O6P	CCCCCCCCCCCCCCC[C@H]([C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(CCCCCCCCCCCCC)=O)O	"InChI=1S/C37H77N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h35-36,40H,6-34H2,1-5H3,(H-,38,41,42,43)/t35-,36+/m0/s1"	SM(d18:0/14:0)	677.5569047		M+H	1	20.78143333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	33.7																																																																																																																							
CHEBI:64486	C37H75N2O6P	[H][C@@](O)(\C=C\CCCCCCCCCCCCC)[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC	"InChI=1S/C37H75N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h28,30,35-36,40H,6-27,29,31-34H2,1-5H3,(H-,38,41,42,43)/b30-28+/t35-,36+/m0/s1"	SM(d18:1/14:0)	675.5511538		"M+H, M+Na, M+K"	1	14.05801667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.5																																																																																																																							
CHEBI:87293	C28H46O3	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@H]([C@@H]1CC3)C(O)=O	"InChI=1S/C28H46O3/c1-17(2)7-6-8-18(3)20-11-12-21-19-9-10-23-25(26(30)31)24(29)14-16-28(23,5)22(19)13-15-27(20,21)4/h17-18,20-21,23-25,29H,6-16H2,1-5H3,(H,30,31)/t18-,20-,21+,23+,24+,25+,27-,28-/m1/s1"	4alpha-Carboxy-5alpha-cholesta-8-en-3beta-ol	453.3298275		"M+H, M+Na, M+K"	1	16.6117	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.6																																																																																																																							
CHEBI:89823	C40H74NO10P	[H][C@](COP(OC[C@@](COC(CCCCCCCCCCCCCCC)=O)(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H])(=O)O)(C(O)=O)N	"InChI=1S/C40H74NO10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(43)51-36(34-49-52(46,47)50-35-37(41)40(44)45)33-48-38(42)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,36-37H,3-10,12,14-16,19-35,41H2,1-2H3,(H,44,45)(H,46,47)/b13-11-,18-17-/t36-,37+/m1/s1"	"PS(16:0/18:2(9Z,12Z))"	782.4909163		M+Na	1	12.7429	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	33.8																																																																																																																							
				"PS(18:2(9Z,12Z)/14:0)"	714.4755678		M+H-H2O	1	11.33328333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.8																																																																																																																							
				"PS(18:2(9Z,12Z)/14:1(9Z))"	730.4688176		M+H	1	10.16498333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.7																																																																																																																							
