database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:89606	C18H30O4	C(CC1C(/C=C/C(CCCCCCCC(O)=O)=O)O1)CCC	"InChI=1S/C18H30O4/c1-2-3-7-11-16-17(22-16)14-13-15(19)10-8-5-4-6-9-12-18(20)21/h13-14,16-17H,2-12H2,1H3,(H,20,21)/b14-13+"	12(13)Ep-9-KODE	619.4228187		2M-H	1	8.986666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.3																																																																																																																					
CHEBI:83058	C23H44NO7P	O(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCCN)(=O)O)O	"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"	"LysoPE(18:2(9Z,12Z)/0:0)"	476.2802435		"M-H, 2M-H"	1	7.9116	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.1																																																																																																																					
CHEBI:64489	C22H46NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@](COC(=O)CCCCCCCCCCCCC)([H])O	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1"	LysoPC(14:0/0:0)	466.293817		M-H	1	7.789266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																					
CHEBI:75036	C23H48NO7P	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1"	LysoPE(18:0/0:0)	480.3136825		M-H	1	8.3299	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.6																																																																																																																					
CHEBI:34494	C18H32O3	CCCCC\C=C/CC1OC1CCCCCCCC(O)=O	"InChI=1S/C18H32O3/c1-2-3-4-5-7-10-13-16-17(21-16)14-11-8-6-9-12-15-18(19)20/h7,10,16-17H,2-6,8-9,11-15H2,1H3,(H,19,20)/b10-7-"	"9,10-Epoxyoctadecenoic acid"	295.2275777		"M-H2O-H, M-H"	1	8.701983333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																					
CHEBI:131690	C25H52NO7P	C(CN)OP(=O)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCCCC)=O	"InChI=1S/C25H52NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h24,27H,2-23,26H2,1H3,(H,29,30)/t24-/m1/s1"	LysoPE(20:0/0:0)	530.322362		M+Na-2H	1	8.196283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.5																																																																																																																					
CHEBI:89606	C18H30O4	C(CC1C(/C=C/C(CCCCCCCC(O)=O)=O)O1)CCC	"InChI=1S/C18H30O4/c1-2-3-7-11-16-17(22-16)14-13-15(19)10-8-5-4-6-9-12-18(20)21/h13-14,16-17H,2-12H2,1H3,(H,20,21)/b14-13+"	12(13)Ep-9-KODE	309.206188		M-H	1	8.062683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.6																																																																																																																					
CHEBI:73004	C21H44NO7P	[C@@H](COC(=O)CCCCCCCCCCCCCCC)(COP(OCC[NH3+])(=O)[O-])O	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"	LysoPE(16:0/0:0)	452.278901		M-H	1	7.283466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.7																																																																																																																					
CHEBI:17276	C15H14O5	Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1	"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2"	Phloretin	273.0795041		M-H	1	4.825033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.3																																																																																																																					
CHEBI:145258	C23H42NO7P	C([C@@](CO)(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H42NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h6-7,9-10,12-13,22,25H,2-5,8,11,14-21,24H2,1H3,(H,27,28)/b7-6-,10-9-,13-12-/t22-/m1/s1"	"LysoPE(0:0/18:3(6Z,9Z,12Z))"	520.2645776		"M+Na-2H, M+FA-H"	1	8.71945	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36																																																																																																																					
CHEBI:145284	C25H48NO7P	[C@](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)(O)([H])COP(OCCN)(O)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(20:2(11Z,14Z)/0:0)"	526.2939699		M+Na-2H	1	8.196283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																					
CHEBI:90032	C40H74NO10P	[H][C@](COP(OC[C@@](COC(CCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)[H])(=O)O)(C(O)=O)N	"InChI=1S/C40H74NO10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(43)51-36(34-49-52(46,47)50-35-37(41)40(44)45)33-48-38(42)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16-18,36-37H,3-13,15,19-35,41H2,1-2H3,(H,44,45)(H,46,47)/b16-14-,18-17-/t36-,37+/m1/s1"	PS(16:1(9Z)/18:1(9Z))	804.5026862		M+FA-H	1	8.126383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.9																																																																																																																					
CHEBI:145284	C25H48NO7P	[C@](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)(O)([H])COP(OCCN)(O)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(20:2(11Z,14Z)/0:0)"	504.3106942		"M-H, M+Na-2H"	1	7.789266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.9																																																																																																																					
CHEBI:89213	C21H28O6	C1(=O)CC[C@@]2([C@]3([C@H](C[C@@]4([C@@](CC[C@]4([C@@]3(CCC2=C1)[H])[H])(C(=O)CO)O)C=O)O)[H])C	"InChI=1S/C21H28O6/c1-19-6-4-13(24)8-12(19)2-3-14-15-5-7-21(27,17(26)10-22)20(15,11-23)9-16(25)18(14)19/h8,11,14-16,18,22,25,27H,2-7,9-10H2,1H3/t14-,15-,16-,18+,19-,20+,21+/m0/s1"	18-Oxocortisol	375.1826204		M-H	1	0.541083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35																																																																																																																					
CHEBI:145278	C23H46NO7P	C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h7-8,22,25H,2-6,9-21,24H2,1H3,(H,27,28)/b8-7-/t22-/m1/s1"	LysoPE(18:1(11Z)/0:0)	478.2960128		M-H	1	8.603333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																					
CHEBI:27373	C9H19NO4	CC(C)(CO)[C@@H](O)C(=O)NCCCO	"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1"	Pantothenol	226.1073919		M+Na-2H	1	3.71505	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																					
CHEBI:72665	C18H34O4	CCCCCC(O)C(O)C\C=C/CCCCCCCC(O)=O	"InChI=1S/C18H34O4/c1-2-3-10-13-16(19)17(20)14-11-8-6-4-5-7-9-12-15-18(21)22/h8,11,16-17,19-20H,2-7,9-10,12-15H2,1H3,(H,21,22)/b11-8-"	"12,13-DHOME"	335.2194097		M+Na-2H	1	11.04458333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.2																																																																																																																					
CHEBI:145284	C25H48NO7P	[C@](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)(O)([H])COP(OCCN)(O)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(20:2(11Z,14Z)/0:0)"	504.3124273		M-H	1	7.9753	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.3																																																																																																																					
CHEBI:88906	C40H74NO8P	C([C@@](COC(CCCCCCC/C=C\CCCC)=O)(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h13-16,19-20,38H,6-12,17-18,21-37H2,1-5H3/b15-13-,16-14-,20-19-/t38-/m1/s1"	"PC(14:1(9Z)/18:2(9Z,12Z))"	772.5132179		M+FA-H	1	8.364866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.7																																																																																																																					
CHEBI:30817	C6H6N2O2	C(\C=1N=CNC1)=C/C(=O)O	"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+"	Trans-urocanate	174.9917868		M+K-2H	1	0.541083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.8																																																																																																																					
CHEBI:28666	C25H40N2O6S	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O	"InChI=1S/C25H40N2O6S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-22(21(28)15-14-17-23(29)30)34-19-20(26)25(33)27-18-24(31)32/h6-7,9-13,16,20-22,28H,2-5,8,14-15,17-19,26H2,1H3,(H,27,33)(H,29,30)(H,31,32)/b7-6-,10-9-,12-11+,16-13+/t20-,21-,22+/m0/s1"	Leukotriene D4	533.209204		M+K-2H	1	0.541083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.1																																																																																																																					
CHEBI:70744	C7H12N2O3	NCC(=O)N1CCC[C@H]1C(O)=O	"InChI=1S/C7H12N2O3/c8-4-6(10)9-3-1-2-5(9)7(11)12/h5H,1-4,8H2,(H,11,12)/t5-/m0/s1"	Glycylproline	217.0821141		M+FA-H	1	0.558566667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																					
CHEBI:30813	C10H20O2	C(CCCCCC)CCC(=O)O	"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"	Capric acid	217.1450009		M+FA-H	1	0.558566667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:64349	C7H16N2O2	CNCCCCC(N)C(O)=O	"InChI=1S/C7H16N2O2/c1-9-5-3-2-4-6(8)7(10)11/h6,9H,2-5,8H2,1H3,(H,10,11)"	N(6)-Methyllysine	159.1132392		M-H	1	0.576033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.3																																																																																																																					
CHEBI:73685	C7H12N2O4	CC(=O)NC(CCC(N)=O)C(O)=O	"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)"	N-Acetylglutamine	187.0724552		M-H	1	0.576033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:32159	C12H19Cl3O8	OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl	"InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2/t4-,5-,6+,7-,8+,9-,10+,11-,12+/m1/s1"	Sucralose	441.0163726		M+FA-H	1	0.576033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	26.7																																																																																																																					
CHEBI:88681	C12H16O9S	C=1(C=C(C=CC1O)CC(CCC(OCOS(=O)(=O)O)=O)O)O	"InChI=1S/C12H16O9S/c13-9(5-8-1-3-10(14)11(15)6-8)2-4-12(16)20-7-21-22(17,18)19/h1,3,6,9,13-15H,2,4-5,7H2,(H,17,18,19)"	4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-methyl-O-sulphate	357.0293777		"M+Na-2H, M-H"	1	0.593516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.7																																																																																																																					
CHEBI:6698	C20H22O6	COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O	"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1"	Matairesinol	357.1320097		M-H	1	0.611	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.4																																																																																																																					
CHEBI:65327	C10H15O5			D-Xylose	195.0506298		M+FA-H	1	0.6809	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.8																																																																																																																					
CHEBI:36219	C12H22O11	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11+,12+/m1/s1"	Alpha-Lactose	377.0848457		M+Cl	1	0.70965	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:74060	C11H18N4O3	CC(C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O	"InChI=1S/C11H18N4O3/c1-6(2)9(11(17)18)15-10(16)8(12)3-7-4-13-5-14-7/h4-6,8-9H,3,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t8-,9-/m0/s1"	Histidinyl-Valine	291.0854829		M+K-2H	1	0.727116667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:17368	C5H4N4O	O=c1[nH]cnc2nc[nH]c12	"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)"	Hypoxanthine	135.0307241		M-H	1	0.895683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.5																																																																																																																					
CHEBI:27226	C5H4N4O3			Uric acid	167.0212784		M-H	1	0.895683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.5																																																																																																																					
CHEBI:30915	C5H6O5	OC(=O)CCC(=O)C(O)=O	"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)"	Oxoglutaric acid	191.019693		M+FA-H	1	0.895683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.5																																																																																																																					
CHEBI:88744	C14H15NO8	C1=C(C(=CC=2NC=CC12)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)C(O)=O)O)O)O)O	"InChI=1S/C14H15NO8/c16-7-3-5-1-2-15-6(5)4-8(7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-4,9-12,14-19H,(H,20,21)/t9-,10-,11+,12-,14+/m1/s1"	Dihyroxy-1H-indole glucuronide I	362.0497539		"M+Na-2H, M+K-2H"	1	0.91315	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:16795	C9H11NO3	C([C@@H](N)[C@@H](O)C=1C=CC=CC1)(=O)O	"InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)/t7-,8-/m0/s1"	L-Threo-3-Phenylserine	180.0666888		M-H	1	0.9481	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.2																																																																																																																					
CHEBI:64349	C7H16N2O2	CNCCCCC(N)C(O)=O	"InChI=1S/C7H16N2O2/c1-9-5-3-2-4-6(8)7(10)11/h6,9H,2-5,8H2,1H3,(H,10,11)"	N(6)-Methyllysine	159.1133493		M-H	1	1.046766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:23673	C7H14N2O4	NC(CCCC(N)C(O)=O)C(O)=O	"InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)"	Diaminopimelic acid	171.0760756		M-H2O-H	1	1.046766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																					
CHEBI:73685	C7H12N2O4	CC(=O)NC(CCC(N)=O)C(O)=O	"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)"	N-Acetylglutamine	187.0717353		M-H	1	1.046766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																					
CHEBI:28621	C6H15NO3	OCCN(CCO)CCO	"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2"	Triethanolamine	130.0870731		M-H2O-H	1	1.099183333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																					
CHEBI:28803	C8H12NO6P	Cc1ncc(COP(O)(O)=O)c(CO)c1O	"InChI=1S/C8H12NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2,10-11H,3-4H2,1H3,(H2,12,13,14)"	Pyridoxine 5'-phosphate	285.9887419		M+K-2H	1	1.169083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.6																																																																																																																					
CHEBI:27226	C5H4N4O3			Uric acid	167.0203227		M-H	1	1.320166667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.5																																																																																																																					
CHEBI:28621	C6H15NO3	OCCN(CCO)CCO	"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2"	Triethanolamine	130.0867145		M-H2O-H	1	1.5699	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.7																																																																																																																					
CHEBI:89713	C12H24	C=CCCCCCCCCCC	"InChI=1S/C12H24/c1-3-5-7-9-11-12-10-8-6-4-2/h3H,1,4-12H2,2H3"	1-Dodecene	213.185151		M+FA-H	1	10.03325	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:17302	C15H30O	[H]C(=O)CCCCCCCCCCCCCC	"InChI=1S/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3"	Pentadecanal	271.2270021		M+FA-H	1	10.05071667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:4676	C12H22O4	OC(=O)CCCCCCCCCCC(O)=O	"InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)"	Dodecanedioic acid	275.1639099		"M-H2O-H, M+FA-H"	1	10.08566667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:64032	C20H37NO2	CCCCC\C=C/C\C=C/CCCCCCCC(=O)NCCO	"InChI=1S/C20H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h6-7,9-10,22H,2-5,8,11-19H2,1H3,(H,21,23)/b7-6-,10-9-"	Linoleoyl ethanolamide	368.279712		M+FA-H	1	10.12061667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:131690	C25H52NO7P	C(CN)OP(=O)(O)OC[C@H](O)COC(CCCCCCCCCCCCCCCCCCC)=O	"InChI=1S/C25H52NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h24,27H,2-23,26H2,1H3,(H,29,30)/t24-/m1/s1"	LysoPE(20:0/0:0)	490.3294494		M-H2O-H	1	10.16685	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35																																																																																																																					
CHEBI:36259	C26H45NO5S	C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	"InChI=1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/t17-,18-,19-,20+,21-,22+,23+,25+,26-/m1/s1"	Lithocholyltaurine	504.2719236		M+Na-2H	1	10.16685	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.3																																																																																																																					
