"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"20180821_R070"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R070"	"20180821_R070.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R071"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R071"	"20180821_R071.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R072"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R072"	"20180821_R072.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R073"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R073"	"20180821_R073.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R076"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R076"	"20180821_R076.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R077"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R077"	"20180821_R077.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R078"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R078"	"20180821_R078.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R080"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R080"	"20180821_R080.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R081"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R081"	"20180821_R081.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R083"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R083"	"20180821_R083.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R084"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R084"	"20180821_R084.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R085"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R085"	"20180821_R085.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R086"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R086"	"20180821_R086.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R087"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R087"	"20180821_R087.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R089"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R089"	"20180821_R089.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R090"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R090"	"20180821_R090.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R091"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R091"	"20180821_R091.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R092"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R092"	"20180821_R092.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R093"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R093"	"20180821_R093.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R095"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R095"	"20180821_R095.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R097"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R097"	"20180821_R097.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R098"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R098"	"20180821_R098.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R099"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R099"	"20180821_R099.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R100"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R100"	"20180821_R100.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R101"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R101"	"20180821_R101.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R102"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R102"	"20180821_R102.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R103"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R103"	"20180821_R103.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R104"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R104"	"20180821_R104.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R105"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R105"	"20180821_R105.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R107"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R107"	"20180821_R107.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R108"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R108"	"20180821_R108.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R109"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R109"	"20180821_R109.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R110"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R110"	"20180821_R110.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R111"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R111"	"20180821_R111.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R112"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R112"	"20180821_R112.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R114"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R114"	"20180821_R114.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R115"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R115"	"20180821_R115.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R118"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R118"	"20180821_R118.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R119"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R119"	"20180821_R119.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180821_R120"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180821_R120"	"20180821_R120.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
"20180828_R_075"	"Extraction"	"methanol"	"none"	"NA"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Waters SYNAPT G2-Si HDMS"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20180828_R_075"	"20180828_R_075.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls1267_POS_RP_mass_spectrometry_v2_maf.tsv"
